,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Shareef Abdur-Rahim,PF,28.0,POR,54.0,49.0,1867.0,6.5,12.9,0.503,0.3,0.8,0.385,6.2,12.2,0.51,4.2,4.9,0.866,2.4,5.2,7.6,2.1,0.9,0.5,2.3,2.9,17.5
1,Cory Alexander,SG,31.0,CHA,16.0,1.0,201.0,2.9,8.8,0.327,1.4,3.4,0.421,1.4,5.4,0.267,1.6,2.1,0.75,1.4,3.8,5.2,6.6,1.6,0.2,3.4,5.2,8.8
2,Malik Allen,PF,26.0,TOT,36.0,1.0,519.0,5.8,12.3,0.475,0.0,0.0,0.0,5.8,12.3,0.475,1.8,1.9,0.929,2.8,4.1,6.9,1.2,0.6,1.5,1.2,3.7,13.5
3,Malik Allen,PF,26.0,MIA,14.0,0.0,248.0,5.1,11.0,0.461,0.0,0.0,0.0,5.1,11.0,0.461,1.9,2.0,0.929,3.5,4.1,7.5,1.6,0.6,1.6,1.6,4.2,12.0
4,Malik Allen,PF,26.0,CHA,22.0,1.0,271.0,6.5,13.4,0.485,0.0,0.0,0.0,6.5,13.4,0.485,1.7,1.9,0.929,2.1,4.1,6.2,0.9,0.7,1.5,0.9,3.2,14.7
5,Ray Allen*,SG,29.0,SEA,78.0,78.0,3064.0,7.5,17.6,0.428,2.5,6.5,0.376,5.1,11.0,0.459,4.4,5.0,0.883,0.9,3.1,4.1,3.4,1.0,0.1,2.0,2.0,21.9
6,Tony Allen,SG,23.0,BOS,77.0,34.0,1262.0,5.2,11.0,0.475,0.3,0.9,0.387,4.9,10.2,0.483,3.2,4.3,0.737,2.4,3.9,6.3,1.8,2.2,0.7,2.2,4.5,14.0
7,Rafer Alston,PG,28.0,TOR,80.0,78.0,2717.0,5.3,12.9,0.414,1.8,5.2,0.357,3.5,7.8,0.451,2.5,3.4,0.74,0.6,3.1,3.7,6.8,1.6,0.1,2.3,2.8,15.1
8,Chris Andersen,C,26.0,NOH,67.0,2.0,1430.0,4.8,9.0,0.534,0.0,0.1,0.0,4.8,8.9,0.538,3.3,4.8,0.689,3.4,6.9,10.3,1.8,0.4,2.5,1.6,3.6,12.9
9,Derek Anderson,SG,30.0,POR,47.0,32.0,1239.0,4.4,11.4,0.389,1.7,4.4,0.384,2.7,7.0,0.392,2.0,2.5,0.805,0.7,3.0,3.7,4.2,1.0,0.1,2.0,2.6,12.6
10,Kenny Anderson,PG,34.0,TOT,43.0,20.0,743.0,4.1,9.7,0.423,0.3,0.6,0.462,3.8,9.1,0.42,1.3,1.8,0.73,1.2,3.1,4.3,5.0,1.6,0.0,2.4,4.2,9.8
11,Kenny Anderson,PG,34.0,ATL,39.0,20.0,717.0,4.1,9.5,0.426,0.3,0.7,0.462,3.8,8.9,0.424,1.4,1.9,0.73,1.2,3.0,4.2,4.9,1.7,0.0,2.3,4.1,9.8
12,Kenny Anderson,PG,34.0,LAC,4.0,0.0,26.0,5.5,15.2,0.364,0.0,0.0,0.0,5.5,15.2,0.364,0.0,0.0,0.0,1.4,5.5,6.9,6.9,0.0,0.0,4.2,8.3,11.1
13,Shandon Anderson,SF-SG,31.0,TOT,66.0,5.0,1171.0,3.0,6.7,0.452,0.2,0.9,0.172,2.9,5.8,0.495,1.7,2.0,0.818,1.3,4.6,5.9,2.2,1.2,0.4,1.5,4.2,7.8
