,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,Kareem Abdul-Jabbar*,C,41.0,LAL,74.0,1695.0,12.9,0.511,0.005,0.25,7.3,14.2,11.0,6.1,1.1,2.9,11.5,20.1,0.0,0.9,2.0,2.9,0.082,-2.3,0.0,-2.3,-0.1
1,Mark Acres,C,26.0,BOS,62.0,632.0,8.2,0.507,0.009,0.421,10.9,15.6,13.3,3.7,1.5,0.6,14.5,10.4,0.0,0.4,0.5,0.9,0.066,-2.1,-0.4,-2.5,-0.1
2,Michael Adams,PG,26.0,DEN,77.0,2787.0,17.5,0.567,0.431,0.363,2.5,8.3,5.2,22.2,2.7,0.2,12.5,19.7,0.0,5.4,2.9,8.3,0.143,3.8,-0.6,3.2,3.7
3,Mark Aguirre,SF,29.0,TOT,80.0,2597.0,16.4,0.524,0.137,0.309,6.4,10.0,8.3,17.9,0.9,0.8,12.6,27.4,0.0,2.4,2.1,4.5,0.082,1.7,-1.2,0.5,1.7
4,Mark Aguirre,SF,29.0,DAL,44.0,1529.0,17.3,0.509,0.119,0.294,6.6,10.3,8.5,21.5,0.9,1.1,13.0,30.5,0.0,0.7,1.0,1.7,0.052,1.7,-1.5,0.1,0.8
5,Mark Aguirre,SF,29.0,DET,36.0,1068.0,15.1,0.551,0.17,0.338,6.2,9.6,8.0,12.7,0.8,0.4,11.8,23.0,0.0,1.7,1.1,2.8,0.126,1.7,-0.7,1.1,0.8
6,Danny Ainge,PG,29.0,TOT,73.0,2377.0,18.0,0.554,0.29,0.228,3.3,8.7,6.0,25.3,1.9,0.2,11.1,22.6,0.0,5.2,1.4,6.7,0.135,4.0,-1.6,2.3,2.6
7,Danny Ainge,PG,29.0,BOS,45.0,1349.0,17.5,0.553,0.263,0.217,3.2,9.8,6.6,23.1,1.9,0.0,11.3,22.4,0.0,2.9,0.8,3.8,0.133,3.6,-1.6,2.0,1.3
8,Danny Ainge,PG,29.0,SAC,28.0,1028.0,18.6,0.554,0.325,0.242,3.5,7.1,5.3,28.1,1.9,0.4,11.0,22.9,0.0,2.3,0.6,2.9,0.136,4.5,-1.7,2.8,1.2
9,Mark Alarie,PF,25.0,WSB,74.0,1141.0,13.3,0.531,0.088,0.202,9.5,15.2,12.2,7.8,1.0,1.1,11.7,18.7,0.0,1.2,1.0,2.2,0.093,-0.7,-1.0,-1.8,0.1
10,Steve Alford,PG,24.0,TOT,66.0,906.0,11.9,0.522,0.17,0.188,1.1,6.8,4.0,13.2,2.2,0.2,11.4,16.6,0.0,0.7,0.7,1.4,0.072,-1.7,-1.8,-3.5,-0.3
11,Steve Alford,PG,24.0,DAL,9.0,38.0,7.2,0.295,0.182,0.182,0.0,8.6,4.4,32.0,1.3,0.0,7.8,14.7,0.0,0.0,0.0,0.0,-0.026,-5.4,-3.6,-9.0,-0.1
12,Steve Alford,PG,24.0,GSW,57.0,868.0,12.1,0.53,0.169,0.188,1.2,6.8,4.0,12.4,2.3,0.2,11.5,16.7,0.0,0.7,0.6,1.4,0.076,-1.6,-1.7,-3.3,-0.3
13,Randy Allen,SG,24.0,SAC,7.0,43.0,6.9,0.428,0.053,0.105,7.4,10.2,8.7,0.0,1.1,1.3,9.1,20.9,0.0,-0.1,0.0,0.0,-0.035,-7.1,-5.2,-12.4,-0.1
14,Greg Anderson,PF,24.0,SAS,82.0,2401.0,14.9,0.516,0.003,0.441,11.2,20.2,15.5,3.7,2.0,2.6,14.2,20.6,0.0,0.4,3.1,3.4,0.069,-2.4,-0.1,-2.5,-0.3
15,Michael Anderson,PG,22.0,SAS,36.0,730.0,10.5,0.483,0.04,0.469,6.3,7.1,6.7,26.9,2.8,0.2,28.5,15.7,0.0,-0.5,0.6,0.2,0.01,-3.0,-0.4,-3.4,-0.3
16,Richard Anderson,PF,28.0,POR,72.0,1082.0,12.0,0.509,0.405,0.109,6.0,17.5,11.6,11.4,1.9,0.6,12.9,14.9,0.0,0.9,1.2,2.1,0.093,-0.7,0.0,-0.7,0.4
17,Ron Anderson,SF,30.0,PHI,82.0,2618.0,15.3,0.531,0.01,0.199,7.1,10.3,8.7,7.9,1.3,0.5,9.1,21.9,0.0,3.5,0.9,4.4,0.081,0.7,-1.7,-1.0,0.7
18,Willie Anderson,SF,22.0,SAS,81.0,2738.0,16.6,0.534,0.016,0.225,5.8,11.1,8.4,21.1,2.5,1.4,15.6,23.8,0.0,2.1,2.8,4.9,0.085,0.9,0.6,1.5,2.4
