,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
0,Zaid Abdul-Aziz,C,30.0,BUF,22.0,0.0,195.0,5.7,17.0,0.338,0.0,0.0,0.0,5.7,17.0,0.338,7.6,9.9,0.767,9.4,11.2,20.6,1.6,0.7,2.1,0.0,4.8,19.0,0.0,0.0,99.0
1,Kareem Abdul-Jabbar*,C,29.0,LAL,82.0,0.0,3016.0,13.5,23.3,0.579,0.0,0.0,0.0,13.5,23.3,0.579,5.7,8.1,0.701,4.0,12.5,16.6,4.8,1.5,4.0,0.0,4.0,32.7,0.0,0.0,92.0
2,Tom Abernethy,SF,22.0,LAL,70.0,0.0,1378.0,5.6,11.6,0.484,0.0,0.0,0.0,5.6,11.6,0.484,3.4,4.5,0.754,3.8,5.9,9.7,3.3,1.6,0.3,0.0,3.9,14.6,0.0,0.0,100.0
3,Alvan Adams,C,22.0,PHO,72.0,0.0,2278.0,10.3,21.8,0.474,0.0,0.0,0.0,10.3,21.8,0.474,5.0,6.6,0.754,3.6,9.3,12.9,6.4,1.9,1.7,0.0,5.1,25.6,0.0,0.0,94.0
4,Don Adams,SF,29.0,BUF,77.0,0.0,1710.0,5.7,13.8,0.411,0.0,0.0,0.0,5.7,13.8,0.411,3.4,4.5,0.746,3.4,6.3,9.7,3.9,1.9,0.4,0.0,5.3,14.7,0.0,0.0,101.0
5,Lucius Allen,PG,29.0,LAL,78.0,0.0,2482.0,8.7,19.1,0.456,0.0,0.0,0.0,8.7,19.1,0.456,3.6,4.7,0.774,1.1,3.6,4.6,7.5,2.1,0.4,0.0,3.4,21.0,0.0,0.0,101.0
6,Jerome Anderson,SG,23.0,IND,27.0,0.0,164.0,7.1,16.1,0.441,0.0,0.0,0.0,7.1,16.1,0.441,3.8,5.5,0.7,2.5,0.8,3.3,2.7,1.6,0.5,0.0,7.1,18.0,0.0,0.0,106.0
7,Tiny Archibald*,PG,28.0,NYN,34.0,0.0,1277.0,9.1,20.3,0.446,0.0,0.0,0.0,9.1,20.3,0.446,7.1,9.1,0.785,0.8,2.1,2.9,9.2,2.1,0.4,0.0,2.8,25.3,0.0,0.0,102.0
8,Jim Ard,C,28.0,BOS,63.0,0.0,969.0,4.4,11.7,0.378,0.0,0.0,0.0,4.4,11.7,0.378,2.3,3.5,0.645,3.5,10.1,13.6,2.4,0.8,1.3,0.0,5.9,11.1,0.0,0.0,96.0
9,Bird Averitt,SG,24.0,BUF,75.0,0.0,1136.0,9.2,24.4,0.378,0.0,0.0,0.0,9.2,24.4,0.378,4.8,6.7,0.716,0.8,2.3,3.1,5.3,1.2,0.2,0.0,5.0,23.2,0.0,0.0,106.0
10,Dennis Awtrey,C,28.0,PHO,72.0,0.0,1760.0,4.1,9.5,0.429,0.0,0.0,0.0,4.1,9.5,0.429,2.3,3.2,0.722,2.8,6.3,9.1,4.7,0.6,0.8,0.0,4.3,10.5,0.0,0.0,100.0
11,Mike Bantom,PF-SF,25.0,TOT,77.0,0.0,1909.0,8.6,18.1,0.478,0.0,0.0,0.0,8.6,18.1,0.478,5.4,7.4,0.723,4.4,6.9,11.3,2.4,1.5,1.2,0.0,5.6,22.7,0.0,0.0,99.0
