,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,Kareem Abdul-Jabbar*,C,31.0,LAL,80.0,3157.0,25.5,0.612,0.0,0.352,7.6,26.7,17.6,18.9,1.1,5.0,15.3,23.3,0.0,8.8,5.6,14.4,0.219,4.0,3.7,7.8,7.8
1,Tom Abernethy,PF,24.0,GSW,70.0,1219.0,13.6,0.55,0.0,0.275,6.5,12.6,9.5,8.4,1.5,0.6,7.7,13.8,0.0,2.3,1.3,3.7,0.144,0.6,0.0,0.5,0.8
2,Alvan Adams,C,24.0,PHO,77.0,2364.0,20.4,0.57,0.0,0.269,10.5,22.4,16.6,20.8,2.1,1.4,18.9,24.1,0.0,3.9,3.7,7.6,0.154,2.9,1.9,4.8,4.1
3,Lucius Allen,PG,31.0,KCK,31.0,413.0,8.7,0.416,0.0,0.19,3.6,8.6,6.1,13.6,2.3,0.8,13.7,20.3,0.0,-0.4,0.5,0.1,0.007,-3.3,-0.7,-3.9,-0.2
4,Kim Anderson,SF,23.0,POR,21.0,224.0,3.0,0.353,0.0,0.364,8.3,14.1,11.2,8.5,0.8,1.3,19.8,19.6,0.0,-0.6,0.2,-0.4,-0.078,-6.6,-1.7,-8.3,-0.4
5,Tiny Archibald*,PG,30.0,BOS,69.0,1662.0,13.1,0.537,0.0,0.536,1.7,5.3,3.4,26.3,1.5,0.2,21.8,21.3,0.0,1.0,0.6,1.6,0.046,-2.1,-2.5,-4.7,-1.1
6,Tate Armstrong,SG,23.0,CHI,26.0,259.0,6.5,0.436,0.0,0.186,3.0,5.5,4.2,15.5,1.8,0.0,21.7,14.9,0.0,-0.2,0.2,-0.1,-0.012,-5.1,-1.2,-6.3,-0.3
7,Dennis Awtrey,C,30.0,TOT,63.0,746.0,6.7,0.49,0.0,0.523,6.0,15.7,10.8,11.1,1.0,0.9,28.3,9.6,0.0,-0.1,0.9,0.7,0.046,-3.6,0.8,-2.7,-0.1
8,Dennis Awtrey,C,30.0,BOS,23.0,247.0,5.4,0.473,0.0,0.455,5.8,15.4,10.6,9.8,0.5,1.3,28.5,11.7,0.0,-0.2,0.1,0.0,-0.006,-5.6,0.5,-5.2,-0.2
9,Dennis Awtrey,C,30.0,SEA,40.0,499.0,7.3,0.501,0.0,0.571,6.1,15.8,11.0,11.8,1.2,0.7,28.2,8.6,0.0,0.0,0.7,0.8,0.073,-2.6,1.0,-1.5,0.1
10,Gus Bailey,SG,27.0,NOJ,2.0,9.0,6.1,0.286,0.0,0.0,22.5,0.0,10.9,33.2,0.0,0.0,12.5,33.9,0.0,0.0,0.0,0.0,-0.201,-2.4,-4.2,-6.6,0.0
11,Greg Ballard,SF,24.0,WSB,82.0,1552.0,14.9,0.503,0.0,0.308,9.5,19.8,14.7,9.4,1.7,1.0,13.3,18.0,0.0,1.7,2.2,3.9,0.12,-0.1,0.8,0.7,1.1
12,Mike Bantom,PF,27.0,IND,81.0,2528.0,15.7,0.503,0.0,0.326,9.2,17.3,13.2,12.3,1.8,1.3,14.0,21.3,0.0,2.2,3.0,5.2,0.099,0.1,1.1,1.2,2.1
13,Tom Barker,C,23.0,TOT,39.0,476.0,9.1,0.473,0.0,0.237,10.2,17.0,13.6,4.1,1.0,1.2,16.5,17.0,0.0,-0.1,0.4,0.3,0.031,-4.3,-1.3,-5.6,-0.4
14,Tom Barker,C,23.0,HOU,5.0,16.0,13.2,0.581,0.0,0.333,13.8,26.8,20.4,0.0,0.0,0.0,12.7,19.4,0.0,0.0,0.0,0.0,0.147,-4.0,-7.2,-11.2,0.0
15,Tom Barker,C,23.0,BOS,12.0,131.0,9.5,0.485,0.0,0.313,10.1,15.4,12.7,6.2,1.4,1.6,19.2,20.1,0.0,-0.1,0.1,0.0,0.017,-4.4,-0.8,-5.2,-0.1
16,Tom Barker,C,23.0,NYK,22.0,329.0,8.8,0.46,0.0,0.196,10.1,17.1,13.6,3.4,0.8,1.1,15.3,15.6,0.0,-0.1,0.3,0.2,0.031,-4.2,-1.2,-5.4,-0.3
17,Marvin Barnes,PF,26.0,BOS,38.0,796.0,12.3,0.515,0.0,0.244,7.9,16.9,12.3,9.1,2.2,2.5,18.5,18.1,0.0,0.1,0.9,1.0,0.06,-2.6,1.9,-0.7,0.3
18,Rick Barry*,SF,34.0,HOU,80.0,2566.0,14.7,0.504,0.0,0.169,1.7,9.9,5.9,25.7,1.7,0.8,15.6,19.6,0.0,2.9,1.3,4.2,0.078,-0.6,0.4,-0.2,1.1
19,Tim Bassett,PF,27.0,NJN,82.0,1508.0,8.0,0.433,0.0,0.419,11.7,17.7,14.6,8.2,1.3,1.0,21.7,11.8,0.0,-0.5,1.9,1.4,0.045,-2.7,0.7,-2.0,0.0
20,Butch Beard,PG,31.0,NYK,7.0,85.0,9.0,0.423,0.0,0.0,1.3,11.5,6.3,27.9,3.8,0.0,27.8,16.6,0.0,-0.1,0.1,0.0,-0.012,-5.2,0.5,-4.8,-0.1
21,Ron Behagen,PF,28.0,TOT,15.0,165.0,9.6,0.487,0.0,0.21,8.4,19.4,13.8,5.5,1.1,0.3,14.0,18.4,0.0,0.0,0.2,0.2,0.066,-3.0,-1.8,-4.8,-0.1
22,Ron Behagen,PF,28.0,DET,1.0,1.0,-60.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,38.1,0.0,0.0,0.0,0.0,-1.277,-41.9,0.8,-41.1,0.0
23,Ron Behagen,PF,28.0,NYK,5.0,38.0,7.5,0.466,0.0,0.167,5.6,25.6,15.6,6.6,2.4,0.0,23.7,17.4,0.0,-0.1,0.1,0.0,0.004,-6.6,0.2,-6.4,0.0
24,Ron Behagen,PF,28.0,KCK,9.0,126.0,10.8,0.492,0.0,0.22,9.3,17.7,13.4,5.2,0.7,0.4,9.9,18.6,0.0,0.1,0.1,0.3,0.096,-1.6,-2.4,-4.0,-0.1
25,Kent Benson,C,24.0,MIL,82.0,2132.0,17.3,0.555,0.0,0.307,9.7,20.6,15.1,12.1,1.9,2.0,14.7,19.3,0.0,3.5,2.9,6.4,0.143,1.2,1.6,2.8,2.6
26,Del Beshore,PG,22.0,MIL,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004,-5.6,0.1,-5.6,0.0
27,Henry Bibby,PG,29.0,PHI,82.0,2538.0,11.2,0.493,0.0,0.386,3.1,6.8,5.0,19.2,1.3,0.1,16.2,18.6,0.0,1.3,2.4,3.7,0.069,-0.6,-1.8,-2.4,-0.2
29,Bob Bigelow,SF,25.0,SDC,29.0,413.0,6.0,0.428,0.0,0.233,3.9,8.0,5.9,7.1,1.3,0.2,15.4,10.8,0.0,0.0,0.1,0.0,0.003,-4.2,-0.2,-4.4,-0.2
30,Otis Birdsong,SG,23.0,KCK,82.0,2839.0,18.4,0.544,0.0,0.28,6.6,7.0,6.8,14.4,2.0,0.3,10.9,24.9,0.0,5.9,2.9,8.8,0.148,3.6,-0.9,2.7,3.3
31,Ron Boone,SG,32.0,LAL,82.0,1583.0,9.3,0.495,0.0,0.183,3.9,6.0,5.0,12.1,1.9,0.4,19.3,19.3,0.0,-0.8,1.2,0.4,0.012,-2.8,-1.3,-4.0,-0.8
32,Tom Boswell,PF,25.0,DEN,79.0,2201.0,14.6,0.577,0.0,0.471,11.9,13.6,12.8,14.7,1.0,1.2,20.3,16.0,0.0,3.4,2.2,5.6,0.122,1.6,0.7,2.2,2.4
33,Dennis Boyd,PG,24.0,DET,5.0,40.0,-4.0,0.25,0.0,0.0,0.0,5.4,2.6,20.3,0.0,0.0,33.3,17.1,0.0,-0.2,0.0,-0.2,-0.23,-11.9,-3.8,-15.7,-0.1
34,Winford Boynes,SG,21.0,NJN,69.0,1176.0,11.7,0.482,0.0,0.284,5.2,8.9,6.9,9.7,1.6,0.3,15.1,25.1,0.0,-0.5,1.1,0.6,0.026,-2.5,-2.8,-5.3,-1.0
35,Alonzo Bradley,SF,25.0,HOU,34.0,245.0,9.3,0.468,0.0,0.375,5.9,14.4,10.2,8.8,0.9,0.2,14.2,19.2,0.0,0.0,0.1,0.1,0.024,-4.1,-1.3,-5.4,-0.2
36,Mike Bratz,PG,23.0,PHO,77.0,1297.0,12.6,0.513,0.0,0.319,4.8,7.3,6.0,17.6,2.2,0.3,18.2,22.0,0.0,0.5,1.3,1.7,0.064,-1.3,-1.5,-2.7,-0.2
37,Jim Brewer,PF,27.0,TOT,80.0,1611.0,9.9,0.444,0.0,0.197,10.1,22.5,16.0,6.6,1.8,2.2,21.9,10.9,0.0,-0.5,1.8,1.3,0.038,-3.8,2.9,-0.9,0.5
38,Jim Brewer,PF,27.0,CLE,55.0,1301.0,10.1,0.448,0.0,0.185,9.9,21.9,15.6,7.0,1.7,2.4,21.8,10.9,0.0,-0.3,1.3,1.0,0.038,-3.6,3.2,-0.5,0.5
39,Jim Brewer,PF,27.0,DET,25.0,310.0,9.2,0.428,0.0,0.25,11.0,24.6,17.6,4.9,1.9,1.7,22.2,10.5,0.0,-0.2,0.4,0.3,0.04,-4.4,1.9,-2.5,0.0
40,Ron Brewer,SG,23.0,POR,81.0,2454.0,14.2,0.544,0.0,0.292,3.9,6.5,5.2,9.4,1.9,1.8,13.4,18.4,0.0,3.3,2.3,5.6,0.109,0.2,-0.3,-0.1,1.2
41,Junior Bridgeman,SG,25.0,MIL,82.0,1963.0,18.8,0.544,0.0,0.214,6.4,10.4,8.4,11.7,2.0,1.1,10.6,25.8,0.0,3.7,1.8,5.5,0.134,1.7,-1.2,0.5,1.3
42,Allan Bristow,SF,27.0,SAS,74.0,1324.0,14.2,0.562,0.0,0.421,6.6,12.8,9.8,20.3,1.8,0.6,20.5,15.1,0.0,2.0,1.5,3.5,0.126,0.8,0.1,0.9,1.0
43,Fred Brown,PG,30.0,SEA,77.0,1961.0,16.9,0.516,0.0,0.217,2.0,7.2,4.6,20.1,2.8,0.6,13.6,24.1,0.0,2.3,2.9,5.2,0.127,1.3,-1.0,0.3,1.2
44,John Brown,SF,27.0,CHI,77.0,1265.0,9.4,0.539,0.0,0.309,7.2,13.3,10.3,10.8,0.7,0.4,19.8,14.2,0.0,0.9,0.8,1.7,0.064,-2.3,-0.3,-2.6,-0.2
45,Joe Bryant,PF,24.0,PHI,70.0,1064.0,13.1,0.482,0.0,0.356,9.8,15.3,12.7,13.6,2.1,0.4,17.1,24.4,0.0,-0.1,1.6,1.5,0.067,-1.0,-1.1,-2.1,0.0
