,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Zaid Abdul-Aziz,C,29.0,SEA,27.0,0.0,8.3,1.3,2.8,0.467,0.0,0.0,0.0,1.3,2.8,0.467,0.467,0.6,1.1,0.552,1.1,1.7,2.8,0.6,0.3,0.6,0.0,1.1,3.2
1,Kareem Abdul-Jabbar*,C,28.0,LAL,82.0,0.0,41.2,11.1,21.1,0.529,0.0,0.0,0.0,11.1,21.1,0.529,0.529,5.5,7.8,0.703,3.3,13.5,16.9,5.0,1.5,4.1,0.0,3.6,27.7
2,Alvan Adams,C,21.0,PHO,80.0,0.0,33.2,7.9,16.8,0.469,0.0,0.0,0.0,7.9,16.8,0.469,0.469,3.3,4.4,0.735,2.7,6.4,9.1,5.6,1.5,1.5,0.0,3.4,19.0
3,Don Adams,SF,28.0,BUF,56.0,0.0,12.6,1.2,3.0,0.394,0.0,0.0,0.0,1.2,3.0,0.394,0.394,0.7,1.0,0.702,0.7,1.9,2.6,1.3,0.5,0.1,0.0,2.3,3.1
4,Lucius Allen,PG,28.0,LAL,76.0,0.0,31.4,6.1,13.2,0.459,0.0,0.0,0.0,6.1,13.2,0.459,0.459,2.6,3.3,0.776,0.8,2.0,2.8,4.7,1.3,0.3,0.0,3.2,14.7
5,Dan Anderson,PG,25.0,POR,52.0,0.0,11.8,1.7,3.5,0.486,0.0,0.0,0.0,1.7,3.5,0.486,0.486,1.0,1.2,0.836,0.3,0.9,1.2,1.6,0.4,0.0,0.0,1.1,4.4
6,Jerome Anderson,SG,22.0,BOS,22.0,0.0,5.7,1.1,2.0,0.556,0.0,0.0,0.0,1.1,2.0,0.556,0.556,0.5,0.7,0.688,0.2,0.4,0.6,0.3,0.1,0.1,0.0,1.1,2.8
7,Tiny Archibald*,PG,27.0,KCK,78.0,0.0,40.8,9.2,20.3,0.453,0.0,0.0,0.0,9.2,20.3,0.453,0.453,6.4,8.0,0.802,0.9,1.9,2.7,7.9,1.6,0.2,0.0,2.2,24.8
8,Jim Ard,C,27.0,BOS,81.0,0.0,10.5,1.3,3.6,0.364,0.0,0.0,0.0,1.3,3.6,0.364,0.364,0.9,1.2,0.71,1.2,2.4,3.6,0.6,0.1,0.4,0.0,1.7,3.5
9,Dennis Awtrey,C,27.0,PHO,74.0,0.0,18.6,1.9,4.1,0.467,0.0,0.0,0.0,1.9,4.1,0.467,0.467,1.0,1.5,0.688,1.3,2.7,4.0,2.1,0.3,0.3,0.0,2.1,4.9
10,Gus Bailey,SG,24.0,HOU,30.0,0.0,8.7,0.9,2.6,0.364,0.0,0.0,0.0,0.9,2.6,0.364,0.364,0.5,0.9,0.5,0.7,1.0,1.7,1.4,0.5,0.3,0.0,1.1,2.3
11,Mike Bantom,SF,24.0,TOT,73.0,0.0,21.5,3.0,6.5,0.462,0.0,0.0,0.0,3.0,6.5,0.462,0.462,1.9,2.7,0.683,1.9,3.4,5.4,1.4,0.4,0.4,0.0,3.0,7.9
12,Mike Bantom,SF,24.0,PHO,7.0,0.0,9.7,1.1,3.7,0.308,0.0,0.0,0.0,1.1,3.7,0.308,0.308,0.7,0.7,1.0,1.0,2.3,3.3,0.4,0.3,0.3,0.0,1.9,3.0
13,Mike Bantom,SF,24.0,SEA,66.0,0.0,22.8,3.2,6.8,0.471,0.0,0.0,0.0,3.2,6.8,0.471,0.471,2.0,2.9,0.675,2.0,3.6,5.6,1.5,0.4,0.4,0.0,3.2,8.4
14,Jim Barnett,SG,31.0,NYK,71.0,0.0,14.5,2.3,5.2,0.442,0.0,0.0,0.0,2.3,5.2,0.442,0.442,1.3,1.6,0.789,0.7,0.6,1.2,1.3,0.3,0.0,0.0,1.2,5.9
15,Rick Barry*,SF,31.0,GSW,81.0,0.0,38.5,8.7,20.0,0.435,0.0,0.0,0.0,8.7,20.0,0.435,0.435,3.5,3.8,0.923,0.9,5.2,6.1,6.1,2.5,0.3,0.0,2.7,21.0
16,Jerry Baskerville,SF,24.0,PHI,21.0,0.0,5.0,0.4,1.2,0.308,0.0,0.0,0.0,0.4,1.2,0.308,0.308,0.5,0.8,0.625,0.6,0.7,1.3,0.1,0.3,0.2,0.0,1.5,1.2
17,Butch Beard,PG,28.0,TOT,75.0,0.0,22.7,3.0,6.6,0.46,0.0,0.0,0.0,3.0,6.6,0.46,0.46,1.9,2.6,0.75,1.4,2.8,4.1,2.9,1.1,0.1,0.0,2.9,8.0
18,Butch Beard,PG,28.0,CLE,15.0,0.0,17.0,2.3,6.0,0.389,0.0,0.0,0.0,2.3,6.0,0.389,0.389,1.8,2.5,0.73,0.9,1.9,2.9,3.0,0.7,0.1,0.0,2.4,6.5
19,Butch Beard,PG,28.0,NYK,60.0,0.0,24.2,3.2,6.8,0.475,0.0,0.0,0.0,3.2,6.8,0.475,0.475,2.0,2.6,0.755,1.5,3.0,4.5,2.9,1.2,0.1,0.0,3.0,8.4
20,Ron Behagen,PF,25.0,NOJ,66.0,0.0,26.3,4.7,10.5,0.446,0.0,0.0,0.0,4.7,10.5,0.446,0.446,2.2,2.7,0.804,2.9,5.5,8.4,2.1,1.0,0.4,0.0,3.4,11.5
21,Dennis Bell,SF,24.0,NYK,10.0,0.0,7.6,0.8,2.1,0.381,0.0,0.0,0.0,0.8,2.1,0.381,0.381,0.3,0.7,0.429,0.4,1.0,1.4,0.3,0.6,0.1,0.0,1.1,1.9
22,Leon Benbow,SG,25.0,CHI,76.0,0.0,20.9,2.9,7.3,0.397,0.0,0.0,0.0,2.9,7.3,0.397,0.397,1.4,1.8,0.75,0.9,1.5,2.3,2.1,0.8,0.1,0.0,2.4,7.1
23,Henry Bibby,PG,26.0,NOJ,79.0,0.0,22.4,3.4,7.9,0.428,0.0,0.0,0.0,3.4,7.9,0.428,0.428,2.5,3.2,0.797,0.7,1.5,2.3,2.8,0.8,0.0,0.0,2.1,9.3
25,Bob Bigelow,SF,22.0,KCK,31.0,0.0,5.3,0.5,1.5,0.34,0.0,0.0,0.0,0.5,1.5,0.34,0.34,0.8,1.1,0.727,0.3,0.6,0.9,0.3,0.1,0.0,0.0,0.6,1.8
26,Dave Bing*,PG,32.0,WSB,82.0,0.0,35.9,6.1,13.6,0.447,0.0,0.0,0.0,6.1,13.6,0.447,0.447,4.0,5.1,0.787,1.1,1.7,2.9,6.0,1.4,0.3,0.0,3.2,16.2
27,John Block,PF,31.0,CHI,2.0,0.0,3.5,1.0,2.0,0.5,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0,2.0
28,Tom Boerwinkle,C,30.0,CHI,74.0,0.0,27.6,3.6,7.2,0.5,0.0,0.0,0.0,3.6,7.2,0.5,0.5,1.6,2.4,0.667,3.6,7.1,10.7,3.8,0.6,0.7,0.0,3.6,8.8
29,Tom Boswell,PF,22.0,BOS,35.0,0.0,7.9,1.2,2.7,0.441,0.0,0.0,0.0,1.2,2.7,0.441,0.441,0.4,0.7,0.583,0.7,1.3,2.0,0.5,0.1,0.0,0.0,2.0,2.7
30,Freddie Boyd,SG-PG,25.0,TOT,36.0,0.0,17.1,2.1,4.8,0.433,0.0,0.0,0.0,2.1,4.8,0.433,0.433,0.8,1.4,0.569,0.1,0.8,0.9,2.2,0.8,0.2,0.0,1.6,4.9
31,Freddie Boyd,PG,25.0,PHI,6.0,0.0,5.5,0.3,1.0,0.333,0.0,0.0,0.0,0.3,1.0,0.333,0.333,0.2,0.3,0.5,0.0,0.3,0.3,0.3,0.2,0.0,0.0,0.8,0.8
32,Freddie Boyd,SG,25.0,NOJ,30.0,0.0,19.5,2.4,5.5,0.436,0.0,0.0,0.0,2.4,5.5,0.436,0.436,0.9,1.6,0.571,0.1,0.9,1.0,2.6,0.9,0.2,0.0,1.8,5.7
33,Bill Bradley*,SF,32.0,NYK,82.0,0.0,33.0,4.8,11.0,0.433,0.0,0.0,0.0,4.8,11.0,0.433,0.433,1.6,1.8,0.878,0.6,2.3,2.9,3.0,0.8,0.2,0.0,3.1,11.1
34,Jim Brewer,PF,24.0,CLE,82.0,0.0,35.5,4.9,10.7,0.458,0.0,0.0,0.0,4.9,10.7,0.458,0.458,1.7,2.6,0.654,3.6,7.2,10.9,2.5,1.1,1.1,0.0,2.6,11.5
35,Junior Bridgeman,SF,22.0,MIL,81.0,0.0,20.3,3.5,8.0,0.439,0.0,0.0,0.0,3.5,8.0,0.439,0.439,1.6,2.0,0.795,1.4,2.2,3.6,1.9,0.6,0.3,0.0,2.9,8.6
36,Gary Brokaw,SG,22.0,MIL,75.0,0.0,19.6,3.2,6.9,0.457,0.0,0.0,0.0,3.2,6.9,0.457,0.457,2.1,3.0,0.7,0.3,1.3,1.7,3.3,0.5,0.2,0.0,1.8,8.4
37,Fred Brown,SG,27.0,SEA,76.0,0.0,33.1,9.8,20.0,0.488,0.0,0.0,0.0,9.8,20.0,0.488,0.488,3.6,4.1,0.869,1.5,2.7,4.2,2.7,1.9,0.2,0.0,2.4,23.1
38,John Brown,PF,24.0,ATL,75.0,0.0,23.4,2.9,6.5,0.442,0.0,0.0,0.0,2.9,6.5,0.442,0.442,2.2,2.8,0.775,1.9,3.4,5.4,1.7,0.6,0.2,0.0,3.1,7.9
39,Roger Brown,C,25.0,DET,29.0,0.0,15.7,1.0,2.5,0.403,0.0,0.0,0.0,1.0,2.5,0.403,0.403,0.5,0.6,0.778,1.6,2.9,4.5,0.4,0.2,0.9,0.0,2.6,2.5
40,Joe Bryant,PF,21.0,PHI,75.0,0.0,16.0,3.1,7.4,0.422,0.0,0.0,0.0,3.1,7.4,0.422,0.422,1.2,2.0,0.626,1.3,2.4,3.7,0.8,0.6,0.3,0.0,2.2,7.4
41,Tom Burleson,C,23.0,SEA,82.0,0.0,32.3,6.0,12.6,0.481,0.0,0.0,0.0,6.0,12.6,0.481,0.481,3.5,4.7,0.75,3.1,5.9,9.0,2.2,0.9,1.8,0.0,3.3,15.6
42,Corky Calhoun,SF,25.0,LAL,76.0,0.0,23.9,2.3,4.8,0.467,0.0,0.0,0.0,2.3,4.8,0.467,0.467,0.9,1.1,0.783,1.5,2.9,4.5,1.1,0.8,0.5,0.0,2.8,5.4
43,Al Carlson,C,24.0,SEA,28.0,0.0,10.0,1.0,2.8,0.342,0.0,0.0,0.0,1.0,2.8,0.342,0.342,0.6,1.0,0.621,1.1,1.5,2.6,0.5,0.3,0.4,0.0,1.4,2.6
44,Austin Carr,SG,27.0,CLE,65.0,0.0,19.7,4.2,9.6,0.442,0.0,0.0,0.0,4.2,9.6,0.442,0.442,1.6,2.1,0.791,1.0,1.0,2.0,1.9,0.6,0.0,0.0,1.4,10.1
45,Fred Carter,PG,30.0,PHI,82.0,0.0,36.5,8.1,19.4,0.417,0.0,0.0,0.0,8.1,19.4,0.417,0.417,2.7,3.8,0.702,1.4,2.3,3.6,4.5,1.7,0.2,0.0,3.5,18.9
46,Harvey Catchings,C,24.0,PHI,75.0,0.0,23.1,1.4,3.2,0.426,0.0,0.0,0.0,1.4,3.2,0.426,0.426,0.8,1.3,0.604,2.5,4.4,6.9,0.8,0.3,2.2,0.0,3.5,3.5
48,Ken Charles,SG,24.0,BUF,81.0,0.0,27.7,4.0,8.9,0.456,0.0,0.0,0.0,4.0,8.9,0.456,0.456,2.0,2.5,0.785,0.7,2.0,2.7,2.5,1.5,0.6,0.0,3.2,10.1
49,Phil Chenier,SG,25.0,WSB,80.0,0.0,36.9,8.2,16.9,0.483,0.0,0.0,0.0,8.2,16.9,0.483,0.483,3.5,4.3,0.827,1.1,3.0,4.0,3.2,2.0,0.6,0.0,2.3,19.9
50,Jim Chones,C,26.0,CLE,82.0,0.0,33.4,6.9,15.3,0.448,0.0,0.0,0.0,6.9,15.3,0.448,0.448,2.1,3.2,0.662,2.4,6.6,9.0,2.0,0.5,1.1,0.0,2.9,15.8
51,Archie Clark,SG,34.0,DET,79.0,0.0,20.1,3.2,7.3,0.433,0.0,0.0,0.0,3.2,7.3,0.433,0.433,1.3,1.5,0.862,0.3,1.4,1.7,2.8,0.8,0.1,0.0,2.0,7.6
52,Jim Cleamons,PG,26.0,CLE,82.0,0.0,34.6,5.0,10.8,0.466,0.0,0.0,0.0,5.0,10.8,0.466,0.466,2.1,2.7,0.798,1.5,2.8,4.3,5.2,1.5,0.2,0.0,2.6,12.2
53,Barry Clemens,SF,32.0,POR,49.0,0.0,9.0,1.4,2.9,0.49,0.0,0.0,0.0,1.4,2.9,0.49,0.49,0.6,0.7,0.886,0.6,0.9,1.4,0.7,0.6,0.1,0.0,1.2,3.5
54,E.C. Coleman,PF,25.0,NOJ,67.0,0.0,27.6,3.2,7.1,0.451,0.0,0.0,0.0,3.2,7.1,0.451,0.451,0.9,1.3,0.663,1.9,4.4,6.3,1.3,0.8,0.4,0.0,3.4,7.3
55,Doug Collins,SG,24.0,PHI,77.0,0.0,38.9,8.0,15.5,0.513,0.0,0.0,0.0,8.0,15.5,0.513,0.513,4.8,5.8,0.836,1.6,2.4,4.0,2.5,1.4,0.3,0.0,3.2,20.8
56,Mel Counts,C,34.0,NOJ,30.0,0.0,10.6,1.2,3.0,0.407,0.0,0.0,0.0,1.2,3.0,0.407,0.407,0.5,0.7,0.762,0.9,2.4,3.3,1.3,0.5,0.3,0.0,2.5,3.0
57,Dave Cowens*,C,27.0,BOS,78.0,0.0,39.8,7.8,16.7,0.468,0.0,0.0,0.0,7.8,16.7,0.468,0.468,3.3,4.4,0.756,4.3,11.7,16.0,4.2,1.2,0.9,0.0,4.0,19.0
58,Jim Creighton,SF,25.0,ATL,32.0,0.0,5.4,0.4,1.3,0.279,0.0,0.0,0.0,0.4,1.3,0.279,0.279,0.2,0.5,0.438,0.4,1.0,1.4,0.1,0.1,0.3,0.0,0.7,1.0
59,Billy Cunningham*,SF,32.0,PHI,20.0,0.0,32.0,5.2,12.6,0.41,0.0,0.0,0.0,5.2,12.6,0.41,0.41,3.4,4.4,0.773,1.5,5.9,7.4,5.4,1.2,0.5,0.0,2.9,13.7
60,Mike D'Antoni,SG,24.0,KCK,9.0,0.0,11.2,0.8,3.0,0.259,0.0,0.0,0.0,0.8,3.0,0.259,0.259,0.2,0.2,1.0,0.4,1.1,1.6,1.8,1.1,0.0,0.0,2.0,1.8
61,Bob Dandridge,SF,28.0,MIL,73.0,0.0,37.5,8.9,17.8,0.502,0.0,0.0,0.0,8.9,17.8,0.502,0.502,3.7,4.5,0.824,2.3,5.1,7.4,2.8,1.5,0.5,0.0,3.6,21.5
62,Dwight Davis,PF,26.0,GSW,72.0,0.0,12.0,1.5,3.7,0.413,0.0,0.0,0.0,1.5,3.7,0.413,0.413,1.1,1.6,0.69,1.2,1.9,3.1,0.6,0.3,0.4,0.0,2.0,4.2
63,Mel Davis,PF,25.0,NYK,42.0,0.0,9.7,1.8,4.6,0.394,0.0,0.0,0.0,1.8,4.6,0.394,0.394,0.5,0.7,0.759,1.0,2.5,3.5,0.7,0.4,0.1,0.0,1.3,4.1
64,Mickey Davis,SF,25.0,MIL,45.0,0.0,9.1,1.2,3.4,0.362,0.0,0.0,0.0,1.2,3.4,0.362,0.362,1.1,1.4,0.794,0.6,1.3,1.9,0.8,0.3,0.0,0.0,0.8,3.6
65,Darryl Dawkins,C,19.0,PHI,37.0,0.0,4.5,1.1,2.2,0.5,0.0,0.0,0.0,1.1,2.2,0.5,0.5,0.2,0.6,0.333,0.4,0.9,1.3,0.1,0.1,0.2,0.0,1.1,2.4
66,Rod Derline,SG,23.0,SEA,49.0,0.0,6.9,1.5,3.7,0.403,0.0,0.0,0.0,1.5,3.7,0.403,0.403,0.9,1.1,0.804,0.2,0.4,0.6,0.5,0.2,0.0,0.0,0.4,3.9
67,Henry Dickerson,SG,24.0,DET,17.0,0.0,6.6,0.5,1.7,0.31,0.0,0.0,0.0,0.5,1.7,0.31,0.31,0.6,0.9,0.625,0.2,0.0,0.2,0.5,0.1,0.1,0.0,1.0,1.6
69,Derrek Dickey,PF,24.0,GSW,79.0,0.0,15.3,2.8,6.0,0.465,0.0,0.0,0.0,2.8,6.0,0.465,0.465,0.8,1.0,0.785,1.4,3.0,4.4,1.1,0.3,0.1,0.0,1.8,6.4
70,Ernie DiGregorio,PG,25.0,BUF,67.0,0.0,20.4,2.7,7.1,0.384,0.0,0.0,0.0,2.7,7.1,0.384,0.384,1.3,1.4,0.915,0.2,1.4,1.7,4.0,0.6,0.0,0.0,2.4,6.7
71,John Drew,SF,21.0,ATL,77.0,0.0,30.5,7.6,15.2,0.502,0.0,0.0,0.0,7.6,15.2,0.502,0.502,6.3,8.5,0.744,3.7,4.9,8.6,1.9,1.8,0.4,0.0,3.4,21.6
72,Charles Dudley,PG,25.0,GSW,82.0,0.0,17.8,2.2,4.2,0.528,0.0,0.0,0.0,2.2,4.2,0.528,0.528,1.9,3.0,0.641,1.4,1.9,3.3,2.9,0.9,0.0,0.0,2.1,6.4
73,Dennis DuVal,PG,23.0,ATL,13.0,0.0,10.0,1.2,3.3,0.349,0.0,0.0,0.0,1.2,3.3,0.349,0.349,0.5,0.7,0.667,0.1,0.5,0.6,1.5,0.5,0.2,0.0,1.2,2.8
74,Al Eberhard,SF,23.0,DET,81.0,0.0,25.5,3.5,8.4,0.414,0.0,0.0,0.0,3.5,8.4,0.414,0.414,2.4,2.8,0.834,1.7,3.1,4.8,1.0,1.1,0.2,0.0,3.1,9.3
75,Leroy Ellis,C,35.0,PHI,29.0,0.0,16.9,2.1,4.6,0.462,0.0,0.0,0.0,2.1,4.6,0.462,0.462,0.6,1.0,0.607,1.6,2.6,4.2,0.7,0.6,0.3,0.0,2.1,4.8
76,Keith Erickson,SF,31.0,PHO,74.0,0.0,25.0,4.1,8.8,0.47,0.0,0.0,0.0,4.1,8.8,0.47,0.47,1.8,2.1,0.854,1.4,3.1,4.5,2.5,1.1,0.1,0.0,2.6,10.1
