,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Kareem Abdul-Jabbar*,C,39.0,LAL,78.0,78.0,2441.0,8.3,14.6,0.564,0.0,0.0,0.333,8.2,14.6,0.565,3.6,5.1,0.714,2.2,5.5,7.7,3.0,0.7,1.4,2.7,3.6,20.1
1,Alvan Adams,C,32.0,PHO,68.0,40.0,1690.0,6.6,13.2,0.503,0.0,0.0,0.0,6.6,13.1,0.504,2.9,3.6,0.788,1.9,5.3,7.2,4.8,1.3,0.8,3.0,4.4,16.1
2,Michael Adams,PG,24.0,WSB,63.0,0.0,1303.0,4.4,10.9,0.407,0.8,2.8,0.275,3.6,8.0,0.454,2.9,3.4,0.847,1.0,2.3,3.4,6.7,2.3,0.2,2.2,2.4,12.5
3,Rafael Addison,SF,22.0,PHO,62.0,12.0,711.0,7.4,16.8,0.441,0.8,2.5,0.32,6.6,14.2,0.463,2.6,3.2,0.797,2.1,3.3,5.4,2.3,1.4,0.4,2.7,3.8,18.2
4,Mark Aguirre,SF,27.0,DAL,80.0,80.0,2663.0,10.6,21.5,0.495,0.7,2.0,0.353,9.9,19.5,0.51,5.8,7.5,0.77,2.4,3.3,5.8,3.4,1.1,0.4,2.9,3.3,27.8
5,Danny Ainge,SG,27.0,BOS,71.0,66.0,2499.0,5.9,12.2,0.486,1.2,2.8,0.443,4.7,9.4,0.498,2.1,2.4,0.897,0.7,2.8,3.5,5.8,1.5,0.2,2.0,2.7,15.2
6,Mark Alarie,PF,23.0,DEN,64.0,25.0,1110.0,7.0,14.4,0.49,0.1,0.3,0.222,7.0,14.1,0.495,2.2,3.3,0.663,2.4,4.6,6.9,2.4,0.7,0.9,1.8,4.5,16.3
7,Richard Anderson,PF,26.0,HOU,51.0,0.0,312.0,6.8,16.0,0.424,0.5,1.8,0.25,6.3,14.2,0.447,2.5,3.3,0.759,2.8,6.3,9.1,3.8,0.8,0.3,2.2,4.3,16.6
8,Ron Anderson,SF,28.0,IND,63.0,0.0,721.0,6.9,14.7,0.473,0.0,0.2,0.0,6.9,14.4,0.481,4.2,5.4,0.787,3.6,3.9,7.5,2.7,1.5,0.1,2.7,3.2,18.1
9,John Bagley,PG,26.0,CLE,72.0,67.0,2182.0,5.1,12.1,0.426,0.5,1.7,0.301,4.6,10.4,0.447,1.9,2.2,0.831,0.9,3.3,4.2,6.3,1.5,0.1,2.7,1.9,12.7
10,James Bailey,PF,29.0,NJN,34.0,2.0,542.0,7.4,15.9,0.469,0.0,0.0,0.0,7.4,15.9,0.469,3.9,5.3,0.725,3.2,5.9,9.1,1.3,0.8,1.5,3.6,7.9,18.7
11,Thurl Bailey,PF,25.0,UTA,81.0,2.0,2155.0,7.7,17.3,0.447,0.0,0.0,0.0,7.7,17.3,0.448,3.2,3.9,0.805,2.4,4.8,7.2,1.7,0.6,1.5,2.1,2.5,18.6
12,Greg Ballard,SF,32.0,GSW,82.0,7.0,1579.0,5.7,12.9,0.44,0.3,0.9,0.375,5.3,11.9,0.445,1.6,2.1,0.747,2.3,5.5,7.8,2.5,1.1,0.3,1.6,3.8,13.2
13,Gene Banks,SF,27.0,CHI,63.0,39.0,1822.0,4.9,9.1,0.539,0.0,0.1,0.0,4.9,9.0,0.545,2.2,2.9,0.767,2.3,3.8,6.1,3.4,1.0,0.3,2.2,3.4,12.1
14,Charles Barkley*,PF,23.0,PHI,68.0,62.0,2740.0,7.3,12.3,0.594,0.3,1.4,0.202,7.0,10.9,0.643,5.6,7.4,0.761,5.1,7.9,13.1,4.3,1.6,1.4,4.2,3.3,20.5
15,John Battle,SG,24.0,ATL,64.0,8.0,804.0,6.4,14.1,0.457,0.0,0.4,0.0,6.4,13.7,0.472,4.2,5.6,0.738,0.7,2.0,2.7,5.6,1.3,0.2,2.7,3.4,17.1
