b'Date',b'href',b'Visitor/Neutral',b'PTS',b'Home/Neutral',b'PTS',b'\xc2\xa0',b'\xc2\xa0',b'Attend.',b'Notes'
"Fri, Oct 30, 1981",/boxscores/198110300BOS.html,Washington Bullets,100,Boston Celtics,124,Box Score,,"15,320",
"Fri, Oct 30, 1981",/boxscores/198110300UTA.html,Dallas Mavericks,89,Utah Jazz,105,Box Score,,"6,709",
"Fri, Oct 30, 1981",/boxscores/198110300POR.html,Phoenix Suns,95,Portland Trail Blazers,103,Box Score,,"12,666",
"Fri, Oct 30, 1981",/boxscores/198110300PHI.html,Cleveland Cavaliers,104,Philadelphia 76ers,128,Box Score,,"14,102",
"Fri, Oct 30, 1981",/boxscores/198110300NJN.html,New York Knicks,103,New Jersey Nets,99,Box Score,,"17,150",
"Fri, Oct 30, 1981",/boxscores/198110300LAL.html,Houston Rockets,113,Los Angeles Lakers,112,Box Score,2OT,"15,884",
"Fri, Oct 30, 1981",/boxscores/198110300KCK.html,San Antonio Spurs,113,Kansas City Kings,102,Box Score,,"11,010",
"Fri, Oct 30, 1981",/boxscores/198110300IND.html,Chicago Bulls,94,Indiana Pacers,96,Box Score,,"8,492",
"Fri, Oct 30, 1981",/boxscores/198110300DET.html,Milwaukee Bucks,113,Detroit Pistons,118,Box Score,,"9,182",
"Fri, Oct 30, 1981",/boxscores/198110300DEN.html,Golden State Warriors,121,Denver Nuggets,134,Box Score,,"11,989",
"Sat, Oct 31, 1981",/boxscores/198110310SDC.html,Houston Rockets,110,San Diego Clippers,125,Box Score,,"6,539",
"Sat, Oct 31, 1981",/boxscores/198110310SAS.html,Denver Nuggets,120,San Antonio Spurs,145,Box Score,,"9,487",
"Sat, Oct 31, 1981",/boxscores/198110310NYK.html,Indiana Pacers,106,New York Knicks,99,Box Score,,"15,952",
"Sat, Oct 31, 1981",/boxscores/198110310MIL.html,Boston Celtics,103,Milwaukee Bucks,119,Box Score,,"11,052",
"Sat, Oct 31, 1981",/boxscores/198110310GSW.html,Utah Jazz,91,Golden State Warriors,106,Box Score,,"7,193",
"Sat, Oct 31, 1981",/boxscores/198110310DAL.html,Kansas City Kings,89,Dallas Mavericks,95,Box Score,,"7,865",
"Sat, Oct 31, 1981",/boxscores/198110310CHI.html,Detroit Pistons,119,Chicago Bulls,106,Box Score,,"18,633",
"Sat, Oct 31, 1981",/boxscores/198110310ATL.html,Philadelphia 76ers,108,Atlanta Hawks,106,Box Score,,"9,820",
"Sat, Oct 31, 1981",/boxscores/198110310SEA.html,Phoenix Suns,84,Seattle SuperSonics,94,Box Score,,"33,014",
"Sun, Nov 1, 1981",/boxscores/198111010POR.html,Seattle SuperSonics,94,Portland Trail Blazers,104,Box Score,,"12,666",
"Tue, Nov 3, 1981",/boxscores/198111030CHI.html,Atlanta Hawks,96,Chicago Bulls,104,Box Score,,"7,112",
"Tue, Nov 3, 1981",/boxscores/198111030DAL.html,Cleveland Cavaliers,125,Dallas Mavericks,110,Box Score,,"6,981",
"Tue, Nov 3, 1981",/boxscores/198111030HOU.html,New York Knicks,98,Houston Rockets,101,Box Score,,"10,855",
"Tue, Nov 3, 1981",/boxscores/198111030PHO.html,San Antonio Spurs,88,Phoenix Suns,111,Box Score,,"10,888",
"Tue, Nov 3, 1981",/boxscores/198111030POR.html,Los Angeles Lakers,100,Portland Trail Blazers,102,Box Score,,"12,666",
"Tue, Nov 3, 1981",/boxscores/198111030WSB.html,Philadelphia 76ers,112,Washington Bullets,99,Box Score,,"12,666",
"Wed, Nov 4, 1981",/boxscores/198111040BOS.html,Chicago Bulls,93,Boston Celtics,115,Box Score,,"15,320",
"Wed, Nov 4, 1981",/boxscores/198111040DEN.html,Houston Rockets,100,Denver Nuggets,112,Box Score,,"7,368",
"Wed, Nov 4, 1981",/boxscores/198111040GSW.html,Portland Trail Blazers,109,Golden State Warriors,108,Box Score,,"7,688",
"Wed, Nov 4, 1981",/boxscores/198111040KCK.html,San Diego Clippers,128,Kansas City Kings,129,Box Score,,"7,017",
"Wed, Nov 4, 1981",/boxscores/198111040NJN.html,Atlanta Hawks,95,New Jersey Nets,86,Box Score,,"12,260",
"Wed, Nov 4, 1981",/boxscores/198111040PHI.html,Indiana Pacers,99,Philadelphia 76ers,107,Box Score,,"11,257",
"Wed, Nov 4, 1981",/boxscores/198111040SAS.html,Cleveland Cavaliers,102,San Antonio Spurs,128,Box Score,,"11,276",
"Wed, Nov 4, 1981",/boxscores/198111040SEA.html,Los Angeles Lakers,106,Seattle SuperSonics,103,Box Score,,"14,536",
"Thu, Nov 5, 1981",/boxscores/198111050DET.html,New Jersey Nets,103,Detroit Pistons,109,Box Score,,"5,116",
