,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Kareem Abdul-Jabbar*,C,33.0,LAL,80.0,0.0,2976.0,10.1,17.6,0.574,0.0,0.0,0.0,10.1,17.6,0.574,5.1,6.7,0.766,2.4,7.5,9.9,3.3,0.7,2.8,3.0,3.0,25.3
1,Tom Abernethy,SF,26.0,TOT,39.0,0.0,298.0,3.0,7.1,0.424,0.0,0.1,0.0,3.0,7.0,0.431,1.6,2.7,0.591,2.4,3.4,5.8,2.3,0.8,0.4,1.0,4.1,7.6
2,Tom Abernethy,SF,26.0,GSW,10.0,0.0,39.0,0.9,2.8,0.333,0.0,0.0,0.0,0.9,2.8,0.333,1.8,2.8,0.667,0.9,6.5,7.4,0.9,0.9,0.0,1.8,4.6,3.7
3,Tom Abernethy,SF,26.0,IND,29.0,0.0,259.0,3.3,7.8,0.429,0.0,0.1,0.0,3.3,7.6,0.436,1.5,2.6,0.579,2.6,2.9,5.6,2.5,0.8,0.4,0.8,4.0,8.2
4,Alvan Adams,C,26.0,PHO,75.0,0.0,2054.0,8.0,15.2,0.526,0.0,0.0,0.0,8.0,15.2,0.526,3.5,4.5,0.768,2.8,6.8,9.6,6.0,1.9,1.2,4.0,4.0,19.5
5,Darrell Allums,PF,22.0,DAL,22.0,0.0,276.0,3.0,8.7,0.343,0.0,0.1,0.0,3.0,8.6,0.348,1.7,2.9,0.591,2.5,6.0,8.5,3.3,0.7,1.0,3.0,6.7,7.7
6,Tiny Archibald*,PG,32.0,BOS,80.0,72.0,2820.0,4.9,9.8,0.499,0.0,0.1,0.0,4.9,9.7,0.505,4.4,5.3,0.816,0.5,1.8,2.2,7.9,1.0,0.2,3.4,2.6,14.1
7,Dennis Awtrey,C,32.0,SEA,47.0,0.0,607.0,2.6,5.5,0.473,0.0,0.0,0.0,2.6,5.5,0.473,0.8,1.2,0.7,2.0,4.4,6.4,3.2,0.7,0.5,2.0,5.0,6.0
8,James Bailey,PF,23.0,SEA,82.0,0.0,2539.0,6.3,12.6,0.499,0.0,0.0,0.5,6.3,12.6,0.499,3.6,5.1,0.709,2.7,5.9,8.6,1.4,1.0,2.0,3.1,4.7,16.2
9,Greg Ballard,SF,26.0,WSB,82.0,0.0,2610.0,7.6,16.4,0.463,0.1,0.4,0.219,7.5,15.9,0.47,2.3,2.7,0.847,2.3,5.7,8.0,2.7,1.6,0.5,1.6,2.7,17.5
10,Mike Bantom,SF,29.0,IND,76.0,0.0,2375.0,6.5,13.4,0.489,0.0,0.1,0.0,6.5,13.3,0.492,3.0,4.3,0.708,2.3,4.2,6.5,3.6,1.2,1.3,3.0,4.3,16.1
11,Billy Ray Bates,SG,24.0,POR,77.0,0.0,1560.0,10.1,20.8,0.487,0.3,1.2,0.259,9.8,19.6,0.501,3.9,4.6,0.854,1.6,2.0,3.6,4.5,1.9,0.1,3.4,2.8,24.5
12,Mel Bennett,PF,26.0,UTA,28.0,0.0,313.0,3.0,6.9,0.433,0.0,0.2,0.0,3.0,6.7,0.448,6.1,9.3,0.654,3.8,6.9,10.7,1.7,0.3,1.3,3.6,6.4,12.1
13,Kent Benson,C,26.0,DET,59.0,0.0,1956.0,6.7,14.2,0.473,0.0,0.1,0.0,6.7,14.1,0.475,3.6,4.7,0.772,2.3,5.1,7.4,3.2,1.3,1.2,3.5,3.4,17.0
14,Henry Bibby,PG,31.0,SDC,73.0,0.0,1112.0,3.8,9.9,0.386,1.0,3.1,0.337,2.8,6.8,0.408,2.2,3.2,0.684,0.8,1.6,2.4,6.5,1.5,0.1,2.5,2.8,10.8
15,Larry Bird*,PF,24.0,BOS,82.0,82.0,3239.0,8.0,16.7,0.478,0.2,0.8,0.27,7.8,15.9,0.489,3.1,3.6,0.863,2.1,7.8,9.9,5.0,1.8,0.7,3.2,2.7,19.4
16,Otis Birdsong,SG,25.0,KCK,71.0,0.0,2593.0,9.9,18.1,0.544,0.1,0.5,0.286,9.7,17.6,0.551,4.4,6.3,0.697,1.7,1.9,3.6,3.2,1.3,0.2,2.4,2.4,24.3
17,Norman Black,SG,23.0,DET,3.0,0.0,28.0,3.9,12.9,0.3,0.0,0.0,0.0,3.9,12.9,0.3,2.6,10.3,0.25,0.0,2.6,2.6,2.6,1.3,0.0,1.3,2.6,10.3
18,Ron Boone,SG,34.0,UTA,52.0,0.0,1146.0,5.0,11.7,0.431,0.3,1.2,0.282,4.7,10.4,0.449,2.4,3.0,0.798,0.5,2.1,2.6,5.1,1.0,0.3,3.5,4.0,12.8
19,Winford Boynes,SG,23.0,DAL,44.0,0.0,757.0,5.8,14.9,0.387,0.0,0.0,0.0,5.8,14.9,0.387,2.1,2.6,0.818,1.1,2.4,3.6,1.8,1.1,0.8,3.3,3.8,13.6
20,Dudley Bradley,SG,23.0,IND,82.0,0.0,1867.0,5.1,10.8,0.474,0.0,0.3,0.125,5.1,10.5,0.484,2.4,3.4,0.702,1.3,2.4,3.7,3.6,3.6,0.7,2.4,4.6,12.7
