,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Zaid Abdul-Aziz,C,27.0,HOU,79.0,0.0,31.1,4.3,9.3,0.459,0.0,0.0,0.0,4.3,9.3,0.459,0.459,2.4,3.0,0.804,3.3,8.4,11.7,2.1,1.0,1.3,0.0,2.9,10.9
1,Kareem Abdul-Jabbar*,C,26.0,MIL,81.0,0.0,43.8,11.7,21.7,0.539,0.0,0.0,0.0,11.7,21.7,0.539,0.539,3.6,5.2,0.702,3.5,11.0,14.5,4.8,1.4,3.5,0.0,2.9,27.0
2,Don Adams,SF,26.0,DET,74.0,0.0,31.1,4.1,10.0,0.408,0.0,0.0,0.0,4.1,10.0,0.408,0.408,2.1,2.7,0.761,1.8,4.3,6.1,1.9,1.5,0.2,0.0,3.3,10.3
3,Rick Adelman,PG,27.0,CHI,55.0,0.0,11.2,1.2,3.1,0.376,0.0,0.0,0.0,1.2,3.1,0.376,0.376,1.0,1.4,0.711,0.3,1.0,1.3,1.0,0.7,0.0,0.0,1.1,3.3
4,Lucius Allen,PG,26.0,MIL,72.0,0.0,33.2,7.3,14.8,0.495,0.0,0.0,0.0,7.3,14.8,0.495,0.495,3.0,3.8,0.788,1.2,2.8,4.0,5.2,1.9,0.3,0.0,3.0,17.6
5,Tiny Archibald*,PG,25.0,KCO,35.0,0.0,36.3,6.3,14.1,0.451,0.0,0.0,0.0,6.3,14.1,0.451,0.451,4.9,6.0,0.82,0.6,1.8,2.4,7.6,1.6,0.2,0.0,2.2,17.6
6,Dennis Awtrey,C,25.0,CHI,68.0,0.0,11.1,1.0,1.8,0.528,0.0,0.0,0.0,1.0,1.8,0.528,0.528,0.8,1.4,0.574,0.7,1.8,2.6,1.3,0.3,0.2,0.0,1.9,2.7
7,Mike Bantom,PF,22.0,PHO,76.0,0.0,26.1,4.1,10.4,0.399,0.0,0.0,0.0,4.1,10.4,0.399,0.399,1.9,2.8,0.662,2.3,4.6,6.8,2.1,0.7,0.6,0.0,3.8,10.1
8,Dick Barnett,SG,37.0,NYK,5.0,0.0,11.6,2.0,5.2,0.385,0.0,0.0,0.0,2.0,5.2,0.385,0.385,0.4,0.6,0.667,0.2,0.6,0.8,1.2,0.2,0.0,0.0,0.4,4.4
9,Jim Barnett,SG,29.0,GSW,77.0,0.0,21.9,4.5,9.8,0.464,0.0,0.0,0.0,4.5,9.8,0.464,0.464,2.4,2.9,0.814,1.0,1.9,2.9,2.7,0.7,0.1,0.0,1.9,11.5
