,Tm,W,L,W/L%,GB,PS/G,PA/G,SRS
0,Philadelphia Warriors,45.0,27.0,0.625,—,103.1,98.8,3.82
1,Boston Celtics,39.0,33.0,0.542,6.0,106.0,105.3,0.72
2,Syracuse Nationals,35.0,37.0,0.486,10.0,96.9,96.9,0.17
3,New York Knicks,35.0,37.0,0.486,10.0,100.2,100.6,-0.2
4,Fort Wayne Pistons,37.0,35.0,0.514,—,94.4,93.7,0.45
5,Minneapolis Lakers,33.0,39.0,0.458,4.0,99.3,100.2,-0.92
6,St. Louis Hawks,33.0,39.0,0.458,4.0,96.6,98.0,-1.42
7,Rochester Royals,31.0,41.0,0.431,6.0,95.8,98.7,-2.61
