,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Henry Akin,PF,22.0,NYK,50.0,0.0,9.1,1.7,4.6,0.361,0.0,0.0,0.0,1.7,4.6,0.361,0.361,0.5,0.7,0.703,0.0,0.0,2.4,0.5,0.0,0.0,0.0,1.6,3.8
1,Al Attles*,PG,30.0,SFW,69.0,0.0,25.6,3.1,6.8,0.454,0.0,0.0,0.0,3.1,6.8,0.454,0.454,1.3,2.2,0.583,0.0,0.0,4.7,3.9,0.0,0.0,0.0,3.8,7.4
2,Johnny Austin,SG,22.0,BAL,4.0,0.0,15.3,1.3,5.5,0.227,0.0,0.0,0.0,1.3,5.5,0.227,0.227,3.3,4.0,0.813,0.0,0.0,1.8,1.0,0.0,0.0,0.0,3.0,5.8
3,Jim Barnes,PF,25.0,LAL,80.0,0.0,17.5,2.7,6.2,0.437,0.0,0.0,0.0,2.7,6.2,0.437,0.437,1.6,2.3,0.684,0.0,0.0,5.6,0.6,0.0,0.0,0.0,3.3,7.0
4,Dick Barnett,SG,30.0,NYK,67.0,0.0,29.4,6.8,14.2,0.478,0.0,0.0,0.0,6.8,14.2,0.478,0.478,3.4,4.4,0.783,0.0,0.0,3.4,2.4,0.0,0.0,0.0,2.8,17.0
5,Jim Barnett,SG,22.0,BOS,48.0,0.0,8.0,1.6,4.4,0.37,0.0,0.0,0.0,1.6,4.4,0.37,0.37,0.9,1.3,0.677,0.0,0.0,1.1,0.9,0.0,0.0,0.0,1.3,4.1
6,John Barnhill,PG,28.0,BAL,53.0,0.0,22.9,3.5,8.4,0.418,0.0,0.0,0.0,3.5,8.4,0.418,0.418,1.2,1.9,0.641,0.0,0.0,3.0,2.6,0.0,0.0,0.0,1.5,8.3
7,Rick Barry*,SF,22.0,SFW,78.0,0.0,40.7,13.0,28.7,0.451,0.0,0.0,0.0,13.0,28.7,0.451,0.451,9.7,10.9,0.884,0.0,0.0,9.2,3.6,0.0,0.0,0.0,3.3,35.6
8,Elgin Baylor*,SF,32.0,LAL,70.0,0.0,38.7,10.2,23.7,0.429,0.0,0.0,0.0,10.2,23.7,0.429,0.429,6.3,7.7,0.813,0.0,0.0,12.8,3.1,0.0,0.0,0.0,3.0,26.6
9,Zelmo Beaty*,C,27.0,STL,48.0,0.0,34.6,6.8,14.5,0.473,0.0,0.0,0.0,6.8,14.5,0.473,0.473,4.1,5.4,0.758,0.0,0.0,10.7,1.3,0.0,0.0,0.0,3.9,17.8
10,Walt Bellamy*,C,27.0,NYK,79.0,0.0,38.1,7.2,13.7,0.521,0.0,0.0,0.0,7.2,13.7,0.521,0.521,4.7,7.3,0.636,0.0,0.0,13.5,2.6,0.0,0.0,0.0,3.5,19.0
11,Dave Bing*,PG,23.0,DET,80.0,0.0,34.5,8.3,19.0,0.436,0.0,0.0,0.0,8.3,19.0,0.436,0.436,3.4,4.6,0.738,0.0,0.0,4.5,4.1,0.0,0.0,0.0,2.7,20.0
12,John Block,PF,22.0,LAL,22.0,0.0,5.4,0.9,2.4,0.385,0.0,0.0,0.0,0.9,2.4,0.385,0.385,1.1,1.5,0.706,0.0,0.0,2.0,0.2,0.0,0.0,0.0,0.9,2.9
13,Bob Boozer,PF,29.0,CHI,80.0,0.0,30.6,6.7,13.8,0.487,0.0,0.0,0.0,6.7,13.8,0.487,0.487,4.5,5.8,0.781,0.0,0.0,8.5,1.1,0.0,0.0,0.0,2.7,18.0
14,Nate Bowman,C,23.0,CHI,9.0,0.0,7.2,0.9,2.3,0.381,0.0,0.0,0.0,0.9,2.3,0.381,0.381,0.7,0.9,0.75,0.0,0.0,3.1,0.2,0.0,0.0,0.0,2.0,2.4
15,Bill Bridges,PF,27.0,STL,79.0,0.0,39.6,6.4,14.0,0.455,0.0,0.0,0.0,6.4,14.0,0.455,0.455,4.6,6.6,0.702,0.0,0.0,15.1,2.8,0.0,0.0,0.0,4.1,17.4
16,Em Bryant,PG,28.0,NYK,63.0,0.0,25.3,3.7,9.2,0.409,0.0,0.0,0.0,3.7,9.2,0.409,0.409,1.2,1.8,0.649,0.0,0.0,4.3,3.5,0.0,0.0,0.0,3.7,8.7
17,Joe Caldwell,SF,25.0,STL,81.0,0.0,27.9,5.7,13.3,0.426,0.0,0.0,0.0,5.7,13.3,0.426,0.426,2.5,3.8,0.649,0.0,0.0,5.5,2.0,0.0,0.0,0.0,2.8,13.8
18,Wilt Chamberlain*,C,30.0,PHI,81.0,0.0,45.5,9.7,14.2,0.683,0.0,0.0,0.0,9.7,14.2,0.683,0.683,4.8,10.8,0.441,0.0,0.0,24.2,7.8,0.0,0.0,0.0,1.8,24.1
19,Jerry Chambers,SF,23.0,LAL,69.0,0.0,14.7,3.2,7.2,0.452,0.0,0.0,0.0,3.2,7.2,0.452,0.452,1.0,1.3,0.731,0.0,0.0,3.0,0.6,0.0,0.0,0.0,2.1,7.5
21,Len Chappell,C-PF,26.0,TOT,73.0,0.0,9.7,1.8,4.3,0.422,0.0,0.0,0.0,1.8,4.3,0.422,0.422,0.7,1.1,0.654,0.0,0.0,2.6,0.5,0.0,0.0,0.0,1.4,4.3
22,Len Chappell,PF,26.0,CHI,19.0,0.0,9.4,2.1,4.7,0.449,0.0,0.0,0.0,2.1,4.7,0.449,0.449,0.7,1.1,0.667,0.0,0.0,2.0,0.6,0.0,0.0,0.0,1.6,4.9
23,Len Chappell,C,26.0,CIN,54.0,0.0,9.8,1.7,4.1,0.411,0.0,0.0,0.0,1.7,4.1,0.411,0.411,0.7,1.1,0.65,0.0,0.0,2.8,0.4,0.0,0.0,0.0,1.4,4.1
24,Archie Clark,SG,25.0,LAL,76.0,0.0,23.2,4.4,9.6,0.452,0.0,0.0,0.0,4.4,9.6,0.452,0.452,1.8,2.5,0.708,0.0,0.0,2.9,2.7,0.0,0.0,0.0,2.5,10.5
25,Barry Clemens,SF,23.0,CHI,60.0,0.0,16.4,3.1,7.4,0.419,0.0,0.0,0.0,3.1,7.4,0.419,0.419,1.1,1.5,0.756,0.0,0.0,3.4,0.7,0.0,0.0,0.0,2.4,7.3
26,Larry Costello,PG,35.0,PHI,49.0,0.0,19.9,2.7,6.0,0.444,0.0,0.0,0.0,2.7,6.0,0.444,0.444,2.4,2.7,0.902,0.0,0.0,2.1,2.9,0.0,0.0,0.0,2.9,7.8
27,Mel Counts,C,25.0,TOT,56.0,0.0,15.4,3.2,7.5,0.422,0.0,0.0,0.0,3.2,7.5,0.422,0.422,1.2,1.7,0.734,0.0,0.0,6.1,0.9,0.0,0.0,0.0,3.3,7.6
28,Mel Counts,C,25.0,BAL,25.0,0.0,13.7,2.6,6.7,0.389,0.0,0.0,0.0,2.6,6.7,0.389,0.389,1.2,1.6,0.725,0.0,0.0,6.2,1.2,0.0,0.0,0.0,3.2,6.4
29,Mel Counts,C,25.0,LAL,31.0,0.0,16.7,3.6,8.1,0.444,0.0,0.0,0.0,3.6,8.1,0.444,0.444,1.3,1.7,0.741,0.0,0.0,6.1,0.7,0.0,0.0,0.0,3.3,8.5
30,Freddie Crawford,SG,25.0,NYK,19.0,0.0,10.1,2.3,6.1,0.379,0.0,0.0,0.0,2.3,6.1,0.379,0.379,1.3,2.0,0.632,0.0,0.0,2.5,0.6,0.0,0.0,0.0,2.1,5.9
31,Billy Cunningham*,SF,23.0,PHI,81.0,0.0,26.8,6.9,15.0,0.459,0.0,0.0,0.0,6.9,15.0,0.459,0.459,4.7,6.9,0.686,0.0,0.0,7.3,2.5,0.0,0.0,0.0,3.2,18.5
32,Dave DeBusschere*,SF,26.0,DET,78.0,0.0,37.1,6.8,16.4,0.415,0.0,0.0,0.0,6.8,16.4,0.415,0.415,4.6,6.6,0.705,0.0,0.0,11.8,2.8,0.0,0.0,0.0,3.8,18.2
33,Dave Deutsch,G,21.0,NYK,19.0,0.0,4.9,0.3,1.9,0.167,0.0,0.0,0.0,0.3,1.9,0.167,0.167,0.5,1.1,0.45,0.0,0.0,1.1,0.8,0.0,0.0,0.0,0.9,1.1
34,Connie Dierking,C,30.0,CIN,77.0,0.0,24.7,3.8,9.5,0.399,0.0,0.0,0.0,3.8,9.5,0.399,0.399,1.7,2.3,0.744,0.0,0.0,7.8,2.1,0.0,0.0,0.0,3.3,9.3
35,Johnny Egan,PG,28.0,BAL,71.0,0.0,24.5,3.8,8.8,0.428,0.0,0.0,0.0,3.8,8.8,0.428,0.428,2.6,3.1,0.845,0.0,0.0,2.5,3.9,0.0,0.0,0.0,2.7,10.1
36,Joe Ellis,SF,22.0,SFW,41.0,0.0,8.1,1.6,4.0,0.409,0.0,0.0,0.0,1.6,4.0,0.409,0.409,0.5,0.6,0.76,0.0,0.0,2.7,0.7,0.0,0.0,0.0,1.1,3.7
37,Leroy Ellis,C,26.0,BAL,81.0,0.0,36.3,6.1,14.4,0.425,0.0,0.0,0.0,6.1,14.4,0.425,0.425,2.6,3.5,0.738,0.0,0.0,12.0,2.1,0.0,0.0,0.0,3.2,14.9
38,Wayne Embry*,C,29.0,BOS,72.0,0.0,10.1,2.0,5.0,0.409,0.0,0.0,0.0,2.0,5.0,0.409,0.409,1.1,2.0,0.569,0.0,0.0,4.1,0.6,0.0,0.0,0.0,1.9,5.2
39,Keith Erickson,SF,22.0,CHI,76.0,0.0,19.1,3.1,8.4,0.367,0.0,0.0,0.0,3.1,8.4,0.367,0.367,1.5,2.1,0.736,0.0,0.0,4.5,1.6,0.0,0.0,0.0,2.6,7.7
40,Bob Ferry,C,29.0,BAL,51.0,0.0,19.4,2.6,6.2,0.419,0.0,0.0,0.0,2.6,6.2,0.419,0.419,1.4,2.2,0.636,0.0,0.0,5.1,1.8,0.0,0.0,0.0,1.9,6.5
41,Hank Finkel,C,24.0,LAL,27.0,0.0,5.2,0.6,1.7,0.362,0.0,0.0,0.0,0.6,1.7,0.362,0.362,0.3,0.4,0.583,0.0,0.0,2.4,0.2,0.0,0.0,0.0,1.4,1.5
42,Dave Gambee,SF,29.0,PHI,63.0,0.0,12.0,2.4,5.5,0.435,0.0,0.0,0.0,2.4,5.5,0.435,0.435,1.7,2.0,0.856,0.0,0.0,3.1,0.7,0.0,0.0,0.0,2.3,6.5
43,Gail Goodrich*,SG,23.0,LAL,77.0,0.0,23.1,4.6,10.1,0.454,0.0,0.0,0.0,4.6,10.1,0.454,0.454,3.3,4.4,0.751,0.0,0.0,3.3,2.7,0.0,0.0,0.0,2.5,12.4
44,Johnny Green,PF,33.0,BAL,61.0,0.0,15.5,3.3,7.2,0.465,0.0,0.0,0.0,3.3,7.2,0.465,0.465,1.6,3.4,0.464,0.0,0.0,6.5,0.9,0.0,0.0,0.0,2.3,8.2
