,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
0,Mahmoud Abdul-Rauf,PG,26.0,DEN,57.0,53.0,2029.0,10.6,24.5,0.434,3.1,7.9,0.392,7.5,16.6,0.454,3.7,4.0,0.93,0.7,2.9,3.5,10.0,1.6,0.1,3.0,3.0,28.1,0.0,114.0,112.0
1,Michael Adams,PG,33.0,CHH,21.0,3.0,329.0,5.9,13.2,0.446,2.2,6.5,0.341,3.7,6.7,0.548,4.1,5.6,0.743,0.8,2.7,3.5,10.7,3.3,0.6,4.0,4.0,18.2,0.0,114.0,110.0
2,Rafael Addison,SF,31.0,CHH,53.0,0.0,516.0,7.8,16.8,0.467,0.0,0.9,0.0,7.8,15.9,0.494,1.7,2.2,0.773,2.5,6.6,9.1,3.0,0.9,0.9,2.7,7.5,17.4,0.0,99.0,112.0
3,Cory Alexander,PG,22.0,SAS,60.0,0.0,560.0,5.8,14.2,0.406,2.4,6.1,0.394,3.4,8.2,0.416,1.5,2.3,0.64,0.8,3.0,3.9,11.1,2.5,0.2,6.2,8.6,15.4,0.0,92.0,105.0
4,Jerome Allen,SG,23.0,MIN,41.0,0.0,362.0,5.1,14.9,0.343,1.4,4.7,0.303,3.7,10.2,0.361,3.7,5.1,0.722,0.7,2.8,3.5,6.9,3.0,0.7,4.8,6.0,15.3,0.0,86.0,110.0
5,Derrick Alston,C,23.0,PHI,73.0,41.0,1614.0,6.4,12.5,0.512,0.0,0.1,0.333,6.4,12.4,0.513,1.8,3.6,0.491,4.1,5.6,9.7,2.0,1.8,1.7,1.9,6.2,14.6,0.0,106.0,112.0
6,John Amaechi,PF,25.0,CLE,28.0,3.0,357.0,4.7,11.4,0.414,0.0,0.0,0.0,4.7,11.4,0.414,3.1,5.4,0.576,2.1,6.4,8.5,1.5,1.0,1.8,5.6,8.0,12.6,0.0,74.0,108.0
7,Ashraf Amaya,PF,24.0,VAN,54.0,34.0,1104.0,5.8,12.0,0.48,0.0,0.0,0.0,5.8,12.0,0.482,4.6,7.1,0.651,5.4,9.0,14.5,1.6,1.1,0.5,2.7,7.2,16.2,0.0,106.0,108.0
8,Greg Anderson,PF,31.0,SAS,46.0,7.0,344.0,3.6,7.0,0.511,0.0,0.1,0.0,3.6,6.9,0.522,0.9,3.7,0.24,4.3,10.6,14.9,1.5,1.3,3.6,3.3,9.9,8.1,0.0,86.0,99.0
9,Kenny Anderson,PG,25.0,TOT,69.0,64.0,2344.0,7.8,18.7,0.418,2.1,5.7,0.359,5.8,13.0,0.445,5.8,7.6,0.769,1.4,3.1,4.6,12.9,2.5,0.3,3.3,4.0,23.6,0.0,118.0,110.0
10,Kenny Anderson,PG,25.0,NJN,31.0,28.0,1042.0,7.2,19.3,0.376,1.8,5.0,0.364,5.4,14.2,0.381,7.7,9.5,0.803,1.9,3.2,5.1,12.5,2.6,0.4,2.9,3.7,24.0,0.0,118.0,108.0
11,Kenny Anderson,PG,25.0,CHH,38.0,36.0,1302.0,8.3,18.3,0.454,2.3,6.3,0.357,6.0,12.0,0.505,4.4,6.0,0.727,1.0,3.1,4.1,13.2,2.4,0.2,3.5,4.2,23.2,0.0,118.0,113.0
12,Nick Anderson,SG,28.0,ORL,77.0,77.0,2717.0,7.7,17.4,0.442,3.2,8.3,0.391,4.5,9.1,0.489,3.2,4.6,0.692,1.8,6.2,8.0,5.4,2.3,0.9,2.7,2.6,21.8,0.0,112.0,106.0
13,Willie Anderson,SG,29.0,TOT,76.0,44.0,2060.0,7.2,16.6,0.436,0.9,3.0,0.283,6.4,13.6,0.47,3.3,4.1,0.81,1.2,5.0,6.2,5.0,1.9,1.5,3.6,5.8,18.7,0.0,99.0,110.0
14,Willie Anderson,SG,29.0,TOR,49.0,42.0,1564.0,7.6,17.4,0.44,1.0,3.1,0.305,6.7,14.2,0.47,3.7,4.3,0.856,1.2,5.0,6.1,4.9,1.9,1.7,3.9,5.6,20.0,0.0,100.0,112.0
15,Willie Anderson,SG,29.0,NYK,27.0,2.0,496.0,6.0,14.1,0.421,0.5,2.7,0.2,5.4,11.5,0.472,2.0,3.3,0.613,1.4,5.0,6.4,5.1,1.8,0.9,2.6,6.3,14.5,0.0,96.0,105.0
16,Greg Anthony,PG,28.0,VAN,69.0,68.0,2096.0,8.2,19.7,0.415,2.3,6.8,0.332,5.9,12.8,0.459,5.8,7.5,0.771,0.7,3.6,4.4,12.0,2.9,0.3,4.0,3.4,24.3,0.0,109.0,109.0
