,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1,0.0,BOS,Tom Heinsohn,Holy Cross,9.0,654.0,19254.0,12194.0,5749.0,1318.0,0.405,0.0,0.79,29.4,18.6,8.8,2.0,60.0,0.15,0.0,0.0
4,1.0,ROC,Si Green,Duquesne,9.0,504.0,13132.0,4636.0,2152.0,1655.0,0.387,0.0,0.676,26.1,9.2,4.3,3.3,10.0,0.037,0.0,0.0
5,2.0,STL,Bill Russell,San Francisco,13.0,963.0,40726.0,14522.0,21620.0,4100.0,0.44,0.0,0.561,42.3,15.1,22.5,4.3,163.5,0.193,0.0,0.0
6,3.0,MNL,Jim Paxson,Dayton,2.0,138.0,3069.0,1105.0,616.0,225.0,0.323,0.0,0.727,22.2,8.0,4.5,1.6,2.8,0.044,0.0,0.0
7,4.0,NYK,Ron Shavlik,NC State,2.0,8.0,74.0,10.0,23.0,0.0,0.174,0.0,0.4,9.3,1.3,2.9,0.0,-0.3,-0.189,0.0,0.0
8,5.0,SYR,Joe Holup,George Washington,3.0,192.0,3526.0,1347.0,852.0,193.0,0.342,0.0,0.781,18.4,7.0,4.4,1.0,4.2,0.058,0.0,0.0
9,6.0,FTW,Ron Sobie,DePaul,4.0,192.0,3868.0,1619.0,791.0,353.0,0.379,0.0,0.808,20.1,8.4,4.1,1.8,7.2,0.089,0.0,0.0
10,7.0,PHW,Hal Lear,Temple,1.0,3.0,14.0,4.0,1.0,1.0,0.333,0.0,0.0,4.7,1.3,0.3,0.3,0.0,-0.085,0.0,0.0
13,0.0,BOS,K.C. Jones,San Francisco,9.0,676.0,17501.0,5011.0,2399.0,2908.0,0.387,0.0,0.647,25.9,7.4,3.5,4.3,38.6,0.106,0.0,0.0
16,0.0,BOS,George Linn,Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,BOS,Dan Swartz,Morehead State University,1.0,39.0,335.0,175.0,88.0,21.0,0.38,0.0,0.847,8.6,4.5,2.3,0.5,1.0,0.143,0.0,0.0
22,0.0,BOS,Bill Logan,Iowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,BOS,Don Boldebuck,Houston,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,BOS,O'Neal Weaver,Midwestern State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,BOS,Vic Molodet,NC State,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,BOS,Jim Houston,Brandeis University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,BOS,Theophileus Lloyd,Maryland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,FTW,Bruce Harris,Tennessee Technological University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,FTW,Bob Kessler,Maryland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,FTW,Joe Lieber,Holy Cross,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,FTW,John Schlimm,John Carroll University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,FTW,Charles Slack,Marshall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,FTW,Bill Thieben,Hofstra,2.0,85.0,876.0,337.0,272.0,24.0,0.331,0.0,0.64,10.3,4.0,3.2,0.3,-0.5,-0.026,0.0,0.0
