,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,Zaid Abdul-Aziz,C,25.0,SEA,58.0,1780.0,15.9,0.472,0.0,0.285,0.0,0.0,17.5,10.0,0.0,0.0,0.0,0.0,0.0,0.3,1.6,1.9,0.052,0.0,0.0,0.0,0.0
1,Kareem Abdul-Jabbar*,C,24.0,MIL,81.0,3583.0,29.9,0.603,0.0,0.363,0.0,0.0,18.1,16.1,0.0,0.0,0.0,0.0,0.0,18.3,7.1,25.4,0.34,0.0,0.0,0.0,0.0
2,Don Adams,SF,24.0,TOT,73.0,2071.0,11.5,0.452,0.0,0.345,0.0,0.0,11.8,9.2,0.0,0.0,0.0,0.0,0.0,-0.7,1.3,0.7,0.015,0.0,0.0,0.0,0.0
3,Don Adams,SF,24.0,HOU,3.0,41.0,4.5,0.327,0.0,0.105,0.0,0.0,8.8,9.6,0.0,0.0,0.0,0.0,0.0,-0.2,0.1,-0.1,-0.116,0.0,0.0,0.0,0.0
4,Don Adams,SF,24.0,ATL,70.0,2030.0,11.6,0.455,0.0,0.35,0.0,0.0,11.9,9.2,0.0,0.0,0.0,0.0,0.0,-0.5,1.3,0.8,0.018,0.0,0.0,0.0,0.0
5,Rick Adelman,PG,25.0,POR,80.0,2445.0,11.5,0.481,0.0,0.267,0.0,0.0,4.4,22.8,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.6,0.03,0.0,0.0,0.0,0.0
6,Lucius Allen,PG,24.0,MIL,80.0,2316.0,15.9,0.547,0.0,0.296,0.0,0.0,5.3,18.6,0.0,0.0,0.0,0.0,0.0,4.8,2.8,7.6,0.157,0.0,0.0,0.0,0.0
7,Odis Allison,SF,22.0,GSW,36.0,166.0,4.7,0.32,0.0,0.782,0.0,0.0,12.1,7.7,0.0,0.0,0.0,0.0,0.0,-0.9,0.3,-0.6,-0.181,0.0,0.0,0.0,0.0
8,Tiny Archibald*,PG,23.0,CIN,76.0,3272.0,23.0,0.572,0.0,0.545,0.0,0.0,3.4,33.2,0.0,0.0,0.0,0.0,0.0,11.8,1.1,12.9,0.189,0.0,0.0,0.0,0.0
9,Dennis Awtrey,C,23.0,PHI,58.0,794.0,10.3,0.48,0.0,0.342,0.0,0.0,14.1,8.2,0.0,0.0,0.0,0.0,0.0,0.2,0.8,1.0,0.06,0.0,0.0,0.0,0.0
