,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
0,Shareef Abdur-Rahim,PF,31.0,SAC,6.0,0.0,51.0,3.0,13.9,0.214,0.0,0.0,0.0,3.0,13.9,0.214,4.0,4.0,1.0,6.0,4.0,9.9,4.0,1.0,0.0,1.0,8.9,9.9,0.0,95.0,114.0
1,Arron Afflalo,SG,22.0,DET,75.0,9.0,970.0,5.6,13.7,0.411,0.6,2.7,0.208,5.0,10.9,0.461,3.9,4.9,0.782,2.0,5.7,7.8,2.9,1.8,0.5,1.9,4.7,15.6,0.0,104.0,104.0
2,Maurice Ager,SG,23.0,TOT,26.0,3.0,165.0,6.7,20.8,0.323,1.0,6.1,0.158,5.8,14.7,0.391,1.9,3.8,0.5,1.3,2.9,4.2,2.6,0.0,0.3,1.9,5.4,16.3,0.0,77.0,114.0
3,Maurice Ager,SG,23.0,DAL,12.0,3.0,77.0,3.5,18.7,0.185,0.0,5.5,0.0,3.5,13.1,0.263,3.5,4.1,0.833,0.7,2.1,2.8,2.8,0.0,0.7,2.1,7.6,10.4,0.0,61.0,112.0
4,Maurice Ager,SG,23.0,NJN,14.0,0.0,88.0,9.5,22.7,0.421,1.8,6.6,0.273,7.8,16.1,0.481,0.6,3.6,0.167,1.8,3.6,5.4,2.4,0.0,0.0,1.8,3.6,21.5,0.0,89.0,116.0
5,Blake Ahearn,PG,23.0,MIA,12.0,0.0,177.0,4.5,17.1,0.263,3.0,10.2,0.294,1.5,6.9,0.217,9.0,9.3,0.968,0.3,5.4,5.7,5.7,1.8,0.0,4.8,6.0,21.0,0.0,94.0,111.0
6,LaMarcus Aldridge,PF,22.0,POR,76.0,76.0,2649.0,11.6,23.9,0.484,0.0,0.1,0.143,11.5,23.8,0.486,4.7,6.1,0.762,4.5,7.4,11.9,2.5,1.1,1.9,2.6,4.9,27.8,0.0,108.0,107.0
7,Malik Allen,PF,29.0,TOT,73.0,16.0,1096.0,7.5,15.7,0.48,0.0,0.1,0.5,7.5,15.6,0.48,1.1,1.2,0.92,3.2,6.3,9.4,2.1,0.9,1.5,2.2,7.2,16.3,0.0,100.0,109.0
8,Malik Allen,PF,29.0,NJN,48.0,12.0,763.0,8.5,17.9,0.475,0.1,0.1,0.5,8.5,17.8,0.475,0.8,0.9,0.923,2.9,5.9,8.8,2.0,1.0,1.4,2.2,6.1,17.9,0.0,97.0,110.0
9,Malik Allen,PF,29.0,DAL,25.0,4.0,333.0,5.3,10.6,0.5,0.0,0.0,0.0,5.3,10.6,0.5,1.8,1.9,0.917,3.8,7.0,10.9,2.4,0.6,1.6,2.1,9.6,12.3,0.0,110.0,107.0
