,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Zaid Abdul-Aziz,C,22.0,TOT,49.0,0.0,19.3,2.9,8.0,0.369,0.0,0.0,0.0,2.9,8.0,0.369,0.369,1.4,2.3,0.619,0.0,0.0,8.3,0.8,0.0,0.0,0.0,2.3,7.3
1,Zaid Abdul-Aziz,C-F,22.0,CIN,20.0,0.0,5.4,0.9,2.2,0.419,0.0,0.0,0.0,0.9,2.2,0.419,0.419,0.1,0.4,0.286,0.0,0.0,1.6,0.2,0.0,0.0,0.0,0.9,1.9
2,Zaid Abdul-Aziz,C,22.0,MIL,29.0,0.0,28.9,4.3,12.0,0.363,0.0,0.0,0.0,4.3,12.0,0.363,0.363,2.3,3.7,0.642,0.0,0.0,13.0,1.1,0.0,0.0,0.0,3.4,11.0
3,Rick Adelman,PG,22.0,SDR,77.0,0.0,18.8,2.3,5.8,0.394,0.0,0.0,0.0,2.3,5.8,0.394,0.394,1.7,2.6,0.642,0.0,0.0,2.8,3.1,0.0,0.0,0.0,2.1,6.3
4,Bob Allen,PF,22.0,SFW,27.0,0.0,8.6,0.5,1.6,0.326,0.0,0.0,0.0,0.5,1.6,0.326,0.326,0.7,1.3,0.556,0.0,0.0,2.1,0.4,0.0,0.0,0.0,1.0,1.8
5,Cliff Anderson,SG,24.0,LAL,35.0,0.0,8.3,1.3,3.1,0.407,0.0,0.0,0.0,1.3,3.1,0.407,0.407,1.3,2.3,0.573,0.0,0.0,1.3,0.9,0.0,0.0,0.0,1.7,3.9
6,Al Attles*,PG,32.0,SFW,51.0,0.0,29.7,3.2,7.0,0.451,0.0,0.0,0.0,3.2,7.0,0.451,0.451,1.9,2.9,0.638,0.0,0.0,3.5,6.0,0.0,0.0,0.0,3.6,8.2
7,Harry Barnes,SF,23.0,SDR,22.0,0.0,5.7,0.8,2.9,0.281,0.0,0.0,0.0,0.8,2.9,0.281,0.281,0.3,0.6,0.538,0.0,0.0,1.2,0.2,0.0,0.0,0.0,1.1,2.0
8,Jim Barnes,C-PF,27.0,TOT,59.0,0.0,12.0,1.9,4.4,0.441,0.0,0.0,0.0,1.9,4.4,0.441,0.441,1.3,1.9,0.676,0.0,0.0,3.8,0.5,0.0,0.0,0.0,2.1,5.2
9,Jim Barnes,PF,27.0,CHI,10.0,0.0,11.1,2.3,5.9,0.39,0.0,0.0,0.0,2.3,5.9,0.39,0.39,1.0,1.9,0.526,0.0,0.0,3.0,0.1,0.0,0.0,0.0,1.5,5.6
