,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,Paul Arizin*,SF,29.0,PHW,68.0,2377.0,18.2,0.479,0.0,0.443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,2.3,7.7,0.156,0.0,0.0,0.0,0.0
1,Dick Atha,SG,26.0,DET,18.0,160.0,8.9,0.421,0.0,0.255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.054,0.0,0.0,0.0,0.0
2,Ernie Beck,SG,26.0,PHW,71.0,1974.0,12.7,0.462,0.0,0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,1.9,4.3,0.104,0.0,0.0,0.0,0.0
3,Al Bianchi,SG,25.0,SYR,69.0,1421.0,9.6,0.398,0.0,0.328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,1.3,0.8,0.026,0.0,0.0,0.0,0.0
4,Doug Bolstorff,G,26.0,DET,3.0,21.0,2.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004,0.0,0.0,0.0,0.0
5,Carl Braun*,PG,30.0,NYK,71.0,2475.0,17.5,0.495,0.0,0.371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,1.7,7.6,0.147,0.0,0.0,0.0,0.0
6,George Brown,F,22.0,MNL,1.0,6.0,-7.2,0.174,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.308,0.0,0.0,0.0,0.0
7,Bob Burrow,C,23.0,MNL,14.0,171.0,8.6,0.325,0.0,0.471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,0.1,-0.4,-0.103,0.0,0.0,0.0,0.0
8,Nat Clifton*,PF,35.0,DET,68.0,1435.0,10.4,0.397,0.0,0.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,1.2,0.5,0.017,0.0,0.0,0.0,0.0
9,Jack Coleman,PF,33.0,STL,72.0,1506.0,13.8,0.442,0.0,0.234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,2.6,0.084,0.0,0.0,0.0,0.0
10,Ed Conlin,SF,24.0,SYR,60.0,1871.0,15.8,0.452,0.0,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,2.0,4.3,0.11,0.0,0.0,0.0,0.0
11,Larry Costello,PG,26.0,SYR,72.0,2746.0,15.1,0.51,0.0,0.426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,2.9,9.2,0.162,0.0,0.0,0.0,0.0
12,Bob Cousy*,PG,29.0,BOS,65.0,2222.0,17.9,0.415,0.0,0.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,4.6,5.4,0.116,0.0,0.0,0.0,0.0
13,Walt Davis,PF,27.0,TOT,61.0,663.0,8.0,0.412,0.0,0.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.6,0.6,0.041,0.0,0.0,0.0,0.0
14,Walt Davis,PF,27.0,PHW,35.0,376.0,5.2,0.373,0.0,0.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,0.4,0.0,0.002,0.0,0.0,0.0,0.0
15,Walt Davis,PF,27.0,STL,26.0,287.0,11.7,0.452,0.0,0.504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.6,0.092,0.0,0.0,0.0,0.0
16,George Dempsey,PG,28.0,PHW,67.0,1048.0,10.9,0.412,0.0,0.338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.2,1.4,0.063,0.0,0.0,0.0,0.0
17,Corky Devlin,SG,26.0,MNL,70.0,1248.0,11.5,0.419,0.0,0.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.8,0.032,0.0,0.0,0.0,0.0
