,Tm,W,L,W/L%,GB,PS/G,PA/G,SRS
0,Boston Celtics,59.0,16.0,0.787,—,124.5,116.2,7.62
1,Philadelphia Warriors,49.0,26.0,0.653,10.0,118.6,116.0,2.77
2,Syracuse Nationals,45.0,30.0,0.6,14.0,118.9,116.3,2.77
3,New York Knicks,27.0,48.0,0.36,32.0,117.3,119.6,-1.43
4,St. Louis Hawks,46.0,29.0,0.613,—,113.4,110.7,1.77
5,Detroit Pistons,30.0,45.0,0.4,16.0,111.6,115.0,-3.45
6,Minneapolis Lakers,25.0,50.0,0.333,21.0,107.3,111.5,-4.14
7,Cincinnati Royals,19.0,56.0,0.253,27.0,111.1,117.4,-5.92
