,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,Alaa Abdelnaby,PF,22.0,POR,43.0,290.0,13.1,0.499,0.0,0.379,10.4,23.4,17.0,5.8,0.7,2.5,14.0,22.1,0.0,0.0,0.5,0.5,0.079,-4.2,-0.7,-5.0,-0.2
1,Mahmoud Abdul-Rauf,PG,21.0,DEN,67.0,1505.0,12.2,0.448,0.099,0.097,1.9,6.0,3.8,19.2,1.5,0.1,9.5,27.2,0.0,-0.7,-0.3,-1.0,-0.031,-1.7,-4.4,-6.1,-1.6
2,Mark Acres,C,28.0,ORL,68.0,1313.0,9.2,0.551,0.014,0.472,11.3,18.7,14.9,2.5,0.9,1.1,14.0,9.3,0.0,1.4,1.1,2.5,0.09,-2.1,0.3,-1.8,0.1
3,Michael Adams,PG,28.0,DEN,66.0,2346.0,22.3,0.53,0.397,0.372,2.1,8.8,5.2,39.4,2.6,0.1,12.7,28.5,0.0,5.8,0.4,6.3,0.128,7.1,-2.7,4.4,3.8
4,Mark Aguirre,SF,31.0,DET,78.0,2006.0,16.7,0.526,0.086,0.349,7.6,13.7,10.7,11.6,1.2,0.6,10.9,25.7,0.0,2.8,2.7,5.5,0.132,0.9,-0.3,0.7,1.4
5,Danny Ainge,SG,31.0,POR,80.0,1710.0,17.0,0.574,0.352,0.193,2.9,10.2,6.6,23.8,1.8,0.5,11.4,20.8,0.0,4.1,2.1,6.2,0.175,3.4,-0.6,2.8,2.1
6,Mark Alarie,PF,27.0,WSB,42.0,587.0,11.3,0.496,0.093,0.213,7.6,14.2,10.9,11.2,1.3,0.8,14.0,20.3,0.0,0.1,0.6,0.6,0.05,-2.4,-1.1,-3.6,-0.2
7,Steve Alford,PG,26.0,DAL,34.0,236.0,20.5,0.578,0.197,0.265,4.8,6.8,5.8,16.4,1.7,0.3,10.9,27.5,0.0,0.5,0.1,0.6,0.121,2.4,-3.8,-1.4,0.0
8,Greg Anderson,PF,26.0,TOT,68.0,924.0,9.1,0.455,0.004,0.426,10.0,25.9,17.3,2.1,1.7,2.7,20.8,16.3,0.0,-1.2,0.9,-0.3,-0.017,-6.8,-0.8,-7.5,-1.3
9,Greg Anderson,PF,26.0,MIL,26.0,247.0,7.5,0.41,0.014,0.384,12.3,24.1,18.1,1.7,1.6,2.3,20.5,18.6,0.0,-0.5,0.4,-0.1,-0.027,-7.8,-1.3,-9.1,-0.4
10,Greg Anderson,PF,26.0,NJN,1.0,18.0,26.4,1.0,0.0,0.0,22.4,12.1,17.5,9.1,5.4,0.0,20.0,11.2,0.0,0.1,0.0,0.1,0.3,8.3,2.5,10.9,0.1
11,Greg Anderson,PF,26.0,DEN,41.0,659.0,9.2,0.463,0.0,0.451,8.7,27.0,17.0,2.1,1.6,2.9,20.9,15.6,0.0,-0.8,0.5,-0.3,-0.022,-6.8,-0.6,-7.5,-0.9
12,Nick Anderson,SG,23.0,ORL,70.0,1971.0,15.1,0.51,0.068,0.302,4.9,16.7,10.7,8.5,1.8,1.3,10.4,22.4,0.0,1.2,1.9,3.1,0.075,-1.1,0.1,-1.0,0.5
13,Ron Anderson,SF,32.0,PHI,82.0,2340.0,15.5,0.524,0.041,0.188,5.0,12.4,8.8,8.2,1.4,0.3,8.1,23.2,0.0,2.3,1.8,4.1,0.085,-0.5,-1.8,-2.3,-0.2
14,Willie Anderson,SG,24.0,SAS,75.0,2592.0,13.0,0.499,0.035,0.215,3.1,11.5,7.5,20.2,1.5,1.1,13.3,20.1,0.0,1.3,3.5,4.8,0.089,-0.8,0.9,0.1,1.4
15,Michael Ansley,SF,23.0,ORL,67.0,877.0,16.9,0.594,0.0,0.483,14.7,16.8,15.7,4.3,1.5,0.5,9.1,16.3,0.0,2.3,0.7,3.1,0.168,1.2,-1.2,0.0,0.4
16,B.J. Armstrong,PG,23.0,CHI,82.0,1731.0,14.8,0.529,0.047,0.176,1.7,8.3,5.1,23.4,2.0,0.1,13.6,19.5,0.0,2.3,1.8,4.1,0.114,-0.4,-1.4,-1.8,0.1
17,Vincent Askew,SG,24.0,GSW,7.0,85.0,10.9,0.553,0.0,0.44,9.1,5.2,7.1,20.1,1.1,0.0,16.7,16.8,0.0,0.1,0.0,0.2,0.093,0.1,-2.7,-2.6,0.0
18,Keith Askins,SF,23.0,MIA,39.0,266.0,13.5,0.467,0.309,0.309,12.4,16.2,14.3,10.2,2.9,3.0,10.7,15.8,0.0,0.2,0.4,0.6,0.103,-0.6,2.0,1.4,0.2
19,Milos Babic,PF,22.0,CLE,12.0,52.0,6.0,0.391,0.0,0.632,13.4,6.7,10.0,10.9,1.0,1.2,17.1,24.6,0.0,-0.1,0.0,-0.1,-0.085,-6.0,-2.6,-8.6,-0.1
20,Thurl Bailey,PF,29.0,UTA,82.0,2486.0,12.5,0.513,0.003,0.311,5.1,13.6,9.6,7.7,1.1,2.3,11.6,20.0,0.0,0.6,3.1,3.7,0.072,-2.4,1.2,-1.2,0.5
21,Cedric Ball,PF,22.0,LAC,7.0,26.0,10.8,0.45,0.0,0.25,20.4,25.3,22.8,0.0,0.0,4.6,18.4,17.0,0.0,0.0,0.0,0.0,0.054,-7.4,-4.3,-11.7,-0.1
22,Ken Bannister,PF,30.0,LAC,47.0,339.0,7.8,0.506,0.012,0.802,10.6,20.0,15.3,3.6,0.7,1.2,18.6,16.1,0.0,-0.2,0.4,0.2,0.028,-5.0,-1.2,-6.3,-0.4
24,Charles Barkley*,SF,27.0,PHI,67.0,2498.0,28.9,0.635,0.133,0.564,11.8,18.6,15.3,20.6,2.2,0.8,12.6,29.1,0.0,10.3,3.1,13.4,0.258,9.0,0.9,9.9,7.4
25,Dana Barros,PG,23.0,SEA,66.0,750.0,18.8,0.6,0.26,0.273,2.7,8.7,5.7,21.9,1.5,0.1,13.4,22.5,0.0,2.1,0.4,2.5,0.158,3.0,-3.2,-0.2,0.3
26,John Battle,SG,28.0,ATL,79.0,1863.0,16.4,0.538,0.057,0.367,1.9,7.6,4.7,18.4,1.2,0.2,10.1,24.7,0.0,3.4,0.6,4.0,0.102,0.7,-3.1,-2.4,-0.2
27,Kenny Battle,SG,26.0,TOT,56.0,945.0,12.4,0.525,0.085,0.33,8.2,10.3,9.2,7.9,2.8,1.0,14.1,14.7,0.0,0.7,0.6,1.3,0.068,-1.1,0.4,-0.7,0.3
28,Kenny Battle,SG,26.0,PHO,16.0,263.0,12.8,0.486,0.023,0.337,9.2,12.7,11.0,7.5,3.4,1.3,14.7,17.9,0.0,0.0,0.4,0.4,0.081,-1.7,1.8,0.2,0.1
29,Kenny Battle,SG,26.0,DEN,40.0,682.0,12.3,0.542,0.112,0.327,7.8,9.4,8.5,8.1,2.5,0.9,13.8,13.4,0.0,0.7,0.2,0.9,0.063,-0.8,-0.2,-1.0,0.2
30,William Bedford,C,27.0,DET,60.0,562.0,15.5,0.492,0.054,0.322,11.1,15.5,13.3,9.2,0.2,4.1,10.4,24.1,0.0,0.5,0.8,1.3,0.113,-1.6,0.2,-1.4,0.1
31,Benoit Benjamin,C,26.0,TOT,70.0,2236.0,15.1,0.541,0.0,0.379,7.8,28.7,18.1,7.7,1.2,4.0,20.6,21.0,0.0,-0.7,3.7,3.0,0.064,-3.5,2.3,-1.1,0.5
32,Benoit Benjamin,C,26.0,LAC,39.0,1337.0,15.2,0.539,0.0,0.363,7.5,30.7,18.9,8.1,0.9,4.1,20.4,20.6,0.0,-0.5,2.4,1.9,0.068,-3.8,2.7,-1.1,0.3
33,Benoit Benjamin,C,26.0,SEA,31.0,899.0,15.1,0.544,0.0,0.403,8.1,25.9,16.9,7.1,1.6,3.9,20.8,21.8,0.0,-0.2,1.3,1.1,0.059,-2.9,1.7,-1.2,0.2
34,Winston Bennett,SF,25.0,CLE,27.0,334.0,9.2,0.45,0.0,0.439,10.4,11.8,11.1,11.9,1.2,0.4,13.5,19.3,0.0,0.0,0.2,0.2,0.026,-3.2,-1.4,-4.6,-0.2
35,Larry Bird*,SF,34.0,BOS,60.0,2277.0,19.7,0.53,0.195,0.18,2.8,20.4,12.3,25.9,2.3,1.5,14.6,23.7,0.0,3.0,3.6,6.6,0.14,2.4,2.3,4.7,3.8
36,Rolando Blackman,SG,31.0,DAL,80.0,2965.0,16.6,0.545,0.087,0.248,2.4,7.4,4.9,16.8,1.2,0.4,9.8,24.2,0.0,4.4,1.0,5.5,0.089,1.5,-2.1,-0.6,1.1
37,Lance Blanks,SG,24.0,DET,38.0,214.0,7.5,0.476,0.262,0.23,2.1,8.6,5.3,17.7,2.2,0.6,21.1,17.5,0.0,-0.2,0.3,0.1,0.027,-3.6,0.1,-3.5,-0.1
38,Mookie Blaylock,PG,23.0,NJN,72.0,2585.0,13.1,0.455,0.088,0.169,2.6,7.7,5.1,25.5,3.2,0.9,15.6,20.6,0.0,-0.7,2.9,2.1,0.04,-1.2,0.7,-0.5,1.0
39,Muggsy Bogues,PG,26.0,CHH,81.0,2299.0,15.4,0.497,0.023,0.206,2.8,8.1,5.4,40.2,2.9,0.1,17.4,12.8,0.0,3.1,1.7,4.8,0.1,0.0,-1.0,-1.0,0.6
40,Manute Bol,C,28.0,PHI,82.0,1522.0,8.4,0.426,0.085,0.25,5.0,20.5,12.9,1.7,0.5,9.6,25.7,7.0,0.0,-1.3,2.6,1.3,0.042,-6.6,5.4,-1.2,0.3
41,Anthony Bonner,PF,22.0,SAC,34.0,750.0,12.2,0.474,0.0,0.33,8.7,15.8,12.2,10.1,2.6,0.4,13.5,17.7,0.0,-0.2,0.8,0.7,0.044,-2.7,0.7,-2.0,0.0
42,Sam Bowie,C,29.0,NJN,62.0,1916.0,14.1,0.486,0.03,0.32,9.3,17.3,13.1,11.4,1.1,2.8,14.6,20.3,0.0,0.4,2.2,2.6,0.066,-1.8,1.2,-0.6,0.7
43,Randy Breuer,C,30.0,MIN,73.0,1505.0,11.4,0.457,0.0,0.182,8.3,19.1,13.3,7.0,1.2,3.4,12.8,15.4,0.0,-0.3,1.3,1.0,0.031,-3.9,0.7,-3.1,-0.4
44,Frank Brickowski,PF,31.0,MIL,75.0,1912.0,16.4,0.578,0.003,0.351,7.9,18.9,13.3,10.6,2.2,1.4,16.4,21.9,0.0,2.2,2.6,4.7,0.119,-0.2,0.9,0.6,1.3
45,Scott Brooks,PG,25.0,MIN,80.0,980.0,16.9,0.528,0.365,0.195,3.1,5.6,4.3,31.6,2.8,0.3,11.3,19.9,0.0,2.1,0.5,2.6,0.127,2.6,-3.3,-0.8,0.3
