,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Henry Akin,PF,22.0,NYK,50.0,0.0,453.0,6.6,18.3,0.361,0.0,0.0,0.0,6.6,18.3,0.361,2.1,2.9,0.703,0.0,0.0,9.5,2.0,0.0,0.0,0.0,6.5,15.3
1,Al Attles*,PG,30.0,SFW,69.0,0.0,1764.0,4.3,9.5,0.454,0.0,0.0,0.0,4.3,9.5,0.454,1.8,3.1,0.583,0.0,0.0,6.6,5.5,0.0,0.0,0.0,5.4,10.4
2,Johnny Austin,SG,22.0,BAL,4.0,0.0,61.0,3.0,13.0,0.227,0.0,0.0,0.0,3.0,13.0,0.227,7.7,9.4,0.813,0.0,0.0,4.1,2.4,0.0,0.0,0.0,7.1,13.6
3,Jim Barnes,PF,25.0,LAL,80.0,0.0,1398.0,5.6,12.8,0.437,0.0,0.0,0.0,5.6,12.8,0.437,3.3,4.8,0.684,0.0,0.0,11.6,1.2,0.0,0.0,0.0,6.8,14.5
4,Dick Barnett,SG,30.0,NYK,67.0,0.0,1969.0,8.3,17.4,0.478,0.0,0.0,0.0,8.3,17.4,0.478,4.2,5.4,0.783,0.0,0.0,4.1,2.9,0.0,0.0,0.0,3.4,20.8
5,Jim Barnett,SG,22.0,BOS,48.0,0.0,383.0,7.3,19.8,0.37,0.0,0.0,0.0,7.3,19.8,0.37,3.9,5.8,0.677,0.0,0.0,5.0,3.9,0.0,0.0,0.0,5.7,18.6
6,John Barnhill,PG,28.0,BAL,53.0,0.0,1214.0,5.5,13.3,0.418,0.0,0.0,0.0,5.5,13.3,0.418,2.0,3.1,0.641,0.0,0.0,4.7,4.0,0.0,0.0,0.0,2.4,13.0
7,Rick Barry*,SF,22.0,SFW,78.0,0.0,3175.0,11.5,25.4,0.451,0.0,0.0,0.0,11.5,25.4,0.451,8.5,9.7,0.884,0.0,0.0,8.1,3.2,0.0,0.0,0.0,2.9,31.5
8,Elgin Baylor*,SF,32.0,LAL,70.0,0.0,2706.0,9.5,22.1,0.429,0.0,0.0,0.0,9.5,22.1,0.429,5.9,7.2,0.813,0.0,0.0,11.9,2.9,0.0,0.0,0.0,2.8,24.8
9,Zelmo Beaty*,C,27.0,STL,48.0,0.0,1661.0,7.1,15.0,0.473,0.0,0.0,0.0,7.1,15.0,0.473,4.3,5.6,0.758,0.0,0.0,11.2,1.3,0.0,0.0,0.0,4.1,18.5
10,Walt Bellamy*,C,27.0,NYK,79.0,0.0,3010.0,6.8,13.0,0.521,0.0,0.0,0.0,6.8,13.0,0.521,4.4,6.9,0.636,0.0,0.0,12.7,2.5,0.0,0.0,0.0,3.3,17.9
11,Dave Bing*,PG,23.0,DET,80.0,0.0,2762.0,8.7,19.8,0.436,0.0,0.0,0.0,8.7,19.8,0.436,3.6,4.8,0.738,0.0,0.0,4.7,4.3,0.0,0.0,0.0,2.8,20.9
12,John Block,PF,22.0,LAL,22.0,0.0,118.0,6.1,15.9,0.385,0.0,0.0,0.0,6.1,15.9,0.385,7.3,10.4,0.706,0.0,0.0,13.7,1.5,0.0,0.0,0.0,6.1,19.5
