,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
0,Alaa Abdelnaby,PF,23.0,POR,71.0,1.0,934.0,9.2,18.7,0.493,0.0,0.0,0.0,9.2,18.7,0.493,3.9,5.2,0.752,4.2,9.3,13.5,1.6,1.3,0.8,3.4,6.9,22.4,0.0,105.0,103.0
1,Mahmoud Abdul-Rauf,PG,22.0,DEN,81.0,11.0,1538.0,11.3,26.8,0.421,1.0,3.0,0.33,10.3,23.8,0.433,3.0,3.4,0.87,0.7,2.9,3.6,6.1,1.4,0.1,3.7,4.1,26.5,0.0,99.0,113.0
2,Mark Acres,C,29.0,ORL,68.0,6.0,926.0,4.1,8.0,0.517,0.1,0.2,0.333,4.1,7.8,0.52,2.7,3.5,0.761,5.1,8.2,13.3,1.2,1.3,0.8,1.7,7.4,11.0,0.0,118.0,109.0
3,Michael Adams,PG,29.0,WSB,78.0,78.0,2795.0,8.5,21.7,0.393,2.2,6.8,0.324,6.3,14.9,0.425,5.5,6.3,0.869,1.0,4.4,5.4,10.4,2.5,0.2,3.7,2.8,24.8,0.0,106.0,109.0
4,Rafael Addison,SF,27.0,NJN,76.0,8.0,1175.0,7.8,18.0,0.433,0.6,2.0,0.286,7.2,16.0,0.452,2.3,3.2,0.737,2.7,4.2,6.9,2.8,1.2,1.2,1.9,4.5,18.5,0.0,106.0,112.0
5,Mark Aguirre,SF,32.0,DET,75.0,12.0,1582.0,11.2,26.1,0.431,0.5,2.4,0.211,10.7,23.7,0.453,5.2,7.6,0.687,2.2,5.6,7.8,4.2,1.7,0.4,3.5,5.7,28.2,0.0,100.0,106.0
6,Danny Ainge,SG,32.0,POR,81.0,6.0,1595.0,9.1,20.6,0.442,2.4,7.0,0.339,6.7,13.6,0.496,3.3,4.0,0.824,1.2,3.3,4.5,6.1,2.2,0.4,2.1,4.5,23.8,0.0,116.0,106.0
7,Victor Alexander,C,22.0,GSW,80.0,28.0,1350.0,8.4,15.8,0.529,0.0,0.0,0.0,8.4,15.7,0.531,3.5,5.1,0.691,3.6,7.9,11.6,1.1,1.5,2.1,3.1,6.1,20.3,0.0,107.0,108.0
8,Greg Anderson,PF,27.0,DEN,82.0,82.0,2793.0,6.8,14.9,0.456,0.0,0.1,0.0,6.8,14.8,0.458,2.9,4.7,0.623,5.9,10.5,16.4,1.4,1.5,1.1,3.5,4.6,16.5,0.0,98.0,106.0
9,Kenny Anderson,PG,21.0,NJN,64.0,13.0,1086.0,8.4,21.7,0.39,0.1,0.6,0.231,8.3,21.1,0.394,3.3,4.4,0.745,1.7,4.0,5.7,9.2,3.0,0.4,4.4,3.1,20.3,0.0,96.0,109.0
10,Nick Anderson,SG,24.0,ORL,60.0,59.0,2203.0,10.7,23.2,0.463,0.7,1.9,0.353,10.0,21.3,0.472,4.5,6.7,0.667,2.2,6.4,8.5,3.6,2.2,0.7,2.8,2.9,26.6,0.0,105.0,109.0
11,Ron Anderson,SF,33.0,PHI,82.0,11.0,2432.0,9.9,21.2,0.465,0.9,2.7,0.331,9.0,18.6,0.485,3.0,3.4,0.877,2.0,3.8,5.9,2.8,1.8,0.2,2.3,2.7,23.6,0.0,107.0,112.0
12,Willie Anderson,SG,25.0,SAS,57.0,55.0,1889.0,8.2,18.1,0.455,0.3,1.5,0.232,7.9,16.6,0.475,2.8,3.6,0.775,1.6,6.3,7.9,8.0,1.4,1.3,3.7,4.0,19.7,0.0,103.0,105.0
13,Michael Ansley,SF,24.0,TOT,10.0,0.0,45.0,8.9,20.0,0.444,0.0,0.0,0.0,8.9,20.0,0.444,5.6,6.7,0.833,2.2,4.4,6.7,2.2,0.0,0.0,3.3,7.8,23.3,0.0,100.0,116.0
14,Michael Ansley,SF,24.0,PHI,8.0,0.0,32.0,8.0,17.6,0.455,0.0,0.0,0.0,8.0,17.6,0.455,8.0,9.6,0.833,3.2,3.2,6.4,3.2,0.0,0.0,4.8,9.6,24.0,0.0,103.0,116.0
15,Michael Ansley,SF,24.0,CHH,2.0,0.0,13.0,10.9,25.4,0.429,0.0,0.0,0.0,10.9,25.4,0.429,0.0,0.0,0.0,0.0,7.3,7.3,0.0,0.0,0.0,0.0,3.6,21.8,0.0,92.0,114.0
16,Greg Anthony,PG,24.0,NYK,82.0,1.0,1510.0,5.5,14.9,0.37,0.3,1.9,0.145,5.2,13.0,0.403,4.0,5.4,0.741,1.1,3.5,4.7,10.7,2.0,0.3,3.4,5.8,15.3,0.0,101.0,106.0
17,B.J. Armstrong,PG,24.0,CHI,82.0,3.0,1875.0,9.1,18.9,0.481,0.9,2.4,0.402,8.1,16.5,0.492,2.8,3.5,0.806,0.5,3.4,3.9,7.2,1.2,0.1,2.5,2.4,21.9,0.0,112.0,109.0
18,Vincent Askew,SG,25.0,GSW,80.0,10.0,1496.0,6.0,11.8,0.509,0.0,0.3,0.1,6.0,11.4,0.52,3.4,5.0,0.694,2.8,4.5,7.2,5.8,1.5,0.7,2.6,4.0,15.5,0.0,114.0,112.0
19,Keith Askins,SF,24.0,MIA,59.0,4.0,843.0,4.9,12.0,0.41,1.5,4.3,0.342,3.4,7.7,0.447,1.5,2.2,0.703,3.8,4.5,8.3,2.2,2.3,0.9,2.7,6.4,12.8,0.0,100.0,110.0
20,Stacey Augmon,SG,23.0,ATL,82.0,82.0,2505.0,8.6,17.6,0.489,0.0,0.1,0.167,8.6,17.5,0.492,4.2,6.3,0.666,3.7,4.5,8.2,3.9,2.4,0.5,3.5,3.2,21.4,0.0,104.0,109.0
21,Isaac Austin,C,22.0,UTA,31.0,0.0,112.0,9.4,20.6,0.457,0.0,0.0,0.0,9.4,20.6,0.457,8.5,13.5,0.633,4.9,10.8,15.7,2.2,0.9,0.9,3.6,9.0,27.4,0.0,105.0,104.0
23,Milos Babic,C,23.0,MIA,9.0,0.0,35.0,8.4,18.3,0.462,0.0,0.0,0.0,8.4,18.3,0.462,8.4,11.2,0.75,2.8,12.6,15.4,8.4,1.4,0.0,7.0,0.0,25.3,0.0,100.0,108.0
24,John Bagley,PG,31.0,BOS,73.0,59.0,1742.0,6.4,14.6,0.441,0.3,1.2,0.238,6.1,13.3,0.459,2.0,2.7,0.716,1.1,3.5,4.6,13.8,1.6,0.1,4.3,3.5,15.1,0.0,102.0,110.0
25,Thurl Bailey,PF,30.0,TOT,84.0,18.0,2104.0,8.8,20.0,0.44,0.0,0.0,0.0,8.8,20.0,0.441,5.2,6.5,0.796,2.9,8.7,11.6,1.9,0.8,2.8,2.6,3.8,22.8,0.0,102.0,110.0
26,Thurl Bailey,PF,30.0,UTA,13.0,0.0,327.0,6.0,15.5,0.386,0.0,0.2,0.0,6.0,15.4,0.39,6.8,8.5,0.8,3.5,8.5,12.0,2.9,0.8,2.3,3.2,4.8,18.8,0.0,102.0,105.0
27,Thurl Bailey,PF,30.0,MIN,71.0,18.0,1777.0,9.3,20.9,0.448,0.0,0.0,0.0,9.3,20.9,0.448,4.9,6.1,0.795,2.8,8.8,11.6,1.7,0.9,2.9,2.5,3.7,23.6,0.0,103.0,110.0
28,Steve Bardo,SG,23.0,SAS,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.9,0.0,49.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,114.0
29,Charles Barkley*,SF,28.0,PHI,75.0,75.0,2881.0,11.1,20.0,0.552,0.6,2.4,0.234,10.5,17.6,0.597,8.1,11.6,0.695,4.8,9.9,14.8,5.5,2.4,0.8,4.2,3.5,30.8,0.0,119.0,106.0
30,Dana Barros,PG,24.0,SEA,75.0,1.0,1331.0,9.0,18.6,0.483,3.1,7.0,0.446,5.9,11.6,0.505,2.3,3.0,0.759,0.6,2.4,3.1,4.7,1.9,0.2,2.1,3.2,23.4,0.0,121.0,112.0
31,John Battle,SG,29.0,CLE,76.0,2.0,1637.0,9.8,20.3,0.48,0.1,0.5,0.118,9.7,19.8,0.489,4.5,5.3,0.848,0.6,2.9,3.5,4.9,1.1,0.2,2.8,3.6,24.1,0.0,106.0,113.0
32,Kenny Battle,SG,27.0,TOT,16.0,0.0,92.0,5.8,8.9,0.647,0.0,0.5,0.0,5.8,8.4,0.688,5.2,6.3,0.833,2.1,6.3,8.4,2.1,1.0,1.0,2.1,5.2,16.8,0.0,132.0,110.0
33,Kenny Battle,SG,27.0,BOS,8.0,0.0,46.0,3.3,4.4,0.75,0.0,0.0,0.0,3.3,4.4,0.75,8.7,8.7,1.0,3.3,6.5,9.8,0.0,1.1,0.0,2.2,4.4,15.3,0.0,156.0,109.0
34,Kenny Battle,SG,27.0,GSW,8.0,0.0,46.0,8.1,13.1,0.615,0.0,1.0,0.0,8.1,12.1,0.667,2.0,4.0,0.5,1.0,6.1,7.1,4.0,1.0,2.0,2.0,6.1,18.2,0.0,118.0,111.0
35,William Bedford,C,28.0,DET,32.0,8.0,363.0,7.2,17.5,0.413,0.0,0.1,0.0,7.2,17.3,0.417,2.0,3.2,0.636,3.5,5.6,9.1,1.7,0.9,2.6,2.2,8.1,16.5,0.0,95.0,106.0
