,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,Zaid Abdul-Aziz,C,22.0,TOT,49.0,945.0,12.3,0.407,0.0,0.29,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,-1.1,0.8,-0.3,-0.016,0.0,0.0,0.0,0.0
1,Zaid Abdul-Aziz,C-F,22.0,CIN,20.0,108.0,8.5,0.412,0.0,0.163,0.0,0.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,-0.1,-0.038,0.0,0.0,0.0,0.0
2,Zaid Abdul-Aziz,C,22.0,MIL,29.0,837.0,12.8,0.406,0.0,0.305,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,-1.0,0.8,-0.2,-0.013,0.0,0.0,0.0,0.0
3,Rick Adelman,PG,22.0,SDR,77.0,1448.0,11.4,0.45,0.0,0.454,0.0,0.0,0.0,20.3,0.0,0.0,0.0,0.0,0.0,0.2,2.1,2.2,0.074,0.0,0.0,0.0,0.0
4,Bob Allen,PF,22.0,SFW,27.0,232.0,6.8,0.408,0.0,0.837,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,-0.1,0.3,0.1,0.028,0.0,0.0,0.0,0.0
5,Cliff Anderson,SG,24.0,LAL,35.0,289.0,11.5,0.468,0.0,0.759,0.0,0.0,0.0,14.4,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.4,0.063,0.0,0.0,0.0,0.0
6,Al Attles*,PG,32.0,SFW,51.0,1516.0,12.0,0.493,0.0,0.415,0.0,0.0,0.0,26.9,0.0,0.0,0.0,0.0,0.0,1.3,2.2,3.6,0.113,0.0,0.0,0.0,0.0
7,Harry Barnes,SF,23.0,SDR,22.0,126.0,2.4,0.308,0.0,0.203,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.1,-0.4,-0.154,0.0,0.0,0.0,0.0
8,Jim Barnes,C-PF,27.0,TOT,59.0,706.0,13.6,0.492,0.0,0.425,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,0.7,1.4,2.1,0.141,0.0,0.0,0.0,0.0
9,Jim Barnes,PF,27.0,CHI,10.0,111.0,11.5,0.416,0.0,0.322,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,-0.2,0.1,0.0,-0.01,0.0,0.0,0.0,0.0
10,Jim Barnes,C,27.0,BOS,49.0,595.0,14.0,0.513,0.0,0.455,0.0,0.0,0.0,6.1,0.0,0.0,0.0,0.0,0.0,0.8,1.3,2.1,0.169,0.0,0.0,0.0,0.0
11,Dick Barnett,SG,32.0,NYK,82.0,2953.0,14.3,0.516,0.0,0.33,0.0,0.0,0.0,13.7,0.0,0.0,0.0,0.0,0.0,5.2,2.6,7.8,0.126,0.0,0.0,0.0,0.0
12,Jim Barnett,SG,24.0,SDR,80.0,2346.0,14.7,0.473,0.0,0.284,0.0,0.0,0.0,19.7,0.0,0.0,0.0,0.0,0.0,1.6,3.2,4.8,0.098,0.0,0.0,0.0,0.0
13,John Barnhill,PG,30.0,BAL,30.0,504.0,11.4,0.469,0.0,0.371,0.0,0.0,0.0,17.5,0.0,0.0,0.0,0.0,0.0,0.2,0.7,1.0,0.091,0.0,0.0,0.0,0.0
14,Elgin Baylor*,SF,34.0,LAL,76.0,3064.0,20.7,0.5,0.0,0.347,0.0,0.0,0.0,20.2,0.0,0.0,0.0,0.0,0.0,5.1,3.4,8.5,0.133,0.0,0.0,0.0,0.0
15,Zelmo Beaty*,C,29.0,ATL,72.0,2578.0,19.1,0.525,0.0,0.404,0.0,0.0,0.0,7.4,0.0,0.0,0.0,0.0,0.0,5.8,2.6,8.4,0.156,0.0,0.0,0.0,0.0
16,Walt Bellamy*,C,29.0,TOT,88.0,3159.0,18.0,0.555,0.0,0.56,0.0,0.0,0.0,7.6,0.0,0.0,0.0,0.0,0.0,7.7,2.6,10.4,0.157,0.0,0.0,0.0,0.0
17,Walt Bellamy*,C,29.0,NYK,35.0,1136.0,17.9,0.543,0.0,0.502,0.0,0.0,0.0,9.3,0.0,0.0,0.0,0.0,0.0,2.5,1.8,4.3,0.181,0.0,0.0,0.0,0.0
18,Walt Bellamy*,C,29.0,DET,53.0,2023.0,18.0,0.562,0.0,0.593,0.0,0.0,0.0,6.6,0.0,0.0,0.0,0.0,0.0,5.2,0.9,6.1,0.144,0.0,0.0,0.0,0.0
19,Ed Biedenbach,G,23.0,PHO,7.0,18.0,2.7,0.231,0.0,1.0,0.0,0.0,0.0,18.6,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,-0.1,-0.248,0.0,0.0,0.0,0.0
20,Dave Bing*,PG,25.0,DET,77.0,3039.0,17.8,0.482,0.0,0.391,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,3.3,1.2,4.5,0.071,0.0,0.0,0.0,0.0
21,John Block,PF,24.0,SDR,78.0,2489.0,14.5,0.483,0.0,0.377,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,2.0,3.5,5.5,0.107,0.0,0.0,0.0,0.0
22,Tom Boerwinkle,C,23.0,CHI,80.0,2365.0,12.9,0.42,0.0,0.267,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,-1.7,4.3,2.6,0.053,0.0,0.0,0.0,0.0
23,Bob Boozer,PF,31.0,CHI,79.0,2872.0,19.9,0.54,0.0,0.356,0.0,0.0,0.0,8.8,0.0,0.0,0.0,0.0,0.0,8.0,3.5,11.6,0.193,0.0,0.0,0.0,0.0
24,Nate Bowman,C,25.0,NYK,67.0,607.0,9.2,0.382,0.0,0.27,0.0,0.0,0.0,11.3,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Bill Bradley*,SF,25.0,NYK,82.0,2413.0,13.1,0.481,0.0,0.267,0.0,0.0,0.0,16.9,0.0,0.0,0.0,0.0,0.0,1.9,2.7,4.7,0.093,0.0,0.0,0.0,0.0
27,Bill Bridges,PF,29.0,ATL,80.0,2930.0,15.4,0.506,0.0,0.455,0.0,0.0,0.0,12.8,0.0,0.0,0.0,0.0,0.0,3.0,3.7,6.7,0.11,0.0,0.0,0.0,0.0
28,Em Bryant,PG,30.0,BOS,80.0,1388.0,8.8,0.431,0.0,0.205,0.0,0.0,0.0,16.7,0.0,0.0,0.0,0.0,0.0,-0.5,2.4,1.9,0.066,0.0,0.0,0.0,0.0
29,Joe Caldwell,SG,27.0,ATL,81.0,2720.0,14.5,0.518,0.0,0.268,0.0,0.0,0.0,16.6,0.0,0.0,0.0,0.0,0.0,4.7,2.0,6.7,0.118,0.0,0.0,0.0,0.0
30,Jay Carty,PF,27.0,LAL,28.0,192.0,10.1,0.405,0.0,0.124,0.0,0.0,0.0,7.9,0.0,0.0,0.0,0.0,0.0,-0.3,0.2,-0.1,-0.017,0.0,0.0,0.0,0.0
31,Wilt Chamberlain*,C,32.0,LAL,81.0,3669.0,21.9,0.564,0.0,0.78,0.0,0.0,0.0,13.8,0.0,0.0,0.0,0.0,0.0,9.4,5.3,14.7,0.192,0.0,0.0,0.0,0.0
32,Don Chaney,SG,22.0,BOS,20.0,209.0,6.3,0.328,0.0,0.177,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,-0.9,0.4,-0.5,-0.107,0.0,0.0,0.0,0.0
33,Len Chappell,PF,28.0,MIL,80.0,2207.0,16.0,0.503,0.0,0.335,0.0,0.0,0.0,6.2,0.0,0.0,0.0,0.0,0.0,3.1,1.6,4.7,0.102,0.0,0.0,0.0,0.0
34,Archie Clark,SG,27.0,PHI,82.0,2144.0,15.9,0.519,0.0,0.338,0.0,0.0,0.0,18.6,0.0,0.0,0.0,0.0,0.0,4.0,2.2,6.2,0.139,0.0,0.0,0.0,0.0
