,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1,1.0,CHI,Derrick Rose,Memphis,11.0,591.0,19284.0,11098.0,2021.0,3316.0,0.456,0.304,0.826,32.6,18.8,3.4,5.6,39.8,0.099,0.3,11.2
2,2.0,MIA,Michael Beasley,Kansas State,11.0,609.0,13903.0,7568.0,2861.0,788.0,0.465,0.349,0.759,22.8,12.4,4.7,1.3,15.6,0.054,-3.2,-4.3
3,3.0,MIN,O.J. Mayo,USC,8.0,547.0,16919.0,7574.0,1706.0,1607.0,0.429,0.373,0.82,30.9,13.8,3.1,2.9,21.8,0.062,-0.8,5.1
4,4.0,SEA,Russell Westbrook,UCLA,12.0,866.0,29951.0,20082.0,6120.0,7221.0,0.436,0.304,0.801,34.6,23.2,7.1,8.3,100.5,0.161,6.4,63.3
5,5.0,MEM,Kevin Love,UCLA,12.0,703.0,22462.0,12818.0,7846.0,1657.0,0.443,0.371,0.828,32.0,18.2,11.2,2.4,81.3,0.174,2.6,25.8
6,6.0,NYK,Danilo Gallinari,,11.0,595.0,18462.0,9599.0,2934.0,1224.0,0.426,0.379,0.873,31.0,16.1,4.9,2.1,55.5,0.144,1.2,15.1
7,7.0,LAC,Eric Gordon,Indiana,12.0,657.0,21606.0,10924.0,1625.0,1883.0,0.426,0.371,0.81,32.9,16.6,2.5,2.9,34.4,0.076,-1.0,5.3
8,8.0,MIL,Joe Alexander,West Virginia,2.0,67.0,745.0,282.0,120.0,44.0,0.41,0.34,0.698,11.1,4.2,1.8,0.7,0.5,0.03,-3.3,-0.2
9,9.0,CHA,D.J. Augustin,Texas,12.0,846.0,20432.0,8345.0,1616.0,3388.0,0.412,0.38,0.864,24.2,9.9,1.9,4.0,44.2,0.104,-1.5,2.6
10,10.0,NJN,Brook Lopez,Stanford,12.0,769.0,23566.0,12966.0,4928.0,1176.0,0.495,0.339,0.792,30.6,16.9,6.4,1.5,64.1,0.13,1.2,18.8
11,11.0,IND,Jerryd Bayless,Arizona,11.0,586.0,12486.0,4909.0,1235.0,1674.0,0.411,0.361,0.818,21.3,8.4,2.1,2.9,18.6,0.072,-2.0,0.0
12,12.0,SAC,Jason Thompson,Rider University,8.0,588.0,14819.0,5210.0,3880.0,635.0,0.496,0.143,0.657,25.2,8.9,6.6,1.1,23.8,0.077,-1.7,1.3
13,13.0,POR,Brandon Rush,Kansas,9.0,481.0,10564.0,3250.0,1413.0,468.0,0.426,0.402,0.706,22.0,6.8,2.9,1.0,11.2,0.051,-1.7,0.7
14,14.0,GSW,Anthony Randolph,LSU,6.0,252.0,3841.0,1789.0,1078.0,187.0,0.453,0.241,0.74,15.2,7.1,4.3,0.7,5.8,0.072,-2.1,-0.1
