b'Date',b'href',b'Visitor/Neutral',b'PTS',b'Home/Neutral',b'PTS',b'\xc2\xa0',b'\xc2\xa0',b'Attend.',b'Notes'
"Fri, Oct 28, 1983",/boxscores/198310280CLE.html,New York Knicks,113,Cleveland Cavaliers,106,Box Score,,"6,082",
"Fri, Oct 28, 1983",/boxscores/198310280SEA.html,Golden State Warriors,110,Seattle SuperSonics,109,Box Score,,"15,372",
"Fri, Oct 28, 1983",/boxscores/198310280POR.html,San Diego Clippers,93,Portland Trail Blazers,107,Box Score,,"12,666",
"Fri, Oct 28, 1983",/boxscores/198310280PHI.html,Washington Bullets,114,Philadelphia 76ers,117,Box Score,,"16,167",
"Fri, Oct 28, 1983",/boxscores/198310280NJN.html,Atlanta Hawks,108,New Jersey Nets,126,Box Score,,"10,173",
"Fri, Oct 28, 1983",/boxscores/198310280MIL.html,Indiana Pacers,83,Milwaukee Bucks,104,Box Score,,"10,321",
"Fri, Oct 28, 1983",/boxscores/198310280KCK.html,Los Angeles Lakers,117,Kansas City Kings,107,Box Score,,"15,782",
"Fri, Oct 28, 1983",/boxscores/198310280DET.html,Boston Celtics,121,Detroit Pistons,127,Box Score,,"17,117",
"Fri, Oct 28, 1983",/boxscores/198310280DEN.html,Utah Jazz,125,Denver Nuggets,139,Box Score,,"10,439",
"Sat, Oct 29, 1983",/boxscores/198310290UTA.html,Los Angeles Lakers,120,Utah Jazz,115,Box Score,,"10,608",
"Sat, Oct 29, 1983",/boxscores/198310290SDC.html,Denver Nuggets,128,San Diego Clippers,141,Box Score,,"5,705",
"Sat, Oct 29, 1983",/boxscores/198310290NYK.html,Washington Bullets,97,New York Knicks,100,Box Score,,"12,129",
"Sat, Oct 29, 1983",/boxscores/198310290IND.html,Philadelphia 76ers,124,Indiana Pacers,112,Box Score,OT,"17,096",
"Sat, Oct 29, 1983",/boxscores/198310290HOU.html,San Antonio Spurs,100,Houston Rockets,106,Box Score,,"14,119",
"Sat, Oct 29, 1983",/boxscores/198310290GSW.html,Portland Trail Blazers,95,Golden State Warriors,97,Box Score,,"6,550",
"Sat, Oct 29, 1983",/boxscores/198310290DAL.html,Phoenix Suns,103,Dallas Mavericks,120,Box Score,,"11,019",
"Sat, Oct 29, 1983",/boxscores/198310290CLE.html,Boston Celtics,108,Cleveland Cavaliers,89,Box Score,,"8,194",
"Sat, Oct 29, 1983",/boxscores/198310290CHI.html,New Jersey Nets,97,Chicago Bulls,104,Box Score,,"8,126",
"Sat, Oct 29, 1983",/boxscores/198310290ATL.html,Detroit Pistons,115,Atlanta Hawks,117,Box Score,,"9,677",
"Sun, Oct 30, 1983",/boxscores/198310300KCK.html,Seattle SuperSonics,121,Kansas City Kings,116,Box Score,,"6,479",
"Sun, Oct 30, 1983",/boxscores/198310300SAS.html,Dallas Mavericks,101,San Antonio Spurs,123,Box Score,,"8,219",
"Tue, Nov 1, 1983",/boxscores/198311010ATL.html,Washington Bullets,92,Atlanta Hawks,95,Box Score,,"5,320",
"Tue, Nov 1, 1983",/boxscores/198311010DEN.html,Dallas Mavericks,130,Denver Nuggets,124,Box Score,,"7,864",
"Tue, Nov 1, 1983",/boxscores/198311010DET.html,Milwaukee Bucks,93,Detroit Pistons,106,Box Score,,"7,257",
"Tue, Nov 1, 1983",/boxscores/198311010IND.html,Houston Rockets,108,Indiana Pacers,116,Box Score,,"14,629",
