,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1,1.0,LAC,Danny Manning,Kansas,15.0,883.0,24202.0,12367.0,4615.0,2063.0,0.511,0.206,0.729,27.4,14.0,5.2,2.3,55.1,0.109,1.6,21.7
2,2.0,IND,Rik Smits,Marist College,12.0,867.0,23100.0,12871.0,5277.0,1215.0,0.507,0.115,0.773,26.6,14.8,6.1,1.4,56.6,0.118,-0.5,8.5
3,3.0,PHI,Charles Smith,Pitt,9.0,564.0,16378.0,8107.0,3246.0,798.0,0.475,0.194,0.774,29.0,14.4,5.8,1.4,40.9,0.12,0.2,9.3
4,4.0,NJN,Chris Morris,Auburn,11.0,747.0,18748.0,8184.0,3544.0,1182.0,0.441,0.306,0.739,25.1,11.0,4.7,1.6,37.4,0.096,1.5,16.7
5,5.0,GSW,Mitch Richmond,Kansas State,14.0,976.0,34309.0,20497.0,3801.0,3398.0,0.455,0.388,0.85,35.2,21.0,3.9,3.5,79.3,0.111,0.9,25.0
6,6.0,LAC,Hersey Hawkins,Bradley,13.0,983.0,32034.0,14470.0,3554.0,2860.0,0.461,0.394,0.87,32.6,14.7,3.6,2.9,90.6,0.136,2.4,35.7
7,7.0,PHO,Tim Perry,Temple,8.0,481.0,9436.0,3283.0,1911.0,436.0,0.485,0.318,0.648,19.6,6.8,4.0,0.9,14.6,0.074,-0.7,3.0
8,8.0,CHH,Rex Chapman,Kentucky,12.0,666.0,19542.0,9731.0,1645.0,1798.0,0.43,0.35,0.8,29.3,14.6,2.5,2.7,24.7,0.061,-1.5,2.2
9,9.0,MIA,Rony Seikaly,Syracuse,11.0,678.0,21395.0,9991.0,6424.0,860.0,0.484,0.188,0.679,31.6,14.7,9.5,1.3,37.3,0.084,-1.6,2.2
10,10.0,SAS,Willie Anderson,Georgia,9.0,555.0,15974.0,6771.0,2082.0,2105.0,0.471,0.266,0.786,28.8,12.2,3.8,3.8,27.9,0.084,0.0,8.3
11,11.0,CHI,Will Perdue,Vanderbilt,13.0,792.0,12360.0,3740.0,3918.0,595.0,0.515,0.067,0.577,15.6,4.7,4.9,0.8,26.6,0.103,-1.3,2.3
12,12.0,WSB,Harvey Grant,Oklahoma,11.0,783.0,20510.0,7781.0,3436.0,1219.0,0.469,0.267,0.709,26.2,9.9,4.4,1.6,36.4,0.085,-0.7,6.5
13,13.0,MIL,Jeff Grayer,Iowa State,9.0,438.0,8277.0,3257.0,1294.0,635.0,0.457,0.255,0.663,18.9,7.4,3.0,1.4,9.0,0.052,-2.6,-1.3
14,14.0,PHO,Dan Majerle,Central Michigan University,14.0,955.0,30206.0,10925.0,4265.0,2755.0,0.431,0.358,0.741,31.6,11.4,4.5,2.9,78.5,0.125,2.7,35.6
15,15.0,SEA,Gary Grant,Michigan,13.0,552.0,12602.0,4368.0,1283.0,3013.0,0.45,0.278,0.776,22.8,7.9,2.3,5.5,12.0,0.046,-1.9,0.4
16,16.0,HOU,Derrick Chievous,Missouri,3.0,154.0,2240.0,1086.0,364.0,110.0,0.443,0.242,0.755,14.5,7.1,2.4,0.7,2.7,0.057,-4.0,-1.1
17,17.0,UTA,Eric Leckner,Wyoming,8.0,449.0,5448.0,1835.0,1418.0,211.0,0.508,0.0,0.669,12.1,4.1,3.2,0.5,6.2,0.054,-4.9,-4.0
18,18.0,SAC,Ricky Berry,San Jose State,1.0,64.0,1406.0,706.0,197.0,80.0,0.45,0.406,0.789,22.0,11.0,3.1,1.3,2.4,0.083,-1.7,0.1
