,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,Kareem Abdul-Jabbar*,C,34.0,LAL,76.0,2677.0,23.4,0.608,0.002,0.34,7.3,19.1,13.4,11.9,1.1,4.1,13.3,25.6,0.0,6.9,3.9,10.7,0.192,3.2,1.0,4.3,4.2
1,Alvan Adams,C,27.0,PHO,79.0,2393.0,18.6,0.529,0.001,0.227,6.6,20.2,13.6,22.1,2.3,1.9,14.8,22.8,0.0,2.5,4.7,7.2,0.144,1.9,1.8,3.7,3.5
2,Mark Aguirre,SF,22.0,DAL,51.0,1468.0,17.3,0.514,0.087,0.301,6.7,12.9,9.7,18.6,1.2,0.9,12.7,29.8,0.0,1.0,0.8,1.9,0.061,1.0,-0.9,0.1,0.8
3,Danny Ainge,SG,22.0,BOS,53.0,564.0,10.1,0.439,0.077,0.294,5.0,5.9,5.5,19.7,3.1,0.3,17.5,21.5,0.0,-0.3,0.8,0.5,0.042,-1.8,-0.9,-2.6,-0.1
4,Tiny Archibald*,PG,33.0,BOS,68.0,2167.0,14.3,0.542,0.025,0.485,1.3,4.5,2.9,31.9,1.1,0.1,18.4,17.9,0.0,3.4,1.8,5.2,0.115,0.9,-3.3,-2.5,-0.2
5,Dennis Awtrey,C,33.0,POR,10.0,121.0,1.6,0.396,0.0,0.6,6.5,6.4,6.5,7.5,0.4,0.9,24.0,8.5,0.0,-0.1,0.0,0.0,-0.013,-4.8,-0.1,-4.9,-0.1
6,Carl Bailey,C,23.0,POR,1.0,7.0,-6.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,17.6,0.0,0.0,0.0,0.0,-0.268,-10.6,-3.0,-13.6,0.0
7,James Bailey,PF,24.0,TOT,77.0,1468.0,13.3,0.546,0.0,0.444,9.7,20.3,15.0,6.3,1.3,3.3,18.7,20.3,0.0,0.2,2.7,2.9,0.094,-1.8,0.3,-1.5,0.2
8,James Bailey,PF,24.0,SEA,10.0,180.0,8.7,0.473,0.0,0.169,10.6,18.0,14.5,10.2,0.8,2.1,21.4,20.5,0.0,-0.2,0.3,0.1,0.016,-3.3,-0.3,-3.6,-0.1
9,James Bailey,PF,24.0,NJN,67.0,1288.0,14.0,0.556,0.0,0.484,9.5,20.7,15.0,5.7,1.4,3.5,18.4,20.3,0.0,0.4,2.4,2.8,0.104,-1.6,0.4,-1.2,0.3
10,Greg Ballard,SF,27.0,WSB,79.0,2946.0,17.9,0.519,0.017,0.217,5.1,18.1,11.7,13.1,2.2,0.4,7.7,22.0,0.0,4.1,5.3,9.4,0.154,2.4,1.2,3.5,4.1
11,Gene Banks,SF,22.0,SAS,80.0,1700.0,14.7,0.515,0.012,0.325,9.9,16.0,13.0,11.5,1.5,0.5,12.5,19.9,0.0,1.9,1.6,3.5,0.099,0.2,0.1,0.3,1.0
12,Mike Bantom,SF,30.0,TOT,82.0,2016.0,12.7,0.505,0.008,0.375,9.7,14.4,12.1,8.1,1.5,1.7,15.2,20.2,0.0,0.2,2.7,2.9,0.069,-0.9,-0.1,-1.1,0.5
13,Mike Bantom,SF,30.0,IND,39.0,1037.0,12.6,0.484,0.007,0.377,8.9,13.6,11.2,9.8,1.8,1.3,15.2,22.4,0.0,-0.3,1.4,1.0,0.048,-1.4,0.0,-1.4,0.2
14,Mike Bantom,SF,30.0,PHI,43.0,979.0,12.7,0.533,0.01,0.373,10.5,15.3,13.0,6.3,1.2,2.2,15.2,17.9,0.0,0.6,1.3,1.9,0.092,-0.4,-0.3,-0.7,0.3
15,Billy Ray Bates,SG,25.0,POR,75.0,1229.0,17.8,0.53,0.059,0.305,4.9,5.0,4.9,13.9,1.6,0.2,10.6,29.4,0.0,1.8,0.6,2.4,0.094,0.5,-3.6,-3.2,-0.4
16,Mel Bennett,PF,27.0,CLE,3.0,23.0,-2.7,0.377,0.0,1.5,4.6,10.5,7.4,0.0,2.1,0.0,37.6,19.1,0.0,-0.1,0.0,-0.1,-0.27,-13.7,-1.8,-15.6,-0.1
17,Kent Benson,C,27.0,DET,75.0,2467.0,14.4,0.539,0.014,0.197,9.4,19.9,14.5,8.8,1.2,2.2,15.5,16.3,0.0,2.2,3.0,5.2,0.101,-0.3,1.6,1.3,2.1
18,Larry Bird*,PF,25.0,BOS,77.0,2923.0,22.6,0.557,0.037,0.269,7.7,23.4,15.8,22.5,2.3,1.2,13.8,25.2,0.0,6.8,5.7,12.5,0.205,4.9,2.5,7.5,7.0
19,Otis Birdsong,SG,26.0,NJN,37.0,1025.0,13.3,0.489,0.021,0.265,3.3,7.5,5.3,18.2,1.4,0.3,10.7,23.4,0.0,0.5,1.1,1.6,0.074,0.2,-2.3,-2.1,0.0
20,Rolando Blackman,SG,22.0,DAL,82.0,1979.0,16.2,0.559,0.005,0.323,5.4,9.4,7.3,8.3,1.1,0.9,10.4,22.7,0.0,3.2,0.8,4.1,0.098,-0.3,-1.3,-1.6,0.2
21,Ray Blume,SG,23.0,CHI,49.0,546.0,9.7,0.482,0.081,0.126,3.0,5.4,4.3,18.9,2.0,0.2,18.7,22.1,0.0,-0.5,0.3,-0.1,-0.013,-3.7,-2.3,-5.9,-0.5
22,Alex Bradley,SF,22.0,NYK,39.0,331.0,12.4,0.552,0.01,0.466,10.5,12.0,11.2,4.6,1.7,0.9,18.4,18.9,0.0,0.1,0.3,0.4,0.053,-2.7,-1.3,-3.9,-0.2
23,Charles Bradley,SG,22.0,BOS,51.0,339.0,8.9,0.509,0.008,0.508,4.0,8.2,6.2,8.5,2.0,1.0,19.9,22.0,0.0,-0.2,0.4,0.2,0.03,-3.3,-1.5,-4.8,-0.2
25,Dudley Bradley,SG,24.0,PHO,64.0,937.0,10.9,0.5,0.014,0.356,3.6,6.6,5.1,11.4,4.0,0.6,17.9,17.4,0.0,-0.3,1.7,1.4,0.071,-1.9,0.4,-1.4,0.1
26,Brad Branson,PF,23.0,CLE,10.0,176.0,8.4,0.463,0.0,0.231,8.5,13.0,10.6,4.6,1.4,1.3,18.5,16.5,0.0,-0.1,0.1,-0.1,-0.016,-5.5,0.3,-5.2,-0.1
27,Mike Bratz,PG,26.0,SAS,81.0,1616.0,14.2,0.495,0.244,0.269,2.7,8.4,5.5,34.2,1.9,0.4,18.0,19.0,0.0,1.5,1.2,2.7,0.081,0.4,-1.6,-1.2,0.3
28,Jim Brewer,PF,30.0,LAL,71.0,966.0,10.1,0.464,0.034,0.109,12.4,17.2,14.9,4.8,1.9,2.5,16.8,9.1,0.0,0.4,1.4,1.8,0.088,-1.7,1.8,0.1,0.5
29,Ron Brewer,SG,26.0,TOT,72.0,2319.0,15.9,0.519,0.026,0.218,2.5,5.3,3.9,12.8,1.7,0.7,8.7,25.2,0.0,2.6,0.7,3.3,0.068,0.0,-1.3,-1.3,0.4
30,Ron Brewer,SG,26.0,SAS,25.0,595.0,21.5,0.555,0.028,0.244,2.3,6.7,4.5,17.9,1.8,0.6,7.8,29.0,0.0,1.5,0.4,2.0,0.158,3.1,-2.6,0.5,0.4
31,Ron Brewer,SG,26.0,CLE,47.0,1724.0,14.0,0.502,0.025,0.206,2.6,4.8,3.6,11.1,1.7,0.8,9.1,23.9,0.0,1.0,0.3,1.3,0.037,-1.1,-0.8,-1.9,0.0
32,Junior Bridgeman,SF,28.0,MIL,41.0,924.0,16.0,0.534,0.021,0.238,4.8,10.5,7.8,17.6,1.5,0.2,11.8,24.1,0.0,1.4,1.2,2.6,0.136,1.4,-2.3,-0.9,0.3
33,Allan Bristow,SF,30.0,DAL,82.0,2035.0,12.6,0.502,0.036,0.329,6.5,12.8,9.5,29.3,1.6,0.2,22.4,14.9,0.0,1.3,1.2,2.5,0.059,-1.4,0.7,-0.6,0.7
34,Jim Brogan,SG,23.0,SDC,63.0,1027.0,13.0,0.499,0.088,0.231,6.9,7.0,7.0,20.6,2.3,0.7,17.2,19.2,0.0,0.6,0.2,0.8,0.035,-1.8,0.1,-1.6,0.1
35,Michael Brooks,SF,23.0,SDC,82.0,2750.0,16.1,0.539,0.007,0.25,8.7,18.6,13.5,12.2,1.9,0.8,14.3,20.4,0.0,3.4,1.2,4.5,0.079,-0.7,1.7,1.0,2.1
36,Fred Brown,SG,33.0,SEA,82.0,1785.0,15.2,0.501,0.089,0.149,2.6,5.8,4.3,20.1,1.9,0.1,9.5,23.6,0.0,1.7,2.2,3.9,0.104,1.2,-2.7,-1.5,0.2
37,Rickey Brown,C,23.0,GSW,82.0,1260.0,11.2,0.498,0.0,0.292,11.6,20.1,15.8,2.0,1.4,1.3,15.1,17.8,0.0,0.4,1.4,1.8,0.068,-3.3,-1.2,-4.6,-0.8
38,Joe Bryant,SF,27.0,SDC,75.0,1988.0,12.8,0.546,0.043,0.352,4.6,12.0,8.2,13.1,1.9,0.8,18.4,20.3,0.0,1.0,0.5,1.5,0.036,-2.4,0.7,-1.7,0.2
39,Quinn Buckner,PG,27.0,MIL,70.0,2156.0,14.4,0.506,0.018,0.204,4.3,8.9,6.6,21.4,3.9,0.1,16.7,20.5,0.0,0.7,3.9,4.6,0.103,0.9,0.7,1.6,2.0
40,Roger Burkman,SG,23.0,CHI,6.0,30.0,15.5,0.377,0.25,1.5,7.9,14.5,11.3,19.7,9.7,3.7,31.1,13.5,0.0,0.0,0.1,0.1,0.093,-2.5,9.6,7.1,0.1
41,David Burns,PG,23.0,TOT,9.0,87.0,3.6,0.509,0.0,0.938,1.3,5.0,3.1,19.5,1.5,0.0,36.5,15.8,0.0,-0.2,0.0,-0.1,-0.071,-7.0,-2.3,-9.4,-0.2
42,David Burns,PG,23.0,NJN,3.0,34.0,0.9,0.458,0.0,1.2,0.0,6.7,3.3,14.2,1.4,0.0,39.6,14.8,0.0,-0.1,0.0,-0.1,-0.094,-8.0,-1.9,-10.0,-0.1
43,David Burns,PG,23.0,DEN,6.0,53.0,5.3,0.535,0.0,0.818,2.1,3.9,3.0,22.8,1.6,0.0,34.8,16.5,0.0,-0.1,0.0,-0.1,-0.056,-6.4,-2.6,-9.0,-0.1
44,Don Buse,PG,31.0,IND,82.0,2529.0,14.8,0.539,0.276,0.18,1.9,7.8,4.8,22.5,3.2,0.6,11.4,13.7,0.0,3.7,3.4,7.1,0.135,1.9,0.7,2.6,2.9
45,Kenny Carr,PF,26.0,TOT,74.0,1926.0,14.7,0.543,0.014,0.436,9.2,22.4,15.5,6.5,1.6,0.6,15.6,20.6,0.0,1.3,1.6,2.9,0.073,-1.9,0.3,-1.6,0.2
46,Kenny Carr,PF,26.0,CLE,46.0,1482.0,15.3,0.554,0.017,0.42,8.2,22.7,15.0,6.3,1.9,0.6,15.3,20.4,0.0,1.1,1.2,2.3,0.075,-1.8,1.0,-0.8,0.4
47,Kenny Carr,PF,26.0,DET,28.0,444.0,12.7,0.507,0.006,0.488,12.7,21.4,16.9,7.2,0.6,0.7,16.4,21.5,0.0,0.1,0.4,0.6,0.063,-2.2,-2.0,-4.2,-0.3
48,M.L. Carr,SF,31.0,BOS,56.0,1296.0,11.9,0.495,0.042,0.284,4.9,7.8,6.4,12.6,2.4,0.9,12.0,16.2,0.0,1.0,1.8,2.8,0.103,0.3,0.5,0.8,0.9
49,Joe Barry Carroll,C,23.0,GSW,76.0,2627.0,15.9,0.557,0.001,0.318,8.6,17.9,13.1,3.4,1.2,2.7,15.1,20.9,0.0,2.6,2.9,5.5,0.1,-1.0,0.4,-0.6,0.9
50,Butch Carter,SG,23.0,IND,75.0,1035.0,11.1,0.511,0.062,0.174,3.1,5.3,4.1,8.8,1.6,0.6,11.1,19.6,0.0,0.3,0.9,1.3,0.059,-1.7,-2.1,-3.8,-0.5
52,Reggie Carter,SG,24.0,NYK,75.0,923.0,9.4,0.479,0.0,0.286,4.3,7.6,5.9,18.5,1.9,0.4,19.8,17.6,0.0,-0.3,0.6,0.3,0.016,-3.6,-0.9,-4.5,-0.6
53,Bill Cartwright,C,24.0,NYK,72.0,2060.0,16.3,0.616,0.0,0.486,6.3,17.3,11.7,6.0,1.1,1.8,16.5,20.2,0.0,3.2,1.8,5.0,0.116,-0.6,-0.1,-0.7,0.7
54,Harvey Catchings,PF,30.0,MIL,80.0,1603.0,8.1,0.45,0.0,0.308,9.6,15.6,12.7,7.2,1.3,4.8,27.0,8.9,0.0,-0.6,3.0,2.3,0.07,-2.5,3.3,0.9,1.2
55,Bobby Cattage,PF,23.0,UTA,49.0,337.0,10.5,0.49,0.015,0.304,6.9,16.6,11.6,2.8,1.0,0.0,10.5,20.3,0.0,0.1,0.1,0.2,0.028,-5.1,-3.2,-8.4,-0.5
56,Tom Chambers,PF,22.0,SDC,81.0,2682.0,15.0,0.553,0.002,0.434,9.1,16.0,12.5,7.9,1.0,1.0,14.9,22.4,0.0,2.9,0.4,3.3,0.059,-1.4,-0.1,-1.4,0.4
57,Maurice Cheeks*,PG,25.0,PHI,79.0,2498.0,18.3,0.57,0.033,0.325,2.4,8.5,5.6,34.7,4.0,0.8,19.2,16.0,0.0,4.6,4.0,8.6,0.166,2.7,0.6,3.3,3.3
58,Jim Chones,C,32.0,WSB,59.0,867.0,8.6,0.481,0.0,0.269,5.0,18.1,11.7,9.6,0.8,2.1,17.7,11.2,0.0,0.0,1.4,1.4,0.076,-3.1,1.7,-1.4,0.1
59,Don Collins,SG,23.0,WSB,79.0,1609.0,15.1,0.543,0.018,0.259,7.0,6.3,6.7,14.2,2.7,0.8,15.7,22.4,0.0,0.9,2.5,3.4,0.101,1.4,0.1,1.5,1.4
60,Darwin Cook,PG,23.0,NJN,82.0,2090.0,13.7,0.514,0.039,0.202,2.8,5.6,4.2,21.8,3.3,0.7,16.7,20.0,0.0,0.7,3.2,3.9,0.089,0.3,-0.3,-0.1,1.0
61,Jeff Cook,PF,25.0,PHO,76.0,1298.0,10.2,0.469,0.006,0.374,9.8,15.7,12.8,10.0,1.4,1.0,16.1,15.8,0.0,0.0,2.0,2.0,0.073,-1.8,-0.2,-2.0,0.0
62,Joe Cooper,C,24.0,NJN,1.0,11.0,1.3,0.5,0.0,0.0,10.2,10.4,10.3,0.0,0.0,0.0,33.3,10.9,0.0,0.0,0.0,0.0,-0.026,-6.2,-4.4,-10.6,0.0
63,Michael Cooper,SG,25.0,LAL,76.0,2197.0,14.3,0.556,0.023,0.231,4.3,8.8,6.7,12.9,2.5,1.5,15.6,17.5,0.0,2.4,2.6,5.0,0.109,0.4,0.9,1.2,1.8
64,Wayne Cooper,C,25.0,DAL,76.0,1818.0,13.8,0.461,0.012,0.239,12.1,22.8,17.3,9.0,1.0,3.4,10.6,18.7,0.0,0.9,1.9,2.9,0.076,-2.5,1.9,-0.6,0.7
65,Hollis Copeland,SF,26.0,NYK,18.0,118.0,7.5,0.455,0.0,0.158,2.9,2.0,2.4,10.1,1.6,1.0,9.0,15.6,0.0,0.0,0.1,0.1,0.029,-4.1,-2.0,-6.1,-0.1
66,Dave Corzine,C,25.0,SAS,82.0,2189.0,14.9,0.561,0.006,0.329,10.3,20.5,15.4,7.6,0.7,3.2,15.8,16.0,0.0,2.6,2.5,5.2,0.113,-0.4,1.8,1.4,1.9
67,Charlie Criss,PG,33.0,TOT,55.0,1392.0,13.3,0.524,0.058,0.319,1.1,5.9,3.4,19.2,1.5,0.3,12.6,19.5,0.0,1.6,0.4,2.1,0.072,-1.3,-1.7,-3.0,-0.4
68,Charlie Criss,PG,33.0,ATL,27.0,552.0,13.6,0.485,0.038,0.348,1.2,6.6,3.9,20.7,2.1,0.2,11.0,21.4,0.0,0.4,0.6,1.0,0.089,-0.6,-1.8,-2.5,-0.1
69,Charlie Criss,PG,33.0,SDC,28.0,840.0,13.1,0.552,0.073,0.299,1.0,5.4,3.1,18.1,1.2,0.3,13.8,18.3,0.0,1.2,-0.2,1.1,0.061,-1.8,-1.7,-3.4,-0.3
70,Geoff Crompton,C,26.0,MIL,35.0,203.0,3.6,0.363,0.0,0.469,5.9,16.9,11.6,7.6,1.4,3.4,30.6,11.3,0.0,-0.4,0.4,0.0,-0.011,-6.3,1.7,-4.5,-0.1
71,Pat Cummings,PF,25.0,MIL,78.0,1132.0,11.1,0.537,0.005,0.212,6.4,17.9,12.4,12.5,0.9,0.5,18.7,21.0,0.0,0.1,1.7,1.8,0.078,-1.6,-1.7,-3.3,-0.4
