,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1,1.0,ORL,Chris Webber,Michigan,15.0,831.0,30847.0,17182.0,8124.0,3526.0,0.479,0.299,0.649,37.1,20.7,9.8,4.2,84.7,0.132,3.9,45.9
2,2.0,PHI,Shawn Bradley,BYU,12.0,832.0,19531.0,6752.0,5268.0,573.0,0.457,0.103,0.716,23.5,8.1,6.3,0.7,40.7,0.1,0.5,12.3
3,3.0,GSW,Anfernee Hardaway,Memphis,14.0,704.0,23711.0,10684.0,3146.0,3525.0,0.458,0.316,0.774,33.7,15.2,4.5,5.0,61.9,0.125,2.6,27.2
4,4.0,DAL,Jamal Mashburn,Kentucky,11.0,611.0,22762.0,11644.0,3271.0,2414.0,0.418,0.345,0.766,37.3,19.1,5.4,4.0,43.7,0.092,0.2,12.9
5,5.0,MIN,Isaiah Rider,UNLV,9.0,563.0,17851.0,9405.0,2166.0,1535.0,0.443,0.352,0.812,31.7,16.7,3.8,2.7,22.8,0.061,-1.2,3.6
6,6.0,WSB,Calbert Cheaney,Indiana,13.0,825.0,22007.0,7826.0,2610.0,1398.0,0.466,0.298,0.691,26.7,9.5,3.2,1.7,23.1,0.05,-2.1,-0.7
7,7.0,SAC,Bobby Hurley,Duke,5.0,269.0,4170.0,1032.0,283.0,880.0,0.353,0.272,0.769,15.5,3.8,1.1,3.3,-1.2,-0.014,-7.5,-5.8
8,8.0,MIL,Vin Baker,University of Hartford,13.0,791.0,25737.0,11839.0,5867.0,1509.0,0.485,0.215,0.638,32.5,15.0,7.4,1.9,47.0,0.088,-0.4,10.4
9,9.0,DEN,Rodney Rogers,Wake Forest,12.0,866.0,21873.0,9468.0,3881.0,1722.0,0.451,0.347,0.69,25.3,10.9,4.5,2.0,38.8,0.085,0.5,13.8
10,10.0,DET,Lindsey Hunter,Jackson State University,17.0,937.0,23253.0,7956.0,2021.0,2506.0,0.388,0.36,0.746,24.8,8.5,2.2,2.7,32.9,0.068,-0.4,9.5
11,11.0,DET,Allan Houston,Tennessee,12.0,839.0,28311.0,14551.0,2434.0,1990.0,0.444,0.402,0.863,33.7,17.3,2.9,2.4,55.3,0.094,-0.6,9.9
12,12.0,LAL,George Lynch,UNC,12.0,774.0,17683.0,5109.0,3902.0,1121.0,0.446,0.306,0.652,22.8,6.6,5.0,1.4,32.3,0.088,0.6,11.5
13,13.0,LAC,Terry Dehere,Seton Hall,6.0,402.0,7305.0,3235.0,588.0,1034.0,0.411,0.378,0.779,18.2,8.0,1.5,2.6,7.3,0.048,-3.4,-2.6
