,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,Jeff Adrien,PF,25.0,HOU,8.0,63.0,11.2,0.493,0.0,0.75,9.1,31.6,20.3,2.4,0.0,2.4,8.6,16.8,0.0,0.1,0.1,0.1,0.106,-5.4,-2.3,-7.7,-0.1
1,Arron Afflalo,SG,26.0,DEN,62.0,2086.0,14.7,0.584,0.316,0.353,2.3,8.5,5.5,11.1,0.9,0.5,9.5,19.1,0.0,4.7,0.6,5.3,0.121,2.5,-1.6,0.8,1.5
2,Blake Ahearn,PG,27.0,UTA,4.0,30.0,-7.3,0.357,0.643,0.0,0.0,7.7,3.8,5.2,0.0,0.0,26.3,28.4,0.0,-0.2,0.0,-0.2,-0.315,-10.3,-6.0,-16.3,-0.1
3,Solomon Alabi,C,23.0,TOR,14.0,122.0,14.2,0.418,0.0,0.222,14.6,30.4,22.6,4.1,0.9,6.0,11.2,17.2,0.0,0.0,0.2,0.2,0.083,-5.6,1.5,-4.1,-0.1
4,Cole Aldrich,C,23.0,OKC,26.0,173.0,17.7,0.592,0.0,0.333,9.2,21.6,15.8,2.7,2.4,6.7,15.7,14.9,0.0,0.3,0.4,0.6,0.176,-2.4,2.7,0.3,0.1
5,LaMarcus Aldridge,PF,26.0,POR,55.0,1994.0,22.7,0.56,0.012,0.291,8.6,17.5,12.9,13.2,1.3,1.7,9.5,27.0,0.0,5.4,1.6,7.0,0.169,2.7,-0.2,2.4,2.2
6,Lavoy Allen,PF,22.0,PHI,41.0,624.0,12.7,0.488,0.0,0.084,8.3,22.2,15.2,8.4,1.1,2.2,10.4,14.5,0.0,0.4,1.2,1.6,0.124,-3.1,1.8,-1.3,0.1
7,Ray Allen*,SG,36.0,BOS,46.0,1565.0,14.8,0.607,0.475,0.215,1.1,9.2,5.3,11.8,1.7,0.4,11.2,18.6,0.0,2.5,2.2,4.7,0.145,2.4,0.3,2.6,1.8
8,Tony Allen,SG,30.0,MEM,58.0,1525.0,15.7,0.541,0.058,0.391,7.4,10.6,8.9,8.3,3.6,1.8,15.2,18.4,0.0,1.7,2.5,4.2,0.131,0.0,2.5,2.5,1.7
9,Morris Almond,SG,26.0,WAS,4.0,67.0,8.7,0.382,0.176,0.176,1.7,11.9,6.7,4.4,5.4,0.0,5.2,12.9,0.0,-0.1,0.1,0.0,0.032,-3.8,1.8,-2.0,0.0
10,Al-Farouq Aminu,SF,21.0,NOH,66.0,1477.0,10.6,0.481,0.129,0.312,7.8,16.9,12.4,7.2,2.2,1.9,18.0,16.2,0.0,-0.4,1.8,1.4,0.044,-3.0,1.6,-1.3,0.2
11,Lou Amundson,PF,29.0,IND,60.0,753.0,11.5,0.438,0.0,0.396,14.1,19.0,16.6,3.0,1.9,4.6,15.6,17.3,0.0,-0.3,1.3,1.0,0.062,-3.9,1.2,-2.7,-0.1
12,Chris Andersen,C,33.0,DEN,32.0,486.0,18.9,0.583,0.0,0.759,11.9,23.3,17.8,1.8,2.0,7.4,10.6,14.8,0.0,1.0,0.8,1.9,0.183,-1.2,2.6,1.4,0.4
13,Alan Anderson,SF,29.0,TOR,17.0,461.0,8.7,0.519,0.43,0.239,2.1,6.5,4.3,9.5,0.6,0.5,13.7,18.6,0.0,0.1,0.2,0.3,0.032,-1.2,-2.2,-3.4,-0.2
14,James Anderson,SG,22.0,SAS,51.0,603.0,8.8,0.483,0.391,0.299,3.1,11.8,7.5,9.6,0.7,0.2,13.2,17.2,0.0,0.1,0.4,0.5,0.04,-2.2,-1.4,-3.6,-0.2
15,Ryan Anderson,PF,23.0,ORL,61.0,1964.0,21.2,0.589,0.557,0.226,13.0,14.7,13.8,5.1,1.4,1.0,6.4,21.2,0.0,7.0,1.9,8.9,0.219,5.9,-1.3,4.6,3.3
16,Carmelo Anthony,SF,27.0,NYK,55.0,1876.0,21.1,0.525,0.198,0.358,5.4,15.9,10.6,21.0,1.7,1.0,10.8,31.8,0.0,3.7,2.6,6.2,0.16,2.9,0.0,2.9,2.3
