,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Stacey Arceneaux,F,25.0,STL,7.0,0.0,110.0,7.2,18.3,0.393,0.0,0.0,0.0,7.2,18.3,0.393,2.0,4.3,0.462,0.0,0.0,10.5,1.3,0.0,0.0,0.0,3.3,16.4
1,Paul Arizin*,SF,33.0,PHW,78.0,0.0,2785.0,7.9,19.3,0.41,0.0,0.0,0.0,7.9,19.3,0.41,6.3,7.8,0.805,0.0,0.0,6.8,2.6,0.0,0.0,0.0,4.0,22.1
2,Al Attles*,PG,25.0,PHW,75.0,0.0,2468.0,5.0,10.6,0.474,0.0,0.0,0.0,5.0,10.6,0.474,2.3,3.9,0.592,0.0,0.0,5.2,4.9,0.0,0.0,0.0,4.1,12.3
3,Elgin Baylor*,SF,27.0,LAL,48.0,0.0,2129.0,11.5,26.9,0.428,0.0,0.0,0.0,11.5,26.9,0.428,8.0,10.7,0.754,0.0,0.0,15.1,3.8,0.0,0.0,0.0,2.6,31.0
4,Walt Bellamy*,C,22.0,CHP,79.0,0.0,3344.0,10.5,20.2,0.519,0.0,0.0,0.0,10.5,20.2,0.519,5.9,9.2,0.644,0.0,0.0,16.1,2.3,0.0,0.0,0.0,3.0,26.9
5,Al Bianchi,PG,29.0,SYR,80.0,0.0,1925.0,6.3,15.8,0.397,0.0,0.0,0.0,6.3,15.8,0.397,2.9,4.1,0.697,0.0,0.0,5.3,4.9,0.0,0.0,0.0,4.3,15.4
6,George Blaney,PG,22.0,NYK,36.0,0.0,363.0,5.4,14.1,0.38,0.0,0.0,0.0,5.4,14.1,0.38,0.9,1.7,0.529,0.0,0.0,3.6,4.5,0.0,0.0,0.0,3.4,11.6
7,Bucky Bockhorn,SG,28.0,CIN,80.0,0.0,3062.0,6.2,14.5,0.43,0.0,0.0,0.0,6.2,14.5,0.43,2.3,3.0,0.789,0.0,0.0,4.4,4.3,0.0,0.0,0.0,3.3,14.8
8,George Bon Salle,PF,26.0,CHP,3.0,0.0,9.0,8.0,32.0,0.25,0.0,0.0,0.0,8.0,32.0,0.25,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,16.0
9,Bob Boozer,PF,24.0,CIN,79.0,0.0,2488.0,5.9,13.5,0.438,0.0,0.0,0.0,5.9,13.5,0.438,3.8,5.4,0.707,0.0,0.0,11.6,1.9,0.0,0.0,0.0,4.0,15.7
10,Carl Braun*,PG,34.0,BOS,48.0,0.0,414.0,6.8,18.0,0.377,0.0,0.0,0.0,6.8,18.0,0.377,1.7,2.3,0.741,0.0,0.0,4.3,6.2,0.0,0.0,0.0,4.3,15.3
11,Joe Buckhalter,PF,24.0,CIN,63.0,0.0,728.0,7.6,16.5,0.458,0.0,0.0,0.0,7.6,16.5,0.458,3.3,5.3,0.62,0.0,0.0,13.0,2.1,0.0,0.0,0.0,6.1,18.4
12,Cleveland Buckner,PF,23.0,NYK,62.0,0.0,696.0,8.2,19.0,0.431,0.0,0.0,0.0,8.2,19.0,0.431,4.3,6.9,0.624,0.0,0.0,12.2,2.0,0.0,0.0,0.0,5.9,20.6
13,Dave Budd,SF,23.0,NYK,79.0,0.0,1370.0,4.9,11.3,0.436,0.0,0.0,0.0,4.9,11.3,0.436,3.6,6.1,0.597,0.0,0.0,9.1,2.3,0.0,0.0,0.0,4.3,13.5
14,Ed Burton,F,22.0,NYK,8.0,0.0,28.0,9.0,18.0,0.5,0.0,0.0,0.0,9.0,18.0,0.5,1.3,5.1,0.25,0.0,0.0,6.4,1.3,0.0,0.0,0.0,3.9,19.3
15,Donnie Butcher,PG,25.0,NYK,47.0,0.0,479.0,3.6,11.6,0.31,0.0,0.0,0.0,3.6,11.6,0.31,3.2,5.2,0.609,0.0,0.0,5.9,3.8,0.0,0.0,0.0,4.7,10.4
16,Al Butler,PG,23.0,TOT,59.0,0.0,2016.0,6.2,13.5,0.463,0.0,0.0,0.0,6.2,13.5,0.463,2.3,3.2,0.709,0.0,0.0,6.0,3.7,0.0,0.0,0.0,2.8,14.8
17,Al Butler,PG,23.0,BOS,5.0,0.0,47.0,10.0,22.2,0.448,0.0,0.0,0.0,10.0,22.2,0.448,3.8,4.6,0.833,0.0,0.0,10.0,3.1,0.0,0.0,0.0,6.9,23.7
18,Al Butler,PG,23.0,NYK,54.0,0.0,1969.0,6.1,13.3,0.463,0.0,0.0,0.0,6.1,13.3,0.463,2.3,3.2,0.705,0.0,0.0,5.9,3.7,0.0,0.0,0.0,2.7,14.6
19,Barney Cable,SF,26.0,TOT,67.0,0.0,1861.0,5.9,14.5,0.407,0.0,0.0,0.0,5.9,14.5,0.407,2.3,3.5,0.652,0.0,0.0,10.9,2.2,0.0,0.0,0.0,4.1,14.1
20,Barney Cable,SF,26.0,CHP,15.0,0.0,498.0,5.9,15.7,0.378,0.0,0.0,0.0,5.9,15.7,0.378,3.0,4.3,0.712,0.0,0.0,6.0,2.2,0.0,0.0,0.0,4.0,14.9
21,Barney Cable,SF,26.0,STL,52.0,0.0,1363.0,5.9,14.1,0.419,0.0,0.0,0.0,5.9,14.1,0.419,2.0,3.2,0.623,0.0,0.0,12.7,2.2,0.0,0.0,0.0,4.1,13.8
22,Howie Carl,PG,23.0,CHP,31.0,0.0,382.0,6.3,18.9,0.333,0.0,0.0,0.0,6.3,18.9,0.333,3.4,4.8,0.706,0.0,0.0,3.7,5.4,0.0,0.0,0.0,3.9,16.0
23,Wilt Chamberlain*,C,25.0,PHW,80.0,0.0,3882.0,14.8,29.3,0.506,0.0,0.0,0.0,14.8,29.3,0.506,7.7,12.6,0.613,0.0,0.0,19.0,1.8,0.0,0.0,0.0,1.1,37.4
25,Ed Conlin,SG,28.0,PHW,70.0,0.0,963.0,4.8,13.9,0.345,0.0,0.0,0.0,4.8,13.9,0.345,2.5,3.3,0.742,0.0,0.0,5.8,3.2,0.0,0.0,0.0,4.4,12.0
26,Larry Costello,PG,30.0,SYR,63.0,0.0,1854.0,6.0,14.1,0.427,0.0,0.0,0.0,6.0,14.1,0.427,4.8,5.7,0.837,0.0,0.0,4.8,7.0,0.0,0.0,0.0,4.3,16.8
27,Bob Cousy*,PG,33.0,BOS,75.0,0.0,2114.0,7.9,20.1,0.391,0.0,0.0,0.0,7.9,20.1,0.391,4.3,5.7,0.754,0.0,0.0,4.4,9.9,0.0,0.0,0.0,2.3,20.0
28,Jimmy Darrow,G,24.0,STL,5.0,0.0,34.0,3.2,15.9,0.2,0.0,0.0,0.0,3.2,15.9,0.2,6.4,7.4,0.857,0.0,0.0,7.4,6.4,0.0,0.0,0.0,9.5,12.7
29,Ralph Davis,SG,23.0,CHP,77.0,0.0,1992.0,6.6,15.9,0.413,0.0,0.0,0.0,6.6,15.9,0.413,1.3,1.9,0.689,0.0,0.0,2.9,4.5,0.0,0.0,0.0,3.4,14.4
30,Archie Dees,F-C,25.0,TOT,21.0,0.0,288.0,6.4,14.4,0.443,0.0,0.0,0.0,6.4,14.4,0.443,4.4,5.7,0.761,0.0,0.0,9.6,2.0,0.0,0.0,0.0,4.1,17.1
31,Archie Dees,PF,25.0,CHP,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
