,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1,1.0,LAL,Magic Johnson,Michigan State,13.0,906.0,33245.0,17707.0,6559.0,10141.0,0.52,0.303,0.848,36.7,19.5,7.2,11.2,155.8,0.225,7.2,77.4
2,2.0,CHI,Dave Greenwood,UCLA,12.0,823.0,23370.0,8428.0,6537.0,1614.0,0.477,0.138,0.765,28.4,10.2,7.9,2.0,46.4,0.095,0.2,13.1
3,3.0,NYK,Bill Cartwright,San Francisco,15.0,963.0,27491.0,12713.0,6106.0,1390.0,0.525,0.0,0.771,28.5,13.2,6.3,1.4,72.8,0.127,-0.5,10.7
4,4.0,DET,Greg Kelser,Michigan State,6.0,305.0,6032.0,2961.0,1402.0,411.0,0.486,0.167,0.686,19.8,9.7,4.6,1.3,8.6,0.069,-0.8,1.9
5,5.0,MIL,Sidney Moncrief,Arkansas,11.0,767.0,23150.0,11931.0,3575.0,2793.0,0.502,0.284,0.831,30.2,15.6,4.7,3.6,90.3,0.187,3.8,33.9
6,6.0,SEA,James Bailey,Rutgers University,9.0,595.0,11625.0,5246.0,2988.0,488.0,0.484,0.077,0.703,19.5,8.8,5.0,0.8,16.3,0.067,-2.3,-0.8
7,7.0,SEA,Vinnie Johnson,Baylor,13.0,984.0,24308.0,11825.0,3109.0,3212.0,0.464,0.254,0.74,24.7,12.0,3.2,3.3,50.8,0.1,0.5,15.2
8,8.0,NJN,Calvin Natt,University of Louisiana at Monroe,11.0,599.0,18818.0,10291.0,4070.0,1306.0,0.528,0.219,0.768,31.4,17.2,6.8,2.2,57.2,0.146,1.2,15.1
9,9.0,NYK,Larry Demic,Arizona,3.0,206.0,3192.0,976.0,805.0,106.0,0.459,0.0,0.58,15.5,4.7,3.9,0.5,1.4,0.022,-4.6,-2.1
10,10.0,DET,Roy Hamilton,UCLA,2.0,73.0,1121.0,336.0,110.0,192.0,0.4,0.0,0.684,15.4,4.6,1.5,2.6,-0.4,-0.017,-5.8,-1.1
11,11.0,NJN,Cliff Robinson,USC,11.0,629.0,19284.0,10823.0,5237.0,1249.0,0.468,0.184,0.722,30.7,17.2,8.3,2.0,30.5,0.076,-1.1,4.3
12,12.0,POR,Jim Paxson,Dayton,11.0,784.0,21357.0,11199.0,1593.0,2300.0,0.498,0.225,0.807,27.2,14.3,2.0,2.9,53.7,0.121,-0.3,9.0
13,13.0,IND,Dudley Bradley,UNC,9.0,600.0,10192.0,3131.0,1098.0,1147.0,0.44,0.293,0.73,17.0,5.2,1.8,1.9,16.5,0.078,0.6,6.7
14,14.0,LAL,Brad Holland,UCLA,3.0,93.0,686.0,293.0,59.0,63.0,0.403,0.19,0.746,7.4,3.2,0.6,0.7,0.4,0.026,-5.0,-0.5
15,15.0,DET,Phil Hubbard,Michigan,10.0,665.0,15863.0,7228.0,3538.0,857.0,0.495,0.038,0.706,23.9,10.9,5.3,1.3,29.0,0.088,-0.7,5.3
16,16.0,PHI,Jim Spanarkel,Duke,5.0,259.0,5290.0,2505.0,652.0,572.0,0.47,0.25,0.855,20.4,9.7,2.5,2.2,12.3,0.112,0.5,3.3
