,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Zaid Abdul-Aziz,C,24.0,SEA,61.0,0.0,1276.0,263.0,597.0,0.441,0.0,0.0,0.0,263.0,597.0,0.441,0.441,139.0,188.0,0.739,0.0,0.0,468.0,42.0,0.0,0.0,0.0,118.0,665.0
1,Kareem Abdul-Jabbar*,C,23.0,MIL,82.0,0.0,3288.0,1063.0,1843.0,0.577,0.0,0.0,0.0,1063.0,1843.0,0.577,0.577,470.0,681.0,0.69,0.0,0.0,1311.0,272.0,0.0,0.0,0.0,264.0,2596.0
2,Don Adams,SF,23.0,SDR,82.0,0.0,2374.0,391.0,957.0,0.409,0.0,0.0,0.0,391.0,957.0,0.409,0.409,155.0,212.0,0.731,0.0,0.0,581.0,173.0,0.0,0.0,0.0,344.0,937.0
3,Rick Adelman,PG,24.0,POR,81.0,0.0,2303.0,378.0,895.0,0.422,0.0,0.0,0.0,378.0,895.0,0.422,0.422,267.0,369.0,0.724,0.0,0.0,282.0,380.0,0.0,0.0,0.0,214.0,1023.0
4,Lucius Allen,PG,23.0,MIL,61.0,0.0,1162.0,178.0,398.0,0.447,0.0,0.0,0.0,178.0,398.0,0.447,0.447,77.0,110.0,0.7,0.0,0.0,152.0,161.0,0.0,0.0,0.0,108.0,433.0
5,Cliff Anderson,SG,26.0,TOT,28.0,0.0,198.0,20.0,65.0,0.308,0.0,0.0,0.0,20.0,65.0,0.308,0.308,46.0,67.0,0.687,0.0,0.0,48.0,20.0,0.0,0.0,0.0,29.0,86.0
6,Cliff Anderson,SG,26.0,CLE,23.0,0.0,171.0,19.0,59.0,0.322,0.0,0.0,0.0,19.0,59.0,0.322,0.322,41.0,60.0,0.683,0.0,0.0,37.0,16.0,0.0,0.0,0.0,22.0,79.0
7,Cliff Anderson,SG,26.0,PHI,5.0,0.0,27.0,1.0,6.0,0.167,0.0,0.0,0.0,1.0,6.0,0.167,0.167,5.0,7.0,0.714,0.0,0.0,11.0,4.0,0.0,0.0,0.0,7.0,7.0
8,Tiny Archibald*,PG,22.0,CIN,82.0,0.0,2867.0,486.0,1095.0,0.444,0.0,0.0,0.0,486.0,1095.0,0.444,0.444,336.0,444.0,0.757,0.0,0.0,242.0,450.0,0.0,0.0,0.0,218.0,1308.0
9,Bob Arnzen,SF,23.0,CIN,55.0,0.0,594.0,128.0,277.0,0.462,0.0,0.0,0.0,128.0,277.0,0.462,0.462,45.0,52.0,0.865,0.0,0.0,152.0,24.0,0.0,0.0,0.0,54.0,301.0
10,Al Attles*,PG,34.0,SFW,34.0,0.0,321.0,22.0,54.0,0.407,0.0,0.0,0.0,22.0,54.0,0.407,0.407,24.0,41.0,0.585,0.0,0.0,40.0,58.0,0.0,0.0,0.0,59.0,68.0
11,Dennis Awtrey,C,22.0,PHI,70.0,0.0,1292.0,200.0,421.0,0.475,0.0,0.0,0.0,200.0,421.0,0.475,0.475,104.0,157.0,0.662,0.0,0.0,430.0,89.0,0.0,0.0,0.0,211.0,504.0
