,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,Shareef Abdur-Rahim,PF,27.0,TOT,85.0,2684.0,19.9,0.557,0.032,0.407,8.2,19.0,13.6,12.3,1.4,1.0,12.9,24.4,0.0,6.1,2.0,8.1,0.145,1.3,-1.0,0.3,1.6
1,Shareef Abdur-Rahim,PF,27.0,ATL,53.0,1956.0,21.2,0.568,0.029,0.423,8.2,20.3,14.3,12.6,1.2,0.7,12.3,24.8,0.0,5.3,1.3,6.6,0.163,2.1,-1.1,1.0,1.5
2,Shareef Abdur-Rahim,PF,27.0,POR,32.0,728.0,16.5,0.522,0.042,0.36,7.9,15.5,11.8,11.5,1.8,1.8,14.8,23.3,0.0,0.9,0.6,1.5,0.098,-0.9,-0.5,-1.4,0.1
3,Malik Allen,PF,25.0,MIA,45.0,616.0,10.5,0.449,0.0,0.167,7.9,14.7,11.3,4.7,1.1,3.6,11.3,18.3,0.0,-0.1,0.8,0.7,0.051,-4.7,0.2,-4.6,-0.4
4,Ray Allen*,SG,28.0,SEA,56.0,2152.0,21.7,0.566,0.372,0.266,3.8,11.8,7.8,23.3,1.8,0.4,12.1,27.8,0.0,6.5,0.4,6.9,0.153,5.9,-1.8,4.0,3.3
5,Rafer Alston,PG,27.0,MIA,82.0,2581.0,13.7,0.509,0.568,0.175,1.2,9.1,5.1,24.9,2.4,0.6,13.5,17.3,0.0,3.1,2.8,5.9,0.11,1.6,-0.4,1.2,2.1
6,Chris Andersen,PF,25.0,DEN,71.0,1029.0,14.4,0.486,0.005,0.527,9.6,23.3,16.3,5.1,1.7,7.8,16.1,12.7,0.0,0.5,1.9,2.4,0.111,-3.7,4.2,0.5,0.7
7,Derek Anderson,SG,29.0,POR,51.0,1810.0,15.1,0.499,0.423,0.307,1.7,10.2,6.0,21.1,2.0,0.1,11.5,20.5,0.0,2.7,0.9,3.6,0.097,1.9,-1.6,0.3,1.1
8,Kenny Anderson,PG,33.0,IND,44.0,905.0,11.1,0.473,0.016,0.188,2.5,8.2,5.3,24.2,1.6,0.4,15.3,17.1,0.0,0.4,1.1,1.5,0.079,-2.3,-0.4,-2.6,-0.1
9,Shandon Anderson,SG,30.0,NYK,80.0,1974.0,10.1,0.5,0.227,0.285,3.1,9.7,6.5,10.2,1.8,0.7,15.7,17.7,0.0,0.2,1.5,1.7,0.042,-1.6,-0.1,-1.7,0.1
10,Carmelo Anthony,SF,19.0,DEN,82.0,2995.0,17.6,0.509,0.146,0.358,6.8,12.1,9.4,13.8,1.7,1.0,12.7,28.5,0.0,3.7,2.4,6.1,0.098,1.2,-1.2,0.1,1.6
11,Robert Archibald,C-PF,23.0,TOT,32.0,256.0,5.6,0.343,0.0,0.939,9.4,14.0,11.7,7.9,3.0,0.9,17.7,10.7,0.0,-0.2,0.4,0.2,0.039,-5.5,2.4,-3.1,-0.1
12,Robert Archibald,PF,23.0,PHO,1.0,6.0,-5.1,0.266,0.0,2.0,0.0,19.1,9.5,22.2,0.0,0.0,34.7,21.7,0.0,0.0,0.0,0.0,-0.285,-14.0,-2.7,-16.7,0.0
13,Robert Archibald,PF,23.0,ORL,1.0,4.0,20.6,0.347,0.0,1.0,0.0,29.0,14.2,0.0,13.2,0.0,0.0,32.6,0.0,0.0,0.0,0.0,-0.08,-8.6,-0.4,-9.0,0.0
14,Robert Archibald,C,23.0,TOR,30.0,246.0,5.6,0.346,0.0,0.9,9.8,13.6,11.7,7.7,2.9,0.9,17.7,10.0,0.0,-0.2,0.4,0.2,0.049,-5.3,2.6,-2.7,0.0
15,Gilbert Arenas,PG,22.0,WAS,55.0,2066.0,16.0,0.512,0.364,0.347,2.9,11.1,6.9,25.5,2.6,0.4,17.7,27.4,0.0,1.1,1.5,2.6,0.061,2.1,-1.1,1.1,1.6
16,Brandon Armstrong,SG,23.0,NJN,56.0,434.0,5.5,0.427,0.297,0.023,3.3,8.4,5.8,5.7,1.5,0.4,12.0,21.7,0.0,-0.8,0.5,-0.3,-0.03,-5.6,-2.7,-8.4,-0.7
17,Darrell Armstrong,PG,35.0,NOH,79.0,2247.0,15.6,0.525,0.583,0.196,3.1,8.5,5.7,24.3,3.2,0.5,16.2,19.4,0.0,2.8,2.5,5.3,0.114,2.3,-0.3,1.9,2.2
18,Carlos Arroyo,PG,24.0,UTA,71.0,2008.0,16.8,0.517,0.152,0.293,2.5,9.0,5.7,34.6,1.7,0.2,15.2,23.7,0.0,3.5,1.2,4.7,0.112,2.2,-2.5,-0.3,0.9
19,Chucky Atkins,PG,29.0,TOT,64.0,1544.0,12.1,0.511,0.498,0.2,0.7,6.2,3.5,24.7,1.5,0.1,14.9,18.5,0.0,1.5,1.3,2.7,0.085,0.2,-2.7,-2.5,-0.2
20,Chucky Atkins,PG,29.0,DET,40.0,751.0,10.1,0.49,0.553,0.183,0.9,6.4,3.7,21.9,1.4,0.1,15.9,18.8,0.0,0.3,1.0,1.2,0.079,-0.5,-2.1,-2.7,-0.1
