,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
0,Steven Adams,C,26.0,OKC,48.0,48.0,1294.0,8.0,13.7,0.585,0.0,0.1,0.0,8.0,13.6,0.588,3.3,5.5,0.592,6.0,10.7,16.7,4.7,1.3,2.0,2.8,3.6,19.3,0.0,122.0,106.0
1,Bam Adebayo,PF,22.0,MIA,54.0,54.0,1865.0,8.8,15.2,0.579,0.0,0.3,0.091,8.8,14.9,0.588,4.9,7.2,0.681,3.7,11.1,14.8,7.0,1.8,1.7,3.8,3.4,22.5,0.0,119.0,105.0
2,LaMarcus Aldridge,C,34.0,SAS,50.0,50.0,1661.0,10.8,21.5,0.501,1.7,4.2,0.407,9.1,17.3,0.523,4.4,5.3,0.83,2.8,8.1,11.0,3.5,0.9,2.4,2.1,3.5,27.6,0.0,116.0,112.0
3,Nickeil Alexander-Walker,SG,21.0,NOP,41.0,0.0,501.0,7.1,21.0,0.339,3.7,10.8,0.342,3.4,10.2,0.336,1.6,2.6,0.607,0.7,6.7,7.4,6.8,1.0,0.6,3.7,4.3,19.5,0.0,91.0,114.0
4,Grayson Allen,SG,24.0,MEM,30.0,0.0,498.0,7.4,16.4,0.449,3.1,8.5,0.363,4.3,7.9,0.541,2.8,3.3,0.857,0.5,5.7,6.2,4.0,0.6,0.1,2.1,3.4,20.7,0.0,110.0,115.0
5,Jarrett Allen,C,21.0,BRK,53.0,49.0,1410.0,7.7,12.0,0.641,0.0,0.2,0.0,7.7,11.8,0.651,4.3,6.8,0.631,5.5,11.7,17.2,2.5,1.1,2.6,2.0,4.2,19.6,0.0,131.0,104.0
6,Kadeem Allen,SG,27.0,NYK,10.0,0.0,117.0,7.9,18.3,0.432,2.1,6.7,0.313,5.8,11.6,0.5,2.9,4.6,0.636,0.8,2.9,3.7,8.7,2.1,0.8,3.3,2.9,20.8,0.0,106.0,114.0
7,Al-Farouq Aminu,PF,29.0,ORL,18.0,2.0,380.0,3.2,11.1,0.291,1.2,4.7,0.25,2.1,6.5,0.32,2.5,3.7,0.655,3.1,8.1,11.2,2.7,2.3,1.0,2.2,3.5,10.1,0.0,88.0,106.0
8,Justin Anderson,SF,26.0,BRK,3.0,0.0,17.0,2.8,16.7,0.167,0.0,8.3,0.0,2.8,8.3,0.333,2.8,5.6,0.5,0.0,5.6,5.6,0.0,0.0,2.8,0.0,5.6,8.3,0.0,50.0,110.0
9,Kyle Anderson,PF,26.0,MEM,48.0,9.0,868.0,5.7,11.4,0.498,0.4,2.2,0.195,5.3,9.2,0.57,1.9,2.9,0.648,2.4,8.3,10.7,5.5,1.9,1.3,2.2,3.9,13.7,0.0,111.0,109.0
