,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
0,Kareem Abdul-Jabbar*,C,31.0,LAL,80.0,0.0,3157.0,11.2,19.3,0.577,0.0,0.0,0.0,11.2,19.3,0.577,5.0,6.8,0.736,3.0,11.7,14.7,6.2,1.1,4.5,4.0,3.3,27.3,0.0,115.0,98.0
1,Tom Abernethy,PF,24.0,GSW,70.0,0.0,1219.0,6.8,13.2,0.515,0.0,0.0,0.0,6.8,13.2,0.515,2.7,3.6,0.745,2.9,5.5,8.3,3.0,1.5,0.5,1.2,5.1,16.3,0.0,118.0,103.0
2,Alvan Adams,C,24.0,PHO,77.0,0.0,2364.0,10.6,20.1,0.53,0.0,0.0,0.0,10.6,20.1,0.53,4.3,5.4,0.799,4.1,9.1,13.2,6.7,2.1,1.2,5.2,4.6,25.6,0.0,106.0,100.0
3,Lucius Allen,PG,31.0,KCK,31.0,0.0,413.0,7.5,18.9,0.397,0.0,0.0,0.0,7.5,18.9,0.397,2.1,3.6,0.576,1.5,3.5,5.0,4.8,2.3,0.7,3.3,5.6,17.0,0.0,87.0,103.0
4,Kim Anderson,SF,23.0,POR,21.0,0.0,224.0,5.0,16.0,0.312,0.0,0.0,0.0,5.0,16.0,0.312,3.1,5.8,0.536,3.5,5.8,9.3,3.1,0.8,1.0,4.6,8.7,13.1,0.0,75.0,105.0
5,Tiny Archibald*,PG,30.0,BOS,69.0,0.0,1662.0,7.0,15.5,0.452,0.0,0.0,0.0,7.0,15.5,0.452,6.6,8.3,0.788,0.7,2.1,2.8,8.8,1.5,0.2,5.3,3.6,20.6,0.0,100.0,109.0
6,Tate Armstrong,SG,23.0,CHI,26.0,0.0,259.0,5.0,12.6,0.4,0.0,0.0,0.0,5.0,12.6,0.4,1.8,2.3,0.769,1.3,2.3,3.6,5.6,1.8,0.0,3.8,4.0,11.9,0.0,86.0,107.0
7,Dennis Awtrey,C,30.0,TOT,63.0,0.0,746.0,2.7,6.6,0.411,0.0,0.0,0.0,2.7,6.6,0.411,2.5,3.5,0.732,2.6,6.7,9.3,4.3,1.0,0.8,3.2,6.5,7.9,0.0,93.0,103.0
8,Dennis Awtrey,C,30.0,BOS,23.0,0.0,247.0,3.1,8.0,0.386,0.0,0.0,0.0,3.1,8.0,0.386,2.9,3.7,0.8,2.4,6.2,8.6,3.7,0.5,1.1,3.8,6.8,9.1,0.0,87.0,108.0
9,Dennis Awtrey,C,30.0,SEA,40.0,0.0,499.0,2.5,5.9,0.429,0.0,0.0,0.0,2.5,5.9,0.429,2.3,3.3,0.694,2.7,7.0,9.7,4.6,1.2,0.7,2.9,6.4,7.4,0.0,97.0,101.0
10,Gus Bailey,SG,27.0,NOJ,2.0,0.0,9.0,9.8,34.4,0.286,0.0,0.0,0.0,9.8,34.4,0.286,0.0,0.0,0.0,9.8,0.0,9.8,9.8,0.0,0.0,4.9,4.9,19.6,0.0,77.0,114.0
11,Greg Ballard,SF,24.0,WSB,82.0,0.0,1552.0,7.6,16.2,0.465,0.0,0.0,0.0,7.6,16.2,0.465,3.5,5.0,0.692,4.2,8.9,13.1,3.4,1.7,0.9,2.8,4.9,18.6,0.0,105.0,101.0
12,Mike Bantom,PF,27.0,IND,81.0,0.0,2528.0,8.7,18.7,0.465,0.0,0.0,0.0,8.7,18.7,0.465,4.1,6.1,0.672,4.1,7.7,11.7,4.0,1.8,1.1,3.5,5.7,21.5,0.0,102.0,103.0
13,Tom Barker,C,23.0,TOT,39.0,0.0,476.0,6.5,14.9,0.436,0.0,0.0,0.0,6.5,14.9,0.436,2.6,3.5,0.73,4.3,7.1,11.4,1.4,1.0,1.1,3.3,7.3,15.6,0.0,94.0,106.0
