b'Date',b'href',b'Start (ET)',b'Visitor/Neutral',b'PTS',b'Home/Neutral',b'PTS',b'\xc2\xa0',b'\xc2\xa0',b'Attend.',b'Notes'
"Tue, Oct 30, 2001",/boxscores/200110300CLE.html,7:00p,Boston Celtics,108,Cleveland Cavaliers,89,Box Score,,"17,748",
"Tue, Oct 30, 2001",/boxscores/200110300NJN.html,7:30p,Indiana Pacers,97,New Jersey Nets,103,Box Score,,"8,749",
"Tue, Oct 30, 2001",/boxscores/200110300NYK.html,7:30p,Washington Wizards,91,New York Knicks,93,Box Score,,"19,763",
"Tue, Oct 30, 2001",/boxscores/200110300ORL.html,7:30p,Toronto Raptors,85,Orlando Magic,114,Box Score,,"16,088",
"Tue, Oct 30, 2001",/boxscores/200110300MIN.html,8:00p,Philadelphia 76ers,74,Minnesota Timberwolves,83,Box Score,,"18,697",
"Tue, Oct 30, 2001",/boxscores/200110300DAL.html,8:30p,Detroit Pistons,87,Dallas Mavericks,94,Box Score,,"19,200",
"Tue, Oct 30, 2001",/boxscores/200110300HOU.html,8:30p,Atlanta Hawks,84,Houston Rockets,89,Box Score,OT,"9,500",
"Tue, Oct 30, 2001",/boxscores/200110300SAS.html,8:30p,Los Angeles Clippers,98,San Antonio Spurs,109,Box Score,,"16,803",
"Tue, Oct 30, 2001",/boxscores/200110300UTA.html,9:00p,Milwaukee Bucks,119,Utah Jazz,112,Box Score,OT,"18,845",
"Tue, Oct 30, 2001",/boxscores/200110300PHO.html,9:00p,Denver Nuggets,99,Phoenix Suns,96,Box Score,,"16,421",
"Tue, Oct 30, 2001",/boxscores/200110300SAC.html,10:00p,Seattle SuperSonics,95,Sacramento Kings,101,Box Score,,"17,317",
"Tue, Oct 30, 2001",/boxscores/200110300LAL.html,10:30p,Portland Trail Blazers,87,Los Angeles Lakers,98,Box Score,,"18,997",
"Wed, Oct 31, 2001",/boxscores/200110310BOS.html,7:00p,New Jersey Nets,95,Boston Celtics,92,Box Score,,"14,158",
"Wed, Oct 31, 2001",/boxscores/200110310CHH.html,7:00p,Cleveland Cavaliers,94,Charlotte Hornets,100,Box Score,,"9,002",
"Wed, Oct 31, 2001",/boxscores/200110310MIA.html,8:00p,Toronto Raptors,92,Miami Heat,97,Box Score,,"16,500",
"Wed, Oct 31, 2001",/boxscores/200110310CHI.html,8:30p,Indiana Pacers,98,Chicago Bulls,73,Box Score,,"18,163",
"Wed, Oct 31, 2001",/boxscores/200110310POR.html,10:00p,Golden State Warriors,87,Portland Trail Blazers,92,Box Score,,"19,980",
"Thu, Nov 1, 2001",/boxscores/200111010PHI.html,7:00p,Dallas Mavericks,99,Philadelphia 76ers,92,Box Score,,"20,230",
"Thu, Nov 1, 2001",/boxscores/200111010ATL.html,8:00p,Washington Wizards,98,Atlanta Hawks,88,Box Score,,"20,072",
"Thu, Nov 1, 2001",/boxscores/200111010MEM.html,8:00p,Detroit Pistons,90,Memphis Grizzlies,80,Box Score,,"19,405",
"Thu, Nov 1, 2001",/boxscores/200111010HOU.html,8:30p,Los Angeles Clippers,92,Houston Rockets,98,Box Score,OT,"9,329",
"Thu, Nov 1, 2001",/boxscores/200111010DEN.html,9:00p,Milwaukee Bucks,102,Denver Nuggets,101,Box Score,,"18,634",
"Thu, Nov 1, 2001",/boxscores/200111010UTA.html,9:00p,Los Angeles Lakers,105,Utah Jazz,101,Box Score,,"19,539",
"Thu, Nov 1, 2001",/boxscores/200111010SEA.html,10:00p,San Antonio Spurs,108,Seattle SuperSonics,114,Box Score,,"15,491",
"Thu, Nov 1, 2001",/boxscores/200111010GSW.html,10:30p,Phoenix Suns,107,Golden State Warriors,101,Box Score,,"14,624",
"Fri, Nov 2, 2001",/boxscores/200111020IND.html,7:00p,Orlando Magic,107,Indiana Pacers,117,Box Score,,"18,345",
"Fri, Nov 2, 2001",/boxscores/200111020TOR.html,7:00p,Dallas Mavericks,92,Toronto Raptors,109,Box Score,,"19,800",
"Fri, Nov 2, 2001",/boxscores/200111020BOS.html,7:30p,Chicago Bulls,82,Boston Celtics,96,Box Score,,"14,361",
"Fri, Nov 2, 2001",/boxscores/200111020CHH.html,7:30p,New York Knicks,93,Charlotte Hornets,97,Box Score,,"13,588",
"Fri, Nov 2, 2001",/boxscores/200111020MIA.html,7:30p,Cleveland Cavaliers,90,Miami Heat,83,Box Score,,"15,208",
"Fri, Nov 2, 2001",/boxscores/200111020DET.html,8:00p,New Jersey Nets,88,Detroit Pistons,102,Box Score,,"22,076",
"Fri, Nov 2, 2001",/boxscores/200111020MIN.html,8:00p,Memphis Grizzlies,102,Minnesota Timberwolves,111,Box Score,,"16,922",
"Fri, Nov 2, 2001",/boxscores/200111020LAL.html,10:30p,Phoenix Suns,94,Los Angeles Lakers,117,Box Score,,"18,997",
"Sat, Nov 3, 2001",/boxscores/200111030WAS.html,6:30p,Philadelphia 76ers,76,Washington Wizards,90,Box Score,,"20,674",
"Sat, Nov 3, 2001",/boxscores/200111030ATL.html,7:00p,Miami Heat,83,Atlanta Hawks,90,Box Score,,"9,472",
"Sat, Nov 3, 2001",/boxscores/200111030NJN.html,8:00p,Charlotte Hornets,85,New Jersey Nets,95,Box Score,,"6,532",
"Sat, Nov 3, 2001",/boxscores/200111030CHI.html,8:30p,New York Knicks,79,Chicago Bulls,84,Box Score,,"18,064",
"Sat, Nov 3, 2001",/boxscores/200111030CLE.html,8:30p,Orlando Magic,99,Cleveland Cavaliers,69,Box Score,,"16,930",
"Sat, Nov 3, 2001",/boxscores/200111030HOU.html,8:30p,Minnesota Timberwolves,90,Houston Rockets,88,Box Score,,"10,724",
"Sat, Nov 3, 2001",/boxscores/200111030MIL.html,8:30p,Boston Celtics,99,Milwaukee Bucks,105,Box Score,,"18,717",
"Sat, Nov 3, 2001",/boxscores/200111030DEN.html,9:00p,Sacramento Kings,106,Denver Nuggets,94,Box Score,,"15,138",
"Sat, Nov 3, 2001",/boxscores/200111030SEA.html,9:00p,Utah Jazz,91,Seattle SuperSonics,74,Box Score,,"15,370",
"Sat, Nov 3, 2001",/boxscores/200111030POR.html,10:00p,San Antonio Spurs,106,Portland Trail Blazers,90,Box Score,,"19,980",
"Sat, Nov 3, 2001",/boxscores/200111030LAC.html,10:30p,Golden State Warriors,110,Los Angeles Clippers,108,Box Score,OT,"19,445",
"Sun, Nov 4, 2001",/boxscores/200111040MEM.html,3:00p,Dallas Mavericks,94,Memphis Grizzlies,85,Box Score,,"13,177",
"Sun, Nov 4, 2001",/boxscores/200111040TOR.html,5:30p,Indiana Pacers,100,Toronto Raptors,113,Box Score,,"18,825",
"Sun, Nov 4, 2001",/boxscores/200111040DET.html,7:00p,Washington Wizards,78,Detroit Pistons,100,Box Score,,"22,076",
"Sun, Nov 4, 2001",/boxscores/200111040PHO.html,8:00p,Houston Rockets,103,Phoenix Suns,100,Box Score,,"13,562",
"Sun, Nov 4, 2001",/boxscores/200111040GSW.html,9:00p,Portland Trail Blazers,86,Golden State Warriors,96,Box Score,,"12,724",
"Sun, Nov 4, 2001",/boxscores/200111040SAC.html,9:00p,San Antonio Spurs,83,Sacramento Kings,103,Box Score,,"17,317",
"Sun, Nov 4, 2001",/boxscores/200111040LAL.html,9:30p,Utah Jazz,96,Los Angeles Lakers,100,Box Score,,"18,997",
"Mon, Nov 5, 2001",/boxscores/200111050ORL.html,7:30p,Seattle SuperSonics,123,Orlando Magic,119,Box Score,2OT,"13,723",
"Mon, Nov 5, 2001",/boxscores/200111050LAC.html,10:30p,Atlanta Hawks,86,Los Angeles Clippers,109,Box Score,,"13,722",
"Tue, Nov 6, 2001",/boxscores/200111060CLE.html,7:00p,Sacramento Kings,115,Cleveland Cavaliers,99,Box Score,,"14,584",
"Tue, Nov 6, 2001",/boxscores/200111060PHI.html,7:00p,Indiana Pacers,87,Philadelphia 76ers,77,Box Score,,"20,274",
"Tue, Nov 6, 2001",/boxscores/200111060MIA.html,7:30p,Seattle SuperSonics,85,Miami Heat,87,Box Score,OT,"16,500",
"Tue, Nov 6, 2001",/boxscores/200111060MIN.html,8:00p,New York Knicks,94,Minnesota Timberwolves,104,Box Score,,"16,444",
"Tue, Nov 6, 2001",/boxscores/200111060SAS.html,8:00p,Orlando Magic,89,San Antonio Spurs,104,Box Score,,"15,927",
"Tue, Nov 6, 2001",/boxscores/200111060DAL.html,8:30p,Charlotte Hornets,92,Dallas Mavericks,110,Box Score,,"16,905",
"Tue, Nov 6, 2001",/boxscores/200111060HOU.html,8:30p,Denver Nuggets,93,Houston Rockets,99,Box Score,,"9,671",
"Tue, Nov 6, 2001",/boxscores/200111060PHO.html,9:00p,Memphis Grizzlies,101,Phoenix Suns,113,Box Score,,"12,765",
"Tue, Nov 6, 2001",/boxscores/200111060POR.html,10:00p,Utah Jazz,83,Portland Trail Blazers,101,Box Score,,"19,980",
"Wed, Nov 7, 2001",/boxscores/200111070TOR.html,7:00p,Golden State Warriors,92,Toronto Raptors,109,Box Score,,"18,887",
"Wed, Nov 7, 2001",/boxscores/200111070NYK.html,7:30p,Cleveland Cavaliers,64,New York Knicks,82,Box Score,,"19,763",
"Wed, Nov 7, 2001",/boxscores/200111070BOS.html,8:00p,Washington Wizards,95,Boston Celtics,104,Box Score,,"18,624",
"Wed, Nov 7, 2001",/boxscores/200111070IND.html,8:00p,Sacramento Kings,104,Indiana Pacers,116,Box Score,,"15,309",
"Wed, Nov 7, 2001",/boxscores/200111070CHI.html,8:30p,Detroit Pistons,97,Chicago Bulls,73,Box Score,,"17,023",
"Wed, Nov 7, 2001",/boxscores/200111070UTA.html,9:00p,Atlanta Hawks,89,Utah Jazz,96,Box Score,,"17,538",
"Wed, Nov 7, 2001",/boxscores/200111070LAC.html,10:30p,Memphis Grizzlies,92,Los Angeles Clippers,108,Box Score,,"13,835",
"Thu, Nov 8, 2001",/boxscores/200111080CHH.html,7:00p,San Antonio Spurs,105,Charlotte Hornets,95,Box Score,,"9,511",
"Thu, Nov 8, 2001",/boxscores/200111080NJN.html,7:30p,Seattle SuperSonics,94,New Jersey Nets,106,Box Score,,"5,277",
"Thu, Nov 8, 2001",/boxscores/200111080MIL.html,8:00p,Miami Heat,82,Milwaukee Bucks,86,Box Score,,"18,364",
"Thu, Nov 8, 2001",/boxscores/200111080MIN.html,8:00p,Chicago Bulls,74,Minnesota Timberwolves,127,Box Score,,"15,719",
"Thu, Nov 8, 2001",/boxscores/200111080DAL.html,8:30p,Denver Nuggets,91,Dallas Mavericks,105,Box Score,,"17,471",
"Thu, Nov 8, 2001",/boxscores/200111080HOU.html,9:00p,Philadelphia 76ers,72,Houston Rockets,77,Box Score,,"12,351",
"Thu, Nov 8, 2001",/boxscores/200111080PHO.html,9:00p,Atlanta Hawks,80,Phoenix Suns,108,Box Score,,"13,206",
"Thu, Nov 8, 2001",/boxscores/200111080POR.html,10:00p,Los Angeles Clippers,101,Portland Trail Blazers,119,Box Score,,"19,980",
"Fri, Nov 9, 2001",/boxscores/200111090IND.html,7:00p,New York Knicks,95,Indiana Pacers,103,Box Score,,"16,494",
"Fri, Nov 9, 2001",/boxscores/200111090WAS.html,7:00p,Golden State Warriors,109,Washington Wizards,100,Box Score,,"20,674",
"Fri, Nov 9, 2001",/boxscores/200111090BOS.html,7:30p,Seattle SuperSonics,94,Boston Celtics,104,Box Score,,"15,575",
"Fri, Nov 9, 2001",/boxscores/200111090ORL.html,7:30p,Sacramento Kings,105,Orlando Magic,115,Box Score,,"17,248",
"Fri, Nov 9, 2001",/boxscores/200111090DEN.html,9:00p,Houston Rockets,81,Denver Nuggets,108,Box Score,,"11,451",
