,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Jay Arnette,PG,25.0,CIN,48.0,0.0,501.0,5.1,14.1,0.362,0.0,0.0,0.0,5.1,14.1,0.362,3.0,3.9,0.778,0.0,0.0,3.9,5.1,0.0,0.0,0.0,7.5,13.2
1,Al Attles*,PG,27.0,SFW,70.0,0.0,1883.0,5.5,12.2,0.452,0.0,0.0,0.0,5.5,12.2,0.452,3.5,5.3,0.673,0.0,0.0,4.5,3.8,0.0,0.0,0.0,4.8,14.6
2,Dick Barnett,SG,27.0,LAL,78.0,0.0,2620.0,7.4,16.4,0.452,0.0,0.0,0.0,7.4,16.4,0.452,4.8,6.2,0.773,0.0,0.0,3.4,3.3,0.0,0.0,0.0,3.2,19.7
3,John Barnhill,SG,25.0,STL,74.0,0.0,1367.0,5.5,13.3,0.412,0.0,0.0,0.0,5.5,13.3,0.412,1.8,3.0,0.609,0.0,0.0,4.1,3.8,0.0,0.0,0.0,2.8,12.8
4,Elgin Baylor*,SF,29.0,LAL,78.0,0.0,3164.0,8.6,20.2,0.425,0.0,0.0,0.0,8.6,20.2,0.425,5.4,6.7,0.804,0.0,0.0,10.6,3.9,0.0,0.0,0.0,2.7,22.6
5,Zelmo Beaty*,C,24.0,STL,59.0,0.0,1922.0,5.4,12.1,0.444,0.0,0.0,0.0,5.4,12.1,0.444,3.7,5.1,0.741,0.0,0.0,11.9,1.5,0.0,0.0,0.0,4.9,14.5
6,Walt Bellamy*,C,24.0,BAL,80.0,0.0,3394.0,8.6,16.8,0.513,0.0,0.0,0.0,8.6,16.8,0.513,5.7,8.8,0.651,0.0,0.0,14.4,1.3,0.0,0.0,0.0,3.2,22.9
7,Al Bianchi,PG,31.0,PHI,78.0,0.0,1437.0,6.4,17.1,0.376,0.0,0.0,0.0,6.4,17.1,0.376,2.7,3.5,0.773,0.0,0.0,3.7,3.7,0.0,0.0,0.0,6.2,15.6
8,Bucky Bockhorn,SG,30.0,CIN,70.0,0.0,1670.0,5.2,12.7,0.412,0.0,0.0,0.0,5.2,12.7,0.412,2.1,2.7,0.762,0.0,0.0,4.4,3.7,0.0,0.0,0.0,4.9,12.5
9,Bob Boozer,SF,26.0,TOT,81.0,0.0,2379.0,7.1,16.6,0.427,0.0,0.0,0.0,7.1,16.6,0.427,4.1,5.7,0.723,0.0,0.0,9.0,1.5,0.0,0.0,0.0,3.5,18.3
