,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Jay Arnette,SG,26.0,CIN,63.0,0.0,662.0,4.9,13.3,0.371,0.0,0.0,0.0,4.9,13.3,0.371,3.0,4.1,0.747,0.0,0.0,3.4,3.7,0.0,0.0,0.0,6.8,12.9
1,Al Attles*,PG,28.0,SFW,73.0,0.0,1733.0,5.3,13.8,0.384,0.0,0.0,0.0,5.3,13.8,0.384,3.6,5.7,0.624,0.0,0.0,5.0,4.3,0.0,0.0,0.0,5.0,14.1
2,Jim Barnes,PF,23.0,NYK,75.0,0.0,2586.0,6.3,14.9,0.424,0.0,0.0,0.0,6.3,14.9,0.424,3.5,5.3,0.662,0.0,0.0,10.1,1.3,0.0,0.0,0.0,4.3,16.1
3,Dick Barnett,SG,28.0,LAL,74.0,0.0,2026.0,6.7,16.1,0.413,0.0,0.0,0.0,6.7,16.1,0.413,4.8,6.0,0.799,0.0,0.0,3.6,2.8,0.0,0.0,0.0,3.7,18.1
4,John Barnhill,SG,26.0,STL,41.0,0.0,777.0,5.6,14.5,0.388,0.0,0.0,0.0,5.6,14.5,0.388,2.1,3.2,0.643,0.0,0.0,4.2,3.5,0.0,0.0,0.0,2.6,13.3
5,Elgin Baylor*,SF,30.0,LAL,74.0,0.0,3056.0,9.0,22.4,0.401,0.0,0.0,0.0,9.0,22.4,0.401,5.7,7.2,0.792,0.0,0.0,11.2,3.3,0.0,0.0,0.0,2.8,23.7
6,Zelmo Beaty*,C,25.0,STL,80.0,0.0,2916.0,6.2,12.9,0.482,0.0,0.0,0.0,6.2,12.9,0.482,4.2,5.9,0.715,0.0,0.0,11.9,1.4,0.0,0.0,0.0,4.0,16.7
7,Walt Bellamy*,C,25.0,BAL,80.0,0.0,3301.0,8.0,15.7,0.509,0.0,0.0,0.0,8.0,15.7,0.509,5.6,8.2,0.685,0.0,0.0,12.7,2.1,0.0,0.0,0.0,2.8,21.6
8,Al Bianchi,PG,32.0,PHI,60.0,0.0,1116.0,5.6,15.7,0.36,0.0,0.0,0.0,5.6,15.7,0.36,1.7,2.5,0.711,0.0,0.0,3.1,4.5,0.0,0.0,0.0,5.7,13.0
9,Bucky Bockhorn,SG,31.0,CIN,19.0,0.0,424.0,5.1,13.3,0.382,0.0,0.0,0.0,5.1,13.3,0.382,2.4,3.3,0.718,0.0,0.0,4.7,3.8,0.0,0.0,0.0,4.4,12.6
10,Ron Bonham,SF,22.0,BOS,37.0,0.0,369.0,8.9,21.5,0.414,0.0,0.0,0.0,8.9,21.5,0.414,9.0,10.9,0.821,0.0,0.0,7.6,1.9,0.0,0.0,0.0,3.2,26.7
11,Bob Boozer,SF,27.0,NYK,80.0,0.0,2139.0,7.1,16.2,0.44,0.0,0.0,0.0,7.1,16.2,0.44,4.8,6.3,0.768,0.0,0.0,10.2,1.8,0.0,0.0,0.0,3.1,19.1
12,Gary Bradds,SF,22.0,BAL,41.0,0.0,335.0,4.9,11.9,0.414,0.0,0.0,0.0,4.9,11.9,0.414,4.8,6.8,0.714,0.0,0.0,9.0,2.0,0.0,0.0,0.0,3.9,14.7
13,Bill Bridges,PF,25.0,STL,79.0,0.0,2362.0,5.5,14.3,0.386,0.0,0.0,0.0,5.5,14.3,0.386,2.8,4.2,0.676,0.0,0.0,13.0,2.9,0.0,0.0,0.0,4.2,13.9
14,Em Bryant,PG,26.0,NYK,77.0,0.0,1332.0,3.9,11.8,0.333,0.0,0.0,0.0,3.9,11.8,0.333,2.4,3.6,0.654,0.0,0.0,4.5,4.5,0.0,0.0,0.0,5.7,10.2
15,Dave Budd,SF,26.0,NYK,62.0,0.0,1188.0,5.9,12.3,0.482,0.0,0.0,0.0,5.9,12.3,0.482,3.7,5.2,0.712,0.0,0.0,9.4,1.9,0.0,0.0,0.0,4.5,15.5
16,Ed Burton,F,25.0,STL,7.0,0.0,42.0,6.0,17.1,0.35,0.0,0.0,0.0,6.0,17.1,0.35,3.4,6.0,0.571,0.0,0.0,11.1,1.7,0.0,0.0,0.0,11.1,15.4
17,Donnie Butcher,PG,28.0,DET,71.0,0.0,1157.0,4.4,11.0,0.405,0.0,0.0,0.0,4.4,11.0,0.405,3.9,6.3,0.618,0.0,0.0,6.2,3.8,0.0,0.0,0.0,5.7,12.8
18,Al Butler,PG,26.0,BAL,25.0,0.0,172.0,5.0,15.3,0.329,0.0,0.0,0.0,5.0,15.3,0.329,2.3,3.1,0.733,0.0,0.0,4.4,2.5,0.0,0.0,0.0,5.2,12.3
19,Joe Caldwell,SF,23.0,DET,66.0,0.0,1543.0,6.8,18.1,0.374,0.0,0.0,0.0,6.8,18.1,0.374,3.0,4.9,0.614,0.0,0.0,10.3,2.8,0.0,0.0,0.0,4.0,16.5
21,Wilt Chamberlain*,C,28.0,TOT,73.0,0.0,3301.0,11.6,22.7,0.51,0.0,0.0,0.0,11.6,22.7,0.51,4.4,9.6,0.464,0.0,0.0,18.2,2.7,0.0,0.0,0.0,1.6,27.6
22,Wilt Chamberlain*,C,28.0,SFW,38.0,0.0,1743.0,13.1,26.3,0.499,0.0,0.0,0.0,13.1,26.3,0.499,4.3,10.3,0.416,0.0,0.0,18.4,2.4,0.0,0.0,0.0,1.6,30.6
23,Wilt Chamberlain*,C,28.0,PHI,35.0,0.0,1558.0,9.9,18.7,0.528,0.0,0.0,0.0,9.9,18.7,0.528,4.6,8.8,0.526,0.0,0.0,18.0,3.1,0.0,0.0,0.0,1.6,24.4
24,Len Chappell,C,24.0,NYK,43.0,0.0,655.0,8.0,20.2,0.395,0.0,0.0,0.0,8.0,20.2,0.395,3.7,5.5,0.68,0.0,0.0,7.7,0.8,0.0,0.0,0.0,4.0,19.7
25,Larry Costello,PG,33.0,PHI,64.0,0.0,1967.0,5.7,12.7,0.445,0.0,0.0,0.0,5.7,12.7,0.445,4.4,5.1,0.877,0.0,0.0,3.1,5.0,0.0,0.0,0.0,4.4,15.8
26,Mel Counts,C,23.0,BOS,54.0,0.0,572.0,6.3,17.1,0.368,0.0,0.0,0.0,6.3,17.1,0.368,3.7,4.7,0.784,0.0,0.0,16.7,1.2,0.0,0.0,0.0,8.4,16.2
27,Steve Courtin,SG,22.0,PHI,24.0,0.0,317.0,4.8,11.7,0.408,0.0,0.0,0.0,4.8,11.7,0.408,1.9,2.4,0.81,0.0,0.0,2.5,2.5,0.0,0.0,0.0,5.0,11.5
28,Dave DeBusschere*,PF,24.0,DET,79.0,0.0,2769.0,6.6,15.5,0.425,0.0,0.0,0.0,6.6,15.5,0.425,4.0,5.7,0.7,0.0,0.0,11.4,3.3,0.0,0.0,0.0,3.1,17.2
