,Tm,W,L,W/L%,GB,PS/G,PA/G,SRS
0,Boston Celtics,58.0,22.0,0.725,—,118.8,111.6,6.38
1,Syracuse Nationals,48.0,32.0,0.6,10.0,121.6,117.8,3.4
2,Cincinnati Royals,42.0,38.0,0.525,16.0,119.1,117.8,1.24
3,New York Knicks,21.0,59.0,0.263,37.0,110.5,117.7,-6.2
4,Los Angeles Lakers,53.0,27.0,0.663,—,115.5,112.4,2.67
5,St. Louis Hawks,48.0,32.0,0.6,5.0,109.6,107.8,1.38
6,Detroit Pistons,34.0,46.0,0.425,19.0,113.9,117.6,-3.38
7,San Francisco Warriors,31.0,49.0,0.388,22.0,118.5,120.6,-1.86
8,Chicago Zephyrs,25.0,55.0,0.313,28.0,109.9,114.0,-3.63
