,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Quincy Acy,PF,22.0,TOR,29.0,0.0,342.0,4.4,7.9,0.56,0.1,0.2,0.5,4.3,7.7,0.562,3.3,4.0,0.816,3.2,4.9,8.1,1.2,1.4,1.6,1.8,5.6,12.2
1,Jeff Adrien,PF,26.0,CHA,52.0,5.0,713.0,3.6,8.5,0.429,0.0,0.1,0.0,3.6,8.4,0.434,3.3,5.0,0.65,3.4,6.5,9.9,1.8,0.9,1.4,1.6,4.0,10.6
2,Arron Afflalo,SF,27.0,ORL,64.0,64.0,2307.0,6.2,14.1,0.439,1.1,3.7,0.3,5.1,10.4,0.489,3.0,3.5,0.857,0.5,3.3,3.7,3.2,0.6,0.2,2.2,2.1,16.5
3,Josh Akognon,PG,26.0,DAL,3.0,0.0,9.0,8.0,16.0,0.5,4.0,8.0,0.5,4.0,8.0,0.5,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,12.0,20.0
4,Cole Aldrich,C,24.0,TOT,45.0,0.0,388.0,4.1,7.4,0.55,0.0,0.0,0.0,4.1,7.4,0.55,1.1,1.9,0.6,2.8,8.4,11.1,0.8,0.5,2.1,2.1,5.6,9.3
5,Cole Aldrich,C,24.0,HOU,30.0,0.0,213.0,3.9,7.3,0.535,0.0,0.0,0.0,3.9,7.3,0.535,0.7,1.5,0.444,2.0,7.6,9.6,1.0,0.5,1.5,2.4,6.9,8.5
6,Cole Aldrich,C,24.0,SAC,15.0,0.0,175.0,4.3,7.6,0.568,0.0,0.0,0.0,4.3,7.6,0.568,1.6,2.3,0.727,3.7,9.3,13.0,0.6,0.4,2.9,1.9,3.9,10.3
7,LaMarcus Aldridge,PF,27.0,POR,74.0,74.0,2790.0,8.2,17.0,0.484,0.0,0.2,0.143,8.2,16.8,0.488,3.6,4.5,0.81,2.3,6.4,8.6,2.5,0.8,1.2,1.8,2.4,20.1
8,Lavoy Allen,C,23.0,PHI,79.0,37.0,1669.0,4.4,9.8,0.454,0.0,0.0,0.0,4.4,9.8,0.455,0.9,1.3,0.717,3.4,5.1,8.5,1.6,0.5,1.2,1.2,3.9,9.8
9,Ray Allen*,SG,37.0,MIA,79.0,0.0,2035.0,5.2,11.5,0.449,2.5,5.9,0.419,2.7,5.6,0.48,2.5,2.8,0.886,0.7,3.1,3.8,2.4,1.2,0.3,1.8,2.3,15.3
10,Tony Allen,SG,31.0,MEM,79.0,79.0,2109.0,4.8,10.9,0.445,0.1,0.4,0.125,4.8,10.5,0.458,2.3,3.2,0.717,2.1,4.1,6.2,1.7,2.0,0.8,1.6,3.6,12.0
11,Al-Farouq Aminu,SF,22.0,NOH,76.0,71.0,2066.0,3.9,8.3,0.475,0.1,0.3,0.211,3.9,7.9,0.486,1.8,2.4,0.737,2.4,7.8,10.2,1.8,1.6,0.9,2.0,2.7,9.7
12,Lou Amundson,PF,30.0,TOT,39.0,0.0,372.0,3.1,7.8,0.395,0.0,0.0,0.0,3.1,7.8,0.395,1.2,3.5,0.333,4.6,5.6,10.3,1.1,1.5,1.2,1.8,5.1,7.4
13,Lou Amundson,PF,30.0,MIN,20.0,0.0,161.0,3.1,8.5,0.368,0.0,0.0,0.0,3.1,8.5,0.368,0.9,4.5,0.2,5.1,5.4,10.5,0.7,1.6,1.3,2.5,5.8,7.2
14,Lou Amundson,PF,30.0,CHI,1.0,0.0,2.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Lou Amundson,PF,30.0,NOH,18.0,0.0,209.0,3.1,7.2,0.429,0.0,0.0,0.0,3.1,7.2,0.429,1.4,2.8,0.5,4.1,5.9,10.0,1.4,1.6,1.0,1.4,4.7,7.6
16,Chris Andersen,C,34.0,MIA,42.0,0.0,624.0,4.1,7.1,0.577,0.1,0.2,0.667,4.0,6.9,0.575,3.6,5.4,0.677,3.3,6.6,9.9,1.0,0.9,2.5,1.4,5.1,11.9
17,Alan Anderson,SF,30.0,TOR,65.0,2.0,1495.0,5.7,14.8,0.383,2.3,6.9,0.333,3.4,8.0,0.426,3.0,3.5,0.857,0.8,2.7,3.6,2.5,1.2,0.2,1.9,3.2,16.7
18,James Anderson,SG-SF,23.0,TOT,39.0,2.0,401.0,4.7,11.3,0.413,1.9,5.4,0.35,2.8,5.9,0.47,2.2,2.5,0.857,1.6,4.8,6.5,3.8,1.3,0.4,2.2,2.2,13.4
19,James Anderson,SF,23.0,SAS,10.0,0.0,94.0,4.2,9.6,0.44,1.9,4.2,0.455,2.3,5.4,0.429,2.7,3.4,0.778,1.1,4.2,5.4,3.4,1.1,0.8,2.7,2.7,13.0
20,James Anderson,SG,23.0,HOU,29.0,2.0,307.0,4.8,11.8,0.406,1.9,5.7,0.327,2.9,6.1,0.481,2.0,2.2,0.895,1.8,5.0,6.8,3.9,1.4,0.4,2.1,2.1,13.5
21,Ryan Anderson,PF,24.0,NOH,81.0,22.0,2503.0,6.8,16.0,0.423,3.1,8.0,0.382,3.7,8.0,0.464,2.2,2.6,0.844,2.7,4.7,7.5,1.4,0.6,0.4,1.4,2.6,18.8
22,Carmelo Anthony,PF,28.0,NYK,67.0,67.0,2482.0,9.7,21.6,0.449,2.3,6.0,0.379,7.4,15.6,0.476,6.2,7.4,0.83,1.9,4.7,6.7,2.5,0.8,0.5,2.5,3.0,27.8
23,Joel Anthony,C,30.0,MIA,62.0,3.0,566.0,2.2,4.3,0.515,0.0,0.0,0.0,2.2,4.3,0.515,1.1,1.8,0.607,2.9,4.5,7.3,0.8,0.8,2.7,1.4,3.1,5.5
24,Trevor Ariza,SF,27.0,WAS,56.0,15.0,1471.0,4.6,11.0,0.417,1.9,5.1,0.364,2.7,5.9,0.463,1.9,2.3,0.821,1.1,5.4,6.5,2.8,1.8,0.5,2.1,1.8,13.0
25,Darrell Arthur,PF,24.0,MEM,59.0,3.0,970.0,6.0,13.3,0.451,0.2,0.7,0.278,5.8,12.7,0.46,1.2,1.7,0.717,2.5,3.7,6.3,1.2,0.9,1.2,1.6,4.7,13.4
26,Omer Asik,C,26.0,HOU,82.0,82.0,2464.0,4.9,9.0,0.541,0.0,0.0,0.0,4.9,9.0,0.542,2.5,4.4,0.562,4.0,9.9,14.0,1.1,0.7,1.3,2.5,3.3,12.2
28,D.J. Augustin,PG,25.0,IND,76.0,5.0,1226.0,3.0,8.6,0.35,2.0,5.6,0.353,1.1,3.1,0.346,2.4,2.9,0.838,0.6,2.1,2.7,5.0,1.0,0.1,2.0,1.9,10.5
29,Gustavo Ayon,C,27.0,TOT,55.0,3.0,734.0,4.5,8.2,0.551,0.0,0.0,0.0,4.5,8.2,0.551,1.0,2.5,0.4,2.9,6.8,9.8,3.5,1.1,0.8,2.3,5.2,10.0
30,Gustavo Ayon,C,27.0,ORL,43.0,3.0,571.0,4.2,7.9,0.536,0.0,0.0,0.0,4.2,7.9,0.536,1.2,2.4,0.5,2.5,6.3,8.8,3.7,0.8,0.8,2.4,5.2,9.6
31,Gustavo Ayon,C,27.0,MIL,12.0,0.0,163.0,5.5,9.3,0.595,0.0,0.0,0.0,5.5,9.3,0.595,0.2,2.7,0.083,4.4,8.6,13.0,2.7,2.0,0.9,2.0,5.3,11.3
32,Jeff Ayres,PF,25.0,IND,37.0,0.0,369.0,6.0,12.3,0.484,0.2,0.4,0.5,5.8,11.9,0.484,2.0,2.2,0.913,2.8,7.3,10.1,1.5,0.6,1.2,2.2,4.3,14.1
33,Luke Babbitt,PF,23.0,POR,62.0,0.0,730.0,4.2,11.5,0.368,3.1,8.8,0.348,1.2,2.8,0.429,0.5,0.6,0.769,0.7,6.0,6.8,1.4,0.7,0.2,1.1,4.0,12.0
34,Leandro Barbosa,PG,30.0,BOS,41.0,2.0,513.0,5.8,13.5,0.43,1.3,3.3,0.383,4.6,10.2,0.445,2.2,2.9,0.756,0.6,2.7,3.2,4.1,1.2,0.4,1.5,3.6,15.1
35,J.J. Barea,PG,28.0,MIN,74.0,2.0,1713.0,6.6,15.9,0.417,2.0,5.9,0.346,4.6,10.0,0.458,2.2,2.8,0.784,0.7,3.6,4.4,6.2,0.7,0.0,3.0,2.8,17.5
36,Andrea Bargnani,PF,27.0,TOR,35.0,25.0,1003.0,6.1,15.3,0.399,1.4,4.4,0.309,4.7,10.9,0.436,2.3,2.8,0.844,0.9,3.7,4.6,1.4,0.8,0.8,1.9,2.3,15.9
37,Harrison Barnes,SF,20.0,GSW,81.0,81.0,2058.0,4.8,11.0,0.439,0.9,2.5,0.359,3.9,8.4,0.464,2.5,3.3,0.758,0.9,4.9,5.8,1.7,0.9,0.2,1.8,2.4,13.1
38,Matt Barnes,SF,32.0,LAC,80.0,4.0,2058.0,5.5,11.8,0.462,1.9,5.7,0.342,3.5,6.1,0.574,1.5,2.0,0.744,1.9,4.5,6.4,2.2,1.4,1.1,1.6,4.1,14.4
39,Earl Barron,C,31.0,TOT,12.0,2.0,159.0,4.1,11.5,0.353,0.0,0.0,0.0,4.1,11.5,0.353,0.7,1.6,0.429,5.0,8.8,13.8,1.1,1.1,1.4,2.5,5.4,8.8
40,Earl Barron,C,31.0,WAS,11.0,1.0,122.0,3.8,10.9,0.351,0.0,0.0,0.0,3.8,10.9,0.351,0.6,1.5,0.4,4.7,8.0,12.7,0.9,1.5,1.5,3.0,6.8,8.3
41,Earl Barron,C,31.0,NYK,1.0,1.0,37.0,4.9,13.6,0.357,0.0,0.0,0.0,4.9,13.6,0.357,1.0,1.9,0.5,5.8,11.7,17.5,1.9,0.0,1.0,1.0,1.0,10.7
42,Will Barton,SG,22.0,POR,73.0,5.0,894.0,4.8,12.4,0.382,0.4,2.6,0.138,4.4,9.8,0.447,2.0,2.6,0.769,1.4,4.4,5.8,2.3,1.4,0.4,2.4,2.3,11.9
43,Brandon Bass,PF,27.0,BOS,81.0,69.0,2239.0,4.6,9.5,0.486,0.0,0.0,0.0,4.6,9.4,0.487,2.1,2.4,0.86,2.1,4.8,6.8,1.4,0.7,1.0,1.3,3.0,11.3
44,Shane Battier,SF,34.0,MIA,72.0,20.0,1786.0,3.1,7.3,0.42,2.7,6.4,0.43,0.3,0.9,0.348,0.6,0.8,0.842,0.7,2.6,3.3,1.5,0.8,1.1,0.7,3.0,9.5
45,Nicolas Batum,SF,24.0,POR,73.0,73.0,2807.0,4.5,10.7,0.423,2.1,5.7,0.372,2.4,5.0,0.481,2.3,2.7,0.848,1.2,4.0,5.3,4.6,1.2,1.1,2.4,1.8,13.4
46,Jerryd Bayless,PG,24.0,MEM,80.0,4.0,1765.0,5.3,12.7,0.419,1.4,4.1,0.353,3.9,8.6,0.45,2.1,2.5,0.836,0.4,3.1,3.6,5.4,1.2,0.3,2.4,3.4,14.1
47,Aron Baynes,C,26.0,SAS,16.0,0.0,141.0,4.6,9.2,0.5,0.0,0.3,0.0,4.6,8.9,0.514,1.8,3.1,0.583,3.1,5.1,8.2,1.3,0.3,1.5,2.8,5.9,11.0
48,Kent Bazemore,SG,23.0,GSW,61.0,0.0,267.0,5.8,15.6,0.371,1.3,4.6,0.294,4.4,11.1,0.402,3.6,5.9,0.614,0.7,2.3,3.0,3.0,2.3,0.5,2.4,3.6,16.6
