,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,Paul Arizin*,SF,27.0,PHW,72.0,2724.0,21.3,0.526,0.0,0.454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,2.0,12.2,0.214,0.0,0.0,0.0,0.0
1,Jesse Arnelle,PF,22.0,FTW,31.0,409.0,12.6,0.378,0.0,0.421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,0.6,0.0,-0.001,0.0,0.0,0.0,0.0
2,Dick Atha,SG,24.0,NYK,25.0,288.0,11.4,0.466,0.0,0.307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.5,0.076,0.0,0.0,0.0,0.0
3,Jim Baechtold,SF,28.0,NYK,70.0,1738.0,14.2,0.467,0.0,0.419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.8,3.2,0.088,0.0,0.0,0.0,0.0
4,Ernie Barrett,SG,26.0,BOS,72.0,1451.0,11.2,0.433,0.0,0.221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.5,0.051,0.0,0.0,0.0,0.0
5,Ernie Beck,SG,24.0,PHW,67.0,1007.0,11.7,0.438,0.0,0.302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,1.1,0.053,0.0,0.0,0.0,0.0
6,Don Bielke,C,0.0,FTW,7.0,38.0,12.2,0.579,0.0,0.778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.198,0.0,0.0,0.0,0.0
7,Carl Braun*,SG,28.0,NYK,72.0,2316.0,15.2,0.451,0.0,0.359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,1.2,3.6,0.075,0.0,0.0,0.0,0.0
8,Frankie Brian,PG,32.0,FTW,37.0,680.0,9.4,0.378,0.0,0.335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,0.6,-0.2,-0.016,0.0,0.0,0.0,0.0
9,Nat Clifton*,PF,33.0,NYK,64.0,1537.0,13.9,0.449,0.0,0.353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.0,2.1,0.067,0.0,0.0,0.0,0.0
10,Jack Coleman,PF,31.0,TOT,75.0,2738.0,15.1,0.453,0.0,0.263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,4.1,6.4,0.112,0.0,0.0,0.0,0.0
11,Jack Coleman,PF,31.0,ROC,34.0,1369.0,15.2,0.454,0.0,0.264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,2.3,3.4,0.119,0.0,0.0,0.0,0.0
12,Jack Coleman,PF,31.0,STL,41.0,1369.0,15.1,0.453,0.0,0.262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.9,3.0,0.105,0.0,0.0,0.0,0.0
13,Ed Conlin,SF,22.0,SYR,66.0,1423.0,13.8,0.416,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,2.2,2.0,0.068,0.0,0.0,0.0,0.0
14,Chuck Cooper*,SF,29.0,TOT,67.0,1144.0,9.3,0.412,0.0,0.432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,1.3,1.1,0.045,0.0,0.0,0.0,0.0
15,Chuck Cooper*,F,29.0,STL,35.0,574.0,12.3,0.426,0.0,0.488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.8,0.9,0.074,0.0,0.0,0.0,0.0
16,Chuck Cooper*,SF,29.0,FTW,32.0,570.0,6.4,0.394,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.5,0.2,0.016,0.0,0.0,0.0,0.0
17,Bob Cousy*,PG,27.0,BOS,72.0,2767.0,20.2,0.461,0.0,0.461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,2.6,6.8,0.119,0.0,0.0,0.0,0.0
18,Red Davis,C,23.0,ROC,3.0,16.0,-3.3,0.145,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,-0.1,-0.288,0.0,0.0,0.0,0.0
19,Walt Davis,PF,25.0,PHW,70.0,1097.0,7.7,0.422,0.0,0.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.8,0.036,0.0,0.0,0.0,0.0
20,George Dempsey,PG,26.0,PHW,72.0,1444.0,12.8,0.521,0.0,0.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,1.2,3.5,0.117,0.0,0.0,0.0,0.0
21,Corky Devlin,SG,24.0,FTW,69.0,1535.0,11.3,0.436,0.0,0.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.2,1.8,0.057,0.0,0.0,0.0,0.0
22,Walter Dukes,C,25.0,NYK,60.0,1290.0,13.8,0.491,0.0,0.638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.9,2.8,0.104,0.0,0.0,0.0,0.0
23,Dick Farley,SG,23.0,SYR,72.0,1429.0,10.8,0.442,0.0,0.459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.7,2.5,0.083,0.0,0.0,0.0,0.0
25,Ron Feiereisel,G,24.0,MNL,10.0,59.0,12.2,0.428,0.0,0.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0
26,Ray Felix,C,25.0,NYK,72.0,1702.0,18.6,0.506,0.0,0.702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,1.2,5.5,0.155,0.0,0.0,0.0,0.0
27,Al Ferrari,SF,22.0,STL,68.0,1611.0,9.9,0.428,0.0,0.442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.6,1.9,0.057,0.0,0.0,0.0,0.0
28,Ed Fleming,SG,22.0,ROC,71.0,2028.0,16.4,0.45,0.0,0.451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3.2,5.0,0.118,0.0,0.0,0.0,0.0
29,Larry Foust,C,27.0,FTW,72.0,2024.0,23.8,0.547,0.0,0.676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,2.6,11.1,0.264,0.0,0.0,0.0,0.0
