b'Date',b'href',b'Visitor/Neutral',b'PTS',b'Home/Neutral',b'PTS',b'\xc2\xa0',b'\xc2\xa0',b'Attend.',b'Notes'
"Fri, Feb 5, 1999",/boxscores/199902050ATL.html,Cleveland Cavaliers,83,Atlanta Hawks,100,Box Score,,"19,806",
"Fri, Feb 5, 1999",/boxscores/199902050BOS.html,Toronto Raptors,103,Boston Celtics,92,Box Score,,"17,892",
"Fri, Feb 5, 1999",/boxscores/199902050CHH.html,Philadelphia 76ers,78,Charlotte Hornets,66,Box Score,,"21,191",
"Fri, Feb 5, 1999",/boxscores/199902050DEN.html,Minnesota Timberwolves,110,Denver Nuggets,92,Box Score,,"17,171",
"Fri, Feb 5, 1999",/boxscores/199902050IND.html,Washington Wizards,81,Indiana Pacers,96,Box Score,,"16,621",
"Fri, Feb 5, 1999",/boxscores/199902050LAC.html,Phoenix Suns,101,Los Angeles Clippers,92,Box Score,,"7,689",
"Fri, Feb 5, 1999",/boxscores/199902050LAL.html,Houston Rockets,91,Los Angeles Lakers,99,Box Score,,"17,505",
"Fri, Feb 5, 1999",/boxscores/199902050MIA.html,Detroit Pistons,95,Miami Heat,81,Box Score,,"15,200",
"Fri, Feb 5, 1999",/boxscores/199902050ORL.html,New York Knicks,85,Orlando Magic,93,Box Score,,"17,248",
"Fri, Feb 5, 1999",/boxscores/199902050SAS.html,Sacramento Kings,83,San Antonio Spurs,101,Box Score,,"19,002",
"Fri, Feb 5, 1999",/boxscores/199902050SEA.html,Dallas Mavericks,86,Seattle SuperSonics,92,Box Score,OT,"17,072",
"Fri, Feb 5, 1999",/boxscores/199902050UTA.html,Chicago Bulls,96,Utah Jazz,104,Box Score,,"19,911",
"Sat, Feb 6, 1999",/boxscores/199902060ATL.html,New Jersey Nets,106,Atlanta Hawks,111,Box Score,,"21,194",
"Sat, Feb 6, 1999",/boxscores/199902060BOS.html,Cleveland Cavaliers,73,Boston Celtics,77,Box Score,,"18,173",
"Sat, Feb 6, 1999",/boxscores/199902060CHH.html,Milwaukee Bucks,113,Charlotte Hornets,107,Box Score,OT,"18,820",
"Sat, Feb 6, 1999",/boxscores/199902060GSW.html,Houston Rockets,86,Golden State Warriors,84,Box Score,,"18,215",
"Sat, Feb 6, 1999",/boxscores/199902060PHI.html,Orlando Magic,75,Philadelphia 76ers,95,Box Score,,"20,143",
