,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,Steven Adams,C,26.0,OKC,48.0,1294.0,20.2,0.598,0.005,0.404,14.2,23.5,19.0,14.4,1.3,3.5,14.7,17.1,0.0,3.0,2.0,4.9,0.183,1.1,3.3,4.4,2.1
1,Bam Adebayo,PF,22.0,MIA,54.0,1865.0,20.7,0.613,0.019,0.473,8.8,24.2,16.8,22.5,1.8,3.4,17.2,19.9,0.0,4.1,3.0,7.1,0.183,1.1,4.0,5.1,3.3
2,LaMarcus Aldridge,C,34.0,SAS,50.0,1661.0,20.3,0.58,0.195,0.245,6.4,18.1,12.2,11.3,0.9,4.3,7.9,23.3,0.0,3.3,1.3,4.6,0.133,1.4,0.4,1.8,1.6
3,Nickeil Alexander-Walker,SG,21.0,NOP,41.0,501.0,7.7,0.441,0.515,0.123,1.7,15.3,8.4,20.5,1.0,1.2,14.3,22.9,0.0,-0.7,0.3,-0.4,-0.037,-4.0,-2.0,-6.1,-0.5
4,Grayson Allen,SG,24.0,MEM,30.0,498.0,11.4,0.577,0.517,0.199,1.1,12.7,7.0,11.7,0.6,0.2,10.7,18.0,0.0,0.5,0.2,0.7,0.065,-0.8,-2.6,-3.4,-0.2
5,Jarrett Allen,C,21.0,BRK,53.0,1410.0,20.6,0.656,0.014,0.569,12.3,24.7,18.7,7.9,1.1,4.5,11.7,15.0,0.0,3.8,2.5,6.3,0.213,0.2,3.3,3.5,2.0
6,Kadeem Allen,SG,27.0,NYK,10.0,117.0,14.1,0.512,0.364,0.25,1.7,6.6,4.1,27.4,2.1,1.6,14.1,20.6,0.0,0.1,0.1,0.1,0.055,-1.4,-2.5,-3.9,-0.1
7,Al-Farouq Aminu,PF,29.0,ORL,18.0,380.0,7.7,0.395,0.419,0.337,6.5,18.4,12.2,7.6,2.3,1.9,14.7,13.3,0.0,-0.4,0.6,0.2,0.02,-5.1,2.1,-3.0,-0.1
8,Justin Anderson,SF,26.0,BRK,3.0,17.0,-3.8,0.218,0.5,0.333,0.0,11.8,6.0,0.0,0.0,4.8,0.0,16.9,0.0,-0.1,0.0,-0.1,-0.167,-12.7,-2.6,-15.3,-0.1
9,Kyle Anderson,PF,26.0,MEM,48.0,868.0,13.2,0.539,0.192,0.254,5.6,18.4,12.1,15.4,1.9,2.4,14.8,13.4,0.0,0.7,1.0,1.7,0.096,-1.8,2.2,0.4,0.5
10,Ryan Anderson,PF,31.0,HOU,2.0,14.0,9.6,0.357,0.714,0.0,0.0,52.5,26.1,20.1,3.3,0.0,12.5,23.5,0.0,0.0,0.0,0.0,-0.031,-7.3,1.8,-5.5,0.0
11,Giannis Antetokounmpo,PF,25.0,MIL,48.0,1482.0,32.2,0.608,0.242,0.519,8.4,32.9,21.4,34.0,1.6,3.0,13.0,37.7,0.0,5.0,3.9,8.9,0.289,7.0,5.1,12.0,5.3
12,Kostas Antetokounmpo,PF,22.0,LAL,3.0,5.0,8.6,0.0,0.0,0.0,0.0,21.4,11.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.132,-4.8,1.0,-3.8,0.0
13,Thanasis Antetokounmpo,SF,27.0,MIL,15.0,61.0,13.7,0.556,0.13,0.391,10.3,1.5,5.6,14.1,1.5,1.4,15.6,21.6,0.0,0.0,0.1,0.1,0.108,-1.8,-1.2,-3.0,0.0
14,Carmelo Anthony,PF,35.0,POR,40.0,1299.0,11.7,0.5,0.282,0.187,4.2,16.6,10.5,6.7,1.2,1.2,10.4,21.9,0.0,-0.3,0.8,0.5,0.018,-2.6,-1.3,-3.9,-0.6
15,OG Anunoby,SF,22.0,TOR,54.0,1574.0,12.6,0.586,0.413,0.147,4.1,15.1,9.7,7.5,1.9,2.2,12.1,14.6,0.0,1.3,2.6,3.8,0.117,-0.7,2.2,1.5,1.4
16,Ryan Arcidiacono,PG,25.0,CHI,51.0,765.0,9.0,0.556,0.628,0.156,2.2,10.7,6.3,14.5,1.3,0.4,13.5,12.4,0.0,0.6,0.6,1.2,0.073,-1.8,-1.1,-2.9,-0.2
17,Trevor Ariza,SF,34.0,TOT,43.0,1138.0,10.7,0.573,0.65,0.171,2.7,16.6,9.5,8.1,2.3,0.9,12.3,11.4,0.0,0.9,1.1,2.0,0.083,-0.6,1.1,0.4,0.7
18,Trevor Ariza,SF,34.0,SAC,32.0,791.0,9.5,0.543,0.739,0.164,2.9,18.4,10.4,8.5,2.2,0.8,13.7,11.3,0.0,0.3,0.8,1.1,0.069,-1.3,1.1,-0.2,0.4
19,Trevor Ariza,SF,34.0,POR,11.0,347.0,13.5,0.634,0.469,0.185,2.1,12.6,7.4,7.3,2.6,1.0,9.3,11.8,0.0,0.6,0.3,0.8,0.116,0.9,0.9,1.8,0.3
20,D.J. Augustin,PG,32.0,ORL,39.0,1013.0,14.4,0.544,0.417,0.399,1.5,8.7,5.0,27.2,1.3,0.1,12.4,18.8,0.0,1.5,0.8,2.3,0.108,0.0,-2.1,-2.2,0.0
21,Deandre Ayton,C,21.0,PHO,23.0,760.0,21.0,0.563,0.006,0.156,13.0,27.4,20.0,11.1,1.1,4.2,10.3,23.9,0.0,1.1,1.0,2.1,0.134,-0.7,1.9,1.2,0.6
23,Dwayne Bacon,SG,24.0,CHO,39.0,687.0,6.1,0.419,0.275,0.217,2.3,14.0,7.9,11.6,1.7,0.3,12.2,19.4,0.0,-1.2,0.4,-0.8,-0.054,-6.2,-1.5,-7.7,-1.0
24,Marvin Bagley,PF,20.0,SAC,13.0,334.0,15.9,0.512,0.132,0.186,9.5,23.7,16.4,5.0,0.9,3.4,9.1,25.9,0.0,0.0,0.3,0.4,0.055,-4.0,-1.6,-5.7,-0.3
25,Lonzo Ball,PG,22.0,NOP,46.0,1468.0,12.9,0.506,0.574,0.101,3.8,16.4,10.0,28.9,1.9,1.2,20.1,18.8,0.0,0.3,1.3,1.6,0.051,-0.1,0.6,0.5,0.9
26,Mo Bamba,C,21.0,ORL,50.0,747.0,16.8,0.544,0.363,0.135,10.3,25.8,17.7,6.8,1.3,8.7,13.4,16.9,0.0,0.4,1.5,2.0,0.126,-2.9,4.2,1.3,0.6
27,J.J. Barea,PG,35.0,DAL,17.0,263.0,19.4,0.57,0.391,0.109,3.2,10.2,6.8,37.5,0.6,0.3,13.5,25.3,0.0,0.7,0.1,0.8,0.148,2.8,-3.6,-0.8,0.1
28,Harrison Barnes,PF,27.0,SAC,54.0,1870.0,13.1,0.565,0.327,0.353,3.0,13.2,8.0,9.4,0.8,0.4,8.6,17.7,0.0,2.4,0.9,3.3,0.085,-0.4,-1.1,-1.5,0.2
29,RJ Barrett,SG,19.0,NYK,45.0,1372.0,10.1,0.466,0.265,0.356,3.3,14.7,8.8,12.1,1.6,1.1,12.5,23.2,0.0,-1.5,0.9,-0.5,-0.019,-3.6,-0.7,-4.3,-0.8
30,Will Barton,SF,29.0,DEN,48.0,1598.0,16.0,0.543,0.369,0.183,4.9,16.6,10.7,16.3,1.6,1.4,9.1,19.9,0.0,2.2,1.9,4.1,0.123,1.1,0.7,1.8,1.5
31,Keita Bates-Diop,SF,24.0,TOT,39.0,665.0,12.7,0.541,0.452,0.332,3.2,14.8,8.8,6.6,1.2,2.6,5.5,15.7,0.0,0.7,0.5,1.2,0.087,-1.8,-0.5,-2.3,-0.1
32,Keita Bates-Diop,SF,24.0,MIN,37.0,646.0,12.6,0.535,0.456,0.316,3.3,14.9,8.9,6.8,1.2,2.6,5.6,15.9,0.0,0.6,0.5,1.1,0.083,-1.9,-0.4,-2.3,0.0
33,Keita Bates-Diop,SF,24.0,DEN,2.0,19.0,15.9,0.931,0.0,2.0,0.0,11.7,5.8,0.0,0.0,4.8,0.0,8.6,0.0,0.1,0.0,0.1,0.222,-1.0,-1.4,-2.4,0.0
34,Nicolas Batum,SF,31.0,CHO,22.0,505.0,9.2,0.463,0.605,0.123,5.2,16.8,10.8,18.2,1.7,1.5,20.5,9.3,0.0,0.2,0.4,0.6,0.053,-2.7,1.3,-1.4,0.1
35,Aron Baynes,C,33.0,PHO,33.0,756.0,15.2,0.582,0.423,0.205,7.7,20.3,13.9,12.6,0.4,2.2,10.7,20.5,0.0,1.1,0.6,1.7,0.11,0.7,-0.6,0.1,0.4
36,Kent Bazemore,SF-SG,30.0,TOT,54.0,1333.0,8.2,0.479,0.493,0.252,1.7,15.3,8.5,7.2,2.0,2.2,13.7,16.8,0.0,-1.1,1.1,0.1,0.003,-3.3,0.5,-2.8,-0.3
37,Kent Bazemore,SF,30.0,POR,43.0,1111.0,7.6,0.475,0.525,0.221,1.2,14.5,7.9,7.2,1.9,2.3,14.4,15.9,0.0,-1.0,0.9,-0.1,-0.004,-3.2,0.7,-2.5,-0.1
38,Kent Bazemore,SG,30.0,SAC,11.0,222.0,11.1,0.491,0.366,0.378,3.9,19.4,11.4,7.2,2.4,1.7,11.1,21.1,0.0,-0.1,0.3,0.2,0.036,-3.8,-0.3,-4.1,-0.1
39,Darius Bazley,PF,19.0,OKC,53.0,909.0,8.2,0.475,0.435,0.204,2.6,20.6,11.9,4.4,1.1,3.3,13.8,14.1,0.0,-0.8,1.2,0.4,0.022,-5.0,1.2,-3.8,-0.4
40,Bradley Beal,SG,26.0,WAS,46.0,1635.0,22.6,0.573,0.359,0.358,2.9,10.8,6.7,29.0,1.4,0.9,11.2,33.5,0.0,3.7,0.2,3.9,0.116,5.0,-3.0,1.9,1.6
41,Malik Beasley,SG,23.0,TOT,44.0,844.0,11.2,0.52,0.543,0.12,1.6,11.0,6.3,10.0,1.9,0.6,10.3,21.3,0.0,0.0,0.8,0.8,0.045,-1.4,-1.7,-3.1,-0.2
42,Malik Beasley,SG,23.0,DEN,41.0,746.0,10.5,0.511,0.535,0.126,1.3,10.1,5.7,9.2,2.1,0.7,10.2,20.5,0.0,-0.1,0.8,0.6,0.042,-1.8,-1.5,-3.3,-0.3
43,Malik Beasley,SG,23.0,MIN,3.0,98.0,16.6,0.567,0.589,0.089,4.1,17.7,10.7,15.9,1.0,0.0,10.7,27.4,0.0,0.1,0.1,0.1,0.07,1.8,-3.3,-1.5,0.0
44,Marco Belinelli,SG,33.0,SAS,47.0,710.0,9.1,0.496,0.554,0.171,0.5,11.0,5.7,11.6,0.6,0.0,5.1,16.6,0.0,0.2,0.1,0.3,0.022,-1.4,-3.5,-4.9,-0.5
45,Jordan Bell,C,25.0,MIN,27.0,235.0,14.2,0.57,0.15,0.483,12.1,23.1,17.4,8.7,0.4,3.5,19.8,15.9,0.0,0.2,0.2,0.4,0.077,-3.5,0.4,-3.1,-0.1
46,DeAndre' Bembry,SG,25.0,ATL,43.0,915.0,9.6,0.5,0.285,0.211,4.0,14.0,9.0,12.4,2.8,1.7,19.4,14.0,0.0,-0.5,0.8,0.2,0.012,-3.6,1.3,-2.2,-0.1
47,Dragan Bender,SF,22.0,MIL,7.0,91.0,8.5,0.582,0.429,0.143,0.0,20.3,10.8,12.3,0.0,4.8,18.3,12.4,0.0,0.0,0.2,0.2,0.108,-4.2,2.6,-1.6,0.0
48,Davis Bertans,PF,27.0,WAS,44.0,1291.0,15.7,0.625,0.754,0.184,2.5,14.9,8.5,8.5,1.2,1.9,7.4,18.3,0.0,2.6,0.3,3.0,0.11,3.3,-2.0,1.3,1.1
50,Patrick Beverley,PG,31.0,LAC,40.0,1121.0,13.1,0.549,0.605,0.131,4.8,16.1,10.6,18.8,2.1,2.0,14.9,13.4,0.0,1.3,1.7,3.1,0.132,1.0,2.9,3.9,1.7
51,Khem Birch,C,27.0,ORL,38.0,773.0,10.4,0.537,0.009,0.593,9.3,15.8,12.4,6.3,1.0,2.4,13.9,9.3,0.0,0.7,0.9,1.6,0.1,-3.3,1.9,-1.4,0.1
52,Goga Bitadze,C,20.0,IND,42.0,362.0,12.0,0.53,0.231,0.269,6.8,19.8,13.3,7.2,0.4,6.6,14.8,17.3,0.0,0.0,0.5,0.5,0.07,-4.2,1.9,-2.2,0.0
53,Bismack Biyombo,C,27.0,CHO,45.0,866.0,16.4,0.571,0.0,0.529,12.9,20.4,16.5,7.2,0.5,3.9,11.9,17.0,0.0,1.4,0.7,2.0,0.114,-2.2,0.3,-2.0,0.0
54,Nemanja Bjelica,PF,31.0,SAC,54.0,1535.0,16.4,0.61,0.477,0.118,6.4,19.3,12.6,14.6,1.5,2.0,12.7,17.7,0.0,2.8,1.5,4.3,0.135,1.9,1.0,2.9,1.9
55,Eric Bledsoe,PG,30.0,MIL,46.0,1246.0,18.7,0.578,0.299,0.295,2.9,13.6,8.6,28.2,1.6,1.5,15.0,24.2,0.0,2.2,2.3,4.6,0.175,1.1,1.1,2.1,1.3
56,Bogdan Bogdanovic,SG,27.0,SAC,43.0,1213.0,13.9,0.553,0.584,0.158,1.3,11.6,6.3,17.2,1.6,0.9,12.1,22.9,0.0,0.7,0.8,1.6,0.061,0.8,-1.6,-0.8,0.4
57,Bojan Bogdanovic,SF,30.0,UTA,53.0,1763.0,16.4,0.611,0.493,0.288,1.9,11.1,6.7,10.1,0.8,0.3,12.9,25.9,0.0,2.6,1.6,4.2,0.114,1.9,-1.7,0.2,1.0
58,Jonah Bolden,PF,24.0,TOT,5.0,40.0,7.0,0.465,0.222,0.444,8.1,14.0,11.0,0.0,2.4,4.3,15.7,13.6,0.0,0.0,0.1,0.0,0.025,-6.9,-0.4,-7.3,-0.1
59,Jonah Bolden,PF,24.0,PHI,4.0,14.0,-2.0,0.515,0.333,0.667,0.0,7.8,3.9,0.0,3.5,0.0,34.0,18.1,0.0,-0.1,0.0,0.0,-0.14,-10.0,-1.1,-11.1,0.0
60,Jonah Bolden,PF,24.0,PHO,1.0,26.0,11.8,0.436,0.167,0.333,12.5,17.3,14.9,0.0,1.8,6.7,0.0,11.2,0.0,0.0,0.0,0.1,0.115,-5.2,0.0,-5.2,0.0
61,Marques Bolden,C,21.0,CLE,1.0,3.0,19.8,0.0,0.0,0.0,0.0,74.4,36.8,0.0,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.278,-8.6,10.7,2.2,0.0
62,Jordan Bone,PG,22.0,DET,9.0,48.0,-4.3,0.176,0.471,0.0,0.0,2.4,1.2,22.0,1.0,0.0,10.5,17.2,0.0,-0.2,0.0,-0.2,-0.207,-10.6,-5.6,-16.2,-0.2
63,Isaac Bonga,SF,20.0,WAS,48.0,850.0,11.5,0.634,0.274,0.363,6.3,13.8,9.9,8.0,1.8,1.8,15.3,10.5,0.0,1.2,0.4,1.6,0.089,-0.5,0.1,-0.4,0.4
