,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,Zaid Abdul-Aziz,C,29.0,SEA,27.0,223.0,16.4,0.49,0.0,0.387,13.5,21.8,17.6,9.7,1.6,3.6,0.0,0.0,0.0,0.2,0.3,0.6,0.119,-1.2,1.2,0.0,0.1
1,Kareem Abdul-Jabbar*,C,28.0,LAL,82.0,3379.0,27.2,0.567,0.0,0.368,8.0,30.5,19.6,19.4,1.6,4.9,0.0,0.0,0.0,9.8,7.2,17.0,0.242,6.1,4.1,10.2,10.5
2,Alvan Adams,C,21.0,PHO,80.0,2656.0,21.7,0.507,0.0,0.265,8.9,20.7,14.9,27.2,2.1,2.4,0.0,0.0,0.0,3.3,3.9,7.2,0.13,4.4,2.4,6.7,5.8
3,Don Adams,SF,28.0,BUF,56.0,704.0,9.1,0.446,0.0,0.335,5.8,15.4,10.8,13.2,1.9,0.5,0.0,0.0,0.0,-0.5,0.8,0.3,0.023,-3.8,0.5,-3.3,-0.2
4,Lucius Allen,PG,28.0,LAL,76.0,2388.0,15.1,0.501,0.0,0.253,2.7,5.8,4.3,21.1,1.9,0.4,0.0,0.0,0.0,2.4,1.5,3.9,0.079,0.6,-1.4,-0.8,0.7
5,Dan Anderson,PG,25.0,POR,52.0,614.0,13.1,0.546,0.0,0.337,2.6,7.6,5.2,19.2,1.5,0.2,0.0,0.0,0.0,0.7,0.4,1.1,0.086,-1.4,-1.9,-3.3,-0.2
6,Jerome Anderson,SG,22.0,BOS,22.0,126.0,13.0,0.586,0.0,0.356,3.1,7.0,5.1,6.9,1.1,1.2,0.0,0.0,0.0,0.2,0.1,0.3,0.12,-0.6,-2.2,-2.7,0.0
7,Tiny Archibald*,PG,27.0,KCK,78.0,3184.0,20.1,0.521,0.0,0.395,2.1,4.7,3.4,31.1,1.8,0.2,0.0,0.0,0.0,6.7,1.3,8.0,0.121,4.4,-2.1,2.3,3.4
8,Jim Ard,C,27.0,BOS,81.0,853.0,11.3,0.422,0.0,0.34,11.0,22.3,16.7,7.3,0.6,2.1,0.0,0.0,0.0,-0.4,1.3,0.9,0.052,-3.9,-0.5,-4.3,-0.5
9,Dennis Awtrey,C,27.0,PHO,74.0,1376.0,11.2,0.51,0.0,0.359,7.4,15.6,11.6,15.3,0.7,0.9,0.0,0.0,0.0,0.7,1.1,1.8,0.062,-2.1,0.0,-2.1,0.0
10,Gus Bailey,SG,24.0,HOU,30.0,262.0,11.9,0.392,0.0,0.364,8.5,12.0,10.3,19.8,2.5,1.6,0.0,0.0,0.0,-0.2,0.2,0.0,-0.004,-3.7,1.2,-2.5,0.0
11,Mike Bantom,SF,24.0,TOT,73.0,1571.0,12.5,0.511,0.0,0.418,9.0,16.9,12.9,8.9,0.8,0.9,0.0,0.0,0.0,1.4,1.3,2.7,0.083,-1.2,-0.5,-1.6,0.1
12,Mike Bantom,SF,24.0,PHO,7.0,68.0,9.1,0.372,0.0,0.192,11.3,25.3,18.4,5.9,1.3,1.6,0.0,0.0,0.0,-0.1,0.1,0.0,-0.02,-7.0,-1.7,-8.7,-0.1
13,Mike Bantom,SF,24.0,SEA,66.0,1503.0,12.7,0.518,0.0,0.431,8.9,16.6,12.6,9.0,0.8,0.9,0.0,0.0,0.0,1.5,1.2,2.8,0.088,-0.9,-0.4,-1.3,0.3
14,Jim Barnett,SG,31.0,NYK,71.0,1026.0,12.5,0.496,0.0,0.307,4.7,4.1,4.4,12.4,1.1,0.2,0.0,0.0,0.0,1.2,0.4,1.5,0.072,-1.1,-2.0,-3.1,-0.3
15,Rick Barry*,SF,31.0,GSW,81.0,3122.0,18.3,0.483,0.0,0.192,2.3,12.8,7.6,22.6,2.9,0.4,0.0,0.0,0.0,4.6,5.1,9.6,0.148,2.9,0.6,3.4,4.3
16,Jerry Baskerville,SF,24.0,PHI,21.0,105.0,8.0,0.393,0.0,0.615,12.0,13.8,12.9,3.6,2.6,2.4,0.0,0.0,0.0,-0.2,0.2,0.0,-0.019,-4.8,0.1,-4.7,-0.1
17,Butch Beard,PG,28.0,TOT,75.0,1704.0,14.5,0.517,0.0,0.387,6.1,12.7,9.4,17.3,2.2,0.3,0.0,0.0,0.0,1.9,1.8,3.7,0.105,1.0,1.2,2.2,1.8
18,Butch Beard,PG,28.0,CLE,15.0,255.0,14.5,0.456,0.0,0.411,5.5,12.1,8.7,23.7,1.9,0.4,0.0,0.0,0.0,0.1,0.3,0.4,0.073,1.0,-0.3,0.6,0.2
