,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Kareem Abdul-Jabbar*,C,32.0,LAL,82.0,0.0,38.3,10.2,16.9,0.604,0.0,0.0,0.0,10.2,16.9,0.604,0.604,4.4,5.8,0.765,2.3,8.5,10.8,4.5,1.0,3.4,3.6,2.6,24.8
1,Tom Abernethy,PF,25.0,GSW,67.0,0.0,18.2,2.3,4.7,0.481,0.0,0.0,0.0,2.3,4.7,0.483,0.481,0.8,1.2,0.683,0.9,1.9,2.9,1.3,0.5,0.2,0.6,1.8,5.4
2,Alvan Adams,C,25.0,PHO,75.0,0.0,28.9,6.2,11.7,0.531,0.0,0.0,0.0,6.2,11.6,0.533,0.531,2.5,3.1,0.797,2.1,6.0,8.1,4.3,1.4,0.7,2.9,3.2,14.9
3,Tiny Archibald*,PG,31.0,BOS,80.0,80.0,35.8,4.8,9.9,0.482,0.1,0.2,0.222,4.7,9.7,0.488,0.485,4.5,5.4,0.83,0.7,1.7,2.5,8.4,1.3,0.1,3.0,2.7,14.1
4,Dennis Awtrey,C,31.0,CHI,26.0,0.0,21.5,1.0,2.3,0.45,0.0,0.0,0.0,1.0,2.3,0.45,0.45,1.2,1.9,0.64,1.1,3.3,4.4,1.5,0.5,0.6,1.0,2.5,3.3
5,Gus Bailey,SG,28.0,WSB,20.0,0.0,9.0,0.8,1.8,0.457,0.1,0.1,1.0,0.8,1.7,0.441,0.471,0.3,0.7,0.385,0.3,1.1,1.4,1.3,0.4,0.2,0.6,0.9,1.9
6,James Bailey,PF,22.0,SEA,67.0,0.0,10.8,1.8,4.0,0.45,0.0,0.0,0.0,1.8,4.0,0.45,0.45,1.0,1.5,0.673,1.1,1.9,2.9,0.4,0.3,0.8,1.2,1.7,4.7
7,Greg Ballard,SF,25.0,WSB,82.0,0.0,29.7,6.6,13.4,0.495,0.2,0.6,0.34,6.5,12.9,0.502,0.502,2.1,2.8,0.753,2.9,4.9,7.8,1.9,1.1,0.4,1.6,2.4,15.6
8,Mike Bantom,SF,28.0,IND,77.0,0.0,30.3,5.0,9.9,0.505,0.0,0.0,0.333,5.0,9.8,0.506,0.506,1.8,2.7,0.665,2.5,3.4,5.9,3.6,1.1,0.6,2.5,3.5,11.8
9,Marvin Barnes,PF,27.0,SDC,20.0,0.0,14.4,1.2,3.0,0.4,0.0,0.0,0.0,1.2,3.0,0.4,0.4,0.8,1.6,0.5,1.7,2.2,3.9,0.9,0.3,0.6,0.9,2.6,3.2
10,Rick Barry*,SF,35.0,HOU,72.0,0.0,25.2,4.5,10.7,0.422,1.0,3.1,0.33,3.5,7.6,0.458,0.469,2.0,2.1,0.935,0.7,2.5,3.3,3.7,1.1,0.4,2.1,2.5,12.0
11,Tim Bassett,PF,28.0,TOT,12.0,0.0,13.7,1.0,2.8,0.353,0.0,0.0,0.0,1.0,2.8,0.353,0.353,0.8,1.3,0.667,0.9,1.8,2.8,1.2,0.7,0.0,0.8,2.3,2.8
12,Tim Bassett,PF,28.0,NJN,7.0,0.0,13.1,1.1,3.1,0.364,0.0,0.0,0.0,1.1,3.1,0.364,0.364,1.1,1.7,0.667,1.0,1.6,2.6,0.6,0.7,0.0,0.6,2.0,3.4
13,Tim Bassett,PF,28.0,SAS,5.0,0.0,14.4,0.8,2.4,0.333,0.0,0.0,0.0,0.8,2.4,0.333,0.333,0.4,0.6,0.667,0.8,2.2,3.0,2.0,0.6,0.0,1.0,2.6,2.0
14,Billy Ray Bates,SG,23.0,POR,16.0,0.0,14.7,4.5,9.1,0.493,0.5,1.2,0.421,4.0,7.9,0.504,0.521,1.8,2.4,0.718,0.8,1.0,1.8,1.9,0.9,0.1,1.3,1.6,11.3
15,Ron Behagen,PF,29.0,WSB,6.0,0.0,10.7,1.5,3.8,0.391,0.0,0.0,0.0,1.5,3.8,0.391,0.391,0.8,1.0,0.833,1.0,1.3,2.3,1.2,0.0,0.7,0.7,2.3,3.8
16,Kent Benson,C,25.0,TOT,73.0,0.0,25.9,4.1,8.5,0.484,0.0,0.1,0.2,4.1,8.4,0.486,0.485,1.4,1.9,0.702,1.7,4.5,6.2,2.4,1.0,1.3,2.2,3.4,9.6
17,Kent Benson,C,25.0,MIL,56.0,0.0,24.8,3.8,7.7,0.494,0.0,0.0,0.0,3.8,7.7,0.495,0.494,1.2,1.7,0.68,1.7,4.2,5.9,2.3,1.0,1.3,1.9,3.2,8.8
18,Kent Benson,C,25.0,DET,17.0,0.0,29.5,5.1,11.0,0.46,0.1,0.2,0.25,5.0,10.8,0.464,0.463,1.9,2.6,0.75,1.8,5.3,7.1,3.0,1.1,1.1,3.0,4.0,12.1
19,Del Beshore,PG,23.0,CHI,68.0,0.0,12.8,1.3,3.7,0.352,0.1,0.4,0.385,1.1,3.3,0.348,0.372,0.9,1.3,0.667,0.2,0.7,0.9,2.0,0.9,0.1,1.5,1.5,3.6
20,Henry Bibby,PG,30.0,PHI,82.0,0.0,24.8,3.1,7.6,0.401,0.1,0.6,0.212,2.9,7.0,0.418,0.41,2.8,3.5,0.79,0.8,1.7,2.5,3.7,0.8,0.1,1.8,2.0,9.0
21,Larry Bird*,PF,23.0,BOS,82.0,82.0,36.0,8.5,17.8,0.474,0.7,1.7,0.406,7.7,16.1,0.481,0.494,3.7,4.4,0.836,2.6,7.8,10.4,4.5,1.7,0.6,3.2,3.4,21.3
22,Otis Birdsong,SG,24.0,KCK,82.0,0.0,35.2,9.5,18.9,0.505,0.1,0.4,0.278,9.4,18.4,0.511,0.508,3.5,5.0,0.694,2.1,2.0,4.0,2.5,1.7,0.3,2.2,2.8,22.7
23,Ron Boone,SG,33.0,TOT,81.0,0.0,29.5,5.0,11.3,0.443,0.2,0.6,0.38,4.8,10.7,0.446,0.453,2.2,2.4,0.893,0.7,2.1,2.8,3.8,1.2,0.0,2.4,2.9,12.4
24,Ron Boone,SG,33.0,LAL,6.0,0.0,17.7,2.3,6.7,0.35,0.0,0.0,0.0,2.3,6.7,0.35,0.35,1.0,1.2,0.857,0.7,1.2,1.8,1.2,0.8,0.0,2.2,2.2,5.7
25,Ron Boone,SG,33.0,UTA,75.0,0.0,30.5,5.2,11.7,0.447,0.3,0.7,0.38,5.0,11.0,0.451,0.458,2.3,2.5,0.894,0.7,2.2,2.9,4.0,1.2,0.0,2.5,2.9,12.9
27,Lawrence Boston,PF,23.0,WSB,13.0,0.0,9.6,1.8,4.0,0.462,0.0,0.0,0.0,1.8,4.0,0.462,0.462,0.6,1.0,0.615,1.5,1.5,3.0,0.2,0.3,0.2,0.6,1.9,4.3
28,Tom Boswell,PF,26.0,TOT,79.0,0.0,26.3,4.4,7.8,0.564,0.1,0.1,0.5,4.3,7.6,0.566,0.569,2.6,3.5,0.755,1.8,3.7,5.6,2.0,0.4,0.5,2.3,3.4,11.4
29,Tom Boswell,PF,26.0,DEN,18.0,0.0,29.0,4.0,7.5,0.533,0.1,0.1,0.5,3.9,7.4,0.534,0.537,3.2,3.9,0.829,2.2,4.1,6.3,2.6,0.3,0.4,2.2,3.1,11.3
30,Tom Boswell,PF,26.0,UTA,61.0,0.0,25.5,4.5,7.8,0.573,0.1,0.1,0.5,4.4,7.7,0.574,0.577,2.4,3.3,0.729,1.7,3.6,5.4,1.9,0.4,0.5,2.3,3.5,11.5
31,Winford Boynes,SG,22.0,NJN,64.0,0.0,17.2,3.5,7.3,0.473,0.0,0.1,0.0,3.5,7.2,0.477,0.473,1.6,2.1,0.765,0.8,1.3,2.1,1.5,0.9,0.3,1.5,2.1,8.5
32,Alonzo Bradley,SF,26.0,HOU,22.0,0.0,4.4,0.8,2.2,0.354,0.0,0.0,1.0,0.7,2.1,0.34,0.365,0.3,0.4,0.667,0.1,0.2,0.3,0.1,0.1,0.0,0.4,0.4,1.9
33,Dudley Bradley,SG,22.0,IND,82.0,0.0,24.7,3.4,7.4,0.452,0.0,0.1,0.4,3.3,7.4,0.452,0.453,1.7,2.1,0.782,0.8,1.9,2.7,3.1,2.6,0.6,2.0,2.4,8.4
34,Mike Bratz,PG,24.0,PHO,82.0,0.0,19.4,3.3,8.4,0.392,0.3,1.0,0.244,3.0,7.3,0.413,0.407,1.7,2.0,0.87,0.6,1.4,2.0,2.7,1.1,0.1,1.6,2.0,8.5
35,Jim Brewer,PF,28.0,POR,67.0,0.0,15.2,1.3,2.7,0.489,0.0,0.1,0.0,1.3,2.7,0.503,0.489,0.2,0.4,0.483,1.5,2.3,3.8,1.1,0.6,0.6,0.7,1.9,2.9
36,Ron Brewer,SG,24.0,POR,82.0,0.0,34.3,6.7,14.4,0.464,0.1,0.4,0.188,6.6,14.0,0.471,0.466,2.2,2.7,0.84,0.7,2.0,2.6,2.6,1.2,0.6,2.0,1.9,15.7
37,Junior Bridgeman,SF,26.0,MIL,81.0,0.0,28.6,7.3,15.3,0.478,0.1,0.3,0.185,7.3,15.0,0.484,0.48,2.8,3.3,0.865,1.3,2.4,3.7,2.9,1.2,0.2,2.1,2.7,17.6
38,Allan Bristow,SF,28.0,UTA,82.0,0.0,28.1,4.6,9.6,0.48,0.0,0.1,0.286,4.6,9.5,0.482,0.482,2.4,3.0,0.811,2.1,4.2,6.2,4.2,1.1,0.1,2.2,2.6,11.6
39,Fred Brown,SG,31.0,SEA,80.0,0.0,21.3,5.1,10.5,0.479,0.5,1.1,0.443,4.6,9.4,0.483,0.502,1.4,1.7,0.837,0.4,1.5,1.9,2.2,0.8,0.2,1.3,1.5,12.0
40,John Brown,SF,28.0,TOT,32.0,0.0,12.0,1.2,3.3,0.352,0.0,0.0,0.0,1.2,3.3,0.352,0.352,1.2,1.5,0.792,0.8,1.4,2.2,0.6,0.1,0.1,0.9,2.2,3.5
41,John Brown,SF,28.0,UTA,4.0,0.0,6.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,1.0,1.0,1.0,1.3,1.0,2.3,1.0,0.0,0.0,1.3,1.0,1.0
42,John Brown,SF,28.0,ATL,28.0,0.0,12.9,1.3,3.5,0.378,0.0,0.0,0.0,1.3,3.5,0.378,0.378,1.2,1.6,0.773,0.8,1.5,2.2,0.5,0.1,0.1,0.9,2.4,3.9
43,Roger Brown,C,29.0,CHI,4.0,0.0,9.3,0.3,0.8,0.333,0.0,0.0,0.0,0.3,0.8,0.333,0.333,0.0,0.0,0.0,0.5,2.0,2.5,0.3,0.0,0.8,0.0,1.0,0.5
44,Joe Bryant,PF,25.0,SDC,81.0,0.0,28.7,3.6,8.4,0.431,0.1,0.4,0.147,3.6,8.0,0.446,0.435,2.0,2.7,0.742,2.1,4.3,6.4,1.8,1.3,0.5,2.1,3.2,9.3
45,Quinn Buckner,PG,25.0,MIL,67.0,0.0,25.2,4.6,9.8,0.467,0.0,0.1,0.4,4.5,9.7,0.468,0.469,1.6,2.1,0.734,1.0,2.5,3.6,5.7,2.0,0.1,2.2,3.0,10.7
