,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Arron Afflalo,SG,24.0,DEN,82.0,75.0,2221.0,4.4,9.5,0.465,1.8,4.0,0.434,2.7,5.4,0.488,1.2,1.6,0.735,1.0,3.1,4.1,2.2,0.7,0.5,1.2,3.6,11.7
1,Alexis Ajinca,C,21.0,CHA,6.0,0.0,30.0,6.0,12.0,0.5,0.0,0.0,0.0,6.0,12.0,0.5,0.0,1.2,0.0,1.2,3.6,4.8,0.0,1.2,1.2,2.4,6.0,12.0
2,LaMarcus Aldridge,PF,24.0,POR,78.0,78.0,2922.0,7.1,14.4,0.495,0.1,0.2,0.313,7.1,14.2,0.498,2.8,3.7,0.757,2.4,5.4,7.7,2.0,0.8,0.6,1.3,2.8,17.2
3,Joe Alexander,SF,23.0,CHI,8.0,0.0,29.0,1.2,7.4,0.167,0.0,1.2,0.0,1.2,6.2,0.2,2.5,3.7,0.667,2.5,3.7,6.2,2.5,1.2,1.2,0.0,11.2,5.0
4,Malik Allen,PF,31.0,DEN,51.0,3.0,456.0,3.6,9.2,0.397,0.1,0.5,0.167,3.6,8.7,0.409,0.9,1.0,0.923,2.8,3.6,6.5,1.3,0.9,0.4,1.7,5.4,8.3
5,Ray Allen*,SG,34.0,BOS,80.0,80.0,2819.0,5.9,12.4,0.477,1.9,5.1,0.363,4.1,7.3,0.556,2.9,3.2,0.913,0.6,2.7,3.2,2.7,0.8,0.3,1.6,2.3,16.7
6,Tony Allen,SG,28.0,BOS,54.0,8.0,889.0,5.2,10.2,0.51,0.0,0.2,0.0,5.2,10.0,0.52,2.9,4.8,0.605,2.1,3.8,5.9,2.9,2.4,0.8,2.7,4.4,13.4
7,Rafer Alston,PG,33.0,TOT,52.0,38.0,1421.0,3.9,11.3,0.348,1.5,4.3,0.345,2.5,7.0,0.349,1.5,2.1,0.728,0.3,2.9,3.3,4.5,1.3,0.3,2.4,2.6,10.8
8,Rafer Alston,PG,33.0,NJN,27.0,13.0,766.0,4.5,13.0,0.343,1.3,4.1,0.322,3.1,8.9,0.353,2.1,2.5,0.815,0.4,3.1,3.5,4.9,1.3,0.2,2.9,2.3,12.3
9,Rafer Alston,PG,33.0,MIA,25.0,25.0,655.0,3.3,9.3,0.355,1.6,4.5,0.37,1.6,4.8,0.341,0.8,1.5,0.556,0.2,2.7,3.0,4.0,1.3,0.3,1.9,2.9,9.1
10,Lou Amundson,PF,27.0,PHO,79.0,0.0,1168.0,4.7,8.5,0.551,0.0,0.0,0.0,4.7,8.5,0.553,2.1,3.8,0.545,3.9,6.7,10.7,1.0,0.7,2.3,1.8,5.2,11.4
11,Chris Andersen,PF,31.0,DEN,76.0,0.0,1695.0,3.0,5.3,0.566,0.0,0.1,0.0,3.0,5.3,0.573,3.5,5.0,0.695,3.1,7.1,10.3,0.7,0.9,3.0,1.3,3.6,9.5
12,David Andersen,C,29.0,HOU,63.0,0.0,891.0,5.9,13.7,0.432,1.1,3.2,0.346,4.8,10.6,0.458,1.9,2.7,0.687,2.2,6.2,8.4,1.8,0.6,0.5,1.5,4.8,14.8
13,Antonio Anderson,SF,24.0,OKC,1.0,0.0,15.0,2.4,7.2,0.333,0.0,0.0,0.0,2.4,7.2,0.333,0.0,0.0,0.0,2.4,0.0,2.4,0.0,0.0,0.0,2.4,2.4,4.8
14,Ryan Anderson,PF,21.0,ORL,63.0,6.0,911.0,6.7,15.3,0.436,3.1,8.3,0.37,3.6,7.0,0.514,2.8,3.2,0.866,2.8,5.2,8.0,1.5,1.0,0.6,2.2,3.2,19.2
15,Carmelo Anthony,SF,25.0,DEN,69.0,69.0,2634.0,9.4,20.5,0.458,0.8,2.6,0.316,8.6,18.0,0.478,6.9,8.4,0.83,2.1,4.1,6.2,3.0,1.2,0.4,2.9,3.1,26.6
16,Joel Anthony,C,27.0,MIA,80.0,16.0,1322.0,2.1,4.3,0.478,0.0,0.0,0.0,2.1,4.3,0.478,1.8,2.5,0.717,3.3,3.4,6.8,0.3,0.5,3.0,1.2,4.3,5.9
17,Gilbert Arenas,PG,28.0,WAS,32.0,32.0,1169.0,7.8,19.0,0.411,1.9,5.6,0.348,5.9,13.4,0.437,4.7,6.4,0.739,0.5,3.6,4.1,7.1,1.3,0.3,3.6,2.9,22.2
18,Trevor Ariza,SF,24.0,HOU,72.0,71.0,2629.0,5.4,13.7,0.394,1.9,5.6,0.334,3.5,8.1,0.436,2.0,3.1,0.649,1.1,4.5,5.5,3.8,1.7,0.5,2.2,2.2,14.7
19,Hilton Armstrong,PF-C,25.0,TOT,33.0,0.0,335.0,3.0,8.5,0.354,0.0,0.1,0.0,3.0,8.4,0.359,1.6,3.4,0.469,2.9,5.8,8.7,2.3,1.6,1.3,2.4,6.3,7.6
20,Hilton Armstrong,PF,25.0,NOH,18.0,0.0,239.0,2.9,7.5,0.38,0.0,0.0,0.0,2.9,7.5,0.38,2.0,4.2,0.464,2.6,6.6,9.2,2.4,1.2,1.2,2.0,6.6,7.7
21,Hilton Armstrong,C,25.0,SAC,6.0,0.0,56.0,2.6,7.7,0.333,0.0,0.0,0.0,2.6,7.7,0.333,1.3,1.3,1.0,3.2,5.8,9.0,1.3,1.3,2.6,2.6,3.2,6.4
22,Hilton Armstrong,C,25.0,HOU,9.0,0.0,40.0,4.5,15.3,0.294,0.0,0.9,0.0,4.5,14.4,0.313,0.0,1.8,0.0,4.5,0.9,5.4,2.7,4.5,0.0,4.5,9.0,9.0
