,Tm,W,L,W/L%,GB,PS/G,PA/G,SRS
0,Boston Celtics,60.0,20.0,0.75,—,121.1,111.9,8.25
1,Philadelphia Warriors,49.0,31.0,0.613,11.0,125.4,122.7,2.63
2,Syracuse Nationals,41.0,39.0,0.513,19.0,120.7,118.4,2.24
3,New York Knicks,29.0,51.0,0.363,31.0,114.8,119.7,-3.98
4,Los Angeles Lakers,54.0,26.0,0.675,—,118.5,116.3,1.8
5,Cincinnati Royals,43.0,37.0,0.538,11.0,123.1,121.3,1.28
6,Detroit Pistons,37.0,43.0,0.463,17.0,115.4,117.1,-1.72
7,St. Louis Hawks,29.0,51.0,0.363,25.0,118.9,122.1,-2.96
8,Chicago Packers,18.0,62.0,0.225,36.0,110.9,119.4,-7.54
