,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Zaid Abdul-Aziz,C,29.0,SEA,27.0,0.0,223.0,5.7,12.1,0.467,0.0,0.0,0.0,5.7,12.1,0.467,2.6,4.7,0.552,4.8,7.4,12.3,2.6,1.3,2.4,0.0,4.7,13.9
1,Kareem Abdul-Jabbar*,C,28.0,LAL,82.0,0.0,3379.0,9.7,18.4,0.529,0.0,0.0,0.0,9.7,18.4,0.529,4.8,6.8,0.703,2.9,11.8,14.7,4.4,1.3,3.6,0.0,3.1,24.2
2,Alvan Adams,C,21.0,PHO,80.0,0.0,2656.0,8.5,18.2,0.469,0.0,0.0,0.0,8.5,18.2,0.469,3.5,4.8,0.735,2.9,6.9,9.9,6.1,1.6,1.6,0.0,3.7,20.6
3,Don Adams,SF,28.0,BUF,56.0,0.0,704.0,3.4,8.7,0.394,0.0,0.0,0.0,3.4,8.7,0.394,2.0,2.9,0.702,1.9,5.5,7.4,3.7,1.5,0.4,0.0,6.5,8.9
4,Lucius Allen,PG,28.0,LAL,76.0,0.0,2388.0,6.9,15.1,0.459,0.0,0.0,0.0,6.9,15.1,0.459,3.0,3.8,0.776,1.0,2.3,3.2,5.4,1.5,0.3,0.0,3.6,16.9
5,Dan Anderson,PG,25.0,POR,52.0,0.0,614.0,5.2,10.6,0.486,0.0,0.0,0.0,5.2,10.6,0.486,3.0,3.6,0.836,0.9,2.8,3.6,5.0,1.2,0.1,0.0,3.4,13.3
6,Jerome Anderson,SG,22.0,BOS,22.0,0.0,126.0,7.1,12.9,0.556,0.0,0.0,0.0,7.1,12.9,0.556,3.1,4.6,0.688,1.1,2.6,3.7,1.7,0.9,0.9,0.0,7.1,17.4
7,Tiny Archibald*,PG,27.0,KCK,78.0,0.0,3184.0,8.1,17.9,0.453,0.0,0.0,0.0,8.1,17.9,0.453,5.7,7.1,0.802,0.8,1.7,2.4,7.0,1.4,0.2,0.0,1.9,21.9
8,Jim Ard,C,27.0,BOS,81.0,0.0,853.0,4.5,12.4,0.364,0.0,0.0,0.0,4.5,12.4,0.364,3.0,4.2,0.71,4.1,8.1,12.2,2.0,0.5,1.5,0.0,6.0,12.0
9,Dennis Awtrey,C,27.0,PHO,74.0,0.0,1376.0,3.7,8.0,0.467,0.0,0.0,0.0,3.7,8.0,0.467,2.0,2.9,0.688,2.4,5.2,7.7,4.2,0.5,0.6,0.0,4.0,9.4
