,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Zaid Abdul-Aziz,C,30.0,BUF,22.0,0.0,195.0,4.6,13.7,0.338,0.0,0.0,0.0,4.6,13.7,0.338,6.1,7.9,0.767,7.6,9.0,16.6,1.3,0.6,1.7,0.0,3.9,15.3
1,Kareem Abdul-Jabbar*,C,29.0,LAL,82.0,0.0,3016.0,10.6,18.3,0.579,0.0,0.0,0.0,10.6,18.3,0.579,4.5,6.4,0.701,3.2,9.8,13.0,3.8,1.2,3.1,0.0,3.1,25.7
2,Tom Abernethy,SF,22.0,LAL,70.0,0.0,1378.0,4.4,9.1,0.484,0.0,0.0,0.0,4.4,9.1,0.484,2.6,3.5,0.754,3.0,4.7,7.6,2.6,1.3,0.3,0.0,3.1,11.5
3,Alvan Adams,C,22.0,PHO,72.0,0.0,2278.0,8.2,17.4,0.474,0.0,0.0,0.0,8.2,17.4,0.474,4.0,5.3,0.754,2.8,7.5,10.3,5.1,1.5,1.4,0.0,4.1,20.5
4,Don Adams,SF,29.0,BUF,77.0,0.0,1710.0,4.5,11.1,0.411,0.0,0.0,0.0,4.5,11.1,0.411,2.7,3.6,0.746,2.7,5.1,7.8,3.2,1.6,0.3,0.0,4.2,11.8
5,Lucius Allen,PG,29.0,LAL,78.0,0.0,2482.0,6.8,15.0,0.456,0.0,0.0,0.0,6.8,15.0,0.456,2.8,3.7,0.774,0.8,2.8,3.6,5.9,1.7,0.3,0.0,2.7,16.5
6,Jerome Anderson,SG,23.0,IND,27.0,0.0,164.0,5.7,13.0,0.441,0.0,0.0,0.0,5.7,13.0,0.441,3.1,4.4,0.7,2.0,0.7,2.6,2.2,1.3,0.4,0.0,5.7,14.5
7,Tiny Archibald*,PG,28.0,NYN,34.0,0.0,1277.0,7.0,15.8,0.446,0.0,0.0,0.0,7.0,15.8,0.446,5.6,7.1,0.785,0.6,1.6,2.3,7.2,1.7,0.3,0.0,2.2,19.6
8,Jim Ard,C,28.0,BOS,63.0,0.0,969.0,3.6,9.4,0.378,0.0,0.0,0.0,3.6,9.4,0.378,1.8,2.8,0.645,2.9,8.1,11.0,2.0,0.7,1.0,0.0,4.8,9.0
9,Bird Averitt,SG,24.0,BUF,75.0,0.0,1136.0,7.4,19.6,0.378,0.0,0.0,0.0,7.4,19.6,0.378,3.8,5.4,0.716,0.6,1.8,2.5,4.2,1.0,0.2,0.0,4.0,18.7
10,Dennis Awtrey,C,28.0,PHO,72.0,0.0,1760.0,3.3,7.6,0.429,0.0,0.0,0.0,3.3,7.6,0.429,1.9,2.6,0.722,2.3,5.0,7.3,3.7,0.5,0.6,0.0,3.5,8.4
11,Mike Bantom,PF-SF,25.0,TOT,77.0,0.0,1909.0,6.8,14.2,0.478,0.0,0.0,0.0,6.8,14.2,0.478,4.2,5.8,0.723,3.5,5.4,8.9,1.9,1.2,0.9,0.0,4.4,17.8
12,Mike Bantom,PF,25.0,SEA,44.0,0.0,795.0,6.2,12.7,0.488,0.0,0.0,0.0,6.2,12.7,0.488,2.6,3.8,0.69,3.8,4.7,8.4,2.4,1.6,1.0,0.0,5.1,15.0
13,Mike Bantom,SF,25.0,NYN,33.0,0.0,1114.0,7.2,15.3,0.473,0.0,0.0,0.0,7.2,15.3,0.473,5.4,7.3,0.735,3.3,5.9,9.2,1.6,0.9,0.9,0.0,3.9,19.8
14,Tom Barker,C,21.0,ATL,59.0,0.0,1354.0,4.8,11.6,0.417,0.0,0.0,0.0,4.8,11.6,0.417,3.0,4.4,0.683,3.0,7.7,10.7,1.6,0.9,1.1,0.0,5.9,12.7
15,Marvin Barnes,PF,24.0,DET,53.0,0.0,989.0,7.4,16.5,0.447,0.0,0.0,0.0,7.4,16.5,0.447,3.9,5.7,0.679,2.5,6.7,9.2,1.6,1.4,1.2,0.0,5.1,18.6
16,Jim Barnett,SG,32.0,PHI,16.0,0.0,231.0,4.4,10.0,0.438,0.0,0.0,0.0,4.4,10.0,0.438,1.6,2.8,0.556,1.1,1.1,2.2,3.6,0.6,0.0,0.0,4.4,10.3
17,Norton Barnhill,SG,23.0,SEA,4.0,0.0,10.0,7.2,21.6,0.333,0.0,0.0,0.0,7.2,21.6,0.333,0.0,0.0,0.0,7.2,3.6,10.8,3.6,0.0,0.0,0.0,18.0,14.4
18,Mike Barr,SG,26.0,KCK,73.0,0.0,1224.0,3.6,8.2,0.437,0.0,0.0,0.0,3.6,8.2,0.437,1.2,1.7,0.719,1.0,2.9,3.8,5.1,1.5,0.5,0.0,2.8,8.4
19,Rick Barry*,SF,32.0,GSW,79.0,0.0,2904.0,8.5,19.2,0.44,0.0,0.0,0.0,8.5,19.2,0.44,4.5,4.9,0.916,0.9,4.3,5.2,5.9,2.1,0.7,0.0,2.4,21.4
20,Tim Bassett,PF,25.0,NYN,76.0,0.0,2442.0,4.3,10.9,0.396,0.0,0.0,0.0,4.3,10.9,0.396,1.5,2.6,0.571,2.6,6.9,9.4,1.6,1.4,0.8,0.0,3.6,10.1
21,Butch Beard,PG,29.0,NYK,70.0,0.0,1082.0,4.9,9.7,0.505,0.0,0.0,0.0,4.9,9.7,0.505,2.5,3.6,0.688,1.7,3.8,5.4,4.8,1.9,0.2,0.0,4.6,12.3
23,Byron Beck,PF,32.0,DEN,53.0,0.0,480.0,8.0,18.5,0.435,0.0,0.0,0.0,8.0,18.5,0.435,2.7,3.3,0.818,3.4,3.8,7.2,2.5,1.1,0.1,0.0,4.4,18.7
24,Ron Behagen,PF,26.0,NOJ,60.0,0.0,1170.0,6.6,15.7,0.418,0.0,0.0,0.0,6.6,15.7,0.418,2.8,3.9,0.714,4.4,8.8,13.3,2.6,1.3,0.6,0.0,5.1,15.9
25,Mel Bennett,PF,22.0,IND,67.0,0.0,911.0,4.0,11.6,0.344,0.0,0.0,0.0,4.0,11.6,0.344,4.4,7.4,0.599,4.3,5.0,9.4,2.8,1.5,1.3,0.0,6.1,12.4
26,Henry Bibby,PG,27.0,PHI,81.0,0.0,2639.0,4.1,9.6,0.43,0.0,0.0,0.0,4.1,9.6,0.43,3.0,3.8,0.784,1.2,2.6,3.7,4.9,1.5,0.1,0.0,2.7,11.3
27,Bob Bigelow,SF,23.0,KCK,29.0,0.0,162.0,7.8,15.6,0.5,0.0,0.0,0.0,7.8,15.6,0.5,3.3,3.8,0.882,1.8,4.2,6.0,1.8,0.7,0.2,0.0,3.8,18.9
28,Dave Bing*,SG,33.0,WSB,64.0,0.0,1516.0,6.4,14.2,0.454,0.0,0.0,0.0,6.4,14.2,0.454,3.2,4.2,0.773,1.3,2.1,3.4,6.5,1.4,0.1,0.0,3.6,16.1
29,Tom Boerwinkle,C,31.0,CHI,82.0,0.0,1070.0,4.5,9.2,0.491,0.0,0.0,0.0,4.5,9.2,0.491,1.1,2.1,0.54,3.4,7.1,10.5,6.4,0.6,0.6,0.0,4.9,10.2
30,Ron Boone,SG,30.0,KCK,82.0,0.0,3021.0,8.9,18.8,0.474,0.0,0.0,0.0,8.9,18.8,0.474,3.9,4.6,0.844,1.5,2.3,3.8,4.0,1.4,0.2,0.0,3.1,21.7
31,Tom Boswell,PF,23.0,BOS,70.0,0.0,1083.0,5.8,11.3,0.515,0.0,0.0,0.0,5.8,11.3,0.515,3.2,4.5,0.711,3.7,6.5,10.2,2.8,0.9,0.3,0.0,7.9,14.8
32,Freddie Boyd,PG,26.0,NOJ,47.0,0.0,1212.0,5.8,12.1,0.478,0.0,0.0,0.0,5.8,12.1,0.478,2.3,2.9,0.806,0.6,2.1,2.7,4.4,1.3,0.2,0.0,2.3,13.9
33,Bill Bradley*,SF,33.0,NYK,67.0,0.0,1027.0,4.5,9.6,0.464,0.0,0.0,0.0,4.5,9.6,0.464,1.2,1.5,0.81,0.9,2.7,3.6,4.5,0.9,0.3,0.0,4.3,10.1
34,Jim Brewer,PF,25.0,CLE,81.0,0.0,2672.0,4.0,8.9,0.451,0.0,0.0,0.0,4.0,8.9,0.451,1.3,2.4,0.545,3.7,6.6,10.3,2.6,1.3,1.1,0.0,2.9,9.3
35,Junior Bridgeman,SF,23.0,MIL,82.0,0.0,2410.0,7.3,16.3,0.449,0.0,0.0,0.0,7.3,16.3,0.449,2.9,3.4,0.864,1.9,4.3,6.2,3.1,1.2,0.4,0.0,3.3,17.6
36,Allan Bristow,SF,25.0,SAS,82.0,0.0,2017.0,6.5,13.3,0.489,0.0,0.0,0.0,6.5,13.3,0.489,3.7,4.6,0.798,2.1,4.1,6.2,4.3,1.6,0.0,0.0,3.5,16.7
37,Gary Brokaw,SG,23.0,TOT,80.0,0.0,1487.0,5.9,13.7,0.429,0.0,0.0,0.0,5.9,13.7,0.429,3.9,5.3,0.744,0.5,2.4,3.0,5.5,0.9,0.9,0.0,4.0,15.7
38,Gary Brokaw,SG,23.0,MIL,41.0,0.0,891.0,5.3,13.1,0.401,0.0,0.0,0.0,5.3,13.1,0.401,4.2,5.5,0.766,0.4,2.2,2.6,4.5,0.9,0.9,0.0,3.4,14.7
39,Gary Brokaw,SG,23.0,CLE,39.0,0.0,596.0,6.8,14.5,0.467,0.0,0.0,0.0,6.8,14.5,0.467,3.5,5.0,0.707,0.7,2.8,3.6,7.1,0.8,0.8,0.0,4.8,17.0
40,Fred Brown,SG,28.0,SEA,72.0,0.0,2098.0,9.2,19.1,0.479,0.0,0.0,0.0,9.2,19.1,0.479,2.9,3.3,0.884,1.2,2.8,4.0,3.0,2.1,0.3,0.0,2.4,21.2
41,John Brown,SF,25.0,ATL,77.0,0.0,1405.0,4.1,9.0,0.457,0.0,0.0,0.0,4.1,9.0,0.457,3.1,3.8,0.807,1.9,4.1,6.0,2.6,1.2,0.2,0.0,5.6,11.3
42,Roger Brown,C,26.0,DET,43.0,0.0,322.0,2.3,6.3,0.375,0.0,0.0,0.0,2.3,6.3,0.375,2.0,2.9,0.692,3.5,6.6,10.1,1.3,1.7,2.0,0.0,7.6,6.7
43,Joe Bryant,PF,22.0,PHI,61.0,0.0,612.0,6.3,14.1,0.446,0.0,0.0,0.0,6.3,14.1,0.446,3.1,4.1,0.757,2.6,4.2,6.9,2.8,2.1,0.8,0.0,4.9,15.7
44,Quinn Buckner,PG,22.0,MIL,79.0,0.0,2095.0,5.1,11.8,0.434,0.0,0.0,0.0,5.1,11.8,0.434,1.4,2.6,0.539,1.6,3.0,4.5,6.4,3.3,0.4,0.0,5.0,11.7
46,Ticky Burden,SG,23.0,NYK,61.0,0.0,608.0,8.8,20.8,0.42,0.0,0.0,0.0,8.8,20.8,0.42,3.0,5.0,0.6,1.5,2.4,3.9,3.7,2.8,0.1,0.0,5.2,20.5
47,Tom Burleson,C,24.0,SEA,82.0,0.0,1803.0,5.8,13.0,0.442,0.0,0.0,0.0,5.8,13.0,0.442,4.4,6.0,0.731,3.7,7.3,11.0,1.9,1.5,2.3,0.0,5.2,15.9
48,Don Buse,PG,26.0,IND,81.0,0.0,2947.0,3.2,7.8,0.416,0.0,0.0,0.0,3.2,7.8,0.416,1.4,1.8,0.786,0.8,2.5,3.3,8.4,3.4,0.2,0.0,1.6,7.9
49,Corky Calhoun,SF,26.0,POR,70.0,0.0,743.0,4.1,8.9,0.464,0.0,0.0,0.0,4.1,8.9,0.464,3.2,4.1,0.776,1.9,5.0,7.0,1.7,1.2,0.4,0.0,6.0,11.4
50,Mack Calvin,PG,29.0,TOT,76.0,0.0,1438.0,5.5,13.6,0.404,0.0,0.0,0.0,5.5,13.6,0.404,7.2,8.5,0.849,0.9,1.5,2.4,6.0,1.5,0.1,0.0,3.2,18.2
51,Mack Calvin,PG,29.0,LAL,12.0,0.0,207.0,4.7,14.3,0.329,0.0,0.0,0.0,4.7,14.3,0.329,7.1,8.3,0.854,1.0,1.7,2.8,3.7,1.9,0.2,0.0,2.8,16.5
52,Mack Calvin,PG,29.0,SAS,35.0,0.0,606.0,5.5,14.1,0.392,0.0,0.0,0.0,5.5,14.1,0.392,7.3,8.7,0.842,0.7,1.2,1.8,6.2,1.4,0.1,0.0,3.4,18.4
53,Mack Calvin,PG,29.0,DEN,29.0,0.0,625.0,5.8,13.0,0.444,0.0,0.0,0.0,5.8,13.0,0.444,7.1,8.3,0.854,1.1,1.7,2.8,6.6,1.6,0.1,0.0,3.1,18.6
54,Austin Carr,SG,28.0,CLE,82.0,0.0,2409.0,8.3,18.2,0.457,0.0,0.0,0.0,8.3,18.2,0.457,3.2,4.0,0.795,1.8,1.8,3.6,3.3,0.9,0.1,0.0,3.3,19.9
