,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
0,Mahmoud Abdul-Rauf,PG,27.0,SAC,75.0,51.0,2131.0,10.2,22.9,0.445,2.3,6.1,0.382,7.8,16.8,0.468,2.8,3.4,0.846,0.4,2.6,3.0,4.7,1.4,0.1,2.9,4.3,25.5,0.0,105.0,112.0
1,Shareef Abdur-Rahim,PF,20.0,VAN,80.0,71.0,2802.0,10.7,23.5,0.453,0.1,0.5,0.259,10.5,23.0,0.457,7.5,10.1,0.746,4.2,6.6,10.7,3.4,1.5,1.5,4.4,3.9,28.9,0.0,102.0,112.0
2,Rafael Addison,SF,32.0,CHH,41.0,3.0,355.0,7.5,18.6,0.402,1.2,3.1,0.4,6.3,15.6,0.402,3.4,4.3,0.786,2.9,4.0,6.9,5.2,1.2,0.5,2.6,7.9,19.5,0.0,103.0,112.0
3,Cory Alexander,PG,23.0,SAS,80.0,6.0,1454.0,7.3,18.5,0.396,3.6,9.5,0.373,3.8,9.0,0.42,3.6,4.9,0.736,1.1,3.6,4.7,9.6,3.1,0.6,5.5,5.6,21.8,0.0,101.0,112.0
4,Jerome Allen,SG,24.0,TOT,76.0,1.0,943.0,4.4,12.5,0.353,1.7,5.3,0.323,2.7,7.2,0.375,2.4,4.1,0.583,1.4,4.1,5.5,8.6,1.8,0.2,3.9,4.8,12.9,0.0,95.0,109.0
5,Jerome Allen,SG,24.0,IND,51.0,1.0,692.0,4.4,11.5,0.388,1.8,4.6,0.39,2.7,6.9,0.386,2.1,3.7,0.574,1.0,4.1,5.1,8.5,2.1,0.0,4.4,5.2,12.8,0.0,95.0,107.0
6,Jerome Allen,SG,24.0,DEN,25.0,0.0,251.0,4.3,15.3,0.284,1.4,7.0,0.206,2.9,8.3,0.35,3.1,5.2,0.6,2.5,4.3,6.8,8.9,0.8,0.8,2.7,3.5,13.2,0.0,94.0,114.0
7,Ray Allen*,SG,21.0,MIL,82.0,81.0,2532.0,8.3,19.2,0.43,2.5,6.3,0.393,5.8,12.9,0.448,4.3,5.3,0.823,2.1,4.8,6.9,4.4,1.6,0.2,3.2,4.6,23.3,0.0,109.0,110.0
8,Derrick Alston,C,24.0,ATL,2.0,0.0,11.0,0.0,25.1,0.0,0.0,0.0,0.0,0.0,25.1,0.0,0.0,10.1,0.0,15.1,5.0,20.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,109.0
9,Ashraf Amaya,PF,25.0,WSB,31.0,0.0,144.0,4.3,14.4,0.3,0.4,0.4,1.0,4.0,14.1,0.282,5.4,10.1,0.536,6.9,11.9,18.8,1.1,2.5,1.1,3.6,10.5,14.4,0.0,86.0,99.0
10,Greg Anderson,C,32.0,SAS,82.0,48.0,1659.0,4.3,8.7,0.496,0.0,0.0,0.0,4.3,8.6,0.498,2.1,3.1,0.667,5.2,9.6,14.8,1.1,2.1,2.2,2.4,7.5,10.7,0.0,105.0,108.0
11,Kenny Anderson,PG,26.0,POR,82.0,81.0,3081.0,8.3,19.5,0.427,2.3,6.3,0.361,6.0,13.2,0.458,5.7,7.5,0.768,1.6,4.7,6.2,10.0,2.8,0.3,3.3,3.8,24.6,0.0,117.0,104.0
12,Nick Anderson,SG,29.0,ORL,63.0,61.0,2163.0,7.2,18.2,0.397,3.6,10.2,0.353,3.6,8.0,0.453,1.0,2.4,0.404,1.7,6.0,7.6,4.6,3.0,0.8,2.2,4.0,19.0,0.0,104.0,104.0
13,Shandon Anderson,SG,23.0,UTA,65.0,0.0,1066.0,7.4,15.9,0.462,1.2,2.4,0.511,6.2,13.6,0.454,3.4,5.0,0.687,2.6,6.4,9.0,2.5,1.4,0.4,3.7,5.7,19.3,0.0,99.0,106.0
14,Willie Anderson,SG,30.0,MIA,28.0,1.0,303.0,5.2,11.5,0.453,1.4,3.4,0.421,3.8,8.1,0.467,3.1,3.6,0.85,2.7,4.8,7.5,6.1,2.5,0.7,3.4,6.5,14.9,0.0,111.0,101.0
15,Greg Anthony,PG,29.0,VAN,65.0,44.0,1863.0,5.8,14.8,0.393,2.6,6.9,0.37,3.2,7.8,0.413,3.8,5.2,0.73,0.7,4.6,5.4,11.9,3.8,0.1,3.8,3.6,17.9,0.0,108.0,110.0
16,B.J. Armstrong,PG,29.0,GSW,49.0,17.0,1020.0,7.6,16.7,0.453,1.3,4.6,0.278,6.3,12.1,0.519,3.5,4.0,0.861,0.4,3.4,3.8,6.5,1.3,0.1,2.7,2.9,19.9,0.0,110.0,116.0
17,Darrell Armstrong,PG,28.0,ORL,67.0,0.0,1010.0,7.1,18.6,0.383,3.0,9.7,0.304,4.1,8.8,0.47,4.9,5.7,0.868,1.9,2.2,4.1,9.4,3.3,0.5,5.3,6.1,22.1,0.0,103.0,107.0
18,Vincent Askew,SG,30.0,TOT,43.0,0.0,838.0,5.2,12.0,0.435,0.5,1.5,0.292,4.8,10.4,0.457,4.5,5.7,0.795,1.6,4.7,6.3,5.8,1.1,0.4,3.0,7.9,15.4,0.0,107.0,108.0
19,Vincent Askew,SG,30.0,NJN,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.0,0.0,0.0,119.0
20,Vincent Askew,SG,30.0,IND,41.0,0.0,822.0,5.2,12.0,0.432,0.5,1.6,0.292,4.7,10.4,0.453,4.5,5.6,0.791,1.6,4.8,6.4,5.9,1.1,0.4,2.8,8.0,15.3,0.0,109.0,108.0
21,Vincent Askew,SG,30.0,DEN,1.0,0.0,9.0,11.5,17.3,0.667,0.0,0.0,0.0,11.5,17.3,0.667,11.5,11.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1,0.0,34.6,0.0,66.0,120.0
22,Keith Askins,SF,29.0,MIA,78.0,30.0,1773.0,4.2,9.8,0.433,2.1,5.3,0.401,2.1,4.5,0.469,1.2,1.8,0.672,2.6,5.7,8.3,2.3,1.6,0.6,1.8,6.0,11.8,0.0,111.0,102.0
23,Stacey Augmon,SG,28.0,TOT,60.0,10.0,942.0,6.0,12.6,0.477,0.0,0.0,0.0,6.0,12.6,0.477,4.0,5.6,0.711,2.7,5.2,7.9,3.2,2.4,1.0,3.7,5.0,16.0,0.0,100.0,103.0
24,Stacey Augmon,SG,28.0,DET,20.0,3.0,292.0,6.0,15.0,0.403,0.0,0.0,0.0,6.0,15.0,0.403,5.4,8.0,0.683,2.7,6.8,9.5,2.9,1.9,1.9,5.3,5.6,17.5,0.0,87.0,103.0
25,Stacey Augmon,SG,28.0,POR,40.0,7.0,650.0,6.0,11.6,0.517,0.0,0.0,0.0,6.0,11.6,0.517,3.3,4.5,0.732,2.7,4.5,7.2,3.3,2.6,0.6,3.0,4.7,15.3,0.0,108.0,104.0
26,Isaac Austin,C,27.0,MIA,82.0,17.0,1881.0,9.3,18.5,0.502,0.0,0.1,0.0,9.3,18.4,0.505,4.3,6.5,0.664,3.9,9.9,13.8,2.9,1.3,1.2,4.7,7.1,22.9,0.0,99.0,99.0
28,Vin Baker,PF,25.0,MIL,78.0,78.0,3159.0,10.7,21.2,0.505,0.3,0.9,0.278,10.5,20.3,0.515,6.1,8.8,0.687,4.5,9.1,13.6,3.6,1.4,1.9,4.2,4.7,27.8,0.0,108.0,106.0
29,Charles Barkley*,PF,33.0,HOU,53.0,53.0,2009.0,8.7,18.0,0.484,1.5,5.3,0.283,7.2,12.7,0.569,7.5,10.8,0.694,5.5,13.1,18.7,6.5,1.8,0.7,3.9,4.0,26.5,0.0,117.0,100.0
30,Dana Barros,PG,29.0,BOS,24.0,8.0,708.0,7.8,17.9,0.435,3.0,7.4,0.41,4.7,10.5,0.453,2.6,3.0,0.86,0.4,3.0,3.4,5.7,1.8,0.4,2.8,2.4,21.2,0.0,109.0,114.0
31,Brent Barry,SG,25.0,LAC,59.0,0.0,1094.0,7.4,18.2,0.409,2.7,8.3,0.324,4.8,9.9,0.481,3.7,4.5,0.817,1.4,3.8,5.3,7.4,2.5,0.7,3.7,4.2,21.2,0.0,107.0,109.0
32,Jon Barry,SG,27.0,ATL,58.0,8.0,965.0,5.7,14.1,0.407,2.8,7.1,0.387,3.0,7.0,0.426,2.1,2.6,0.804,1.5,4.2,5.7,6.6,3.2,0.2,3.4,3.2,16.3,0.0,108.0,103.0
33,Benoit Benjamin,C,32.0,TOR,4.0,3.0,44.0,6.0,14.5,0.417,0.0,0.0,0.0,6.0,14.5,0.417,3.6,4.8,0.75,3.6,7.2,10.8,1.2,1.2,0.0,2.4,6.0,15.7,0.0,99.0,110.0
34,Elmer Bennett,PG,26.0,TOT,9.0,0.0,75.0,4.2,13.2,0.316,2.1,6.2,0.333,2.1,6.9,0.3,4.9,6.9,0.7,0.0,2.8,2.8,7.6,2.8,0.0,6.9,4.9,15.3,0.0,82.0,111.0
35,Elmer Bennett,PG,26.0,HOU,4.0,0.0,16.0,6.5,19.6,0.333,3.3,9.8,0.333,3.3,9.8,0.333,16.4,19.6,0.833,0.0,3.3,3.3,13.1,6.5,0.0,0.0,3.3,32.7,0.0,144.0,98.0
36,Elmer Bennett,PG,26.0,DEN,5.0,0.0,59.0,3.5,11.4,0.308,1.8,5.3,0.333,1.8,6.2,0.286,1.8,3.5,0.5,0.0,2.6,2.6,6.2,1.8,0.0,8.8,5.3,10.6,0.0,60.0,114.0
37,Travis Best,PG,24.0,IND,76.0,46.0,2064.0,7.2,16.2,0.442,1.5,4.1,0.368,5.7,12.2,0.467,3.9,5.1,0.756,0.9,3.4,4.3,8.3,2.6,0.1,4.0,5.8,19.7,0.0,105.0,106.0
38,Mookie Blaylock,PG,29.0,ATL,78.0,78.0,3056.0,9.1,21.0,0.432,4.0,10.9,0.366,5.1,10.0,0.505,2.4,3.1,0.753,2.1,5.4,7.5,8.4,3.8,0.4,3.3,2.6,24.5,0.0,115.0,100.0
39,Corie Blount,PF,28.0,LAL,58.0,18.0,1009.0,4.8,9.3,0.514,0.1,0.2,0.333,4.7,9.2,0.517,2.9,4.3,0.675,5.9,8.5,14.4,1.8,1.1,1.4,2.6,6.3,12.6,0.0,112.0,104.0
40,Muggsy Bogues,PG,32.0,CHH,65.0,65.0,1880.0,5.9,12.8,0.46,1.7,4.2,0.417,4.2,8.6,0.482,1.6,1.8,0.844,0.7,3.3,4.1,13.5,2.4,0.1,3.1,3.3,15.0,0.0,119.0,111.0
41,Dexter Boney,SG,26.0,PHO,8.0,0.0,48.0,6.4,20.4,0.316,1.1,6.4,0.167,5.4,13.9,0.385,6.4,8.6,0.75,3.2,3.2,6.4,0.0,2.1,1.1,1.1,3.2,20.4,0.0,95.0,110.0
42,Melvin Booker,PG,24.0,TOT,21.0,4.0,430.0,5.6,12.7,0.438,1.5,4.5,0.324,4.1,8.3,0.5,2.2,2.4,0.9,0.8,2.7,3.5,6.4,0.4,0.2,3.3,3.4,14.8,0.0,105.0,118.0
43,Melvin Booker,PG,24.0,DEN,5.0,0.0,21.0,4.9,9.9,0.5,2.5,4.9,0.5,2.5,4.9,0.5,0.0,0.0,0.0,0.0,2.5,2.5,7.4,0.0,0.0,17.3,0.0,12.4,0.0,51.0,118.0
44,Melvin Booker,PG,24.0,GSW,16.0,4.0,409.0,5.6,12.9,0.436,1.4,4.5,0.314,4.2,8.4,0.5,2.3,2.6,0.9,0.9,2.7,3.6,6.4,0.4,0.3,2.6,3.6,14.9,0.0,110.0,118.0
45,Bruce Bowen,SF,25.0,MIA,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.4,0.0,0.0,0.0,0.0,0.0,60.0
46,Donnie Boyce,SG,23.0,ATL,22.0,2.0,154.0,7.5,22.6,0.333,0.7,5.7,0.125,6.8,16.9,0.404,3.9,7.9,0.5,2.5,2.9,5.4,4.7,3.6,1.4,5.7,6.1,19.7,0.0,77.0,102.0
47,Shawn Bradley,C,24.0,TOT,73.0,70.0,2288.0,9.4,20.9,0.449,0.0,0.2,0.0,9.4,20.7,0.453,3.4,5.3,0.654,5.1,9.0,14.1,1.2,0.9,5.7,3.1,5.5,22.2,0.0,98.0,105.0
