,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
0,Shareef Abdur-Rahim,PF,29.0,SAC,72.0,30.0,1961.0,8.8,16.8,0.525,0.1,0.6,0.227,8.7,16.2,0.536,5.8,7.4,0.784,2.8,6.7,9.5,4.0,1.3,1.1,2.9,6.0,23.6,0.0,115.0,105.0
1,Alex Acker,SG,23.0,DET,5.0,0.0,35.0,6.3,25.3,0.25,1.6,7.9,0.2,4.7,17.4,0.273,0.0,0.0,0.0,1.6,6.3,7.9,6.3,1.6,0.0,6.3,6.3,14.2,0.0,61.0,105.0
2,Malik Allen,PF,27.0,CHI,54.0,20.0,701.0,8.9,18.2,0.49,0.1,0.1,1.0,8.8,18.1,0.488,1.7,2.8,0.605,3.2,7.1,10.3,1.5,1.0,1.2,2.5,6.8,19.6,0.0,98.0,104.0
3,Ray Allen*,SG,30.0,SEA,78.0,78.0,3022.0,11.8,26.0,0.454,4.7,11.3,0.412,7.1,14.7,0.486,5.6,6.2,0.903,1.2,4.5,5.8,5.0,1.8,0.3,3.3,2.6,33.9,0.0,118.0,116.0
4,Tony Allen,PG,24.0,BOS,51.0,9.0,978.0,6.9,14.6,0.471,0.6,1.8,0.324,6.3,12.8,0.492,5.3,7.1,0.746,1.7,4.2,5.9,3.6,2.7,1.0,3.6,6.7,19.6,0.0,103.0,106.0
5,Rafer Alston,PG,29.0,HOU,63.0,63.0,2431.0,6.3,16.6,0.379,2.3,7.0,0.327,4.0,9.6,0.418,2.2,3.2,0.692,0.8,4.9,5.7,9.5,2.3,0.3,3.5,4.4,17.1,0.0,99.0,104.0
6,Chris Andersen,C,27.0,NOK,32.0,2.0,570.0,5.3,9.3,0.571,0.0,0.0,0.0,5.3,9.3,0.571,4.6,9.8,0.476,5.8,8.9,14.7,0.6,0.8,3.9,2.5,8.0,15.2,0.0,109.0,104.0
7,Alan Anderson,SF,23.0,CHA,36.0,7.0,564.0,6.8,16.5,0.414,2.2,5.3,0.414,4.6,11.2,0.415,3.0,3.7,0.805,2.1,4.3,6.4,2.9,1.0,0.4,2.9,4.4,18.9,0.0,101.0,111.0
8,Derek Anderson,SG,31.0,TOT,43.0,11.0,1047.0,5.5,15.5,0.356,2.0,6.9,0.299,3.5,8.6,0.402,4.8,5.7,0.838,1.1,6.2,7.3,5.2,1.2,0.3,2.8,5.0,17.9,0.0,102.0,106.0
9,Derek Anderson,SG,31.0,HOU,20.0,8.0,582.0,6.4,16.2,0.393,1.8,6.3,0.284,4.6,9.9,0.462,5.7,6.8,0.836,1.1,6.7,7.8,5.0,1.4,0.4,3.5,4.6,20.2,0.0,102.0,105.0
10,Derek Anderson,SG,31.0,MIA,23.0,3.0,465.0,4.5,14.7,0.308,2.4,7.6,0.313,2.1,7.1,0.302,3.6,4.3,0.842,1.0,5.7,6.8,5.4,0.9,0.2,1.9,5.5,15.0,0.0,102.0,107.0
11,Shandon Anderson,SF,32.0,MIA,48.0,1.0,638.0,4.4,10.4,0.429,0.4,1.6,0.263,4.0,8.8,0.458,1.1,1.5,0.722,1.5,5.2,6.7,2.5,1.4,0.5,2.0,6.2,10.4,0.0,95.0,106.0
12,Martynas Andriuskevicius,C,19.0,CLE,6.0,0.0,9.0,0.0,5.9,0.0,0.0,0.0,0.0,0.0,5.9,0.0,0.0,0.0,0.0,5.9,17.8,23.8,0.0,11.9,0.0,0.0,5.9,0.0,0.0,64.0,78.0
13,Carmelo Anthony,SF,21.0,DEN,80.0,80.0,2941.0,13.1,27.3,0.481,0.6,2.6,0.243,12.5,24.7,0.506,10.0,12.3,0.808,2.1,4.7,6.8,3.8,1.5,0.7,3.8,4.0,36.9,0.0,110.0,108.0
14,Rafael Araujo,C,25.0,TOR,52.0,34.0,601.0,4.6,12.7,0.366,0.0,0.1,0.0,4.6,12.6,0.368,1.3,2.5,0.536,3.8,8.9,12.6,1.3,2.1,0.5,3.7,9.1,10.6,0.0,77.0,110.0
15,Gilbert Arenas,PG,24.0,WAS,80.0,80.0,3384.0,11.5,25.6,0.447,3.1,8.3,0.369,8.4,17.3,0.485,10.1,12.3,0.82,0.9,3.4,4.3,7.4,2.5,0.4,4.6,4.4,36.1,0.0,115.0,108.0
16,Trevor Ariza,SF,20.0,TOT,57.0,10.0,999.0,5.0,12.1,0.412,0.1,0.3,0.2,4.9,11.8,0.416,4.1,6.8,0.606,4.2,7.5,11.6,3.3,3.0,0.6,3.3,5.3,14.1,0.0,96.0,106.0
17,Trevor Ariza,SF,20.0,NYK,36.0,10.0,709.0,4.5,10.9,0.418,0.1,0.2,0.333,4.5,10.7,0.42,3.1,5.7,0.545,3.7,6.6,10.2,3.4,3.2,0.7,3.4,5.8,12.3,0.0,92.0,107.0
18,Trevor Ariza,SF,20.0,ORL,21.0,0.0,290.0,6.0,15.0,0.4,0.0,0.4,0.0,6.0,14.6,0.41,6.6,9.4,0.7,5.4,9.7,15.2,2.8,2.6,0.4,3.0,4.1,18.6,0.0,104.0,104.0
