,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
0,Kareem Abdul-Jabbar*,C,38.0,LAL,79.0,79.0,2629.0,13.4,23.8,0.564,0.0,0.0,0.0,13.4,23.7,0.565,6.0,7.8,0.765,2.4,6.1,8.5,5.0,1.2,2.3,3.6,4.4,32.8,0.0,118.0,106.0
1,Alvan Adams,C,31.0,PHO,78.0,45.0,2005.0,7.8,15.5,0.502,0.0,0.0,0.0,7.8,15.5,0.504,3.6,4.6,0.783,3.4,7.5,10.9,7.4,2.4,1.1,4.7,6.2,19.2,0.0,104.0,105.0
2,Michael Adams,PG,23.0,SAC,18.0,0.0,139.0,5.4,14.9,0.364,0.0,1.0,0.0,5.4,13.9,0.39,2.7,4.1,0.667,0.7,1.4,2.0,7.5,3.0,0.3,3.7,3.0,13.5,0.0,86.0,109.0
3,Mark Aguirre,SF,26.0,DAL,74.0,73.0,2501.0,12.5,24.9,0.503,0.3,1.1,0.286,12.2,23.9,0.513,6.0,8.5,0.705,3.3,5.0,8.4,6.4,1.2,0.3,4.7,4.3,31.4,0.0,107.0,113.0
4,Danny Ainge,SG,26.0,BOS,80.0,78.0,2407.0,7.0,13.8,0.504,0.5,1.4,0.356,6.4,12.4,0.521,2.4,2.7,0.904,0.9,3.7,4.6,8.0,1.9,0.1,2.5,4.0,16.8,0.0,115.0,105.0
5,Ron Anderson,SF,27.0,TOT,77.0,30.0,1676.0,8.8,17.8,0.494,0.1,0.3,0.222,8.7,17.6,0.498,2.4,3.6,0.669,3.7,4.1,7.8,4.1,1.6,0.2,2.3,3.5,20.1,0.0,107.0,108.0
6,Ron Anderson,SF,27.0,CLE,17.0,3.0,207.0,8.4,16.9,0.5,0.0,0.2,0.0,8.4,16.7,0.507,2.7,3.7,0.75,1.1,4.8,5.9,1.8,0.2,0.0,1.4,4.6,19.6,0.0,109.0,113.0
7,Ron Anderson,SF,27.0,IND,60.0,27.0,1469.0,8.8,17.9,0.493,0.1,0.3,0.25,8.8,17.7,0.496,2.4,3.6,0.658,4.0,4.0,8.0,4.4,1.8,0.2,2.5,3.4,20.1,0.0,107.0,108.0
8,John Bagley,PG,25.0,CLE,78.0,77.0,2472.0,7.0,16.5,0.423,0.2,0.7,0.243,6.8,15.8,0.431,3.2,4.1,0.791,1.5,3.8,5.3,14.0,2.3,0.2,4.6,3.2,17.4,0.0,102.0,109.0
9,James Bailey,PF,28.0,NYK,48.0,36.0,1245.0,7.9,17.3,0.456,0.0,0.2,0.0,7.9,17.2,0.46,5.0,6.5,0.772,4.0,9.1,13.1,2.0,1.3,1.6,3.9,8.1,20.8,0.0,98.0,103.0
10,Thurl Bailey,PF,24.0,UTA,82.0,13.0,2358.0,9.5,21.2,0.448,0.0,0.1,0.0,9.5,21.1,0.451,4.5,5.5,0.83,2.9,6.8,9.7,3.0,0.8,2.2,2.8,3.2,23.6,0.0,102.0,105.0
11,Greg Ballard,SF,31.0,GSW,75.0,14.0,1792.0,7.0,14.7,0.477,0.4,0.9,0.486,6.6,13.8,0.477,2.6,3.2,0.802,3.4,7.3,10.7,2.1,1.7,0.2,1.4,4.5,17.0,0.0,115.0,111.0
12,Gene Banks,SF,26.0,CHI,82.0,33.0,2139.0,8.0,15.5,0.517,0.0,0.4,0.0,8.0,15.1,0.532,4.1,5.7,0.718,4.0,4.1,8.1,5.6,1.8,0.2,3.1,4.8,20.1,0.0,114.0,113.0
13,Ken Bannister,PF,25.0,NYK,70.0,15.0,1405.0,8.1,16.6,0.491,0.0,0.0,0.0,8.1,16.6,0.492,4.5,8.6,0.526,3.1,8.1,11.2,1.5,1.5,0.8,4.5,7.2,20.8,0.0,91.0,104.0
14,Charles Barkley*,PF,22.0,PHI,80.0,80.0,2952.0,9.6,16.8,0.572,0.3,1.2,0.227,9.4,15.6,0.598,6.4,9.4,0.685,5.7,10.9,16.6,5.0,2.8,2.0,5.7,5.4,25.9,0.0,111.0,100.0
15,John Battle,SG,23.0,ATL,64.0,0.0,639.0,7.6,16.7,0.455,0.0,0.5,0.0,7.6,16.2,0.47,5.6,7.7,0.728,0.9,3.8,4.7,5.6,1.7,0.2,3.5,6.0,20.8,0.0,104.0,108.0
16,Benoit Benjamin,C,21.0,LAC,79.0,37.0,2088.0,7.3,14.8,0.49,0.0,0.1,0.333,7.2,14.7,0.491,5.1,6.9,0.746,3.6,9.8,13.4,1.8,1.4,4.6,3.2,6.4,19.7,0.0,106.0,107.0
17,Kent Benson,C,31.0,DET,72.0,51.0,1344.0,6.9,14.2,0.484,0.0,0.1,0.5,6.9,14.2,0.484,2.3,2.8,0.795,4.0,8.8,12.9,2.7,2.0,1.7,2.0,6.7,16.1,0.0,110.0,104.0
18,Larry Bird*,SF,29.0,BOS,82.0,81.0,3113.0,12.1,24.5,0.496,1.2,3.0,0.423,10.9,21.5,0.506,6.7,7.5,0.896,2.9,9.4,12.3,8.5,2.5,0.8,4.1,2.8,32.2,0.0,117.0,99.0
19,Otis Birdsong,SG,30.0,NJN,77.0,74.0,2395.0,10.5,20.5,0.513,0.2,0.4,0.364,10.4,20.1,0.516,2.4,4.1,0.581,1.7,2.2,3.9,5.1,1.6,0.3,3.5,4.4,23.5,0.0,103.0,110.0
20,Uwe Blab,C,23.0,DAL,48.0,0.0,409.0,5.1,10.8,0.468,0.0,0.0,0.0,5.1,10.8,0.468,4.1,7.7,0.537,2.9,7.6,10.5,2.0,0.3,1.4,3.2,7.5,14.2,0.0,95.0,111.0
21,Rolando Blackman,SG,26.0,DAL,82.0,81.0,2787.0,11.4,22.2,0.514,0.1,0.5,0.138,11.3,21.7,0.522,6.8,8.1,0.836,1.5,3.4,4.9,4.6,1.3,0.4,3.2,2.3,29.7,0.0,114.0,113.0
23,Manute Bol,C,23.0,WSB,80.0,60.0,2090.0,3.0,6.4,0.46,0.0,0.0,0.0,3.0,6.4,0.462,1.0,2.0,0.488,2.9,8.2,11.1,0.5,0.6,9.2,1.5,5.9,6.9,0.0,95.0,99.0
24,Sam Bowie,C,24.0,POR,38.0,34.0,1132.0,6.8,14.0,0.484,0.0,0.0,0.0,6.8,14.0,0.484,4.6,6.5,0.708,3.8,9.5,13.3,4.0,0.9,3.9,3.6,5.8,18.2,0.0,106.0,105.0
25,Dudley Bradley,SG,28.0,WSB,70.0,7.0,842.0,4.2,12.0,0.349,1.0,3.9,0.25,3.2,8.1,0.397,1.8,3.2,0.571,1.4,4.1,5.5,6.2,4.9,0.2,2.5,5.8,11.2,0.0,91.0,101.0
