,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
0,Tariq Abdul-Wahad,SG,28.0,DAL,14.0,0.0,204.0,6.9,14.7,0.466,0.0,0.3,0.0,6.9,14.5,0.474,0.8,1.5,0.5,3.6,6.6,10.2,5.3,1.5,0.8,1.8,6.6,14.5,0.0,106.0,103.0
1,Shareef Abdur-Rahim,PF,26.0,ATL,81.0,81.0,3087.0,9.7,20.2,0.478,0.4,1.0,0.35,9.3,19.2,0.485,7.8,9.2,0.841,3.0,8.6,11.6,4.1,1.5,0.6,3.6,4.1,27.5,0.0,111.0,106.0
2,Courtney Alexander,PG,25.0,NOH,66.0,7.0,1360.0,7.6,19.9,0.382,0.8,2.3,0.333,6.9,17.7,0.388,4.7,5.8,0.808,1.5,3.1,4.7,3.1,1.2,0.2,2.7,4.9,20.7,0.0,96.0,106.0
3,Malik Allen,PF,24.0,MIA,80.0,73.0,2318.0,7.9,18.6,0.424,0.0,0.1,0.0,7.9,18.5,0.426,2.3,2.9,0.802,3.2,6.9,10.0,1.3,0.9,1.8,3.0,5.5,18.1,0.0,89.0,103.0
4,Ray Allen*,SG,27.0,TOT,76.0,75.0,2880.0,11.1,25.4,0.439,3.7,9.9,0.377,7.4,15.5,0.478,5.9,6.4,0.916,1.8,5.3,7.1,6.2,1.9,0.3,3.7,4.1,31.9,0.0,111.0,108.0
5,Ray Allen*,SG,27.0,MIL,47.0,46.0,1683.0,11.1,25.3,0.437,3.9,9.8,0.395,7.2,15.5,0.463,5.6,6.2,0.913,1.4,5.5,6.9,5.2,1.8,0.3,3.7,4.7,31.6,0.0,109.0,110.0
6,Ray Allen*,SG,27.0,SEA,29.0,29.0,1197.0,11.2,25.5,0.441,3.6,10.1,0.351,7.7,15.4,0.5,6.3,6.8,0.92,2.2,5.2,7.4,7.7,2.1,0.1,3.7,3.2,32.3,0.0,114.0,105.0
7,Rafer Alston,PG,26.0,TOR,47.0,4.0,980.0,7.6,18.3,0.415,2.8,7.1,0.392,4.8,11.2,0.429,2.0,2.9,0.685,1.1,4.7,5.8,10.5,2.1,0.8,4.7,6.5,19.9,0.0,100.0,108.0
8,John Amaechi,C,32.0,UTA,50.0,1.0,474.0,4.2,13.4,0.314,0.0,0.0,0.0,4.2,13.4,0.314,2.8,5.9,0.481,2.9,5.8,8.7,2.4,1.6,0.8,3.9,5.7,11.2,0.0,73.0,105.0
9,Chris Andersen,C,24.0,DEN,59.0,3.0,907.0,6.6,16.6,0.4,0.0,0.1,0.0,6.6,16.5,0.401,4.5,8.1,0.55,6.3,9.6,15.9,1.9,1.7,3.5,3.5,5.2,17.7,0.0,91.0,97.0
10,Derek Anderson,PG,28.0,POR,76.0,76.0,2556.0,7.5,17.5,0.427,2.4,7.0,0.35,5.0,10.5,0.477,4.9,5.7,0.859,1.1,4.4,5.5,6.8,1.9,0.3,2.7,3.0,22.2,0.0,115.0,105.0
11,Kenny Anderson,PG,32.0,TOT,61.0,2.0,1135.0,7.8,18.2,0.427,0.0,0.3,0.143,7.7,17.9,0.432,2.1,2.7,0.789,1.5,4.8,6.3,9.5,2.8,0.2,3.6,5.1,17.8,0.0,98.0,103.0
12,Kenny Anderson,PG,32.0,SEA,38.0,1.0,689.0,8.1,18.4,0.44,0.0,0.4,0.0,8.1,18.0,0.449,2.3,2.8,0.829,1.3,5.5,6.9,9.6,3.2,0.1,2.6,5.0,18.4,0.0,104.0,103.0
