,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Tariq Abdul-Wahad,SG,24.0,SAC,49.0,49.0,1205.0,5.3,12.2,0.435,0.2,0.6,0.286,5.1,11.5,0.443,2.8,4.1,0.691,2.2,3.4,5.6,1.5,1.5,0.5,2.1,3.6,13.6
1,Shareef Abdur-Rahim,SF,22.0,VAN,50.0,50.0,2021.0,6.9,15.9,0.432,0.2,0.6,0.306,6.7,15.3,0.438,6.6,7.8,0.841,2.0,4.6,6.7,3.1,1.2,1.0,3.3,2.4,20.5
2,Cory Alexander,PG,25.0,DEN,36.0,4.0,778.0,4.5,12.0,0.373,1.4,4.9,0.286,3.1,7.2,0.432,1.7,2.0,0.841,0.3,3.1,3.4,5.5,1.6,0.2,3.2,3.6,12.1
3,Ray Allen*,SG,23.0,MIL,50.0,50.0,1719.0,6.3,14.1,0.45,1.5,4.4,0.356,4.8,9.7,0.492,3.7,4.1,0.903,1.2,3.2,4.4,3.7,1.1,0.1,2.6,2.5,17.9
4,Peter Aluma,C,25.0,SAC,2.0,0.0,5.0,7.2,14.4,0.5,0.0,0.0,0.0,7.2,14.4,0.5,0.0,0.0,0.0,7.2,7.2,14.4,0.0,7.2,7.2,14.4,28.8,14.4
5,Derek Anderson,SG,24.0,CLE,38.0,13.0,978.0,4.6,11.6,0.398,0.8,2.5,0.304,3.8,9.0,0.424,5.1,6.1,0.836,0.7,3.3,4.0,5.3,1.8,0.1,3.0,2.7,15.1
6,Kenny Anderson,PG,28.0,BOS,34.0,33.0,1010.0,5.7,12.7,0.451,0.2,0.9,0.25,5.5,11.9,0.465,3.0,3.6,0.832,0.9,2.8,3.7,6.9,1.2,0.1,2.5,2.8,14.7
7,Nick Anderson,SF,31.0,ORL,47.0,39.0,1581.0,5.8,14.6,0.395,2.2,6.3,0.347,3.6,8.3,0.433,2.3,3.7,0.611,1.2,5.1,6.3,2.1,1.5,0.3,1.9,1.6,16.0
8,Shandon Anderson,SG,25.0,UTA,50.0,2.0,1072.0,5.4,12.2,0.446,0.5,1.4,0.341,5.0,10.8,0.46,3.0,4.2,0.712,1.6,2.8,4.4,1.9,1.3,0.3,2.2,3.0,14.3
9,Chris Anstey,C,24.0,DAL,41.0,4.0,470.0,3.8,10.6,0.36,0.0,0.5,0.0,3.8,10.1,0.379,2.6,3.7,0.708,2.7,4.7,7.4,2.1,1.4,1.0,2.0,7.5,10.3
10,Greg Anthony,PG,31.0,POR,50.0,0.0,806.0,4.6,11.2,0.414,2.2,5.6,0.392,2.5,5.6,0.437,2.8,4.0,0.697,0.6,2.2,2.8,4.5,2.9,0.1,2.5,3.3,14.2
11,B.J. Armstrong,PG,31.0,TOT,32.0,1.0,358.0,4.0,8.8,0.455,0.7,1.5,0.467,3.3,7.3,0.452,1.8,2.1,0.857,0.2,3.7,3.9,6.1,1.2,0.0,2.5,3.1,10.6
12,B.J. Armstrong,PG,31.0,CHH,10.0,1.0,178.0,4.2,8.7,0.488,1.2,1.6,0.75,3.0,7.1,0.429,1.8,2.0,0.9,0.2,3.0,3.2,5.5,0.6,0.0,2.0,3.2,11.5
13,B.J. Armstrong,PG,31.0,ORL,22.0,0.0,180.0,3.8,9.0,0.422,0.2,1.4,0.143,3.6,7.6,0.474,1.8,2.2,0.818,0.2,4.4,4.6,6.8,1.8,0.0,3.0,3.0,9.6
14,Darrell Armstrong,PG,30.0,ORL,50.0,15.0,1502.0,5.5,12.5,0.441,1.7,4.5,0.365,3.9,8.0,0.483,3.9,4.3,0.904,1.3,3.0,4.3,8.0,2.6,0.1,3.8,2.2,16.5
15,Keith Askins,SF,31.0,MIA,33.0,13.0,415.0,1.7,5.4,0.323,0.7,2.5,0.276,1.0,2.9,0.364,0.4,0.7,0.625,0.9,2.9,3.8,0.9,1.5,0.3,1.1,5.0,4.6
16,Stacey Augmon,SF,30.0,POR,48.0,21.0,874.0,3.2,7.2,0.448,0.0,0.1,0.0,3.2,7.1,0.453,2.1,3.1,0.684,1.9,3.2,5.1,2.4,2.3,0.7,1.2,3.3,8.6
17,Isaac Austin,C,29.0,ORL,49.0,49.0,1259.0,5.3,13.0,0.408,0.1,0.2,0.286,5.2,12.8,0.41,3.0,4.5,0.669,2.4,4.4,6.8,2.5,1.3,1.0,3.3,3.6,13.6
18,Anthony Avent,PF,29.0,UTA,5.0,0.0,44.0,3.3,10.6,0.308,0.0,0.0,0.0,3.3,10.6,0.308,0.8,1.6,0.5,6.5,3.3,9.8,0.8,1.6,0.0,5.7,4.9,7.4
19,Thurl Bailey,PF,37.0,UTA,43.0,0.0,543.0,5.2,11.6,0.446,0.0,0.1,0.0,5.2,11.5,0.451,1.7,2.3,0.735,2.4,3.8,6.2,1.7,0.6,1.9,1.8,5.2,12.0
20,Toby Bailey,SG,23.0,PHO,27.0,10.0,249.0,4.9,12.4,0.395,0.1,0.7,0.2,4.8,11.7,0.407,1.3,1.9,0.692,3.5,4.3,7.8,1.9,1.3,0.3,1.6,3.5,11.3
21,LaMark Baker,PG,29.0,TOR,1.0,0.0,2.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0
23,Vin Baker,PF,27.0,SEA,34.0,31.0,1162.0,6.1,13.5,0.453,0.0,0.1,0.0,6.1,13.4,0.456,2.2,5.0,0.45,2.7,3.9,6.5,1.7,1.0,1.1,2.4,3.7,14.5
24,Charles Barkley*,PF,35.0,HOU,42.0,40.0,1526.0,5.7,11.8,0.478,0.1,0.6,0.16,5.6,11.3,0.495,4.5,6.3,0.719,3.9,8.2,12.2,4.5,1.0,0.3,2.4,2.1,15.9
25,Dana Barros,PG,31.0,BOS,50.0,16.0,1156.0,5.2,11.6,0.453,2.0,5.0,0.4,3.2,6.6,0.493,2.0,2.3,0.877,0.5,2.8,3.3,6.5,1.6,0.2,2.7,2.0,14.4
26,Brent Barry,SG,27.0,CHI,37.0,30.0,1181.0,4.3,10.9,0.396,1.6,5.2,0.302,2.7,5.6,0.484,2.4,3.1,0.772,1.2,3.2,4.4,3.5,1.3,0.3,2.2,3.0,12.6
27,Drew Barry,SG,25.0,SEA,17.0,0.0,183.0,2.0,6.3,0.313,1.6,4.7,0.333,0.4,1.6,0.25,1.8,2.6,0.692,0.6,3.3,3.9,5.7,1.4,0.2,2.4,4.7,7.3
28,Jon Barry,SG,29.0,SAC,43.0,0.0,736.0,2.9,6.8,0.428,1.2,3.9,0.304,1.7,2.9,0.593,3.5,4.1,0.845,1.2,3.5,4.7,5.5,2.6,0.2,2.3,3.0,10.4
29,Tony Battie,C,22.0,BOS,50.0,15.0,1121.0,4.7,9.1,0.519,0.0,0.1,0.0,4.7,9.0,0.525,1.3,2.0,0.672,3.1,6.6,9.6,1.7,0.9,2.3,1.4,5.1,10.8
