,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
0,Quincy Acy,PF,24.0,NYK,68.0,22.0,1287.0,6.2,13.5,0.459,0.7,2.5,0.3,5.5,11.1,0.494,3.1,4.0,0.784,3.2,9.1,12.3,2.8,1.1,0.9,2.5,6.0,16.3,0.0,105.0,109.0
1,Jordan Adams,SG,20.0,MEM,30.0,0.0,248.0,7.4,18.1,0.407,2.1,5.3,0.4,5.3,12.8,0.41,2.9,4.8,0.609,1.9,4.0,5.9,3.4,3.4,1.5,2.9,5.1,19.8,0.0,96.0,100.0
2,Steven Adams,C,21.0,OKC,70.0,67.0,1771.0,6.1,11.3,0.544,0.0,0.1,0.0,6.1,11.2,0.547,2.9,5.8,0.502,5.6,9.2,14.8,1.9,1.1,2.4,2.8,6.3,15.2,0.0,108.0,104.0
3,Jeff Adrien,PF,28.0,MIN,17.0,0.0,215.0,4.5,10.4,0.432,0.0,0.0,0.0,4.5,10.4,0.432,5.2,9.0,0.579,5.4,12.8,18.2,3.5,0.9,2.1,2.1,7.1,14.2,0.0,109.0,108.0
4,Arron Afflalo,SG,29.0,TOT,78.0,72.0,2502.0,7.5,17.8,0.424,2.4,6.7,0.354,5.2,11.1,0.466,3.4,4.0,0.843,0.5,4.4,5.0,2.6,0.8,0.1,2.3,3.4,20.8,0.0,103.0,111.0
5,Arron Afflalo,SG,29.0,DEN,53.0,53.0,1750.0,8.0,18.8,0.428,2.3,6.9,0.337,5.7,11.8,0.481,3.6,4.3,0.841,0.6,4.5,5.1,2.9,0.9,0.1,2.4,3.1,22.0,0.0,104.0,112.0
6,Arron Afflalo,SG,29.0,POR,25.0,19.0,752.0,6.4,15.4,0.414,2.4,6.1,0.4,3.9,9.3,0.423,2.7,3.2,0.851,0.4,4.1,4.5,1.9,0.6,0.1,2.2,4.0,17.9,0.0,100.0,108.0
7,Alexis Ajinca,C,26.0,NOP,68.0,8.0,957.0,9.9,18.1,0.55,0.0,0.0,0.0,9.9,18.1,0.55,4.4,5.4,0.818,5.7,11.6,17.3,2.6,1.2,2.8,3.8,8.3,24.3,0.0,113.0,103.0
8,Furkan Aldemir,PF,23.0,PHI,41.0,9.0,540.0,3.7,7.2,0.513,0.0,0.5,0.0,3.7,6.8,0.548,1.2,2.5,0.481,7.2,9.1,16.3,2.6,1.6,1.5,1.6,8.9,8.6,0.0,117.0,104.0
9,Cole Aldrich,C,26.0,NYK,61.0,16.0,976.0,7.8,16.2,0.478,0.0,0.0,0.0,7.8,16.2,0.478,2.7,3.5,0.781,5.4,12.8,18.2,4.0,2.0,3.5,3.2,6.6,18.2,0.0,104.0,102.0
