,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Kareem Abdul-Jabbar*,C,32.0,LAL,82.0,0.0,3143.0,9.6,15.8,0.604,0.0,0.0,0.0,9.6,15.8,0.604,4.2,5.5,0.765,2.2,8.0,10.1,4.2,0.9,3.2,3.4,2.5,23.3
1,Tom Abernethy,PF,25.0,GSW,67.0,0.0,1222.0,4.5,9.4,0.481,0.0,0.0,0.0,4.5,9.3,0.483,1.6,2.4,0.683,1.8,3.8,5.6,2.6,1.0,0.4,1.1,3.5,10.7
2,Alvan Adams,C,25.0,PHO,75.0,0.0,2168.0,7.7,14.5,0.531,0.0,0.0,0.0,7.7,14.5,0.533,3.1,3.9,0.797,2.6,7.5,10.1,5.3,1.8,0.9,3.6,3.9,18.6
3,Tiny Archibald*,PG,31.0,BOS,80.0,80.0,2864.0,4.8,10.0,0.482,0.1,0.2,0.222,4.8,9.8,0.488,4.5,5.5,0.83,0.7,1.7,2.5,8.4,1.3,0.1,3.0,2.7,14.2
4,Dennis Awtrey,C,31.0,CHI,26.0,0.0,560.0,1.7,3.9,0.45,0.0,0.0,0.0,1.7,3.9,0.45,2.1,3.2,0.64,1.9,5.5,7.4,2.6,0.8,1.0,1.7,4.2,5.5
5,Gus Bailey,SG,28.0,WSB,20.0,0.0,180.0,3.2,7.0,0.457,0.2,0.2,1.0,3.0,6.8,0.441,1.0,2.6,0.385,1.2,4.4,5.6,5.2,1.4,0.8,2.2,3.6,7.6
6,James Bailey,PF,22.0,SEA,67.0,0.0,726.0,6.0,13.4,0.45,0.0,0.0,0.0,6.0,13.4,0.45,3.4,5.0,0.673,3.5,6.2,9.8,1.4,1.0,2.7,3.9,5.8,15.5
7,Greg Ballard,SF,25.0,WSB,82.0,0.0,2438.0,8.0,16.3,0.495,0.2,0.7,0.34,7.8,15.6,0.502,2.5,3.4,0.753,3.5,5.9,9.4,2.3,1.3,0.5,2.0,2.9,18.9
8,Mike Bantom,SF,28.0,IND,77.0,0.0,2330.0,5.9,11.7,0.505,0.0,0.0,0.333,5.9,11.7,0.506,2.1,3.2,0.665,3.0,4.1,7.0,4.3,1.3,0.8,2.9,4.1,14.0
9,Marvin Barnes,PF,27.0,SDC,20.0,0.0,287.0,3.0,7.5,0.4,0.0,0.0,0.0,3.0,7.5,0.4,2.0,4.0,0.5,4.3,5.4,9.7,2.3,0.6,1.5,2.3,6.5,8.0
10,Rick Barry*,SF,35.0,HOU,72.0,0.0,1816.0,6.4,15.3,0.422,1.4,4.4,0.33,5.0,10.9,0.458,2.8,3.0,0.935,1.1,3.6,4.7,5.3,1.6,0.6,3.0,3.6,17.2
11,Tim Bassett,PF,28.0,TOT,12.0,0.0,164.0,2.6,7.5,0.353,0.0,0.0,0.0,2.6,7.5,0.353,2.2,3.3,0.667,2.4,4.8,7.2,3.1,1.8,0.0,2.0,5.9,7.5
12,Tim Bassett,PF,28.0,NJN,7.0,0.0,92.0,3.1,8.6,0.364,0.0,0.0,0.0,3.1,8.6,0.364,3.1,4.7,0.667,2.7,4.3,7.0,1.6,2.0,0.0,1.6,5.5,9.4
13,Tim Bassett,PF,28.0,SAS,5.0,0.0,72.0,2.0,6.0,0.333,0.0,0.0,0.0,2.0,6.0,0.333,1.0,1.5,0.667,2.0,5.5,7.5,5.0,1.5,0.0,2.5,6.5,5.0
14,Billy Ray Bates,SG,23.0,POR,16.0,0.0,235.0,11.0,22.4,0.493,1.2,2.9,0.421,9.8,19.5,0.504,4.3,6.0,0.718,2.0,2.5,4.4,4.7,2.1,0.3,3.1,4.0,27.6
15,Ron Behagen,PF,29.0,WSB,6.0,0.0,64.0,5.1,12.9,0.391,0.0,0.0,0.0,5.1,12.9,0.391,2.8,3.4,0.833,3.4,4.5,7.9,3.9,0.0,2.3,2.3,7.9,12.9
16,Kent Benson,C,25.0,TOT,73.0,0.0,1891.0,5.7,11.8,0.484,0.0,0.1,0.2,5.7,11.7,0.486,1.9,2.7,0.702,2.4,6.2,8.6,3.4,1.4,1.8,3.0,4.7,13.3
17,Kent Benson,C,25.0,MIL,56.0,0.0,1389.0,5.5,11.2,0.494,0.0,0.0,0.0,5.5,11.1,0.495,1.7,2.5,0.68,2.5,6.1,8.6,3.3,1.4,1.9,2.7,4.6,12.8
18,Kent Benson,C,25.0,DET,17.0,0.0,502.0,6.2,13.4,0.46,0.1,0.3,0.25,6.1,13.1,0.464,2.4,3.2,0.75,2.2,6.5,8.6,3.7,1.4,1.3,3.7,4.9,14.8
19,Del Beshore,PG,23.0,CHI,68.0,0.0,869.0,3.6,10.4,0.352,0.4,1.1,0.385,3.2,9.3,0.348,2.4,3.6,0.667,0.7,1.9,2.6,5.8,2.4,0.2,4.3,4.3,10.1
20,Henry Bibby,PG,30.0,PHI,82.0,0.0,2035.0,4.4,11.1,0.401,0.2,0.9,0.212,4.2,10.2,0.418,4.0,5.1,0.79,1.1,2.5,3.7,5.4,1.1,0.1,2.6,2.8,13.1
21,Larry Bird*,PF,23.0,BOS,82.0,82.0,2955.0,8.4,17.8,0.474,0.7,1.7,0.406,7.7,16.1,0.481,3.7,4.4,0.836,2.6,7.7,10.4,4.5,1.7,0.6,3.2,3.4,21.3
22,Otis Birdsong,SG,24.0,KCK,82.0,0.0,2885.0,9.7,19.3,0.505,0.1,0.4,0.278,9.6,18.8,0.511,3.6,5.1,0.694,2.1,2.0,4.1,2.5,1.7,0.3,2.2,2.8,23.2
23,Ron Boone,SG,33.0,TOT,81.0,0.0,2392.0,6.1,13.8,0.443,0.3,0.8,0.38,5.8,13.0,0.446,2.6,2.9,0.893,0.8,2.6,3.4,4.7,1.5,0.0,3.0,3.5,15.1
