b'Date',b'href',b'Start (ET)',b'Visitor/Neutral',b'PTS',b'Home/Neutral',b'PTS',b'\xc2\xa0',b'\xc2\xa0',b'Attend.',b'Notes'
"Tue, Oct 27, 2015",/boxscores/201510270CHI.html,8:00p,Cleveland Cavaliers,95,Chicago Bulls,97,Box Score,,"21,957",
"Tue, Oct 27, 2015",/boxscores/201510270ATL.html,8:00p,Detroit Pistons,106,Atlanta Hawks,94,Box Score,,"19,187",
"Tue, Oct 27, 2015",/boxscores/201510270GSW.html,10:30p,New Orleans Pelicans,95,Golden State Warriors,111,Box Score,,"19,596",
"Wed, Oct 28, 2015",/boxscores/201510280ORL.html,7:00p,Washington Wizards,88,Orlando Magic,87,Box Score,,"18,846",
"Wed, Oct 28, 2015",/boxscores/201510280BOS.html,7:30p,Philadelphia 76ers,95,Boston Celtics,112,Box Score,,"18,624",
"Wed, Oct 28, 2015",/boxscores/201510280BRK.html,7:30p,Chicago Bulls,115,Brooklyn Nets,100,Box Score,,"17,732",
"Wed, Oct 28, 2015",/boxscores/201510280DET.html,7:30p,Utah Jazz,87,Detroit Pistons,92,Box Score,,"18,434",
"Wed, Oct 28, 2015",/boxscores/201510280TOR.html,7:30p,Indiana Pacers,99,Toronto Raptors,106,Box Score,,"19,800",
"Wed, Oct 28, 2015",/boxscores/201510280MIA.html,7:30p,Charlotte Hornets,94,Miami Heat,104,Box Score,,"19,724",
"Wed, Oct 28, 2015",/boxscores/201510280MIL.html,8:00p,New York Knicks,122,Milwaukee Bucks,97,Box Score,,"18,717",
"Wed, Oct 28, 2015",/boxscores/201510280OKC.html,8:00p,San Antonio Spurs,106,Oklahoma City Thunder,112,Box Score,,"18,203",
"Wed, Oct 28, 2015",/boxscores/201510280MEM.html,8:00p,Cleveland Cavaliers,106,Memphis Grizzlies,76,Box Score,,"18,119",
"Wed, Oct 28, 2015",/boxscores/201510280HOU.html,8:00p,Denver Nuggets,105,Houston Rockets,85,Box Score,,"18,240",
"Wed, Oct 28, 2015",/boxscores/201510280PHO.html,10:00p,Dallas Mavericks,111,Phoenix Suns,95,Box Score,,"18,055",
"Wed, Oct 28, 2015",/boxscores/201510280POR.html,10:00p,New Orleans Pelicans,94,Portland Trail Blazers,112,Box Score,,"19,393",
"Wed, Oct 28, 2015",/boxscores/201510280SAC.html,10:00p,Los Angeles Clippers,111,Sacramento Kings,104,Box Score,,"17,458",
"Wed, Oct 28, 2015",/boxscores/201510280LAL.html,10:30p,Minnesota Timberwolves,112,Los Angeles Lakers,111,Box Score,,"18,997",
"Thu, Oct 29, 2015",/boxscores/201510290IND.html,7:00p,Memphis Grizzlies,112,Indiana Pacers,103,Box Score,,"18,165",
"Thu, Oct 29, 2015",/boxscores/201510290NYK.html,8:00p,Atlanta Hawks,112,New York Knicks,101,Box Score,,"19,812",
"Thu, Oct 29, 2015",/boxscores/201510290LAC.html,10:30p,Dallas Mavericks,88,Los Angeles Clippers,104,Box Score,,"19,218",
"Fri, Oct 30, 2015",/boxscores/201510300CLE.html,7:00p,Miami Heat,92,Cleveland Cavaliers,102,Box Score,,"20,562",
"Fri, Oct 30, 2015",/boxscores/201510300PHI.html,7:00p,Utah Jazz,99,Philadelphia 76ers,71,Box Score,,"17,122",
"Fri, Oct 30, 2015",/boxscores/201510300ORL.html,7:00p,Oklahoma City Thunder,139,Orlando Magic,136,Box Score,2OT,"18,846",
"Fri, Oct 30, 2015",/boxscores/201510300BOS.html,7:30p,Toronto Raptors,113,Boston Celtics,103,Box Score,,"16,898",
"Fri, Oct 30, 2015",/boxscores/201510300DET.html,7:30p,Chicago Bulls,94,Detroit Pistons,98,Box Score,OT,"16,035",
"Fri, Oct 30, 2015",/boxscores/201510300ATL.html,8:00p,Charlotte Hornets,94,Atlanta Hawks,97,Box Score,,"17,024",
"Fri, Oct 30, 2015",/boxscores/201510300MIL.html,8:00p,Washington Wizards,118,Milwaukee Bucks,113,Box Score,,"13,858",
"Fri, Oct 30, 2015",/boxscores/201510300SAS.html,8:30p,Brooklyn Nets,75,San Antonio Spurs,102,Box Score,,"18,418",
"Fri, Oct 30, 2015",/boxscores/201510300DEN.html,9:00p,Minnesota Timberwolves,95,Denver Nuggets,78,Box Score,,"17,660",
"Fri, Oct 30, 2015",/boxscores/201510300HOU.html,9:30p,Golden State Warriors,112,Houston Rockets,92,Box Score,,"18,142",
"Fri, Oct 30, 2015",/boxscores/201510300SAC.html,10:00p,Los Angeles Lakers,114,Sacramento Kings,132,Box Score,,"17,391",
"Fri, Oct 30, 2015",/boxscores/201510300PHO.html,10:30p,Portland Trail Blazers,92,Phoenix Suns,110,Box Score,,"18,055",
"Sat, Oct 31, 2015",/boxscores/201510310IND.html,7:00p,Utah Jazz,97,Indiana Pacers,76,Box Score,,"14,412",
"Sat, Oct 31, 2015",/boxscores/201510310WAS.html,7:00p,New York Knicks,117,Washington Wizards,110,Box Score,,"20,356",
"Sat, Oct 31, 2015",/boxscores/201510310NOP.html,7:30p,Golden State Warriors,134,New Orleans Pelicans,120,Box Score,,"18,406",
"Sat, Oct 31, 2015",/boxscores/201510310MEM.html,8:00p,Brooklyn Nets,91,Memphis Grizzlies,101,Box Score,,"16,013",
"Sat, Oct 31, 2015",/boxscores/201510310POR.html,10:00p,Phoenix Suns,101,Portland Trail Blazers,90,Box Score,,"17,906",
"Sat, Oct 31, 2015",/boxscores/201510310LAC.html,10:30p,Sacramento Kings,109,Los Angeles Clippers,114,Box Score,,"19,060",
"Sun, Nov 1, 2015",/boxscores/201511010CHO.html,2:00p,Atlanta Hawks,94,Charlotte Hornets,92,Box Score,,"18,691",
"Sun, Nov 1, 2015",/boxscores/201511010BOS.html,3:30p,San Antonio Spurs,95,Boston Celtics,87,Box Score,,"17,461",
"Sun, Nov 1, 2015",/boxscores/201511010MIA.html,6:00p,Houston Rockets,89,Miami Heat,109,Box Score,,"19,600",
"Sun, Nov 1, 2015",/boxscores/201511010TOR.html,6:00p,Milwaukee Bucks,87,Toronto Raptors,106,Box Score,,"19,800",
"Sun, Nov 1, 2015",/boxscores/201511010CHI.html,7:00p,Orlando Magic,87,Chicago Bulls,92,Box Score,,"21,585",
"Sun, Nov 1, 2015",/boxscores/201511010OKC.html,7:00p,Denver Nuggets,93,Oklahoma City Thunder,117,Box Score,,"18,203",
"Sun, Nov 1, 2015",/boxscores/201511010LAL.html,9:30p,Dallas Mavericks,103,Los Angeles Lakers,93,Box Score,,"18,997",
"Mon, Nov 2, 2015",/boxscores/201511020PHI.html,7:00p,Cleveland Cavaliers,107,Philadelphia 76ers,100,Box Score,,"18,094",
"Mon, Nov 2, 2015",/boxscores/201511020BRK.html,7:30p,Milwaukee Bucks,103,Brooklyn Nets,96,Box Score,,"12,576",
"Mon, Nov 2, 2015",/boxscores/201511020NYK.html,7:30p,San Antonio Spurs,94,New York Knicks,84,Box Score,,"19,812",
"Mon, Nov 2, 2015",/boxscores/201511020HOU.html,8:00p,Oklahoma City Thunder,105,Houston Rockets,110,Box Score,,"17,224",
"Mon, Nov 2, 2015",/boxscores/201511020MIN.html,8:00p,Portland Trail Blazers,106,Minnesota Timberwolves,101,Box Score,,"18,903",
"Mon, Nov 2, 2015",/boxscores/201511020GSW.html,10:30p,Memphis Grizzlies,69,Golden State Warriors,119,Box Score,,"19,596",
"Mon, Nov 2, 2015",/boxscores/201511020LAC.html,10:30p,Phoenix Suns,96,Los Angeles Clippers,102,Box Score,,"19,060",
"Tue, Nov 3, 2015",/boxscores/201511030CHO.html,7:00p,Chicago Bulls,105,Charlotte Hornets,130,Box Score,,"15,136",
"Tue, Nov 3, 2015",/boxscores/201511030DET.html,7:30p,Indiana Pacers,94,Detroit Pistons,82,Box Score,,"13,325",
"Tue, Nov 3, 2015",/boxscores/201511030MIA.html,7:30p,Atlanta Hawks,98,Miami Heat,92,Box Score,,"19,600",
"Tue, Nov 3, 2015",/boxscores/201511030NOP.html,8:00p,Orlando Magic,103,New Orleans Pelicans,94,Box Score,,"16,876",
"Tue, Nov 3, 2015",/boxscores/201511030DAL.html,8:30p,Toronto Raptors,102,Dallas Mavericks,91,Box Score,,"20,034",
"Tue, Nov 3, 2015",/boxscores/201511030SAC.html,10:00p,Memphis Grizzlies,103,Sacramento Kings,89,Box Score,,"17,317",
"Tue, Nov 3, 2015",/boxscores/201511030LAL.html,10:30p,Denver Nuggets,120,Los Angeles Lakers,109,Box Score,,"18,997",
"Wed, Nov 4, 2015",/boxscores/201511040IND.html,7:00p,Boston Celtics,98,Indiana Pacers,100,Box Score,,"14,022",
"Wed, Nov 4, 2015",/boxscores/201511040WAS.html,7:00p,San Antonio Spurs,99,Washington Wizards,102,Box Score,,"17,721",
"Wed, Nov 4, 2015",/boxscores/201511040ATL.html,8:00p,Brooklyn Nets,87,Atlanta Hawks,101,Box Score,,"14,044",
"Wed, Nov 4, 2015",/boxscores/201511040CLE.html,8:00p,New York Knicks,86,Cleveland Cavaliers,96,Box Score,,"20,562",
"Wed, Nov 4, 2015",/boxscores/201511040HOU.html,8:00p,Orlando Magic,114,Houston Rockets,119,Box Score,OT,"16,735",
"Wed, Nov 4, 2015",/boxscores/201511040MIL.html,8:00p,Philadelphia 76ers,87,Milwaukee Bucks,91,Box Score,,"12,437",
"Wed, Nov 4, 2015",/boxscores/201511040OKC.html,8:00p,Toronto Raptors,103,Oklahoma City Thunder,98,Box Score,,"18,203",
"Wed, Nov 4, 2015",/boxscores/201511040PHO.html,9:00p,Sacramento Kings,97,Phoenix Suns,118,Box Score,,"16,497",
"Wed, Nov 4, 2015",/boxscores/201511040UTA.html,9:00p,Portland Trail Blazers,108,Utah Jazz,92,Box Score,,"19,911",
"Wed, Nov 4, 2015",/boxscores/201511040GSW.html,10:30p,Los Angeles Clippers,108,Golden State Warriors,112,Box Score,,"19,596",
"Thu, Nov 5, 2015",/boxscores/201511050CHI.html,8:00p,Oklahoma City Thunder,98,Chicago Bulls,104,Box Score,,"21,861",
"Thu, Nov 5, 2015",/boxscores/201511050MIN.html,8:00p,Miami Heat,96,Minnesota Timberwolves,84,Box Score,,"11,794",
"Thu, Nov 5, 2015",/boxscores/201511050DAL.html,8:30p,Charlotte Hornets,108,Dallas Mavericks,94,Box Score,,"19,635",
"Thu, Nov 5, 2015",/boxscores/201511050DEN.html,9:00p,Utah Jazz,96,Denver Nuggets,84,Box Score,,"9,906",
"Thu, Nov 5, 2015",/boxscores/201511050POR.html,10:30p,Memphis Grizzlies,96,Portland Trail Blazers,115,Box Score,,"19,393",
"Fri, Nov 6, 2015",/boxscores/201511060ORL.html,7:00p,Toronto Raptors,87,Orlando Magic,92,Box Score,,"16,578",
"Fri, Nov 6, 2015",/boxscores/201511060BOS.html,7:30p,Washington Wizards,98,Boston Celtics,118,Box Score,,"18,624",
"Fri, Nov 6, 2015",/boxscores/201511060BRK.html,7:30p,Los Angeles Lakers,104,Brooklyn Nets,98,Box Score,,"17,732",
"Fri, Nov 6, 2015",/boxscores/201511060CLE.html,7:30p,Philadelphia 76ers,102,Cleveland Cavaliers,108,Box Score,,"20,562",
"Fri, Nov 6, 2015",/boxscores/201511060NYK.html,7:30p,Milwaukee Bucks,99,New York Knicks,92,Box Score,,"19,812",
"Fri, Nov 6, 2015",/boxscores/201511060IND.html,8:00p,Miami Heat,87,Indiana Pacers,90,Box Score,,"16,914",
"Fri, Nov 6, 2015",/boxscores/201511060NOP.html,8:00p,Atlanta Hawks,121,New Orleans Pelicans,115,Box Score,,"16,983",
"Fri, Nov 6, 2015",/boxscores/201511060PHO.html,9:30p,Detroit Pistons,100,Phoenix Suns,92,Box Score,,"16,676",
"Fri, Nov 6, 2015",/boxscores/201511060GSW.html,10:30p,Denver Nuggets,104,Golden State Warriors,119,Box Score,,"19,596",
"Fri, Nov 6, 2015",/boxscores/201511060SAC.html,10:30p,Houston Rockets,116,Sacramento Kings,110,Box Score,,"16,983",
"Sat, Nov 7, 2015",/boxscores/201511070CHI.html,6:00p,Minnesota Timberwolves,102,Chicago Bulls,93,Box Score,OT,"21,988",
"Sat, Nov 7, 2015",/boxscores/201511070PHI.html,7:00p,Orlando Magic,105,Philadelphia 76ers,97,Box Score,,"15,207",
"Sat, Nov 7, 2015",/boxscores/201511070ATL.html,7:30p,Washington Wizards,99,Atlanta Hawks,114,Box Score,,"18,047",
"Sat, Nov 7, 2015",/boxscores/201511070DAL.html,8:30p,New Orleans Pelicans,98,Dallas Mavericks,107,Box Score,,"20,454",
"Sat, Nov 7, 2015",/boxscores/201511070MIL.html,8:30p,Brooklyn Nets,86,Milwaukee Bucks,94,Box Score,,"15,228",
"Sat, Nov 7, 2015",/boxscores/201511070SAS.html,8:30p,Charlotte Hornets,94,San Antonio Spurs,114,Box Score,,"18,418",
"Sat, Nov 7, 2015",/boxscores/201511070UTA.html,9:00p,Memphis Grizzlies,79,Utah Jazz,89,Box Score,,"19,456",
"Sat, Nov 7, 2015",/boxscores/201511070SAC.html,10:00p,Golden State Warriors,103,Sacramento Kings,94,Box Score,,"17,317",
"Sat, Nov 7, 2015",/boxscores/201511070LAC.html,10:30p,Houston Rockets,109,Los Angeles Clippers,105,Box Score,,"19,361",
"Sun, Nov 8, 2015",/boxscores/201511080CLE.html,3:30p,Indiana Pacers,97,Cleveland Cavaliers,101,Box Score,,"20,562",
"Sun, Nov 8, 2015",/boxscores/201511080NYK.html,3:30p,Los Angeles Lakers,95,New York Knicks,99,Box Score,,"19,812",
"Sun, Nov 8, 2015",/boxscores/201511080MIA.html,6:00p,Toronto Raptors,76,Miami Heat,96,Box Score,,"19,600",
"Sun, Nov 8, 2015",/boxscores/201511080OKC.html,7:00p,Phoenix Suns,103,Oklahoma City Thunder,124,Box Score,,"18,203",
"Sun, Nov 8, 2015",/boxscores/201511080POR.html,9:00p,Detroit Pistons,120,Portland Trail Blazers,103,Box Score,,"19,393",
"Mon, Nov 9, 2015",/boxscores/201511090IND.html,7:00p,Orlando Magic,84,Indiana Pacers,97,Box Score,,"13,104",
"Mon, Nov 9, 2015",/boxscores/201511090PHI.html,7:00p,Chicago Bulls,111,Philadelphia 76ers,88,Box Score,,"13,879",
"Mon, Nov 9, 2015",/boxscores/201511090ATL.html,8:00p,Minnesota Timberwolves,117,Atlanta Hawks,107,Box Score,,"12,016",
"Mon, Nov 9, 2015",/boxscores/201511090DEN.html,9:00p,Portland Trail Blazers,104,Denver Nuggets,108,Box Score,,"9,153",
"Mon, Nov 9, 2015",/boxscores/201511090SAC.html,10:00p,San Antonio Spurs,106,Sacramento Kings,88,Box Score,,"17,317",
"Mon, Nov 9, 2015",/boxscores/201511090GSW.html,10:30p,Detroit Pistons,95,Golden State Warriors,109,Box Score,,"19,596",
"Mon, Nov 9, 2015",/boxscores/201511090LAC.html,10:30p,Memphis Grizzlies,92,Los Angeles Clippers,94,Box Score,,"19,060",
"Tue, Nov 10, 2015",/boxscores/201511100CLE.html,7:00p,Utah Jazz,114,Cleveland Cavaliers,118,Box Score,,"20,562",
"Tue, Nov 10, 2015",/boxscores/201511100WAS.html,7:00p,Oklahoma City Thunder,125,Washington Wizards,101,Box Score,,"20,356",
"Tue, Nov 10, 2015",/boxscores/201511100MIA.html,7:30p,Los Angeles Lakers,88,Miami Heat,101,Box Score,,"19,825",
"Tue, Nov 10, 2015",/boxscores/201511100TOR.html,7:30p,New York Knicks,111,Toronto Raptors,109,Box Score,,"19,800",
"Tue, Nov 10, 2015",/boxscores/201511100MIL.html,8:00p,Boston Celtics,99,Milwaukee Bucks,83,Box Score,,"11,822",
"Tue, Nov 10, 2015",/boxscores/201511100MIN.html,8:00p,Charlotte Hornets,104,Minnesota Timberwolves,95,Box Score,,"14,722",
"Tue, Nov 10, 2015",/boxscores/201511100NOP.html,8:00p,Dallas Mavericks,105,New Orleans Pelicans,120,Box Score,,"17,128",
"Wed, Nov 11, 2015",/boxscores/201511110CHO.html,7:00p,New York Knicks,93,Charlotte Hornets,95,Box Score,,"16,643",
"Wed, Nov 11, 2015",/boxscores/201511110ORL.html,7:00p,Los Angeles Lakers,99,Orlando Magic,101,Box Score,,"18,846",
"Wed, Nov 11, 2015",/boxscores/201511110PHI.html,7:00p,Toronto Raptors,119,Philadelphia 76ers,103,Box Score,,"12,744",
"Wed, Nov 11, 2015",/boxscores/201511110BOS.html,7:30p,Indiana Pacers,102,Boston Celtics,91,Box Score,,"17,879",
"Wed, Nov 11, 2015",/boxscores/201511110ATL.html,8:00p,New Orleans Pelicans,98,Atlanta Hawks,106,Box Score,,"15,597",
"Wed, Nov 11, 2015",/boxscores/201511110DAL.html,8:00p,Los Angeles Clippers,108,Dallas Mavericks,118,Box Score,,"19,805",
"Wed, Nov 11, 2015",/boxscores/201511110HOU.html,8:00p,Brooklyn Nets,106,Houston Rockets,98,Box Score,,"18,155",
"Wed, Nov 11, 2015",/boxscores/201511110MEM.html,8:00p,Golden State Warriors,100,Memphis Grizzlies,84,Box Score,,"18,119",
"Wed, Nov 11, 2015",/boxscores/201511110DEN.html,9:00p,Milwaukee Bucks,102,Denver Nuggets,103,Box Score,,"9,403",
"Wed, Nov 11, 2015",/boxscores/201511110SAC.html,10:00p,Detroit Pistons,92,Sacramento Kings,101,Box Score,,"17,317",
"Wed, Nov 11, 2015",/boxscores/201511110POR.html,10:30p,San Antonio Spurs,113,Portland Trail Blazers,101,Box Score,,"19,393",
"Thu, Nov 12, 2015",/boxscores/201511120MIA.html,7:30p,Utah Jazz,91,Miami Heat,92,Box Score,,"19,600",
"Thu, Nov 12, 2015",/boxscores/201511120MIN.html,8:00p,Golden State Warriors,129,Minnesota Timberwolves,116,Box Score,,"16,130",
"Thu, Nov 12, 2015",/boxscores/201511120PHO.html,10:30p,Los Angeles Clippers,104,Phoenix Suns,118,Box Score,,"17,204",
"Fri, Nov 13, 2015",/boxscores/201511130IND.html,7:00p,Minnesota Timberwolves,103,Indiana Pacers,107,Box Score,,"16,797",
"Fri, Nov 13, 2015",/boxscores/201511130ORL.html,7:00p,Utah Jazz,93,Orlando Magic,102,Box Score,,"16,709",
"Fri, Nov 13, 2015",/boxscores/201511130BOS.html,7:30p,Atlanta Hawks,93,Boston Celtics,106,Box Score,,"17,138",
"Fri, Nov 13, 2015",/boxscores/201511130NYK.html,7:30p,Cleveland Cavaliers,90,New York Knicks,84,Box Score,,"19,812",
"Fri, Nov 13, 2015",/boxscores/201511130TOR.html,7:30p,New Orleans Pelicans,81,Toronto Raptors,100,Box Score,,"19,800",
"Fri, Nov 13, 2015",/boxscores/201511130CHI.html,8:00p,Charlotte Hornets,97,Chicago Bulls,102,Box Score,,"21,749",
"Fri, Nov 13, 2015",/boxscores/201511130MEM.html,8:00p,Portland Trail Blazers,100,Memphis Grizzlies,101,Box Score,,"16,919",
"Fri, Nov 13, 2015",/boxscores/201511130OKC.html,8:00p,Philadelphia 76ers,85,Oklahoma City Thunder,102,Box Score,,"18,203",
"Fri, Nov 13, 2015",/boxscores/201511130DAL.html,8:30p,Los Angeles Lakers,82,Dallas Mavericks,90,Box Score,,"20,260",
"Fri, Nov 13, 2015",/boxscores/201511130DEN.html,9:00p,Houston Rockets,98,Denver Nuggets,107,Box Score,,"16,113",
"Fri, Nov 13, 2015",/boxscores/201511130SAC.html,10:00p,Brooklyn Nets,109,Sacramento Kings,111,Box Score,,"17,131",
"Sat, Nov 14, 2015",/boxscores/201511140LAC.html,3:30p,Detroit Pistons,96,Los Angeles Clippers,101,Box Score,,"19,060",
"Sat, Nov 14, 2015",/boxscores/201511140WAS.html,7:00p,Orlando Magic,99,Washington Wizards,108,Box Score,,"18,311",
"Sat, Nov 14, 2015",/boxscores/201511140HOU.html,8:00p,Dallas Mavericks,110,Houston Rockets,98,Box Score,,"18,231",
"Sat, Nov 14, 2015",/boxscores/201511140MIL.html,8:30p,Cleveland Cavaliers,105,Milwaukee Bucks,108,Box Score,2OT,"18,717",
"Sat, Nov 14, 2015",/boxscores/201511140SAS.html,8:30p,Philadelphia 76ers,83,San Antonio Spurs,92,Box Score,,"18,418",
"Sat, Nov 14, 2015",/boxscores/201511140PHO.html,9:00p,Denver Nuggets,81,Phoenix Suns,105,Box Score,,"16,722",
"Sat, Nov 14, 2015",/boxscores/201511140GSW.html,10:30p,Brooklyn Nets,99,Golden State Warriors,107,Box Score,OT,"19,596",
"Sun, Nov 15, 2015",/boxscores/201511150NYK.html,12:00p,New Orleans Pelicans,87,New York Knicks,95,Box Score,,"19,812",
"Sun, Nov 15, 2015",/boxscores/201511150MIN.html,3:30p,Memphis Grizzlies,114,Minnesota Timberwolves,106,Box Score,,"12,086",
"Sun, Nov 15, 2015",/boxscores/201511150CHO.html,5:00p,Portland Trail Blazers,94,Charlotte Hornets,106,Box Score,,"15,317",
"Sun, Nov 15, 2015",/boxscores/201511150ATL.html,6:00p,Utah Jazz,97,Atlanta Hawks,96,Box Score,,"14,436",
"Sun, Nov 15, 2015",/boxscores/201511150OKC.html,7:00p,Boston Celtics,100,Oklahoma City Thunder,85,Box Score,,"18,203",
"Sun, Nov 15, 2015",/boxscores/201511150SAC.html,9:00p,Toronto Raptors,101,Sacramento Kings,107,Box Score,,"17,006",
"Sun, Nov 15, 2015",/boxscores/201511150LAL.html,9:30p,Detroit Pistons,85,Los Angeles Lakers,97,Box Score,,"18,997",
"Mon, Nov 16, 2015",/boxscores/201511160PHI.html,7:00p,Dallas Mavericks,92,Philadelphia 76ers,86,Box Score,,"11,555",
"Mon, Nov 16, 2015",/boxscores/201511160CHI.html,8:00p,Indiana Pacers,95,Chicago Bulls,96,Box Score,,"21,660",
"Mon, Nov 16, 2015",/boxscores/201511160HOU.html,8:00p,Boston Celtics,111,Houston Rockets,95,Box Score,,"17,005",
"Mon, Nov 16, 2015",/boxscores/201511160MEM.html,8:00p,Oklahoma City Thunder,114,Memphis Grizzlies,122,Box Score,,"17,270",
"Mon, Nov 16, 2015",/boxscores/201511160SAS.html,8:30p,Portland Trail Blazers,80,San Antonio Spurs,93,Box Score,,"18,418",
"Mon, Nov 16, 2015",/boxscores/201511160PHO.html,9:00p,Los Angeles Lakers,101,Phoenix Suns,120,Box Score,,"18,055",
"Tue, Nov 17, 2015",/boxscores/201511170WAS.html,7:00p,Milwaukee Bucks,86,Washington Wizards,115,Box Score,,"15,485",
"Tue, Nov 17, 2015",/boxscores/201511170BRK.html,7:30p,Atlanta Hawks,88,Brooklyn Nets,90,Box Score,,"12,241",
"Tue, Nov 17, 2015",/boxscores/201511170DET.html,7:30p,Cleveland Cavaliers,99,Detroit Pistons,104,Box Score,,"18,442",
"Tue, Nov 17, 2015",/boxscores/201511170MIA.html,7:30p,Minnesota Timberwolves,103,Miami Heat,91,Box Score,,"19,600",
"Tue, Nov 17, 2015",/boxscores/201511170NYK.html,7:30p,Charlotte Hornets,94,New York Knicks,102,Box Score,,"19,812",
"Tue, Nov 17, 2015",/boxscores/201511170NOP.html,8:00p,Denver Nuggets,115,New Orleans Pelicans,98,Box Score,,"17,269",
"Tue, Nov 17, 2015",/boxscores/201511170GSW.html,10:30p,Toronto Raptors,110,Golden State Warriors,115,Box Score,,"19,596",
"Wed, Nov 18, 2015",/boxscores/201511180CHO.html,7:00p,Brooklyn Nets,111,Charlotte Hornets,116,Box Score,,"14,040",
"Wed, Nov 18, 2015",/boxscores/201511180ORL.html,7:00p,Minnesota Timberwolves,101,Orlando Magic,104,Box Score,OT,"16,048",
"Wed, Nov 18, 2015",/boxscores/201511180PHI.html,7:00p,Indiana Pacers,112,Philadelphia 76ers,85,Box Score,,"11,080",
"Wed, Nov 18, 2015",/boxscores/201511180BOS.html,7:30p,Dallas Mavericks,106,Boston Celtics,102,Box Score,,"17,262",
"Wed, Nov 18, 2015",/boxscores/201511180ATL.html,8:00p,Sacramento Kings,97,Atlanta Hawks,103,Box Score,,"13,008",
"Wed, Nov 18, 2015",/boxscores/201511180HOU.html,8:00p,Portland Trail Blazers,103,Houston Rockets,108,Box Score,OT,"17,107",
"Wed, Nov 18, 2015",/boxscores/201511180OKC.html,8:00p,New Orleans Pelicans,103,Oklahoma City Thunder,110,Box Score,,"18,203",
"Wed, Nov 18, 2015",/boxscores/201511180SAS.html,8:30p,Denver Nuggets,98,San Antonio Spurs,109,Box Score,,"18,418",
"Wed, Nov 18, 2015",/boxscores/201511180UTA.html,9:00p,Toronto Raptors,89,Utah Jazz,93,Box Score,,"18,741",
"Wed, Nov 18, 2015",/boxscores/201511180PHO.html,10:30p,Chicago Bulls,103,Phoenix Suns,97,Box Score,,"17,377",
"Thu, Nov 19, 2015",/boxscores/201511190MIA.html,7:30p,Sacramento Kings,109,Miami Heat,116,Box Score,,"19,600",
"Thu, Nov 19, 2015",/boxscores/201511190CLE.html,8:00p,Milwaukee Bucks,100,Cleveland Cavaliers,115,Box Score,,"20,562",
"Thu, Nov 19, 2015",/boxscores/201511190LAC.html,10:30p,Golden State Warriors,124,Los Angeles Clippers,117,Box Score,,"19,528",
"Fri, Nov 20, 2015",/boxscores/201511200CHO.html,7:00p,Philadelphia 76ers,88,Charlotte Hornets,113,Box Score,,"17,926",
"Fri, Nov 20, 2015",/boxscores/201511200BOS.html,7:30p,Brooklyn Nets,95,Boston Celtics,120,Box Score,,"18,361",
"Fri, Nov 20, 2015",/boxscores/201511200MEM.html,8:00p,Houston Rockets,84,Memphis Grizzlies,96,Box Score,,"17,555",
