b'Date',b'href',b'Visitor/Neutral',b'PTS',b'Home/Neutral',b'PTS',b'\xc2\xa0',b'\xc2\xa0',b'Attend.',b'Notes'
"Fri, Nov 6, 1987",/boxscores/198711060ATL.html,Washington Bullets,97,Atlanta Hawks,114,Box Score,,"16,064",
"Fri, Nov 6, 1987",/boxscores/198711060BOS.html,Milwaukee Bucks,108,Boston Celtics,125,Box Score,,"14,890",
"Fri, Nov 6, 1987",/boxscores/198711060DAL.html,Utah Jazz,93,Dallas Mavericks,95,Box Score,,"17,007",
"Fri, Nov 6, 1987",/boxscores/198711060DEN.html,Los Angeles Clippers,93,Denver Nuggets,139,Box Score,,"11,534",
"Fri, Nov 6, 1987",/boxscores/198711060DET.html,New York Knicks,99,Detroit Pistons,110,Box Score,,"28,676",
"Fri, Nov 6, 1987",/boxscores/198711060HOU.html,San Antonio Spurs,102,Houston Rockets,108,Box Score,,"16,611",
"Fri, Nov 6, 1987",/boxscores/198711060LAL.html,Seattle SuperSonics,109,Los Angeles Lakers,113,Box Score,,"17,505",
"Fri, Nov 6, 1987",/boxscores/198711060NJN.html,Cleveland Cavaliers,114,New Jersey Nets,108,Box Score,,"13,014",
"Fri, Nov 6, 1987",/boxscores/198711060PHI.html,Indiana Pacers,95,Philadelphia 76ers,108,Box Score,,"12,287",
"Fri, Nov 6, 1987",/boxscores/198711060POR.html,Phoenix Suns,104,Portland Trail Blazers,118,Box Score,,"12,666",
"Fri, Nov 6, 1987",/boxscores/198711060SAC.html,Golden State Warriors,106,Sacramento Kings,134,Box Score,,"10,333",
"Sat, Nov 7, 1987",/boxscores/198711070ATL.html,Cleveland Cavaliers,105,Atlanta Hawks,113,Box Score,,"11,455",
"Sat, Nov 7, 1987",/boxscores/198711070CHI.html,Philadelphia 76ers,94,Chicago Bulls,104,Box Score,,"18,688",
"Sat, Nov 7, 1987",/boxscores/198711070GSW.html,Denver Nuggets,103,Golden State Warriors,99,Box Score,,"13,223",
"Sat, Nov 7, 1987",/boxscores/198711070IND.html,New York Knicks,95,Indiana Pacers,108,Box Score,,"14,801",
"Sat, Nov 7, 1987",/boxscores/198711070LAC.html,Portland Trail Blazers,124,Los Angeles Clippers,99,Box Score,,"10,045",
"Sat, Nov 7, 1987",/boxscores/198711070MIL.html,Detroit Pistons,105,Milwaukee Bucks,119,Box Score,,"11,052",
"Sat, Nov 7, 1987",/boxscores/198711070SAS.html,Dallas Mavericks,106,San Antonio Spurs,130,Box Score,,"14,172",
"Sat, Nov 7, 1987",/boxscores/198711070SEA.html,Phoenix Suns,96,Seattle SuperSonics,112,Box Score,,"14,252",
"Sat, Nov 7, 1987",/boxscores/198711070UTA.html,Sacramento Kings,100,Utah Jazz,121,Box Score,,"12,212",
"Sat, Nov 7, 1987",/boxscores/198711070WSB.html,Boston Celtics,140,Washington Bullets,139,Box Score,2OT,"18,643",
"Sun, Nov 8, 1987",/boxscores/198711080LAL.html,Houston Rockets,92,Los Angeles Lakers,101,Box Score,,"17,505",
"Mon, Nov 9, 1987",/boxscores/198711090NYK.html,Boston Celtics,96,New York Knicks,87,Box Score,,"19,591",
"Tue, Nov 10, 1987",/boxscores/198711100ATL.html,Chicago Bulls,105,Atlanta Hawks,95,Box Score,,"16,451",
"Tue, Nov 10, 1987",/boxscores/198711100IND.html,Detroit Pistons,118,Indiana Pacers,121,Box Score,,"11,885",
"Tue, Nov 10, 1987",/boxscores/198711100LAC.html,Utah Jazz,88,Los Angeles Clippers,100,Box Score,,"6,104",
"Tue, Nov 10, 1987",/boxscores/198711100MIL.html,Washington Bullets,100,Milwaukee Bucks,115,Box Score,,"10,586",
"Tue, Nov 10, 1987",/boxscores/198711100PHO.html,Golden State Warriors,109,Phoenix Suns,123,Box Score,,"9,470",
"Tue, Nov 10, 1987",/boxscores/198711100POR.html,Houston Rockets,118,Portland Trail Blazers,111,Box Score,,"12,666",
"Tue, Nov 10, 1987",/boxscores/198711100SAC.html,Denver Nuggets,123,Sacramento Kings,134,Box Score,,"10,333",
"Tue, Nov 10, 1987",/boxscores/198711100SAS.html,Los Angeles Lakers,133,San Antonio Spurs,124,Box Score,,"13,751",
"Tue, Nov 10, 1987",/boxscores/198711100SEA.html,Dallas Mavericks,117,Seattle SuperSonics,101,Box Score,,"10,447",
"Wed, Nov 11, 1987",/boxscores/198711110BOS.html,Indiana Pacers,106,Boston Celtics,120,Box Score,,"14,890",
"Wed, Nov 11, 1987",/boxscores/198711110CLE.html,Milwaukee Bucks,109,Cleveland Cavaliers,101,Box Score,,"12,145",
"Wed, Nov 11, 1987",/boxscores/198711110GSW.html,Phoenix Suns,115,Golden State Warriors,130,Box Score,,"8,560",
"Wed, Nov 11, 1987",/boxscores/198711110NJN.html,Chicago Bulls,105,New Jersey Nets,96,Box Score,,"11,552",
"Wed, Nov 11, 1987",/boxscores/198711110NYK.html,Atlanta Hawks,94,New York Knicks,93,Box Score,,"12,781",
"Wed, Nov 11, 1987",/boxscores/198711110UTA.html,Dallas Mavericks,92,Utah Jazz,121,Box Score,,"12,212",
"Thu, Nov 12, 1987",/boxscores/198711120DEN.html,Portland Trail Blazers,113,Denver Nuggets,126,Box Score,,"8,271",
"Thu, Nov 12, 1987",/boxscores/198711120LAL.html,Los Angeles Clippers,82,Los Angeles Lakers,111,Box Score,,"15,569",
"Thu, Nov 12, 1987",/boxscores/198711120SAC.html,Houston Rockets,116,Sacramento Kings,114,Box Score,,"10,333",
"Thu, Nov 12, 1987",/boxscores/198711120SAS.html,Seattle SuperSonics,118,San Antonio Spurs,123,Box Score,,"6,399",
"Fri, Nov 13, 1987",/boxscores/198711130BOS.html,Cleveland Cavaliers,114,Boston Celtics,128,Box Score,,"14,890",
"Fri, Nov 13, 1987",/boxscores/198711130CHI.html,New Jersey Nets,85,Chicago Bulls,103,Box Score,,"17,607",
"Fri, Nov 13, 1987",/boxscores/198711130DAL.html,Seattle SuperSonics,103,Dallas Mavericks,95,Box Score,,"17,007",
"Fri, Nov 13, 1987",/boxscores/198711130LAC.html,Golden State Warriors,94,Los Angeles Clippers,97,Box Score,,"5,760",
"Fri, Nov 13, 1987",/boxscores/198711130PHI.html,Detroit Pistons,113,Philadelphia 76ers,94,Box Score,,"12,302",
"Fri, Nov 13, 1987",/boxscores/198711130UTA.html,Phoenix Suns,92,Utah Jazz,109,Box Score,,"12,212",
"Fri, Nov 13, 1987",/boxscores/198711130WSB.html,New York Knicks,101,Washington Bullets,108,Box Score,,"9,731",
"Sat, Nov 14, 1987",/boxscores/198711140ATL.html,Philadelphia 76ers,83,Atlanta Hawks,104,Box Score,,"15,386",
"Sat, Nov 14, 1987",/boxscores/198711140CHI.html,Indiana Pacers,111,Chicago Bulls,110,Box Score,,"18,676",
"Sat, Nov 14, 1987",/boxscores/198711140CLE.html,Detroit Pistons,128,Cleveland Cavaliers,113,Box Score,,"10,157",
"Sat, Nov 14, 1987",/boxscores/198711140DAL.html,Portland Trail Blazers,116,Dallas Mavericks,127,Box Score,,"17,007",
