b'Date',b'href',b'Visitor/Neutral',b'PTS',b'Home/Neutral',b'PTS',b'\xc2\xa0',b'\xc2\xa0',b'Attend.',b'Notes'
"Fri, Nov 4, 1988",/boxscores/198811040BOS.html,New York Knicks,115,Boston Celtics,122,Box Score,OT,"14,890",
"Fri, Nov 4, 1988",/boxscores/198811040CHH.html,Cleveland Cavaliers,133,Charlotte Hornets,93,Box Score,,"23,338",
"Fri, Nov 4, 1988",/boxscores/198811040CHI.html,Detroit Pistons,107,Chicago Bulls,94,Box Score,,"18,420",
"Fri, Nov 4, 1988",/boxscores/198811040DAL.html,Los Angeles Lakers,116,Dallas Mavericks,113,Box Score,,"17,007",
"Fri, Nov 4, 1988",/boxscores/198811040DEN.html,Houston Rockets,117,Denver Nuggets,120,Box Score,,"14,876",
"Fri, Nov 4, 1988",/boxscores/198811040IND.html,Milwaukee Bucks,117,Indiana Pacers,103,Box Score,,"11,153",
"Fri, Nov 4, 1988",/boxscores/198811040NJN.html,Atlanta Hawks,113,New Jersey Nets,105,Box Score,,"14,480",
"Fri, Nov 4, 1988",/boxscores/198811040PHI.html,Los Angeles Clippers,110,Philadelphia 76ers,129,Box Score,,"13,468",
"Fri, Nov 4, 1988",/boxscores/198811040POR.html,Phoenix Suns,105,Portland Trail Blazers,120,Box Score,,"12,812",
"Fri, Nov 4, 1988",/boxscores/198811040UTA.html,Seattle SuperSonics,104,Utah Jazz,97,Box Score,,"12,444",
"Sat, Nov 5, 1988",/boxscores/198811050DET.html,Charlotte Hornets,85,Detroit Pistons,94,Box Score,,"21,454",
"Sat, Nov 5, 1988",/boxscores/198811050GSW.html,Phoenix Suns,104,Golden State Warriors,117,Box Score,,"15,025",
"Sat, Nov 5, 1988",/boxscores/198811050HOU.html,Dallas Mavericks,114,Houston Rockets,113,Box Score,OT,"16,611",
"Sat, Nov 5, 1988",/boxscores/198811050IND.html,Cleveland Cavaliers,105,Indiana Pacers,99,Box Score,,"10,710",
"Sat, Nov 5, 1988",/boxscores/198811050MIA.html,Los Angeles Clippers,111,Miami Heat,91,Box Score,,"15,008",
"Sat, Nov 5, 1988",/boxscores/198811050MIL.html,Atlanta Hawks,107,Milwaukee Bucks,94,Box Score,,"18,649",
"Sat, Nov 5, 1988",/boxscores/198811050NJN.html,New York Knicks,102,New Jersey Nets,112,Box Score,,"19,469",
"Sat, Nov 5, 1988",/boxscores/198811050PHI.html,Boston Celtics,115,Philadelphia 76ers,129,Box Score,,"17,341",
"Sat, Nov 5, 1988",/boxscores/198811050POR.html,Sacramento Kings,103,Portland Trail Blazers,121,Box Score,,"12,812",
"Sat, Nov 5, 1988",/boxscores/198811050SAS.html,Los Angeles Lakers,107,San Antonio Spurs,122,Box Score,,"15,861",
"Sat, Nov 5, 1988",/boxscores/198811050SEA.html,Denver Nuggets,141,Seattle SuperSonics,142,Box Score,OT,"14,269",
"Sat, Nov 5, 1988",/boxscores/198811050WSB.html,Chicago Bulls,111,Washington Bullets,98,Box Score,,"17,235",
"Tue, Nov 8, 1988",/boxscores/198811080ATL.html,Indiana Pacers,107,Atlanta Hawks,112,Box Score,,"16,371",
"Tue, Nov 8, 1988",/boxscores/198811080CHH.html,Los Angeles Clippers,105,Charlotte Hornets,117,Box Score,,"18,865",
"Tue, Nov 8, 1988",/boxscores/198811080DAL.html,Miami Heat,88,Dallas Mavericks,92,Box Score,,"16,129",
"Tue, Nov 8, 1988",/boxscores/198811080GSW.html,Los Angeles Lakers,114,Golden State Warriors,102,Box Score,,"15,025",
"Tue, Nov 8, 1988",/boxscores/198811080HOU.html,San Antonio Spurs,102,Houston Rockets,120,Box Score,,"16,611",
"Tue, Nov 8, 1988",/boxscores/198811080NJN.html,Washington Bullets,101,New Jersey Nets,109,Box Score,,,
"Tue, Nov 8, 1988",/boxscores/198811080NYK.html,Chicago Bulls,117,New York Knicks,126,Box Score,,"19,591",
"Tue, Nov 8, 1988",/boxscores/198811080PHI.html,Detroit Pistons,116,Philadelphia 76ers,109,Box Score,,"10,115",
"Tue, Nov 8, 1988",/boxscores/198811080SAC.html,Seattle SuperSonics,97,Sacramento Kings,75,Box Score,,"16,517",
"Wed, Nov 9, 1988",/boxscores/198811090BOS.html,Chicago Bulls,110,Boston Celtics,104,Box Score,,"14,890",
"Wed, Nov 9, 1988",/boxscores/198811090CLE.html,Los Angeles Clippers,91,Cleveland Cavaliers,108,Box Score,,"16,513",
"Wed, Nov 9, 1988",/boxscores/198811090DET.html,Atlanta Hawks,95,Detroit Pistons,101,Box Score,OT,"21,454",
"Wed, Nov 9, 1988",/boxscores/198811090LAL.html,Denver Nuggets,110,Los Angeles Lakers,128,Box Score,,"17,505",
"Wed, Nov 9, 1988",/boxscores/198811090MIL.html,Philadelphia 76ers,103,Milwaukee Bucks,114,Box Score,,"14,192",
"Wed, Nov 9, 1988",/boxscores/198811090PHO.html,Dallas Mavericks,103,Phoenix Suns,111,Box Score,,,
"Wed, Nov 9, 1988",/boxscores/198811090SAS.html,Miami Heat,93,San Antonio Spurs,117,Box Score,,,
"Wed, Nov 9, 1988",/boxscores/198811090SEA.html,Golden State Warriors,113,Seattle SuperSonics,108,Box Score,,,
"Wed, Nov 9, 1988",/boxscores/198811090UTA.html,Sacramento Kings,81,Utah Jazz,105,Box Score,,"11,741",
"Wed, Nov 9, 1988",/boxscores/198811090WSB.html,New York Knicks,117,Washington Bullets,110,Box Score,,,
"Thu, Nov 10, 1988",/boxscores/198811100DEN.html,Portland Trail Blazers,115,Denver Nuggets,135,Box Score,,,
"Thu, Nov 10, 1988",/boxscores/198811100HOU.html,Utah Jazz,99,Houston Rockets,106,Box Score,,"16,611",
"Fri, Nov 11, 1988",/boxscores/198811110BOS.html,Detroit Pistons,116,Boston Celtics,107,Box Score,,"14,890",
"Fri, Nov 11, 1988",/boxscores/198811110CHI.html,New Jersey Nets,85,Chicago Bulls,97,Box Score,,"17,901",
"Fri, Nov 11, 1988",/boxscores/198811110DAL.html,San Antonio Spurs,102,Dallas Mavericks,115,Box Score,,"17,007",
"Fri, Nov 11, 1988",/boxscores/198811110IND.html,New York Knicks,121,Indiana Pacers,120,Box Score,OT,"10,336",
"Fri, Nov 11, 1988",/boxscores/198811110LAL.html,Seattle SuperSonics,103,Los Angeles Lakers,114,Box Score,,"17,505",
"Fri, Nov 11, 1988",/boxscores/198811110MIA.html,Houston Rockets,121,Miami Heat,100,Box Score,,"15,008",
"Fri, Nov 11, 1988",/boxscores/198811110PHI.html,Atlanta Hawks,105,Philadelphia 76ers,107,Box Score,,"13,266",
"Fri, Nov 11, 1988",/boxscores/198811110PHO.html,Golden State Warriors,103,Phoenix Suns,141,Box Score,,"10,045",
"Fri, Nov 11, 1988",/boxscores/198811110WSB.html,Charlotte Hornets,87,Washington Bullets,96,Box Score,,"12,731",
"Sat, Nov 12, 1988",/boxscores/198811120ATL.html,Charlotte Hornets,111,Atlanta Hawks,132,Box Score,,"16,155",
"Sat, Nov 12, 1988",/boxscores/198811120CLE.html,Indiana Pacers,96,Cleveland Cavaliers,121,Box Score,,"14,626",
"Sat, Nov 12, 1988",/boxscores/198811120DAL.html,Sacramento Kings,71,Dallas Mavericks,111,Box Score,,"17,007",
"Sat, Nov 12, 1988",/boxscores/198811120DEN.html,Seattle SuperSonics,129,Denver Nuggets,141,Box Score,,"12,401",
"Sat, Nov 12, 1988",/boxscores/198811120GSW.html,Portland Trail Blazers,100,Golden State Warriors,107,Box Score,,"12,470",
"Sat, Nov 12, 1988",/boxscores/198811120LAC.html,Phoenix Suns,127,Los Angeles Clippers,138,Box Score,OT,"13,826",
"Sat, Nov 12, 1988",/boxscores/198811120MIL.html,Boston Celtics,100,Milwaukee Bucks,108,Box Score,,"18,673",
"Sat, Nov 12, 1988",/boxscores/198811120NJN.html,Chicago Bulls,91,New Jersey Nets,97,Box Score,,"17,082",
"Sat, Nov 12, 1988",/boxscores/198811120NYK.html,Washington Bullets,101,New York Knicks,111,Box Score,,"16,567",
"Sat, Nov 12, 1988",/boxscores/198811120SAS.html,Utah Jazz,105,San Antonio Spurs,96,Box Score,,"11,889",
"Sun, Nov 13, 1988",/boxscores/198811130HOU.html,Sacramento Kings,127,Houston Rockets,129,Box Score,,"16,611",
"Sun, Nov 13, 1988",/boxscores/198811130POR.html,Denver Nuggets,143,Portland Trail Blazers,132,Box Score,,"12,812",
"Mon, Nov 14, 1988",/boxscores/198811140NJN.html,Golden State Warriors,100,New Jersey Nets,96,Box Score,,,
"Tue, Nov 15, 1988",/boxscores/198811150CHH.html,New Jersey Nets,106,Charlotte Hornets,99,Box Score,,"21,748",
"Tue, Nov 15, 1988",/boxscores/198811150CHI.html,Philadelphia 76ers,107,Chicago Bulls,120,Box Score,,"17,498",
"Tue, Nov 15, 1988",/boxscores/198811150CLE.html,Atlanta Hawks,97,Cleveland Cavaliers,95,Box Score,,"15,684",
"Tue, Nov 15, 1988",/boxscores/198811150DAL.html,Detroit Pistons,108,Dallas Mavericks,99,Box Score,,"17,007",
"Tue, Nov 15, 1988",/boxscores/198811150DEN.html,Los Angeles Lakers,148,Denver Nuggets,146,Box Score,2OT,"15,198",
"Tue, Nov 15, 1988",/boxscores/198811150HOU.html,New York Knicks,126,Houston Rockets,121,Box Score,,"16,611",
"Tue, Nov 15, 1988",/boxscores/198811150MIA.html,Boston Celtics,84,Miami Heat,65,Box Score,,"15,008",
"Tue, Nov 15, 1988",/boxscores/198811150POR.html,Los Angeles Clippers,103,Portland Trail Blazers,125,Box Score,,"12,812",
"Tue, Nov 15, 1988",/boxscores/198811150SAC.html,Phoenix Suns,119,Sacramento Kings,89,Box Score,,"16,517",
"Tue, Nov 15, 1988",/boxscores/198811150UTA.html,Indiana Pacers,96,Utah Jazz,108,Box Score,,"12,444",
"Wed, Nov 16, 1988",/boxscores/198811160BOS.html,Golden State Warriors,104,Boston Celtics,107,Box Score,,"14,890",
"Wed, Nov 16, 1988",/boxscores/198811160LAC.html,Sacramento Kings,101,Los Angeles Clippers,112,Box Score,,,
"Wed, Nov 16, 1988",/boxscores/198811160PHI.html,Chicago Bulls,110,Philadelphia 76ers,123,Box Score,,"14,185",
"Wed, Nov 16, 1988",/boxscores/198811160PHO.html,Indiana Pacers,104,Phoenix Suns,123,Box Score,,,
"Wed, Nov 16, 1988",/boxscores/198811160SAS.html,Detroit Pistons,94,San Antonio Spurs,88,Box Score,,"11,991",
"Thu, Nov 17, 1988",/boxscores/198811170DAL.html,Charlotte Hornets,93,Dallas Mavericks,105,Box Score,,"16,512",
"Thu, Nov 17, 1988",/boxscores/198811170DEN.html,San Antonio Spurs,112,Denver Nuggets,139,Box Score,,"10,079",
"Thu, Nov 17, 1988",/boxscores/198811170HOU.html,Miami Heat,107,Houston Rockets,113,Box Score,,"16,288",
"Thu, Nov 17, 1988",/boxscores/198811170MIL.html,New Jersey Nets,105,Milwaukee Bucks,96,Box Score,,"15,419",
"Thu, Nov 17, 1988",/boxscores/198811170SEA.html,Los Angeles Lakers,98,Seattle SuperSonics,101,Box Score,,"14,576",
"Thu, Nov 17, 1988",/boxscores/198811170UTA.html,Portland Trail Blazers,99,Utah Jazz,123,Box Score,,"12,444",
