,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Gary Alcorn,C,23.0,DET,58.0,0.0,670.0,4.9,16.8,0.292,0.0,0.0,0.0,4.9,16.8,0.292,2.6,4.5,0.571,0.0,0.0,15.0,1.2,0.0,0.0,0.0,6.6,12.4
1,Bob Anderegg,SF,22.0,NYK,33.0,0.0,373.0,5.3,13.8,0.385,0.0,0.0,0.0,5.3,13.8,0.385,2.2,4.1,0.548,0.0,0.0,6.7,2.8,0.0,0.0,0.0,3.1,12.8
2,Paul Arizin*,SF,31.0,PHW,72.0,0.0,2618.0,8.2,19.3,0.424,0.0,0.0,0.0,8.2,19.3,0.424,5.8,7.2,0.798,0.0,0.0,8.5,2.3,0.0,0.0,0.0,3.6,22.1
3,Dick Barnett,SG,23.0,SYR,57.0,0.0,1235.0,8.4,20.4,0.412,0.0,0.0,0.0,8.4,20.4,0.412,3.7,5.2,0.711,0.0,0.0,4.5,4.7,0.0,0.0,0.0,2.9,20.6
4,Elgin Baylor*,SF,25.0,MNL,70.0,0.0,2873.0,9.5,22.3,0.424,0.0,0.0,0.0,9.5,22.3,0.424,7.1,9.6,0.732,0.0,0.0,14.4,3.0,0.0,0.0,0.0,2.9,26.0
5,Ernie Beck,SG,28.0,PHW,66.0,0.0,809.0,5.1,13.1,0.388,0.0,0.0,0.0,5.1,13.1,0.388,1.2,1.4,0.844,0.0,0.0,5.7,3.2,0.0,0.0,0.0,4.0,11.3
6,Whitey Bell,PG,27.0,NYK,31.0,0.0,449.0,5.6,14.8,0.378,0.0,0.0,0.0,5.6,14.8,0.378,2.2,3.4,0.651,0.0,0.0,7.0,4.4,0.0,0.0,0.0,4.7,13.5
7,Al Bianchi,PG,27.0,SYR,69.0,0.0,1256.0,6.0,16.5,0.366,0.0,0.0,0.0,6.0,16.5,0.366,3.1,4.4,0.703,0.0,0.0,5.1,4.8,0.0,0.0,0.0,6.6,15.2
8,Bucky Bockhorn,SG,26.0,CIN,75.0,0.0,2103.0,5.5,13.9,0.398,0.0,0.0,0.0,5.5,13.9,0.398,2.5,3.3,0.747,0.0,0.0,6.5,4.4,0.0,0.0,0.0,4.3,13.5
9,Carl Braun*,PG,32.0,NYK,54.0,0.0,1514.0,6.8,15.7,0.432,0.0,0.0,0.0,6.8,15.7,0.432,3.1,3.7,0.838,0.0,0.0,4.0,6.4,0.0,0.0,0.0,3.0,16.6
10,Barney Cable,SF,24.0,TOT,57.0,0.0,715.0,5.5,14.6,0.376,0.0,0.0,0.0,5.5,14.6,0.376,2.2,3.4,0.657,0.0,0.0,11.3,2.0,0.0,0.0,0.0,4.7,13.2
11,Barney Cable,F,24.0,DET,7.0,0.0,116.0,6.8,18.6,0.367,0.0,0.0,0.0,6.8,18.6,0.367,1.2,3.1,0.4,0.0,0.0,14.9,1.9,0.0,0.0,0.0,5.9,14.9
12,Barney Cable,SF,24.0,SYR,50.0,0.0,599.0,5.2,13.8,0.378,0.0,0.0,0.0,5.2,13.8,0.378,2.4,3.4,0.702,0.0,0.0,10.6,2.0,0.0,0.0,0.0,4.4,12.9
13,Wilt Chamberlain*,C,23.0,PHW,72.0,0.0,3338.0,11.5,24.9,0.461,0.0,0.0,0.0,11.5,24.9,0.461,6.2,10.7,0.582,0.0,0.0,20.9,1.8,0.0,0.0,0.0,1.6,29.2
