b'Date',b'href',b'Visitor/Neutral',b'PTS',b'Home/Neutral',b'PTS',b'\xc2\xa0',b'\xc2\xa0',b'Attend.',b'Notes'
"Fri, Oct 26, 1984",/boxscores/198410260DET.html,Boston Celtics,130,Detroit Pistons,123,Box Score,,"27,563",
"Fri, Oct 26, 1984",/boxscores/198410260CHI.html,Washington Bullets,93,Chicago Bulls,109,Box Score,,"13,913",
"Fri, Oct 26, 1984",/boxscores/198410260SEA.html,Utah Jazz,94,Seattle SuperSonics,102,Box Score,,"7,117",
"Fri, Oct 26, 1984",/boxscores/198410260PHI.html,Cleveland Cavaliers,101,Philadelphia 76ers,111,Box Score,,"11,892",
"Fri, Oct 26, 1984",/boxscores/198410260NJN.html,Atlanta Hawks,119,New Jersey Nets,104,Box Score,,"10,061",
"Fri, Oct 26, 1984",/boxscores/198410260GSW.html,Phoenix Suns,122,Golden State Warriors,114,Box Score,,"6,547",
"Sat, Oct 27, 1984",/boxscores/198410270ATL.html,Philadelphia 76ers,111,Atlanta Hawks,108,Box Score,,"13,694",
"Sat, Oct 27, 1984",/boxscores/198410270CLE.html,New Jersey Nets,131,Cleveland Cavaliers,106,Box Score,,"10,280",
"Sat, Oct 27, 1984",/boxscores/198410270DAL.html,Houston Rockets,121,Dallas Mavericks,111,Box Score,,"17,007",
"Sat, Oct 27, 1984",/boxscores/198410270DEN.html,Golden State Warriors,121,Denver Nuggets,125,Box Score,,"8,256",
"Sat, Oct 27, 1984",/boxscores/198410270IND.html,Washington Bullets,104,Indiana Pacers,102,Box Score,,"16,083",
"Sat, Oct 27, 1984",/boxscores/198410270KCK.html,Portland Trail Blazers,140,Kansas City Kings,119,Box Score,,"11,321",
"Sat, Oct 27, 1984",/boxscores/198410270MIL.html,Chicago Bulls,106,Milwaukee Bucks,108,Box Score,,"11,052",
"Sat, Oct 27, 1984",/boxscores/198410270NYK.html,Detroit Pistons,118,New York Knicks,137,Box Score,,"16,384",
"Sat, Oct 27, 1984",/boxscores/198410270SAS.html,Los Angeles Lakers,112,San Antonio Spurs,113,Box Score,,"13,508",
"Sat, Oct 27, 1984",/boxscores/198410270UTA.html,Los Angeles Clippers,103,Utah Jazz,94,Box Score,,"8,285",
"Sun, Oct 28, 1984",/boxscores/198410280DAL.html,Los Angeles Lakers,96,Dallas Mavericks,107,Box Score,,"17,007",
"Sun, Oct 28, 1984",/boxscores/198410280SEA.html,Phoenix Suns,102,Seattle SuperSonics,87,Box Score,,"5,361",
"Mon, Oct 29, 1984",/boxscores/198410290CHI.html,Milwaukee Bucks,110,Chicago Bulls,116,Box Score,,"9,358",
"Tue, Oct 30, 1984",/boxscores/198410300DET.html,Cleveland Cavaliers,107,Detroit Pistons,124,Box Score,,"8,272",
"Tue, Oct 30, 1984",/boxscores/198410300HOU.html,Dallas Mavericks,84,Houston Rockets,106,Box Score,,"16,016",
"Tue, Oct 30, 1984",/boxscores/198410300KCK.html,Chicago Bulls,109,Kansas City Kings,104,Box Score,,"9,391",
"Tue, Oct 30, 1984",/boxscores/198410300LAL.html,Golden State Warriors,110,Los Angeles Lakers,144,Box Score,,"11,545",
"Tue, Oct 30, 1984",/boxscores/198410300NJN.html,Philadelphia 76ers,118,New Jersey Nets,96,Box Score,,"12,781",
"Tue, Oct 30, 1984",/boxscores/198410300PHO.html,Los Angeles Clippers,96,Phoenix Suns,99,Box Score,,"13,665",
"Tue, Oct 30, 1984",/boxscores/198410300POR.html,Seattle SuperSonics,83,Portland Trail Blazers,115,Box Score,,"12,666",
"Tue, Oct 30, 1984",/boxscores/198410300SAS.html,Denver Nuggets,118,San Antonio Spurs,126,Box Score,,"6,677",
"Tue, Oct 30, 1984",/boxscores/198410300UTA.html,New York Knicks,111,Utah Jazz,117,Box Score,,"8,175",
"Tue, Oct 30, 1984",/boxscores/198410300WSB.html,Atlanta Hawks,104,Washington Bullets,119,Box Score,,"7,249",
"Wed, Oct 31, 1984",/boxscores/198410310BOS.html,New Jersey Nets,105,Boston Celtics,116,Box Score,,"14,890",
"Wed, Oct 31, 1984",/boxscores/198410310IND.html,Dallas Mavericks,101,Indiana Pacers,100,Box Score,,"10,633",
"Wed, Oct 31, 1984",/boxscores/198410310MIL.html,Washington Bullets,79,Milwaukee Bucks,105,Box Score,,"7,705",
"Thu, Nov 1, 1984",/boxscores/198411010ATL.html,Detroit Pistons,118,Atlanta Hawks,114,Box Score,,"6,871",
"Thu, Nov 1, 1984",/boxscores/198411010DEN.html,Chicago Bulls,113,Denver Nuggets,129,Box Score,,"9,413",
"Thu, Nov 1, 1984",/boxscores/198411010GSW.html,San Antonio Spurs,123,Golden State Warriors,108,Box Score,,"3,980",
"Thu, Nov 1, 1984",/boxscores/198411010KCK.html,Houston Rockets,109,Kansas City Kings,106,Box Score,,"11,640",
"Thu, Nov 1, 1984",/boxscores/198411010LAC.html,New York Knicks,105,Los Angeles Clippers,107,Box Score,,"12,018",
"Thu, Nov 1, 1984",/boxscores/198411010PHO.html,Portland Trail Blazers,130,Phoenix Suns,139,Box Score,3OT,"14,660",
"Thu, Nov 1, 1984",/boxscores/198411010SEA.html,Los Angeles Lakers,103,Seattle SuperSonics,105,Box Score,,"7,070",
"Fri, Nov 2, 1984",/boxscores/198411020BOS.html,Detroit Pistons,116,Boston Celtics,127,Box Score,,"14,890",
"Fri, Nov 2, 1984",/boxscores/198411020CLE.html,Indiana Pacers,116,Cleveland Cavaliers,109,Box Score,,"5,129",
"Fri, Nov 2, 1984",/boxscores/198411020LAL.html,San Antonio Spurs,100,Los Angeles Lakers,119,Box Score,,"13,550",
"Fri, Nov 2, 1984",/boxscores/198411020PHI.html,Dallas Mavericks,103,Philadelphia 76ers,107,Box Score,,"17,835",
"Fri, Nov 2, 1984",/boxscores/198411020UTA.html,Seattle SuperSonics,101,Utah Jazz,107,Box Score,,"3,955","at Las Vegas, NV"
"Fri, Nov 2, 1984",/boxscores/198411020WSB.html,Milwaukee Bucks,102,Washington Bullets,96,Box Score,,"7,102",
"Sat, Nov 3, 1984",/boxscores/198411030ATL.html,Washington Bullets,107,Atlanta Hawks,127,Box Score,,"6,646",
"Sat, Nov 3, 1984",/boxscores/198411030DAL.html,Phoenix Suns,105,Dallas Mavericks,93,Box Score,,"16,657",
"Sat, Nov 3, 1984",/boxscores/198411030GSW.html,Utah Jazz,107,Golden State Warriors,112,Box Score,,"5,280",
"Sat, Nov 3, 1984",/boxscores/198411030HOU.html,New York Knicks,93,Houston Rockets,105,Box Score,,"16,016",
"Sat, Nov 3, 1984",/boxscores/198411030KCK.html,Denver Nuggets,128,Kansas City Kings,114,Box Score,,"6,440",
"Sat, Nov 3, 1984",/boxscores/198411030LAC.html,Portland Trail Blazers,131,Los Angeles Clippers,112,Box Score,,"8,901",
"Sat, Nov 3, 1984",/boxscores/198411030MIL.html,Cleveland Cavaliers,88,Milwaukee Bucks,117,Box Score,,"10,012",
"Sat, Nov 3, 1984",/boxscores/198411030NJN.html,Indiana Pacers,117,New Jersey Nets,118,Box Score,,"10,399",
"Sun, Nov 4, 1984",/boxscores/198411040LAL.html,Portland Trail Blazers,116,Los Angeles Lakers,124,Box Score,,"14,148",
"Sun, Nov 4, 1984",/boxscores/198411040SAS.html,New York Knicks,130,San Antonio Spurs,131,Box Score,2OT,"8,033",
"Mon, Nov 5, 1984",/boxscores/198411050CLE.html,Detroit Pistons,107,Cleveland Cavaliers,98,Box Score,,"4,219",
"Mon, Nov 5, 1984",/boxscores/198411050LAC.html,Denver Nuggets,104,Los Angeles Clippers,107,Box Score,,"6,474",
"Tue, Nov 6, 1984",/boxscores/198411060DAL.html,New York Knicks,104,Dallas Mavericks,107,Box Score,,"15,385",
"Tue, Nov 6, 1984",/boxscores/198411060HOU.html,Kansas City Kings,94,Houston Rockets,108,Box Score,,"13,570",
"Tue, Nov 6, 1984",/boxscores/198411060LAL.html,Denver Nuggets,146,Los Angeles Lakers,130,Box Score,,"11,272",
"Tue, Nov 6, 1984",/boxscores/198411060POR.html,Phoenix Suns,99,Portland Trail Blazers,116,Box Score,,"12,666",
"Tue, Nov 6, 1984",/boxscores/198411060SAS.html,Seattle SuperSonics,91,San Antonio Spurs,99,Box Score,,"8,085",
"Wed, Nov 7, 1984",/boxscores/198411070BOS.html,Los Angeles Clippers,108,Boston Celtics,135,Box Score,,"14,890",
"Wed, Nov 7, 1984",/boxscores/198411070DET.html,Chicago Bulls,122,Detroit Pistons,118,Box Score,,"15,542",
"Wed, Nov 7, 1984",/boxscores/198411070MIL.html,Atlanta Hawks,99,Milwaukee Bucks,103,Box Score,,"8,429",
"Wed, Nov 7, 1984",/boxscores/198411070NJN.html,Washington Bullets,88,New Jersey Nets,99,Box Score,,"9,603",
