,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1,0.0,PHW,Guy Rodgers,Temple,12.0,892.0,28663.0,10415.0,3791.0,6917.0,0.378,0.0,0.721,32.1,11.7,4.3,7.8,33.3,0.056,0.0,0.0
4,1.0,MNL,Elgin Baylor,Seattle University,14.0,846.0,33863.0,23149.0,11463.0,3650.0,0.431,0.0,0.78,40.0,27.4,13.5,4.3,104.2,0.148,0.0,0.0
5,2.0,CIN,Archie Dees,Indiana,4.0,190.0,3092.0,1548.0,907.0,132.0,0.402,0.0,0.794,16.3,8.1,4.8,0.7,4.8,0.074,0.0,0.0
6,3.0,NYK,Mike Farmer,San Francisco,7.0,423.0,8818.0,2816.0,1950.0,550.0,0.393,0.0,0.814,20.8,6.7,4.6,1.3,6.3,0.035,0.0,0.0
7,4.0,NYK,Pete Brennan,UNC,1.0,16.0,136.0,40.0,31.0,6.0,0.302,0.0,0.56,8.5,2.5,1.9,0.4,-0.1,-0.03,0.0,0.0
8,5.0,SYR,Connie Dierking,Cincinnati,10.0,706.0,15474.0,7094.0,4757.0,1053.0,0.417,0.0,0.697,21.9,10.0,6.7,1.5,13.3,0.041,0.0,0.0
9,6.0,STL,Dave Gambee,Oregon State,12.0,750.0,14665.0,7935.0,3891.0,757.0,0.42,0.0,0.822,19.6,10.6,5.2,1.0,35.1,0.115,0.0,0.0
10,7.0,BOS,Bennie Swain,Texas Southern,1.0,58.0,708.0,265.0,262.0,29.0,0.406,0.0,0.609,12.2,4.6,4.5,0.5,1.9,0.128,0.0,0.0
13,8.0,MNL,Steve Hamilton,Morehead State University,2.0,82.0,1094.0,368.0,278.0,43.0,0.372,0.0,0.697,13.3,4.5,3.4,0.5,0.9,0.04,0.0,0.0
14,9.0,CIN,Vern Hatton,Kentucky,4.0,225.0,3666.0,1244.0,531.0,310.0,0.344,0.0,0.735,16.3,5.5,2.4,1.4,0.3,0.003,0.0,0.0
15,10.0,DET,Barney Cable,Bradley,6.0,362.0,6817.0,2372.0,1884.0,381.0,0.42,0.0,0.665,18.8,6.6,5.2,1.1,6.5,0.046,0.0,0.0
16,11.0,NYK,Joe Quigg,UNC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,12.0,PHW,Lamar Sharrar,West Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,13.0,SYR,Hal Greer,Marshall,15.0,1122.0,39788.0,21586.0,5665.0,4540.0,0.452,0.0,0.801,35.5,19.2,5.0,4.0,102.7,0.124,0.0,0.0
19,14.0,STL,Hub Reed,Oklahoma City University,7.0,479.0,7870.0,2618.0,2449.0,367.0,0.436,0.0,0.724,16.4,5.5,5.1,0.8,9.3,0.057,0.0,0.0
20,15.0,BOS,Jimmy Smith,Franciscan University of Steubenville,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,16.0,MNL,Boo Ellis,Niagara University,2.0,118.0,1873.0,607.0,616.0,86.0,0.402,0.0,0.695,15.9,5.1,5.2,0.7,3.1,0.079,0.0,0.0
24,17.0,CIN,Bucky Bockhorn,Dayton,7.0,474.0,14791.0,5430.0,2234.0,1645.0,0.403,0.0,0.748,31.2,11.5,4.7,3.5,7.9,0.026,0.0,0.0
25,18.0,DET,Roy DeWitz,Kansas State,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,19.0,NYK,John Lee,Yale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,20.0,PHW,Frank Howard,Ohio State,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,21.0,SYR,John Nacincik,Maryland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,22.0,STL,Wayne Embry,Miami University,11.0,831.0,21763.0,10380.0,7544.0,1194.0,0.44,0.0,0.64,26.2,12.5,9.1,1.4,37.8,0.083,0.0,0.0
30,23.0,BOS,Jim Cunningham,Fordham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,24.0,MNL,George Kline,Minnesota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,25.0,CIN,Phil Murrell,Drake University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,26.0,DET,Ralph Croswaite,Western Kentucky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,27.0,NYK,Johnny Cox,Kentucky,1.0,73.0,1685.0,573.0,280.0,142.0,0.421,0.0,0.704,23.1,7.8,3.8,1.9,0.5,0.015,0.0,0.0
37,28.0,PHW,Temple Tucker,Rice University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,29.0,SYR,Tommy Kearns,UNC,1.0,1.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.23,0.0,0.0
39,30.0,STL,Julius Peques,Pitt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,31.0,BOS,Don Flora,Washington & Lee University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,32.0,MNL,Quitman Sullins,Murray State,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,33.0,CIN,Jim Fulmer,Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,34.0,DET,Hank Morano,Saint Peter's College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,35.0,NYK,Don Lane,Dayton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,36.0,PHW,Don Ohl,Illinois,10.0,727.0,22413.0,11549.0,2163.0,2243.0,0.434,0.0,0.732,30.8,15.9,3.0,3.1,30.2,0.065,0.0,0.0
48,37.0,SYR,Fred Grim,Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,38.0,STL,Rick Herrsher,SMU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,39.0,BOS,Gene Brown,San Francisco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,40.0,MNL,Al Inniss,St. Francis College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,41.0,CIN,Jim McClennan,Saint Francis University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,42.0,DET,Shellie McMillon,Bradley,4.0,263.0,4977.0,2397.0,1571.0,232.0,0.434,0.0,0.634,18.9,9.1,6.0,0.9,8.1,0.078,0.0,0.0
56,43.0,NYK,Joe King,Oklahoma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,44.0,PHW,Bucky Allen,Duke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,45.0,SYR,Jack Mimitz,Saint Louis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,46.0,STL,John Crawford,Iowa State,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,47.0,BOS,Dave Keleher,Morehead State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,48.0,MNL,Jim Bond,Point Loma Nazarene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,49.0,CIN,Wayne Stevens,Cincinnati,1.0,8.0,49.0,13.0,16.0,4.0,0.158,0.0,0.7,6.1,1.6,2.0,0.5,-0.2,-0.169,0.0,0.0
65,50.0,DET,Ed Blair,Western Michigan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,51.0,NYK,Owen Lawson,Western Kentucky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,52.0,PHW,Jay Norman,Temple,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,53.0,SYR,Pete Tillotson,Michigan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,54.0,STL,Ken Sidle,Ohio State,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,55.0,BOS,Rudy Fenderson,Brandeis University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,56.0,MNL,Ed Brinkley,Clemson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,57.0,CIN,Bob Mantz,Lafayette College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,58.0,DET,Jack Quiggle,Michigan State,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,59.0,NYK,Milt Kane,Utah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,60.0,PHW,Tom Brennan,Villanova,1.0,11.0,52.0,10.0,5.0,2.0,0.455,0.0,0.0,4.7,0.9,0.5,0.2,0.1,0.048,0.0,0.0
78,61.0,SYR,Ruel Tucker,Rockhurst University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,62.0,STL,Bruno Boin,Washington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,63.0,MNL,Joe Hobbs,Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,64.0,CIN,Larry Staverman,Thomas More College,5.0,265.0,3380.0,1237.0,1019.0,251.0,0.465,0.0,0.785,12.8,4.7,3.8,0.9,6.9,0.097,0.0,0.0
84,65.0,DET,Harry Marske,North Dakota State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,66.0,NYK,John McCarthy,Notre Dame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,67.0,PHW,Nick Davis,Maryland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,68.0,STL,Tink Van Patton,Temple,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,69.0,MNL,Shorty Patterson,Gustavus Adolphus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,70.0,CIN,Jack Parr,Kansas State,1.0,66.0,1037.0,262.0,278.0,51.0,0.355,0.0,0.603,15.7,4.0,4.2,0.8,-0.3,-0.014,0.0,0.0
92,71.0,DET,Pete Gaudin,Loyola University New Orleans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,72.0,PHW,Larry Hedden,Michigan State,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,73.0,STL,James Purcell,Coe College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
