b'Date',b'href',b'Visitor/Neutral',b'PTS',b'Home/Neutral',b'PTS',b'\xc2\xa0',b'\xc2\xa0',b'Attend.',b'Notes'
"Fri, Nov 6, 1992",/boxscores/199211060ATL.html,New York Knicks,106,Atlanta Hawks,94,Box Score,,"16,389",
"Fri, Nov 6, 1992",/boxscores/199211060BOS.html,Minnesota Timberwolves,92,Boston Celtics,113,Box Score,,"14,890",
"Fri, Nov 6, 1992",/boxscores/199211060CHH.html,Washington Bullets,119,Charlotte Hornets,126,Box Score,,"23,698",
"Fri, Nov 6, 1992",/boxscores/199211060CLE.html,Chicago Bulls,101,Cleveland Cavaliers,96,Box Score,,"20,273",
"Fri, Nov 6, 1992",/boxscores/199211060DET.html,Milwaukee Bucks,86,Detroit Pistons,81,Box Score,,"21,454",
"Fri, Nov 6, 1992",/boxscores/199211060HOU.html,Seattle SuperSonics,111,Houston Rockets,94,Box Score,,"14,544","at Yokohama, Japan"
"Fri, Nov 6, 1992",/boxscores/199211060LAC.html,Los Angeles Lakers,114,Los Angeles Clippers,112,Box Score,OT,"15,989",
"Fri, Nov 6, 1992",/boxscores/199211060ORL.html,Miami Heat,100,Orlando Magic,110,Box Score,,"15,151",
"Fri, Nov 6, 1992",/boxscores/199211060PHI.html,New Jersey Nets,114,Philadelphia 76ers,111,Box Score,,"12,608",
"Fri, Nov 6, 1992",/boxscores/199211060SAC.html,San Antonio Spurs,106,Sacramento Kings,114,Box Score,,"17,317",
"Fri, Nov 6, 1992",/boxscores/199211060UTA.html,Golden State Warriors,129,Utah Jazz,114,Box Score,,"19,911",
"Sat, Nov 7, 1992",/boxscores/199211070CHI.html,Atlanta Hawks,100,Chicago Bulls,99,Box Score,,"18,676",
"Sat, Nov 7, 1992",/boxscores/199211070DAL.html,Utah Jazz,122,Dallas Mavericks,106,Box Score,,"12,514",
"Sat, Nov 7, 1992",/boxscores/199211070DEN.html,San Antonio Spurs,121,Denver Nuggets,125,Box Score,2OT,"17,022",
"Sat, Nov 7, 1992",/boxscores/199211070IND.html,Detroit Pistons,89,Indiana Pacers,87,Box Score,,"16,183",
"Sat, Nov 7, 1992",/boxscores/199211070MIA.html,New Jersey Nets,94,Miami Heat,106,Box Score,,"15,008",
"Sat, Nov 7, 1992",/boxscores/199211070MIL.html,Boston Celtics,88,Milwaukee Bucks,124,Box Score,,"17,892",
"Sat, Nov 7, 1992",/boxscores/199211070MIN.html,Golden State Warriors,121,Minnesota Timberwolves,119,Box Score,OT,"19,006",
