,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,Zaid Abdul-Aziz,PF,23.0,MIL,80.0,1637.0,12.4,0.473,0.0,0.339,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.059,0.0,0.0,0.0,0.0
1,Kareem Abdul-Jabbar*,C,22.0,MIL,82.0,3534.0,22.5,0.552,0.0,0.41,0.0,0.0,0.0,13.1,0.0,0.0,0.0,0.0,0.0,9.3,4.5,13.8,0.187,0.0,0.0,0.0,0.0
2,Rick Adelman,PG,23.0,SDR,35.0,717.0,10.2,0.453,0.0,0.368,0.0,0.0,0.0,18.7,0.0,0.0,0.0,0.0,0.0,-0.2,0.9,0.7,0.048,0.0,0.0,0.0,0.0
3,Lucius Allen,PG,22.0,SEA,81.0,1817.0,13.7,0.495,0.0,0.36,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,0.0,1.2,1.0,2.2,0.059,0.0,0.0,0.0,0.0
4,Wally Anderzunas,SF,24.0,CIN,44.0,370.0,8.8,0.427,0.0,0.277,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,-0.4,0.3,-0.2,-0.023,0.0,0.0,0.0,0.0
5,John Arthurs,G,22.0,MIL,11.0,86.0,11.3,0.421,0.0,0.429,0.0,0.0,0.0,23.2,0.0,0.0,0.0,0.0,0.0,-0.1,0.1,0.0,-0.004,0.0,0.0,0.0,0.0
6,Al Attles*,PG,33.0,SFW,45.0,676.0,11.5,0.459,0.0,0.559,0.0,0.0,0.0,26.9,0.0,0.0,0.0,0.0,0.0,-0.1,0.9,0.8,0.056,0.0,0.0,0.0,0.0
7,Jim Barnes,C,28.0,BOS,77.0,1049.0,11.3,0.46,0.0,0.295,0.0,0.0,0.0,6.6,0.0,0.0,0.0,0.0,0.0,-0.3,1.4,1.1,0.048,0.0,0.0,0.0,0.0
8,Dick Barnett,SG,33.0,NYK,82.0,2772.0,12.9,0.516,0.0,0.313,0.0,0.0,0.0,13.7,0.0,0.0,0.0,0.0,0.0,3.1,3.7,6.8,0.117,0.0,0.0,0.0,0.0
9,Jim Barnett,SG,25.0,SDR,80.0,2105.0,16.0,0.513,0.0,0.367,0.0,0.0,0.0,17.9,0.0,0.0,0.0,0.0,0.0,2.6,2.7,5.4,0.122,0.0,0.0,0.0,0.0
10,Johnny Baum,SF,23.0,CHI,3.0,13.0,2.0,0.273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,-0.1,-0.389,0.0,0.0,0.0,0.0
11,Elgin Baylor*,SF,35.0,LAL,54.0,2213.0,20.8,0.537,0.0,0.34,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,4.5,3.3,7.8,0.168,0.0,0.0,0.0,0.0
12,Butch Beard,PG,22.0,ATL,72.0,941.0,15.7,0.54,0.0,0.416,0.0,0.0,0.0,16.7,0.0,0.0,0.0,0.0,0.0,1.7,0.5,2.2,0.113,0.0,0.0,0.0,0.0
13,Walt Bellamy*,C,30.0,TOT,79.0,2028.0,16.4,0.549,0.0,0.556,0.0,0.0,0.0,9.2,0.0,0.0,0.0,0.0,0.0,3.5,1.3,4.9,0.115,0.0,0.0,0.0,0.0
14,Walt Bellamy*,C,30.0,DET,56.0,1173.0,16.7,0.567,0.0,0.648,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,2.6,0.7,3.3,0.133,0.0,0.0,0.0,0.0
15,Walt Bellamy*,C,30.0,ATL,23.0,855.0,16.0,0.523,0.0,0.432,0.0,0.0,0.0,12.9,0.0,0.0,0.0,0.0,0.0,1.0,0.6,1.6,0.09,0.0,0.0,0.0,0.0
16,Dave Bing*,PG,26.0,DET,70.0,2334.0,21.3,0.517,0.0,0.448,0.0,0.0,0.0,27.5,0.0,0.0,0.0,0.0,0.0,4.1,1.2,5.3,0.109,0.0,0.0,0.0,0.0
17,John Block,PF,25.0,SDR,82.0,2152.0,15.5,0.503,0.0,0.358,0.0,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,1.9,3.1,5.1,0.113,0.0,0.0,0.0,0.0
18,Tom Boerwinkle,C,24.0,CHI,81.0,2335.0,15.3,0.484,0.0,0.292,0.0,0.0,0.0,12.9,0.0,0.0,0.0,0.0,0.0,0.7,3.7,4.4,0.09,0.0,0.0,0.0,0.0
19,Bob Boozer,PF,32.0,SEA,82.0,2549.0,15.2,0.545,0.0,0.318,0.0,0.0,0.0,5.8,0.0,0.0,0.0,0.0,0.0,4.4,1.5,5.9,0.111,0.0,0.0,0.0,0.0
20,Nate Bowman,C,26.0,NYK,81.0,744.0,8.9,0.439,0.0,0.336,0.0,0.0,0.0,7.4,0.0,0.0,0.0,0.0,0.0,-0.5,1.8,1.3,0.083,0.0,0.0,0.0,0.0
21,Bill Bradley*,SF,26.0,NYK,67.0,2098.0,13.7,0.498,0.0,0.196,0.0,0.0,0.0,16.7,0.0,0.0,0.0,0.0,0.0,1.6,3.3,4.9,0.112,0.0,0.0,0.0,0.0
23,Bill Bridges,PF,30.0,ATL,82.0,3269.0,15.9,0.538,0.0,0.484,0.0,0.0,0.0,12.7,0.0,0.0,0.0,0.0,0.0,4.2,2.4,6.6,0.097,0.0,0.0,0.0,0.0
24,Em Bryant,PG,31.0,BOS,71.0,1617.0,11.1,0.463,0.0,0.348,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,-0.1,1.8,1.7,0.051,0.0,0.0,0.0,0.0
25,Joe Caldwell,SG,28.0,ATL,82.0,2857.0,17.3,0.549,0.0,0.415,0.0,0.0,0.0,13.8,0.0,0.0,0.0,0.0,0.0,6.6,1.3,7.9,0.132,0.0,0.0,0.0,0.0
26,Fred Carter,SG,24.0,BAL,76.0,1219.0,7.9,0.402,0.0,0.264,0.0,0.0,0.0,11.6,0.0,0.0,0.0,0.0,0.0,-1.7,1.4,-0.3,-0.013,0.0,0.0,0.0,0.0
27,Wilt Chamberlain*,C,33.0,LAL,12.0,505.0,24.8,0.554,0.0,0.692,0.0,0.0,0.0,14.5,0.0,0.0,0.0,0.0,0.0,1.4,1.0,2.3,0.221,0.0,0.0,0.0,0.0
28,Jerry Chambers,SF,26.0,PHO,79.0,1139.0,12.0,0.461,0.0,0.19,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,-0.4,0.4,0.0,-0.001,0.0,0.0,0.0,0.0
29,Don Chaney,SG,23.0,BOS,63.0,839.0,8.9,0.424,0.0,0.341,0.0,0.0,0.0,10.9,0.0,0.0,0.0,0.0,0.0,-0.9,0.8,-0.1,-0.003,0.0,0.0,0.0,0.0
30,Len Chappell,SF,29.0,MIL,75.0,1134.0,14.9,0.504,0.0,0.403,0.0,0.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,1.1,1.1,2.1,0.09,0.0,0.0,0.0,0.0
31,Archie Clark,PG,28.0,PHI,76.0,2772.0,16.3,0.546,0.0,0.331,0.0,0.0,0.0,17.7,0.0,0.0,0.0,0.0,0.0,5.5,2.6,8.1,0.14,0.0,0.0,0.0,0.0
32,Barry Clemens,SF,26.0,SEA,78.0,1487.0,12.1,0.496,0.0,0.235,0.0,0.0,0.0,10.3,0.0,0.0,0.0,0.0,0.0,0.9,0.8,1.7,0.054,0.0,0.0,0.0,0.0
33,Mel Counts,C,28.0,LAL,81.0,2193.0,13.9,0.463,0.0,0.198,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,-0.5,3.2,2.7,0.06,0.0,0.0,0.0,0.0
34,Bob Cousy*,PG,41.0,CIN,7.0,34.0,8.6,0.579,0.0,1.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.101,0.0,0.0,0.0,0.0
35,Freddie Crawford,SG,28.0,MIL,77.0,1331.0,14.0,0.514,0.0,0.292,0.0,0.0,0.0,20.9,0.0,0.0,0.0,0.0,0.0,1.4,1.3,2.7,0.098,0.0,0.0,0.0,0.0
36,Billy Cunningham*,SF,26.0,PHI,81.0,3194.0,21.0,0.524,0.0,0.409,0.0,0.0,0.0,14.9,0.0,0.0,0.0,0.0,0.0,5.6,4.8,10.3,0.155,0.0,0.0,0.0,0.0
37,Dick Cunningham,C,23.0,MIL,60.0,416.0,9.7,0.405,0.0,0.234,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,-0.5,0.5,0.0,0.001,0.0,0.0,0.0,0.0
38,Bob Dandridge,SF,22.0,MIL,81.0,2461.0,15.2,0.528,0.0,0.295,0.0,0.0,0.0,14.6,0.0,0.0,0.0,0.0,0.0,3.2,2.8,6.0,0.116,0.0,0.0,0.0,0.0
39,Jim Davis,C,28.0,ATL,82.0,2623.0,14.4,0.515,0.0,0.337,0.0,0.0,0.0,11.4,0.0,0.0,0.0,0.0,0.0,2.6,1.7,4.3,0.079,0.0,0.0,0.0,0.0
40,Mike Davis,SG,23.0,BAL,56.0,1330.0,12.0,0.499,0.0,0.328,0.0,0.0,0.0,10.6,0.0,0.0,0.0,0.0,0.0,1.0,1.2,2.2,0.079,0.0,0.0,0.0,0.0
41,Dave DeBusschere*,PF,29.0,NYK,79.0,2627.0,14.8,0.482,0.0,0.237,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.7,5.8,6.6,0.12,0.0,0.0,0.0,0.0
42,Connie Dierking,C,33.0,CIN,76.0,2448.0,13.6,0.462,0.0,0.246,0.0,0.0,0.0,9.4,0.0,0.0,0.0,0.0,0.0,-0.7,2.2,1.5,0.029,0.0,0.0,0.0,0.0
44,Terry Dischinger,SF,29.0,DET,75.0,1754.0,15.5,0.567,0.0,0.371,0.0,0.0,0.0,8.6,0.0,0.0,0.0,0.0,0.0,4.0,0.8,4.8,0.13,0.0,0.0,0.0,0.0
45,Johnny Egan,PG,31.0,LAL,72.0,1627.0,9.6,0.486,0.0,0.246,0.0,0.0,0.0,16.7,0.0,0.0,0.0,0.0,0.0,0.6,1.5,2.0,0.06,0.0,0.0,0.0,0.0
46,Joe Ellis,SF,25.0,SFW,76.0,2380.0,13.0,0.448,0.0,0.221,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,-1.7,2.7,1.0,0.019,0.0,0.0,0.0,0.0
47,Leroy Ellis,C,29.0,BAL,72.0,1163.0,13.3,0.51,0.0,0.28,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,0.9,1.6,2.5,0.105,0.0,0.0,0.0,0.0
48,Keith Erickson,SF,25.0,LAL,68.0,1755.0,11.8,0.492,0.0,0.217,0.0,0.0,0.0,15.3,0.0,0.0,0.0,0.0,0.0,0.8,2.1,2.9,0.079,0.0,0.0,0.0,0.0
49,Hank Finkel,C,27.0,BOS,80.0,1866.0,13.1,0.494,0.0,0.341,0.0,0.0,0.0,7.3,0.0,0.0,0.0,0.0,0.0,1.0,2.4,3.4,0.087,0.0,0.0,0.0,0.0
50,Fred Foster,SF,23.0,CIN,74.0,2077.0,12.4,0.485,0.0,0.237,0.0,0.0,0.0,7.1,0.0,0.0,0.0,0.0,0.0,0.8,1.3,2.1,0.048,0.0,0.0,0.0,0.0
51,Jim Fox,C,26.0,PHO,81.0,2041.0,15.6,0.572,0.0,0.359,0.0,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,4.7,0.9,5.6,0.133,0.0,0.0,0.0,0.0
52,Walt Frazier*,PG,24.0,NYK,77.0,3040.0,21.1,0.575,0.0,0.472,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,8.6,6.4,15.0,0.236,0.0,0.0,0.0,0.0
53,Dave Gambee,SF,32.0,SFW,73.0,951.0,14.2,0.482,0.0,0.401,0.0,0.0,0.0,8.2,0.0,0.0,0.0,0.0,0.0,0.3,1.1,1.4,0.071,0.0,0.0,0.0,0.0
54,Dick Garrett,SG,23.0,LAL,73.0,2318.0,9.4,0.477,0.0,0.199,0.0,0.0,0.0,10.1,0.0,0.0,0.0,0.0,0.0,0.3,2.0,2.3,0.047,0.0,0.0,0.0,0.0
55,Herm Gilliam,SG,23.0,CIN,57.0,1161.0,11.0,0.443,0.0,0.206,0.0,0.0,0.0,19.3,0.0,0.0,0.0,0.0,0.0,-0.6,1.1,0.4,0.019,0.0,0.0,0.0,0.0
56,Gail Goodrich*,PG,26.0,PHO,81.0,3234.0,16.3,0.535,0.0,0.483,0.0,0.0,0.0,24.9,0.0,0.0,0.0,0.0,0.0,5.4,1.3,6.7,0.099,0.0,0.0,0.0,0.0
57,Bob Greacen,SF,22.0,MIL,41.0,292.0,9.0,0.437,0.0,0.257,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.3,0.1,0.011,0.0,0.0,0.0,0.0
58,Johnny Green,PF,36.0,CIN,78.0,2278.0,18.4,0.58,0.0,0.499,0.0,0.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,5.9,2.5,8.4,0.177,0.0,0.0,0.0,0.0
59,Lamar Green,PF,22.0,PHO,58.0,700.0,10.4,0.459,0.0,0.299,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,-0.2,0.4,0.2,0.013,0.0,0.0,0.0,0.0
60,Hal Greer*,SG,33.0,PHI,80.0,3024.0,15.8,0.506,0.0,0.279,0.0,0.0,0.0,17.7,0.0,0.0,0.0,0.0,0.0,3.3,3.0,6.2,0.099,0.0,0.0,0.0,0.0
61,Gary Gregor,SF,24.0,ATL,81.0,1603.0,11.0,0.464,0.0,0.171,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.8,0.5,0.016,0.0,0.0,0.0,0.0
62,Richie Guerin*,SG,37.0,ATL,8.0,64.0,3.5,0.306,0.0,0.091,0.0,0.0,0.0,20.4,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,-0.1,-0.049,0.0,0.0,0.0,0.0
63,Matt Guokas,SG,25.0,PHI,80.0,1558.0,10.2,0.503,0.0,0.358,0.0,0.0,0.0,16.4,0.0,0.0,0.0,0.0,0.0,0.9,1.6,2.5,0.078,0.0,0.0,0.0,0.0
65,Al Hairston,SG,24.0,SEA,3.0,20.0,14.7,0.415,0.0,0.125,0.0,0.0,0.0,38.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008,0.0,0.0,0.0,0.0
66,Happy Hairston,PF,27.0,TOT,70.0,2427.0,18.4,0.559,0.0,0.424,0.0,0.0,0.0,6.9,0.0,0.0,0.0,0.0,0.0,5.6,3.2,8.8,0.174,0.0,0.0,0.0,0.0
67,Happy Hairston,PF,27.0,DET,15.0,282.0,19.5,0.608,0.0,0.612,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1.1,0.191,0.0,0.0,0.0,0.0
68,Happy Hairston,PF,27.0,LAL,55.0,2145.0,18.3,0.553,0.0,0.402,0.0,0.0,0.0,7.1,0.0,0.0,0.0,0.0,0.0,4.6,3.1,7.7,0.172,0.0,0.0,0.0,0.0
69,Shaler Halimon,SG,24.0,CHI,38.0,517.0,11.4,0.436,0.0,0.299,0.0,0.0,0.0,18.5,0.0,0.0,0.0,0.0,0.0,-0.5,0.5,0.0,-0.001,0.0,0.0,0.0,0.0
70,Art Harris,SG,23.0,TOT,81.0,1553.0,9.3,0.419,0.0,0.185,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.6,-1.4,-0.044,0.0,0.0,0.0,0.0
71,Art Harris,SG,23.0,SEA,5.0,178.0,7.6,0.39,0.0,0.123,0.0,0.0,0.0,14.4,0.0,0.0,0.0,0.0,0.0,-0.3,0.1,-0.2,-0.066,0.0,0.0,0.0,0.0
72,Art Harris,SG,23.0,PHO,76.0,1375.0,9.5,0.423,0.0,0.192,0.0,0.0,0.0,20.7,0.0,0.0,0.0,0.0,0.0,-1.7,0.5,-1.2,-0.041,0.0,0.0,0.0,0.0
73,Clem Haskins,SG,26.0,CHI,82.0,3214.0,16.5,0.499,0.0,0.285,0.0,0.0,0.0,27.8,0.0,0.0,0.0,0.0,0.0,2.8,3.4,6.1,0.092,0.0,0.0,0.0,0.0
74,John Havlicek*,SG,29.0,BOS,81.0,3369.0,20.0,0.533,0.0,0.365,0.0,0.0,0.0,23.2,0.0,0.0,0.0,0.0,0.0,6.4,4.2,10.6,0.151,0.0,0.0,0.0,0.0
75,Connie Hawkins*,SF,27.0,PHO,81.0,3312.0,19.7,0.563,0.0,0.512,0.0,0.0,0.0,16.5,0.0,0.0,0.0,0.0,0.0,8.5,1.6,10.2,0.147,0.0,0.0,0.0,0.0
