,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Shareef Abdur-Rahim,C,30.0,SAC,80.0,45.0,2015.0,5.5,11.7,0.474,0.1,0.4,0.15,5.5,11.3,0.484,3.0,4.2,0.726,2.2,4.9,7.1,1.9,0.9,0.7,2.1,4.3,14.2
1,Hassan Adams,SG,22.0,NJN,61.0,8.0,495.0,5.5,9.8,0.556,0.0,0.1,0.0,5.5,9.7,0.56,1.7,2.6,0.667,2.5,3.1,5.6,0.9,1.2,0.3,1.6,3.4,12.7
2,Maurice Ager,SG,22.0,DAL,32.0,1.0,214.0,3.7,11.8,0.314,0.8,2.5,0.333,2.9,9.3,0.309,3.4,5.6,0.606,0.2,3.4,3.5,1.2,0.7,0.5,2.5,4.5,11.6
3,LaMarcus Aldridge,C,21.0,POR,63.0,22.0,1392.0,6.2,12.4,0.503,0.0,0.1,0.0,6.2,12.3,0.505,2.1,3.0,0.722,3.7,4.3,8.1,0.6,0.6,1.9,1.1,4.8,14.6
4,Malik Allen,PF,28.0,CHI,60.0,1.0,638.0,6.0,14.6,0.415,0.0,0.1,0.0,6.0,14.5,0.416,1.6,1.9,0.824,2.4,4.3,6.7,0.9,1.0,0.9,1.2,4.8,13.7
5,Ray Allen*,SG,31.0,SEA,55.0,55.0,2219.0,8.2,18.7,0.438,2.7,7.2,0.372,5.5,11.5,0.479,4.5,5.0,0.903,0.9,3.1,4.0,3.7,1.3,0.2,2.5,1.8,23.6
6,Tony Allen,SG,25.0,BOS,33.0,18.0,805.0,5.9,11.6,0.514,0.4,1.5,0.242,5.6,10.1,0.553,4.7,6.0,0.784,1.6,4.0,5.5,2.5,2.2,0.5,3.4,3.9,16.9
7,Rafer Alston,PG,30.0,HOU,82.0,82.0,3040.0,4.5,12.1,0.375,2.3,6.3,0.363,2.3,5.8,0.389,1.5,2.1,0.734,0.3,3.0,3.3,5.3,1.5,0.1,2.0,2.3,12.9
8,Lou Amundson,PF,24.0,TOT,11.0,0.0,89.0,2.4,6.1,0.4,0.0,0.0,0.0,2.4,6.1,0.4,1.6,4.0,0.4,5.3,6.1,11.3,0.4,0.4,3.2,2.0,6.1,6.5
9,Lou Amundson,PF,24.0,UTA,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
